"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3475	4494	"Trollvatnet"	69.875668	23.457912	0	"AWI"	0	2040	3400	2727	2.07939508506616	0	0	0.378071833648393	0	34.593572778828	0	0	0	2.26843100189036	0	1.32325141776938	1.51228733459357	0	0.756143667296786	55.3875236294896	0	1.13421550094518	0.189035916824197	0	0	0	0.378071833648393	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	5	"AWI"	5	2383	3667	3045	2.77777777777778	0	0	0	0.198412698412698	33.3333333333333	0	0	0	2.38095238095238	0	1.19047619047619	1.98412698412698	0	0.595238095238095	55.7539682539683	0	1.19047619047619	0	0	0.198412698412698	0	0	0	0	0.396825396825397	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	10	"AWI"	10	2734	3924	3359	4.83271375464684	0	0	0	0.185873605947955	36.4312267657993	0	0	0	1.6728624535316	0	2.23048327137546	1.30111524163569	0	0.743494423791822	51.3011152416357	0	0.557620817843866	0	0	0.185873605947955	0	0.185873605947955	0.371747211895911	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	15	"AWI"	15	3108	4188	3673	2.19224283305228	0	0	0	0	42.6644182124789	0	0	0	1.85497470489039	0	1.68634064080944	1.34907251264755	0	0.674536256323777	48.397976391231	0	0.843170320404722	0	0	0	0	0	0.337268128161889	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	20	"AWI"	20	3510	4444	3989	3.31262939958592	0	0	0	0	38.7163561076605	0	0	0	2.48447204968944	0	2.27743271221532	1.65631469979296	0	0.82815734989648	49.8964803312629	0	0.41407867494824	0	0	0	0	0	0.41407867494824	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	25	"AWI"	25	3898	4710	4294	1.64609053497942	0	0	0	0	36.2139917695473	0	0	0	2.26337448559671	0	2.05761316872428	2.67489711934156	0	0.823045267489712	53.4979423868313	0	0.617283950617284	0	0	0	0	0.205761316872428	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	30	"AWI"	30	4184	5006	4604	3.79746835443038	0	0	0	0.210970464135021	33.9662447257384	0	0	0.210970464135021	2.32067510548523	0	1.68776371308017	1.68776371308017	0	0.210970464135021	55.2742616033755	0	0.632911392405063	0	0	0	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	35	"AWI"	35	4499	5325	4913	3.25497287522604	0	0	0.180831826401447	0	28.5714285714286	0	0	0.180831826401447	3.25497287522604	0	1.80831826401447	1.62748643761302	0	0.180831826401447	59.8553345388788	0.180831826401447	0.54249547920434	0	0	0.180831826401447	0	0.180831826401447	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	40	"AWI"	40	4804	5610	5224	3.76712328767123	0.171232876712329	0	0	0.171232876712329	38.6986301369863	0	0	0	1.88356164383562	0	1.88356164383562	1.36986301369863	0	0.171232876712329	50.1712328767123	0	1.1986301369863	0	0.171232876712329	0	0	0.171232876712329	0.171232876712329	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	45	"AWI"	45	5127	5895	5533	3.48837209302326	0	0	0.129198966408269	0.129198966408269	36.046511627907	0	0	0	1.29198966408269	0	1.03359173126615	0.645994832041344	0	0.129198966408269	56.0723514211886	0	0.387596899224806	0	0	0.387596899224806	0	0	0	0	0.129198966408269	0	0.129198966408269
3475	4494	"Trollvatnet"	69.875668	23.457912	50	"AWI"	50	5483	6155	5841	4.84330484330484	0	0	0	0	36.7521367521368	0	0	0	1.56695156695157	0	1.70940170940171	0.712250712250712	0	0	53.5612535612536	0	0.56980056980057	0.142450142450142	0	0.142450142450142	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	55	"AWI"	55	5897	6395	6145	4.87394957983193	0	0	0.168067226890756	0.168067226890756	44.2016806722689	0.168067226890756	0	0	2.18487394957983	0	1.84873949579832	1.51260504201681	0	0	43.0252100840336	0	1.00840336134454	0	0	0.168067226890756	0	0	0.336134453781513	0	0.168067226890756	0	0.168067226890756
3475	4494	"Trollvatnet"	69.875668	23.457912	60	"AWI"	60	6121	6757	6433	4.01284109149278	0.160513643659711	0	0.160513643659711	0	39.3258426966292	0	0	0.160513643659711	3.04975922953451	0	2.40770465489567	0.963081861958266	0	0.160513643659711	48.1540930979133	0	1.12359550561798	0	0	0	0	0	0.321027287319422	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	65	"AWI"	65	6386	7079	6723	6.98412698412698	0	0	0	0	32.8571428571429	0	0	0	1.74603174603175	0	1.58730158730159	0.952380952380952	0	0	54.7619047619048	0	0.793650793650794	0.158730158730159	0	0.158730158730159	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	70	"AWI"	70	6658	7384	7018	7.02917771883289	0	0	0	0	43.1034482758621	0	0	0	1.45888594164456	0	1.06100795755968	0.397877984084881	0	0	46.2864721485411	0	0.26525198938992	0	0	0.397877984084881	0	0	0	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	75	"AWI"	75	6966	7662	7310	7.04057279236277	0	0.119331742243437	0	0.238663484486874	40.0954653937947	0	0	0	0.954653937947494	0	0.477326968973747	0.835322195704057	0	0	49.1646778042959	0	0.35799522673031	0	0	0.477326968973747	0	0.119331742243437	0	0	0	0	0.119331742243437
3475	4494	"Trollvatnet"	69.875668	23.457912	80	"AWI"	80	7287	7935	7601	10.0840336134454	0	0	0	0	29.1316526610644	0	0	0.140056022408964	1.40056022408964	0	0.420168067226891	0.280112044817927	0	0	56.0224089635854	0	1.40056022408964	0	0	0.840336134453782	0	0.140056022408964	0.140056022408964	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	85	"AWI"	85	7648	8185	7891	6.96774193548387	0	0	0.129032258064516	0.129032258064516	33.9354838709677	0	0	0	1.03225806451613	0	0.903225806451613	0.129032258064516	0	0	55.2258064516129	0	1.29032258064516	0	0	0.129032258064516	0	0	0.129032258064516	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	90	"AWI"	90	7900	8569	8206	3.44418052256532	0	0	0	0	38.8361045130641	0.118764845605701	0	0	0.593824228028504	0	0.712589073634204	0.831353919239905	0	0.118764845605701	53.4441805225653	0	0.712589073634204	0	0.118764845605701	0.475059382422803	0	0.118764845605701	0.237529691211401	0	0	0	0.237529691211401
3475	4494	"Trollvatnet"	69.875668	23.457912	95	"AWI"	95	8174	8939	8530	4.35510887772194	0	0	0	0	61.1390284757119	0	0	0.16750418760469	3.68509212730318	0	1.17252931323283	1.6750418760469	0.16750418760469	0	25.4606365159129	0	0.837520938023451	0	0	0.16750418760469	0	0.16750418760469	0.670016750418761	0	0	0	0.33500837520938
3475	4494	"Trollvatnet"	69.875668	23.457912	100	"AWI"	100	8475	9271	8854	3.13075506445672	0	0	0.184162062615101	0	60.2209944751381	0	0	0	3.68324125230203	0	0.736648250460405	5.34069981583794	0	0	23.572744014733	0	1.47329650092081	0	0.184162062615101	0.368324125230203	0	0.184162062615101	0.552486187845304	0	0	0	0.368324125230203
3475	4494	"Trollvatnet"	69.875668	23.457912	105	"AWI"	105	8796	9584	9176	1.61943319838057	0.202429149797571	0	0	0	69.4331983805668	0	0	0	2.22672064777328	0	0.202429149797571	6.07287449392713	0	0.202429149797571	15.1821862348178	0	2.83400809716599	0	0	0.607287449392713	0	0	1.01214574898785	0	0	0	0.404858299595142
3475	4494	"Trollvatnet"	69.875668	23.457912	110	"AWI"	110	9131	9887	9496	1.76	0	0	0	0.16	79.36	0	0	0	1.28	0	0.32	5.6	0	0	8.32	0	2.24	0	0	0.32	0	0	0.32	0	0.16	0.16	0
3475	4494	"Trollvatnet"	69.875668	23.457912	115	"AWI"	115	9536	10164	9813	1.74081237911025	0	0	0.193423597678917	0	70.7930367504836	0	0	0	1.74081237911025	0	0.580270793036751	3.09477756286267	0	0	16.8278529980658	0	1.93423597678917	0	0	0.773694390715667	0	0.193423597678917	1.74081237911025	0	0	0	0.386847195357834
3475	4494	"Trollvatnet"	69.875668	23.457912	120	"AWI"	120	9788	10529	10134	1.16883116883117	0	0	0	0.12987012987013	77.012987012987	0	0	0.12987012987013	1.16883116883117	0	0.38961038961039	3.37662337662338	0	0	12.0779220779221	0	2.20779220779221	0	0	0.25974025974026	0	0.25974025974026	1.68831168831169	0.12987012987013	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	125	"AWI"	125	10061	10879	10454	2.28571428571429	0	0	0	0	79.2857142857143	0	0	0	1.14285714285714	0	0	3	0	0	9	0	2.57142857142857	0	0	0.857142857142857	0	0	1.71428571428571	0.142857142857143	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	130	"AWI"	130	10359	11218	10771	1.22511485451761	0	0	0.153139356814701	0	84.2266462480858	0	0.153139356814701	0.153139356814701	1.07197549770291	0	0.459418070444104	0.918836140888208	0	0	4.90045941807044	0	2.75650842266462	0	0	1.22511485451761	0	0.153139356814701	2.29709035222052	0.306278713629403	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	135	"AWI"	135	10654	11531	11087	0.277008310249307	0	0	0.138504155124654	0	86.2880886426593	0	0.138504155124654	0	1.24653739612188	0	0.277008310249307	0.554016620498615	0	0	3.73961218836565	0	4.57063711911357	0	0	0.415512465373961	0	0.138504155124654	1.8005540166205	0.277008310249307	0	0	0.138504155124654
3475	4494	"Trollvatnet"	69.875668	23.457912	140	"AWI"	140	10942	11831	11391	0.366300366300366	0	0	0	0	90.8424908424908	0	0	0	2.38095238095238	0	1.0989010989011	0	0	0	1.64835164835165	0	1.46520146520147	0	0	0.732600732600733	0	0.183150183150183	1.28205128205128	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	145	"AWI"	145	11222	12233	11710	0	0.205338809034908	0	0.205338809034908	0	89.7330595482546	0	0	0	1.64271047227926	0.205338809034908	1.23203285420945	0.205338809034908	0	0	0.616016427104723	0	2.6694045174538	0	0	1.23203285420945	0.205338809034908	1.43737166324435	0.205338809034908	0	0.205338809034908	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	150	"AWI"	150	11485	12613	12022	0.20703933747412	0.20703933747412	0	0.41407867494824	0	85.5072463768116	0	0.20703933747412	0	1.65631469979296	0	4.34782608695652	0.20703933747412	0	0	1.0351966873706	0	2.69151138716356	0	0	0.41407867494824	0	2.48447204968944	0.62111801242236	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	155	"AWI"	155	11741	12988	12335	0	0	0	0	0.383141762452107	76.6283524904215	0	0	0	4.59770114942529	0	9.96168582375479	0	0	0	1.14942528735632	0	4.59770114942529	0	0	0.766283524904214	0	0.766283524904214	1.14942528735632	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	160	"AWI"	160	12002	13365	12647	0.840336134453782	0	0	0.420168067226891	0	61.7647058823529	0	0	0	6.72268907563025	0	19.7478991596639	0.420168067226891	0	0	2.52100840336134	0	1.68067226890756	0	0	1.26050420168067	0	3.36134453781513	1.26050420168067	0	0	0	0
3475	4494	"Trollvatnet"	69.875668	23.457912	165	"AWI"	165	12265	13727	12948	0	0	0	2	0	54	0	0	0	9	0	13.5	0	0	0	3.5	0	4	0	0	2	0	7	4.5	0	0.5	0	0
