"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Juniperus"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4510	"Vasikkasuo"	64.67355	27.8601	60	"AWI"	60	2845	3628	3211	0	2.33918128654971	0.194931773879142	0	0	0	37.4269005847953	0	0	0	0	0.194931773879142	0	1.94931773879142	0	0	0	0.194931773879142	0	21.6374269005848	35.2826510721248	0	0	0	0.584795321637427	0	0	0	0	0	0	0.194931773879142	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	65	"AWI"	65	2983	3788	3370	0	2.09923664122137	0	0	0.190839694656489	0	32.6335877862595	0	0	0	0	1.52671755725191	0.190839694656489	3.05343511450382	0	0	0	0	0	23.8549618320611	36.4503816793893	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	70	"AWI"	70	3131	3953	3529	0	1.91570881226054	0	0	0.191570881226054	0	35.4406130268199	0	0	0	0	1.34099616858238	0.383141762452107	2.68199233716475	0	0	0	0	0	24.904214559387	33.1417624521073	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	75	"AWI"	75	3285	4115	3690	0	2.13178294573643	0	0	0.387596899224806	0	37.2093023255814	0	0	0	0	0.775193798449612	0.581395348837209	2.13178294573643	0	0	0	0	0	24.2248062015504	32.5581395348837	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	80	"AWI"	80	3446	4253	3848	0	2.72373540856031	0	0	0.194552529182879	0	39.1050583657588	0	0	0	0	0.972762645914397	0	1.55642023346304	0	0	0	0	0	22.3735408560311	32.1011673151751	0	0	0	0.583657587548638	0	0	0	0	0	0	0	0.389105058365759	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	85	"AWI"	85	3605	4402	4003	0	2.83553875236295	0	0.189035916824197	0.189035916824197	0	39.8865784499055	0	0	0	0	0	0	1.13421550094518	0	0	0.189035916824197	0.756143667296786	0	20.6049149338374	33.4593572778828	0	0	0	0	0	0	0	0	0	0	0.378071833648393	0.378071833648393	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	90	"AWI"	90	3765	4563	4163	0	4.00763358778626	0	0	0	0	39.8854961832061	0	0	0	0	0	0.190839694656489	1.14503816793893	0	0	0	1.14503816793893	0	22.7099236641221	30.3435114503817	0	0	0	0.190839694656489	0	0	0	0	0	0	0	0.381679389312977	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	95	"AWI"	95	3923	4708	4322	0	2.35294117647059	0	0	0	0	30.5882352941176	0	0	0	0	0.588235294117647	0	0.980392156862745	0	0	0	0.392156862745098	0	21.5686274509804	43.5294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	100	"AWI"	100	4090	4846	4483	0	2.11946050096339	0	0	0	0	40.655105973025	0	0	0	0	0.770712909441233	0.192678227360308	0.770712909441233	0	0	0	0.578034682080925	0	17.1483622350674	37.5722543352601	0	0	0	0	0	0	0	0	0	0	0	0.192678227360308	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	105	"AWI"	105	4260	4988	4646	0	2.8735632183908	0.383141762452107	0	0.383141762452107	0	33.9080459770115	0	0	0	0	0.766283524904214	0	1.91570881226054	0	0	0	0.191570881226054	0	20.6896551724138	37.7394636015326	0	0	0	0.574712643678161	0	0	0	0	0.191570881226054	0	0.191570881226054	0	0.191570881226054
3365	4510	"Vasikkasuo"	64.67355	27.8601	110	"AWI"	110	4430	5124	4809	0	8.64440078585462	0	0	0.392927308447937	0	33.9882121807466	0	0	0	0	0.196463654223969	1.76817288801572	1.17878192534381	0	0	0	0	0	23.9685658153242	29.2730844793713	0	0	0	0	0	0	0	0	0	0	0.196463654223969	0.392927308447937	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	115	"AWI"	115	4607	5249	4964	0	2.84090909090909	0	0	0	0	35.7954545454545	0	0	0	0	0.757575757575758	0.189393939393939	2.65151515151515	0	0	0	0	0	15.1515151515152	39.5833333333333	1.89393939393939	0	0	0.757575757575758	0	0	0	0	0	0	0	0.378787878787879	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	120	"AWI"	120	4794	5372	5118	0	2.5	0	0	0.192307692307692	0	41.7307692307692	0	0	0	0	1.53846153846154	0.192307692307692	1.92307692307692	0	0	0	0.192307692307692	0	13.4615384615385	36.5384615384615	0	0	0	0.192307692307692	0	0	0	0	0	0	0	1.53846153846154	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	125	"AWI"	125	4984	5490	5274	0	2.32558139534884	0	0	0	0	39.1472868217054	0	0	0	0	0.581395348837209	0.193798449612403	2.13178294573643	0	0	0	0	0	8.13953488372093	45.9302325581395	0	0	0	0.387596899224806	0	0	0	0	0	0	0.387596899224806	0.775193798449612	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	130	"AWI"	130	5165	5588	5429	0	3.515625	0	0	0	0	47.4609375	0	0	0	0	0.78125	0.5859375	1.5625	0	0	0	0	0	4.4921875	41.2109375	0	0	0	0.1953125	0	0	0	0	0	0	0	0.1953125	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	135	"AWI"	135	5349	5851	5598	0	3.94477317554241	0	0	0	0	46.9428007889546	0	0	0	0	0	0.394477317554241	1.18343195266272	0	0	0	0	0	0.394477317554241	46.5483234714004	0	0	0	0.19723865877712	0	0	0	0	0	0	0	0.394477317554241	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	140	"AWI"	140	5487	6080	5766	0	3.75234521575985	0	0.375234521575985	0	0	41.0881801125704	0	0	0	0	0.938086303939963	0.375234521575985	1.87617260787993	0	0	0	0	0	1.12570356472795	49.718574108818	0	0	0	0.187617260787992	0	0	0	0	0	0	0	0.562851782363977	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	145	"AWI"	145	5630	6274	5939	0	2.17391304347826	0	0.197628458498024	0.395256916996047	0	44.6640316205534	0	0	0	0	0.197628458498024	0	0.395256916996047	0	0	0	0	0	0.988142292490119	50.395256916996	0	0	0	0.197628458498024	0	0	0	0	0	0	0	0.395256916996047	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	150	"AWI"	150	5772	6473	6114	0	3.04182509505703	0	0	0	0	60.2661596958175	0	0	0	0	0.190114068441065	0	1.14068441064639	0	0	0	0	0	0.190114068441065	34.2205323193916	0	0	0	0	0	0	0	0	0	0	0.380228136882129	0.570342205323194	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	155	"AWI"	155	5936	6640	6285	0	4.39770554493308	0	0	0	0	46.2715105162524	0	0	0	0	0.573613766730402	0.382409177820268	0.956022944550669	0	0	0	0	0	0.764818355640535	45.8891013384321	0	0	0	0	0	0	0	0	0	0	0.382409177820268	0.382409177820268	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	160	"AWI"	160	6101	6802	6459	0	10.1167315175097	0	1.16731517509728	0.194552529182879	0	51.1673151750973	0	0	0	0	0.972762645914397	1.55642023346304	0.583657587548638	0	0	0	0	0	0.194552529182879	32.8793774319066	0	0	0	0	0	0	0	0	0	0	0	1.16731517509728	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	165	"AWI"	165	6274	6970	6635	0	8.46846846846847	0	1.08108108108108	0.36036036036036	0	58.3783783783784	0	0	0	0	0.36036036036036	1.26126126126126	1.8018018018018	0	0	0.18018018018018	0	0	0.18018018018018	26.3063063063063	0	0	0	0.36036036036036	0	0.540540540540541	0	0	0	0	0	0.720720720720721	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	170	"AWI"	170	6450	7123	6809	0	5.49828178694158	0	1.54639175257732	0.171821305841924	0	57.2164948453608	0	0	0	0	1.20274914089347	0.687285223367698	7.7319587628866	0	0	0	0	0	0.171821305841924	24.7422680412371	0	0.171821305841924	0	0.171821305841924	0	0	0	0	0.343642611683849	0	0	0.343642611683849	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	175	"AWI"	175	6638	7278	6978	0	3.81679389312977	0	0	0.190839694656489	0	54.3893129770992	0	0	0	0	0.954198473282443	1.33587786259542	3.43511450381679	0	0	0	0	0	0	35.8778625954198	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	180	"AWI"	180	6832	7414	7150	0	4.33145009416196	0	0.188323917137476	0.188323917137476	0	58.5687382297552	0	0	0	0	1.88323917137476	0.376647834274953	3.38983050847458	0	0	0	0.188323917137476	0	0	30.3201506591337	0	0	0	0	0	0	0	0	0	0	0	0.564971751412429	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	185	"AWI"	185	7037	7548	7322	0	4.73484848484848	0.189393939393939	0.189393939393939	0	0	59.469696969697	0	1.13636363636364	0	0	2.46212121212121	0.189393939393939	0	0	0	0	0	0	0	30.4924242424242	0	0	0	0	0	0.757575757575758	0	0.189393939393939	0	0	0	0.189393939393939	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	190	"AWI"	190	7267	7673	7490	0	7.60456273764259	0	0.190114068441065	0.380228136882129	0	57.6045627376426	0	0	0	0	1.33079847908745	0.190114068441065	2.47148288973384	0	0	0	0	0	0	28.7072243346008	0	0	0	0	0	0.380228136882129	0	0	0	0	0.380228136882129	0.760456273764259	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	195	"AWI"	195	7529	7809	7652	0	3.11926605504587	0	1.28440366972477	0	0	49.3577981651376	0	0	0	0	1.8348623853211	0	2.93577981651376	0	0	0	0	0	0.18348623853211	41.1009174311927	0	0	0	0	0	0	0	0	0	0	0	0.18348623853211	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	200	"AWI"	200	7656	8036	7816	0	3.00187617260788	0	0	0	0	40.7129455909944	0	0	0	0	1.12570356472795	0.187617260787992	3.75234521575985	0	0	0	0	0.187617260787992	0.375234521575985	50.281425891182	0	0	0	0	0	0	0	0	0	0	0	0.375234521575985	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	205	"AWI"	205	7768	8267	7980	0	6.48648648648649	0.18018018018018	0.900900900900901	0.18018018018018	0	36.5765765765766	0	0	0	0	1.98198198198198	0.18018018018018	4.86486486486486	0	0	0	0.36036036036036	0	0.36036036036036	47.3873873873874	0	0	0	0	0	0	0	0	0	0	0	0.540540540540541	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	210	"AWI"	210	7894	8458	8142	0	5.98911070780399	0	1.63339382940109	0.181488203266788	0	31.7604355716878	0	0	0.181488203266788	0	0.907441016333938	0.362976406533575	5.26315789473684	0	0	0	0	0	0.362976406533575	51.3611615245009	0	0	0.181488203266788	0	0	0.725952813067151	0	0	0.181488203266788	0	0	0.907441016333938	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	215	"AWI"	215	8020	8641	8307	0	5.69852941176471	0	0.551470588235294	0	0	28.3088235294118	0	0	0	0	0.367647058823529	0.367647058823529	6.06617647058824	0	0	0	0	0	0	57.3529411764706	0	0	0	0	0	1.10294117647059	0	0	0	0	0	0.183823529411765	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	220	"AWI"	220	8157	8813	8469	0	4.15944540727903	0	0	0	0	58.578856152513	0	0	0	0	0.346620450606586	0.173310225303293	3.98613518197574	0	0	0	0	0	0	32.2357019064125	0	0	0	0	0	0	0	0	0.173310225303293	0	0	0.346620450606586	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	225	"AWI"	225	8309	8982	8632	0	3.41880341880342	0	0.170940170940171	0.512820512820513	0.170940170940171	35.2136752136752	0	0	0	0	1.36752136752137	0.683760683760684	12.3076923076923	0	0	0	0	0	0.170940170940171	45.6410256410256	0	0	0	0	0	0	0	0	0	0	0	0.341880341880342	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	230	"AWI"	230	8469	9150	8799	0	2.08695652173913	0	0	0.173913043478261	0	43.304347826087	0	0	0	0	0.521739130434783	0.347826086956522	11.304347826087	0	0	0	0	0	0	41.7391304347826	0	0.173913043478261	0	0	0	0	0	0	0.173913043478261	0	0	0.173913043478261	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	235	"AWI"	235	8630	9310	8968	0	0.955414012738854	0	0.159235668789809	0	0.159235668789809	38.6942675159236	0.159235668789809	0	0	0	0.477707006369427	0.159235668789809	16.7197452229299	0	0	0	0.159235668789809	0	0	39.3312101910828	0	0	0.318471337579618	0.477707006369427	0	0.955414012738854	0	0	0.796178343949045	0	0	0.477707006369427	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	240	"AWI"	240	8805	9475	9130	0	0	0.143266475644699	0	0.143266475644699	0	39.541547277937	0	0	0	0	1.28939828080229	0.573065902578797	21.0601719197708	0	0	0	0	0	0	36.2464183381089	0	0	0.143266475644699	0	0	0	0	0	0	0	0	0.859598853868195	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	245	"AWI"	245	8988	9628	9293	0	0.35650623885918	0	0	0	0.17825311942959	47.5935828877005	0	0	0	0	0.17825311942959	0.17825311942959	9.62566844919786	0	0	0	0	0	0.17825311942959	40.6417112299465	0	0	0	0	0	0.35650623885918	0	0	0.53475935828877	0	0	0.17825311942959	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	250	"AWI"	250	9186	9785	9448	0	0.617283950617284	0	0	0.617283950617284	0	45.0617283950617	0	0	0	0	0	0	24.6913580246914	0	0	0	0	0	0	27.7777777777778	0	0	0	0	0	0	0	0	1.23456790123457	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	255	"AWI"	255	9386	9935	9605	0	0.395256916996047	0	0	0	0	53.7549407114625	0	0	0	0	0	0	19.7628458498024	0	0	0	0	0	0.395256916996047	23.3201581027668	0	0	0	0	0	0	0.395256916996047	0.395256916996047	0.395256916996047	0	0	1.18577075098814	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	260	"AWI"	260	9521	10144	9769	0	0	0.497512437810945	0	0.497512437810945	0	43.7810945273632	0	0	0	0	0	0	48.7562189054726	0.497512437810945	0	0	0	0	0	5.4726368159204	0	0	0	0	0	0	0	0	0	0	0	0.497512437810945	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	265	"AWI"	265	9636	10365	9933	0	0	0.523560209424084	0	0	0	38.2198952879581	0	0	0	0	0	1.04712041884817	47.1204188481675	0	0	0	0	0	0	13.0890052356021	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	270	"AWI"	270	9758	10577	10098	0	0	0	0	1.11111111111111	0	29.4444444444444	0	0	0	0	0	0	56.9444444444444	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	275	"AWI"	275	9881	10778	10259	0	0	0.280898876404494	0.561797752808989	0.561797752808989	0	24.7191011235955	0	0	0	0	0	0	70.2247191011236	0	0	0	0	0	0	3.08988764044944	0	0	0	0	0	0	0	0	0.280898876404494	0	0	0.280898876404494	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	280	"AWI"	280	10008	10970	10419	0.187617260787992	0	0	0	0.375234521575985	0	16.8855534709193	0	0	0	0	0	0	79.9249530956848	0	0	0	0	0	0	2.25140712945591	0	0	0	0	0	0	0	0.187617260787992	0.187617260787992	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	285	"AWI"	285	10141	11170	10581	0	0	0	0	1.07142857142857	0	7.85714285714286	0	0	0	0	0	0	89.2857142857143	0	0	0	0	0	0.357142857142857	0.714285714285714	0	0	0	0	0	0	0.357142857142857	0	0.357142857142857	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	290	"AWI"	290	10273	11357	10742	0	0	0.543478260869565	0	0	0	5.97826086956522	0	0	0	0	0	0	88.5869565217391	0	0	0	0	0	0	4.34782608695652	0	0	0.543478260869565	0	0	0	0	0	0	0	0	0	0
