"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Montiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"
26125	45343	"Svartvatnet"	63.35139	8.87778	1026	"AWI"	1026	1770	2229	2041	35	0	0	0	0	0	117	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	194	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1030	"AWI"	1030	2066	2327	2227	41	0	0	0	0	0	0	0	0	0	0	0	1	11	0	7	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	215	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1034	"AWI"	1034	2217	2721	2428	33	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	202	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1038	"AWI"	1038	2369	3031	2653	38	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	6	0	13	0	1	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	5	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1042	"AWI"	1042	2547	3298	2888	30	0	0	0	0	0	110	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	198	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1046	"AWI"	1046	2737	3484	3113	53	0	0	0	0	0	128	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	3	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1050	"AWI"	1050	2941	3702	3359	40	0	0	0	0	0	99	0	0	0	0	0	0	19	0	12	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	212	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1054	"AWI"	1054	3247	3853	3596	36	0	0	0	0	0	121	0	0	0	0	0	0	17	0	0	0	0	10	0	0	1	0	0	2	20	0	1	0	0	0	198	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	2	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1058	"AWI"	1058	3561	4015	3818	54	0	0	0	0	0	105	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1062	"AWI"	1062	3803	4243	4011	36	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	12	0	1	0	0	1	248	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	2	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1066	"AWI"	1066	3947	4513	4194	44	0	0	0	0	0	124	0	0	0	0	0	0	39	0	13	0	0	0	0	0	1	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1070	"AWI"	1070	4079	4755	4396	48	0	0	0	0	0	0	0	0	0	0	0	2	49	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	193	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1074	"AWI"	1074	4244	4942	4584	49	0	0	0	0	0	0	0	0	0	0	0	1	37	0	8	0	0	0	0	0	0	1	0	0	13	0	2	0	0	0	154	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1078	"AWI"	1078	4434	5119	4781	61	0	0	0	0	0	0	0	0	0	0	0	0	25	0	4	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	192	0	0	0	1	0	0	3	0	0	0	0	0	0	3	0	7	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1082	"AWI"	1082	4614	5274	4971	56	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	141	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1086	"AWI"	1086	4826	5417	5162	69	1	0	0	0	0	0	0	0	0	0	0	0	38	0	10	0	0	0	0	0	2	0	0	0	14	0	2	0	0	0	241	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	6	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1090	"AWI"	1090	5086	5537	5342	80	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	6	0	0	2	0	0	0	6	0	0	0	0	0	189	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	10	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1094	"AWI"	1094	5374	5751	5540	64	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	142	0	0	0	2	0	0	3	0	0	0	0	0	0	3	0	8	2	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1098	"AWI"	1098	5495	6087	5735	104	0	0	0	0	0	189	0	0	0	0	0	0	110	0	4	0	0	0	0	0	4	0	0	1	13	0	0	0	0	0	136	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	19	0	1
26125	45343	"Svartvatnet"	63.35139	8.87778	1102	"AWI"	1102	5635	6337	5946	86	0	0	0	0	0	0	0	0	0	0	0	0	62	0	9	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	147	0	0	0	4	0	0	2	0	0	0	0	0	0	4	0	11	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1106	"AWI"	1106	5813	6537	6159	78	0	0	0	0	0	145	0	0	0	0	0	0	52	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	150	0	0	0	1	0	1	2	0	0	0	0	0	0	6	0	9	2	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1110	"AWI"	1110	5988	6732	6355	101	0	0	0	0	0	154	0	0	0	0	0	0	78	0	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	114	0	0	0	1	0	0	3	0	0	0	0	0	0	5	0	14	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1114	"AWI"	1114	6220	6907	6561	117	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	140	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	16	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1118	"AWI"	1118	6470	7093	6751	143	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	2	1	0	1	19	0	0	0	0	0	143	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	3	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1122	"AWI"	1122	6715	7321	6971	148	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	148	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	6	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1126	"AWI"	1126	6905	7689	7243	136	0	0	0	0	0	101	0	0	0	0	0	0	36	0	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	140	0	0	0	5	0	0	2	0	0	0	0	0	0	6	1	2	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1130	"AWI"	1130	7089	8018	7527	170	0	0	0	0	0	88	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	104	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	2	0	1
26125	45343	"Svartvatnet"	63.35139	8.87778	1134	"AWI"	1134	7336	8258	7802	219	0	0	0	0	0	161	0	0	0	0	0	0	36	0	7	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	84	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	2	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1138	"AWI"	1138	7621	8525	8079	185	0	0	0	0	0	148	0	0	0	0	0	0	51	0	3	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	92	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	2	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1140	"AWI"	1140	7758	8642	8230	175	0	0	0	0	0	138	0	0	0	0	0	0	37	0	12	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	105	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	1	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1142	"AWI"	1142	7933	8741	8356	158	1	0	0	0	0	109	0	0	0	0	0	0	12	0	13	0	0	5	0	0	0	0	0	0	43	0	0	0	0	0	84	0	0	0	4	0	0	1	0	0	0	0	0	0	5	0	4	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1144	"AWI"	1144	8112	8832	8479	142	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	3	0	2	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1146	"AWI"	1146	8346	8921	8595	93	0	0	0	0	0	151	0	0	0	0	0	0	42	0	18	0	0	10	0	0	2	0	0	0	84	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	1	2	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1148	"AWI"	1148	8524	9052	8745	45	0	0	0	0	0	129	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	1	0	1	117	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1150	"AWI"	1150	8615	9320	8932	24	0	0	0	0	0	133	0	0	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1152	"AWI"	1152	8756	9459	9115	9	0	0	0	0	0	142	0	0	0	0	0	0	43	0	16	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	134	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	2	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1154	"AWI"	1154	8951	9584	9295	4	0	0	1	0	0	190	0	0	0	0	0	0	36	0	19	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	2	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1156	"AWI"	1156	9213	9724	9457	1	1	0	0	0	0	169	0	0	0	0	0	0	16	0	12	0	0	0	0	0	1	0	0	0	109	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	3	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1158	"AWI"	1158	9477	9857	9612	0	1	0	0	0	0	162	0	0	0	0	0	0	8	0	14	0	0	0	0	0	2	0	0	0	116	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1160	"AWI"	1160	9565	10076	9762	0	0	0	0	0	0	255	0	0	1	0	0	0	6	0	17	1	0	12	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	2	0	0	0	2	1	1	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1162	"AWI"	1162	9657	10213	9918	1	0	0	0	0	0	177	0	0	0	0	0	0	7	0	31	3	0	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1164	"AWI"	1164	9792	10341	10070	0	0	0	0	0	0	198	0	0	0	0	0	0	4	0	17	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1166	"AWI"	1166	9982	10465	10216	0	0	0	0	0	0	230	0	0	0	0	0	0	7	0	14	1	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1168	"AWI"	1168	10220	10582	10379	0	0	0	0	0	0	177	0	0	0	0	0	0	3	0	18	1	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1170	"AWI"	1170	10318	10950	10574	0	0	0	0	0	0	143	0	0	0	0	0	0	2	0	8	2	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1172	"AWI"	1172	10471	11099	10801	0	1	0	0	0	0	155	0	0	0	0	0	0	3	0	7	0	0	24	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1174	"AWI"	1174	10708	11245	11011	0	0	0	0	0	0	58	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1176	"AWI"	1176	10902	11573	11249	0	0	0	0	0	0	148	0	0	0	0	0	0	1	0	13	1	0	48	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1178	"AWI"	1178	11070	12121	11513	0	1	0	2	0	0	190	1	0	0	0	0	0	1	2	17	0	0	112	0	0	0	0	0	2	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1180	"AWI"	1180	11245	12439	11869	1	0	0	0	0	0	120	0	0	0	0	0	0	0	1	44	0	0	101	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1182	"AWI"	1182	11550	12576	12203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1	0	57	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1184	"AWI"	1184	12069	12710	12497	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1186	"AWI"	1186	12310	13075	12774	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68	0	0	2	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1190	"AWI"	1190	12658	14271	13253	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1192	"AWI"	1192	12839	14593	13527	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1194	"AWI"	1194	13037	14956	13802	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1196	"AWI"	1196	13235	15357	14077	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	59	0	0	2	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1198	"AWI"	1198	13414	15739	14358	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	58	0	0	0	0	1	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1204	"AWI"	1204	13994	16699	15188	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	2	0	0	0
26125	45343	"Svartvatnet"	63.35139	8.87778	1208	"AWI"	1208	14430	17366	15738	0	1	0	0	20	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
