"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	5	"AWI"	5	-119	45	-34	4	2	12	0	2	0	4	0	0	17	11	0	1	2	0	0	0	1	0	0	0	0	5	3	134	0	8	2	1	0	0	0	1	4	2
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	10	"AWI"	10	-102	73	-14	2	1	9	0	0	0	3	1	3	17	24	0	0	0	2	0	1	0	0	0	0	0	2	2	80	0	9	0	1	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	15	"AWI"	15	-89	106	6	3	2	5	1	0	0	4	0	1	21	26	0	0	0	0	0	0	0	0	0	0	0	2	4	67	0	14	0	1	0	0	0	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	20	"AWI"	20	-81	144	25	1	2	2	0	0	0	3	1	1	16	39	0	0	0	0	0	0	0	0	1	0	0	4	7	73	0	14	0	8	0	1	0	0	0	1
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	25	"AWI"	25	-72	184	45	8	5	0	0	2	38	3	2	0	25	32	0	1	0	0	0	1	0	1	0	0	0	1	4	64	0	8	0	6	0	0	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	32	"AWI"	32	-64	243	71	5	1	6	1	0	0	1	6	0	15	29	0	2	0	0	0	0	0	0	0	0	0	3	9	80	0	15	0	7	0	2	2	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	40	"AWI"	40	-57	311	102	2	0	7	0	0	23	2	3	2	10	24	0	1	0	0	0	0	0	0	0	0	0	3	4	76	0	13	0	3	0	1	2	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	44	"AWI"	44	-54	346	118	9	1	7	0	1	0	1	0	5	9	9	0	1	1	0	1	0	0	0	0	0	1	3	10	96	0	13	2	5	0	2	0	1	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	54	"AWI"	54	-15	398	160	4	0	2	1	0	0	2	3	4	31	20	0	1	1	0	1	0	0	1	0	0	0	3	4	65	0	15	1	5	0	0	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	64	"AWI"	64	28	418	208	8	0	1	3	0	0	2	5	8	14	34	0	0	0	0	0	1	0	1	4	0	4	2	6	96	0	26	0	4	0	1	0	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	70	"AWI"	70	49	431	240	9	2	0	2	1	31	3	5	4	12	40	0	0	1	0	0	0	0	0	1	0	1	5	4	122	0	20	1	1	0	0	1	1	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	74	"AWI"	74	60	441	261	11	5	3	1	2	19	4	3	2	2	37	0	1	1	0	0	0	0	0	0	0	3	0	6	123	0	19	1	1	0	1	1	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	81	"AWI"	81	76	464	296	1	2	4	1	0	17	1	4	1	3	44	0	3	1	0	0	0	0	1	0	0	2	1	9	115	0	11	0	3	0	1	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	94	"AWI"	94	101	527	361	4	1	10	1	2	0	4	7	7	7	50	0	0	1	0	0	0	0	1	0	0	9	0	6	97	0	11	1	1	1	2	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	99	"AWI"	99	127	571	392	20	2	2	0	1	54	5	4	1	13	59	0	1	1	1	0	0	0	0	0	0	1	1	5	118	0	18	0	0	0	0	3	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	104	"AWI"	104	194	631	445	4	4	4	0	0	0	4	6	3	6	45	0	0	1	0	0	0	0	0	0	0	4	0	6	89	0	7	0	1	1	0	3	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	110	"AWI"	110	246	717	511	4	1	2	0	0	34	3	0	3	4	94	0	1	0	0	0	0	0	0	0	0	1	0	4	41	0	10	0	1	0	0	1	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	116	"AWI"	116	287	806	573	1	2	2	0	0	0	0	1	2	8	82	0	0	0	0	0	0	0	0	0	0	2	0	11	55	0	5	0	3	0	0	1	1	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	122	"AWI"	122	320	908	639	8	1	4	1	2	0	1	3	0	4	93	0	1	2	0	0	0	0	0	0	0	1	0	9	60	0	15	0	1	0	0	0	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	127	"AWI"	127	341	997	694	23	3	0	1	0	0	3	3	2	9	113	0	0	1	0	0	0	0	0	0	0	0	1	5	45	0	9	0	0	0	0	1	0	2	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	132	"AWI"	132	360	1089	746	118	1	1	0	2	0	5	1	0	15	37	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	18	0	0	0	0	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	137	"AWI"	137	382	1185	801	116	1	3	3	0	0	15	1	0	28	8	0	0	1	0	0	0	0	0	0	0	0	0	1	17	0	39	0	2	0	0	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	149	"AWI"	149	503	1380	953	68	0	7	3	3	0	5	4	2	21	40	0	0	3	0	0	0	0	0	0	0	0	0	7	40	0	15	0	0	0	0	0	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	154	"AWI"	154	661	1405	1036	138	0	8	3	0	0	12	1	1	20	14	0	1	3	0	0	0	0	0	0	0	0	1	1	31	0	20	0	0	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	159	"AWI"	159	823	1437	1123	96	0	10	1	0	0	6	1	0	21	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	164	"AWI"	164	961	1488	1209	100	0	19	1	0	6	4	1	1	21	15	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	15	0	1	0	0	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	179	"AWI"	179	1225	1725	1472	56	0	5	1	0	0	6	0	0	30	35	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	25	0	1	0	0	8	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	184	"AWI"	184	1278	1872	1565	32	0	1	1	1	0	9	0	0	7	50	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	25	0	0	0	0	3	0	1	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	189	"AWI"	189	1321	2020	1651	21	0	0	0	0	0	5	0	0	17	46	0	0	0	0	0	0	0	0	0	1	0	0	1	40	0	25	0	2	1	0	5	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	194	"AWI"	194	1347	2187	1739	12	0	0	0	0	0	9	2	1	18	36	0	0	3	0	0	0	0	3	0	0	0	0	1	60	0	25	0	1	0	0	3	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	199	"AWI"	199	1456	2258	1826	28	0	1	0	0	0	7	1	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	0	0	0	2	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	204	"AWI"	204	1583	2301	1918	13	0	1	0	0	0	5	0	1	15	29	0	0	0	0	0	0	0	0	0	0	0	1	1	62	0	15	0	2	0	0	5	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	209	"AWI"	209	1705	2348	2009	5	0	0	0	0	0	1	0	1	10	36	0	0	0	0	0	0	0	0	0	1	0	0	0	87	0	13	0	2	0	0	1	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	215	"AWI"	215	1847	2412	2119	6	3	0	0	0	0	1	4	0	6	37	0	0	0	0	0	0	0	1	0	0	0	0	4	73	0	15	0	4	1	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	220	"AWI"	220	1964	2475	2209	3	1	6	0	0	0	8	5	1	5	56	0	0	0	0	0	0	0	0	0	1	0	1	3	74	0	12	0	3	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	226	"AWI"	226	2096	2553	2317	2	3	13	0	0	0	3	0	2	5	262	0	0	0	0	0	0	0	0	0	0	0	2	2	23	0	3	0	1	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	231	"AWI"	231	2194	2622	2408	1	0	28	0	0	0	3	2	1	6	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
16235	25435	"Anse Saint-Martin"	49.70389	-1.87861	244	"AWI"	244	2396	2877	2637	24	1	8	1	0	0	2	3	2	12	111	0	0	0	0	0	0	0	0	0	0	0	0	2	39	0	9	0	0	0	0	0	0	0	0
