"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16168	24996	"Lac des Boites"	45.05611	5.88528	80	"AWI"	80	-3	373	166	1.08303249097473	1.08303249097473	4.33212996389892	0	0	0	1.08303249097473	0	0.72202166064982	0	0.36101083032491	0	0	0	2.52707581227437	0	0	0	0	3.97111913357401	0	5.77617328519856	0.36101083032491	0	0	0.36101083032491	0	2.16606498194946	0	0	0	0	0	0.36101083032491	9.38628158844765	3.6101083032491	0	0	0	0	2.52707581227437	0	0	16.2454873646209	0	0	0	0	12.2743682310469	0	0	0	10.8303249097473	1.44404332129964	0.36101083032491	0	0	3.24909747292419	0	0	0	0	0	0	0	0	0	15.1624548736462	0	0.72202166064982
16168	24996	"Lac des Boites"	45.05611	5.88528	85	"AWI"	85	12	381	182	7.46987951807229	0.240963855421687	0	0.481927710843374	0	0	0.72289156626506	0	2.89156626506024	0.240963855421687	0.240963855421687	0.481927710843374	0	0	0.72289156626506	0	0.240963855421687	0	0	2.16867469879518	0	3.85542168674699	0.240963855421687	0	0	0.72289156626506	0	1.92771084337349	0	0	0.240963855421687	0	0	0	5.54216867469879	0.240963855421687	0.240963855421687	0.240963855421687	0	0	1.92771084337349	0	0	42.8915662650602	0	0	0	0	8.67469879518072	0	0	0	4.57831325301205	0.963855421686747	0.481927710843374	0	0	1.44578313253012	0	0	0	0	0	0	0	0.240963855421687	0	9.39759036144578	0	0.240963855421687
16168	24996	"Lac des Boites"	45.05611	5.88528	95	"AWI"	95	35	409	217	8.51063829787234	0	1.51975683890578	0	0	0	0	0	6.68693009118541	0	0	0	0	0	0.303951367781155	0	0	0	0	1.21580547112462	0	3.95136778115502	0	0	0	0	0	1.21580547112462	0.303951367781155	0	0	0	0	0	3.03951367781155	0.303951367781155	0	0	0	0	0.60790273556231	0	0.303951367781155	51.6717325227964	0	0	0	0	8.81458966565349	0	0	0	3.95136778115502	1.21580547112462	0	0	0	2.12765957446809	0.303951367781155	0	0	0	0	0	0	0	0	3.64741641337386	0	0.303951367781155
16168	24996	"Lac des Boites"	45.05611	5.88528	105	"AWI"	105	53	444	249	26.2729124236253	0.203665987780041	0.814663951120163	0	0	0	0.407331975560081	0	4.4806517311609	0	0	0	0	0	0	0	0	0	0	0.814663951120163	0	0.610997963340122	0	0	0	0.203665987780041	0	0.814663951120163	0	0	0	0	0	0	1.62932790224033	0.203665987780041	0	0	0	0	0.203665987780041	0	0.203665987780041	58.2484725050917	0	0	0	0	2.44399185336049	0	0	0	1.62932790224033	0	0.203665987780041	0	0	0	0.203665987780041	0	0	0	0	0	0	0	0	0.407331975560081	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	115	"AWI"	115	78	486	280	18.9338235294118	0.367647058823529	2.38970588235294	0	0	0	0.551470588235294	0	5.14705882352941	0.183823529411765	0	0	0	0	0.551470588235294	0	0	0	0	0.551470588235294	0	1.65441176470588	0	0	0	0.183823529411765	0	4.04411764705882	0	0	0	0	0	0	2.75735294117647	0.367647058823529	0	0	0	0	0.183823529411765	0	0.367647058823529	33.2720588235294	8.08823529411765	0	0	0	8.63970588235294	0	0	0	1.83823529411765	0.367647058823529	0.735294117647059	0	0	0.551470588235294	0.367647058823529	0	0.183823529411765	0	0.367647058823529	0	0	0.183823529411765	0	7.16911764705882	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	125	"AWI"	125	120	507	310	13.1868131868132	0	6.31868131868132	0.274725274725275	0	0	0	0	5.49450549450549	0	0.274725274725275	0	0	0	1.0989010989011	0	0	0	0	0.274725274725275	0	0.274725274725275	0	0	0	0	0	4.12087912087912	0.274725274725275	0	0	0	0	0.274725274725275	4.12087912087912	0.274725274725275	0	0	0	0	0.549450549450549	0.274725274725275	0.549450549450549	37.3626373626374	7.96703296703297	0	0	0	6.31868131868132	0	0	0	5.76923076923077	0	0.824175824175824	0	0	1.37362637362637	0	0	0	0	0	0	0	0.274725274725275	0.274725274725275	2.1978021978022	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	135	"AWI"	135	148	533	341	12.0458891013384	0	3.82409177820268	0	0	0	1.33843212237094	0	3.63288718929254	0	0.191204588910134	0	0	0	0	0	0	0	0	0.764818355640535	0	2.29445506692161	0	0	0	0.191204588910134	0	1.7208413001912	0	0	0	0.191204588910134	0	0.191204588910134	4.01529636711281	0.573613766730402	0	0	0	0.191204588910134	1.1472275334608	0	0.191204588910134	43.5946462715105	9.36902485659656	0	0	0	6.50095602294455	0	0	0.191204588910134	2.10325047801147	0	0.191204588910134	0	0.382409177820268	1.1472275334608	0.382409177820268	0	0	0	0	0	0	0.191204588910134	0	3.44168260038241	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	145	"AWI"	145	175	559	375	8.89423076923077	0	3.36538461538462	0	0	0	0.721153846153846	0	8.89423076923077	0	0	0.240384615384615	0	0	0	0	0.240384615384615	0	0	2.16346153846154	0	0.721153846153846	0	0	0	0	0	3.36538461538462	0	0	0	0	0	0.240384615384615	4.08653846153846	0.480769230769231	0	0	0	0	0.240384615384615	0	0.240384615384615	52.8846153846154	0	0	0	0	6.00961538461539	0	0	0	2.64423076923077	0.480769230769231	0	0	0	0.721153846153846	0	0	0	0	0.240384615384615	0	0	0.240384615384615	0	2.64423076923077	0.240384615384615	0
16168	24996	"Lac des Boites"	45.05611	5.88528	155	"AWI"	155	227	583	406	29.4573643410853	0.775193798449612	3.35917312661499	0	0	0	0	0	2.32558139534884	0	0	0	0	0	0.258397932816538	0	0	0	0	2.58397932816537	0.258397932816538	0.516795865633075	0	0	0	0	0	6.71834625322997	0	0	0	0	0	0	2.58397932816537	0	0	0.258397932816538	0	0	0	0	0	39.7932816537468	0	0	0	0	5.42635658914729	0	0	0	3.10077519379845	0	0	0	0	0	0	0	0	0	0	0	0.516795865633075	0.775193798449612	0	1.29198966408269	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	165	"AWI"	165	287	603	438	20	0.298507462686567	6.26865671641791	0	0	0	0.597014925373134	0	1.49253731343284	0	0	0	0	0	0.298507462686567	0	0.298507462686567	0	0	0.597014925373134	0	1.19402985074627	0	0	0	0.298507462686567	0	9.55223880597015	0	0	0	0	0	0.597014925373134	2.6865671641791	0.298507462686567	0	0	0	0	0.298507462686567	0	0.298507462686567	35.2238805970149	2.6865671641791	0	1.7910447761194	0	6.26865671641791	0	0	0	6.56716417910448	0	0	0	0	1.7910447761194	0	0	0	0	0.298507462686567	0	0	0	0.298507462686567	0	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	175	"AWI"	175	324	628	472	9.42928039702233	0.248138957816377	3.47394540942928	0.248138957816377	0	0	1.48883374689826	0	0.744416873449132	0	0	0	0	0	0	0	0	0	0	0.992555831265509	0	0.992555831265509	0	0	0	0	0	10.6699751861042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496277915632754	58.0645161290323	5.4590570719603	0	0	0	2.23325062034739	0	0	0	3.47394540942928	0.496277915632754	0	0	0	0.744416873449132	0	0	0	0	0	0	0	0.248138957816377	0	0.496277915632754	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	185	"AWI"	185	349	672	508	10.4722792607803	0.205338809034908	9.65092402464066	0.616016427104723	0	0	0.410677618069815	0	2.87474332648871	0	0	0	0	0	0.205338809034908	0	0	0	0	2.46406570841889	0	1.43737166324435	0	0	0	0	0	18.6858316221766	1.02669404517454	0	0	0	0	0.205338809034908	1.23203285420945	0	0.205338809034908	0	0	0	0	0	1.02669404517454	36.3449691991786	7.18685831622177	0	0	0	0	0	0	0	5.13347022587269	0	0	0	0	0	0	0	0	0	0	0	0	0.205338809034908	0.410677618069815	0	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	195	"AWI"	195	455	930	665	10.0502512562814	0.50251256281407	9.2964824120603	0.251256281407035	0	0	0.251256281407035	0	3.76884422110553	0	0	0	0	0	0	0	0	0	0	2.26130653266332	0	1.00502512562814	0	0	0	0	0	23.3668341708543	0.251256281407035	0	0	0	0	0	0.251256281407035	0.251256281407035	0	0	0	0	0	0.251256281407035	0.50251256281407	39.4472361809045	0	0	0	0	2.26130653266332	0	0	0	4.02010050251256	0.50251256281407	0	0	0	0.753768844221105	0	0	0	0	0	0	0	0.251256281407035	0.251256281407035	0.251256281407035	0	0
