"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Apocynaceae"	"Araceae"	"Aristolochiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Casuarina"	"Cedrus"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frankeniaceae"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Laurus"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malus"	"Morus"	"Myrtus"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prosopis"	"Prunus"	"Pterocarya"	"Punica"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15734	24157	"Ladik Gölü"	40.90936	36.00906	30	"AWI"	30	-116	101	-15	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	0	1	0	0	0	2	0	0	14	0	0	0	102	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	21	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	45	"AWI"	45	-78	450	86	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	24	0	0	11	0	0	0	0	0	22	0	0	0	0	0	0	1	0	35	4	0	0	0	0	0	0	2	0	0	1	2	0	0	17	0	0	0	149	1	0	0	0	0	0	0	0	2	0	0	26	2	0	1	0	0	5	60	9	0	0	0	1	0	0	0	0	0	0	0	0	1	1
15734	24157	"Ladik Gölü"	40.90936	36.00906	60	"AWI"	60	-20	683	203	0	0	1	7	0	0	0	0	0	0	47	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	7	94	0	0	5	0	0	0	0	0	46	0	0	0	0	0	0	2	0	18	4	0	0	0	0	0	0	7	0	0	0	2	0	0	40	0	0	0	112	2	0	1	659	0	0	0	0	5	0	1	45	2	0	1	0	0	10	23	8	0	1	0	0	0	1	0	0	0	1	0	0	3	3
15734	24157	"Ladik Gölü"	40.90936	36.00906	70	"AWI"	70	13	794	292	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	12	0	0	30	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	1	1	0	2	0	0	10	0	1	0	75	1	0	1	0	0	0	0	0	0	0	0	17	1	0	0	0	0	6	12	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	80	"AWI"	80	40	932	376	1	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0	0	47	1	0	0	0	0	17	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	90	"AWI"	90	109	1020	461	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	2	0	0	84	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	144	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	110	"AWI"	110	202	1271	635	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	308	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	473	0	0	4	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	125	"AWI"	125	300	1386	763	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	194	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	769	1	0	2	0	0	0	0	0	1	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
15734	24157	"Ladik Gölü"	40.90936	36.00906	140	"AWI"	140	394	1544	891	1	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	4	0	0	34	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	707	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	155	"AWI"	155	487	1675	1030	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	1	18	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	521	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2
15734	24157	"Ladik Gölü"	40.90936	36.00906	165	"AWI"	165	541	1794	1119	0	0	0	8	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	2	0	3	0	0	0	0	4	0	0	135	1	0	0	0	0	10	0	0	0	0	0	0	5	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	11	110	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	170	"AWI"	170	576	1825	1162	1	0	0	10	0	2	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	6	0	0	56	2	0	0	0	0	34	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	457	0	0	1	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15734	24157	"Ladik Gölü"	40.90936	36.00906	185	"AWI"	185	672	1940	1293	1	0	0	13	0	0	0	0	2	0	30	0	0	0	0	0	0	0	29	0	0	2	0	1	0	0	0	0	17	0	3	42	2	0	0	0	0	29	0	0	0	0	0	1	2	0	54	6	0	0	0	0	0	0	0	0	0	0	1	0	0	27	0	0	0	280	3	0	0	0	0	0	0	0	1	0	0	96	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2
15734	24157	"Ladik Gölü"	40.90936	36.00906	200	"AWI"	200	794	2056	1419	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1	0	0	68	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	215	"AWI"	215	896	2174	1539	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	69	1	0	1	0	0	18	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	230	"AWI"	230	1052	2268	1668	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	1	0	0	0	0	4	0	0	243	0	0	1	0	0	11	0	0	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	1	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
15734	24157	"Ladik Gölü"	40.90936	36.00906	245	"AWI"	245	1145	2393	1795	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	591	0	0	0	0	0	19	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	260	"AWI"	260	1301	2480	1928	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	2	0	0	2	0	0	0	7	1	0	575	0	0	0	0	0	37	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	4	3	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1
15734	24157	"Ladik Gölü"	40.90936	36.00906	270	"AWI"	270	1359	2561	2017	1	0	0	10	0	0	0	1	0	0	27	0	0	0	0	0	1	0	12	0	0	7	0	1	0	0	0	0	6	4	0	561	1	0	1	0	0	45	0	0	0	0	0	0	0	0	6	58	0	0	0	0	0	0	1	0	0	0	9	0	0	9	0	0	0	126	2	0	2	0	0	0	0	0	0	0	0	204	2	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	285	"AWI"	285	1518	2642	2142	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	4	0	0	490	0	0	0	0	0	24	0	0	1	0	0	0	0	0	2	11	0	0	0	0	0	0	2	0	0	0	1	0	0	9	0	0	0	88	1	0	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	3	11	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1
15734	24157	"Ladik Gölü"	40.90936	36.00906	300	"AWI"	300	1649	2758	2279	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	18	0	0	0	0	0	0	1	0	2	10	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	64	0	0	1	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	315	"AWI"	315	1832	2832	2397	1	1	0	6	0	0	0	0	0	0	10	0	0	4	0	0	0	0	7	0	0	1	0	0	0	0	0	0	22	0	0	102	1	0	0	0	0	116	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	5	0	0	64	0	0	0	96	3	0	2	0	0	2	0	0	0	0	0	153	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
15734	24157	"Ladik Gölü"	40.90936	36.00906	330	"AWI"	330	1966	2933	2520	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	45	0	0	0	0	0	52	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	34	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
