"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Tilia"	"Ulmus"	"Urticaceae"
3195	4151	"Kirkkosaari"	60.857428	24.489334	40	"AWI"	40	74	393	234	0	34	1	0	2	0	201	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0	74	692	0	22	0	0	0	0	0	0	0	0	0	5	0	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	45	"AWI"	45	105	410	268	0	33	0	0	2	0	138	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1	0	0	0	26	234	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	50	"AWI"	50	127	437	304	0	51	1	0	0	0	469	0	3	0	0	0	0	0	1	1	86	0	0	0	0	0	1	0	0	0	38	437	0	25	0	1	2	0	3	0	0	0	0	3	1	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	55	"AWI"	55	153	469	339	0	41	2	0	1	0	174	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	3	0	0	0	32	284	0	0	0	0	1	0	2	0	0	0	0	3	2	0	0	2
3195	4151	"Kirkkosaari"	60.857428	24.489334	60	"AWI"	60	183	492	376	0	50	1	1	0	0	382	0	0	0	0	0	0	0	1	2	21	0	0	0	0	0	0	0	0	0	32	532	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	65	"AWI"	65	208	541	411	0	44	0	0	0	0	361	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	21	573	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	70	"AWI"	70	232	621	443	0	68	0	28	2	0	219	0	1	0	0	0	0	0	0	0	183	0	0	1	0	0	7	0	0	0	38	667	0	0	0	0	0	0	8	0	0	0	1	0	1	0	0	1
3195	4151	"Kirkkosaari"	60.857428	24.489334	75	"AWI"	75	276	659	476	0	101	1	3	3	0	230	0	0	0	0	0	0	0	1	1	370	0	0	1	0	0	5	0	0	0	74	588	0	0	0	0	0	0	5	0	0	0	2	2	2	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	80	"AWI"	80	313	707	509	0	72	0	0	1	0	151	0	0	0	0	0	0	1	0	0	44	0	0	0	1	0	0	0	0	1	116	658	0	0	0	0	0	0	7	0	0	0	1	1	3	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	85	"AWI"	85	338	768	540	0	41	0	0	2	0	131	1	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	109	716	0	0	0	0	0	0	2	0	0	0	2	3	3	0	2	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	90	"AWI"	90	366	825	572	0	36	0	0	1	0	167	0	0	0	0	0	0	0	3	1	21	0	0	0	0	0	2	0	0	0	50	757	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	95	"AWI"	95	401	855	606	1	35	0	0	0	0	144	0	1	0	0	0	0	0	1	0	24	0	0	1	0	0	5	0	0	0	82	735	0	0	0	0	0	0	2	0	0	1	0	1	3	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	100	"AWI"	100	427	901	639	0	39	0	0	0	0	112	0	0	0	0	0	0	0	0	3	24	0	0	0	0	0	1	0	0	1	56	786	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	110	"AWI"	110	485	989	703	0	33	0	0	1	0	118	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	1	0	0	0	42	802	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
3195	4151	"Kirkkosaari"	60.857428	24.489334	115	"AWI"	115	517	1022	736	0	48	0	1	1	0	167	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	84	695	0	0	0	0	0	0	3	0	0	0	1	0	2	0	1	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	120	"AWI"	120	547	1061	771	0	37	0	0	3	0	120	0	0	0	0	0	0	1	2	4	6	0	0	0	0	0	2	0	0	2	68	776	0	0	0	0	0	0	5	0	0	0	1	0	2	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	125	"AWI"	125	579	1107	806	0	36	0	0	0	0	128	0	0	0	0	0	0	1	0	2	7	0	0	0	0	1	2	0	0	0	55	804	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	130	"AWI"	130	628	1135	836	0	42	0	0	1	0	151	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	106	690	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	135	"AWI"	135	668	1170	868	0	64	1	1	1	0	163	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	1	0	0	0	112	649	0	0	0	1	0	0	4	0	0	0	0	1	0	0	3	1
3195	4151	"Kirkkosaari"	60.857428	24.489334	140	"AWI"	140	701	1207	901	0	36	0	0	1	0	141	0	0	0	0	0	0	1	1	3	13	0	0	0	0	0	0	0	0	1	70	747	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	145	"AWI"	145	779	1260	958	0	34	0	0	2	0	144	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	110	716	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	150	"AWI"	150	825	1355	1042	0	19	0	0	0	0	82	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	109	796	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	155	"AWI"	155	860	1502	1112	0	24	1	0	2	0	147	0	0	0	0	0	0	0	3	7	7	0	0	1	0	0	0	0	0	0	144	671	0	0	0	0	0	0	4	0	0	0	1	0	1	0	2	2
3195	4151	"Kirkkosaari"	60.857428	24.489334	160	"AWI"	160	900	1656	1186	0	39	0	0	1	0	128	0	0	0	0	0	0	0	2	3	2	0	0	0	1	0	0	0	0	1	138	704	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	175	"AWI"	175	1052	2000	1500	0	45	1	0	1	0	200	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	186	558	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	180	"AWI"	180	1158	2090	1598	0	90	0	0	1	0	106	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	231	559	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	185	"AWI"	185	1247	2150	1703	0	55	0	0	0	0	122	0	0	0	0	0	0	0	3	7	0	0	0	1	2	0	0	0	0	0	165	645	0	0	0	0	0	0	5	0	0	0	0	0	2	0	3	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	190	"AWI"	190	1313	2225	1818	0	52	0	0	1	0	83	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	255	603	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	195	"AWI"	195	1388	2323	1924	0	88	0	1	1	0	150	0	0	0	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	1	206	544	0	0	0	0	0	0	2	0	0	0	0	0	2	3	1	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	200	"AWI"	200	1633	2398	2017	0	103	1	1	1	0	198	0	0	0	0	0	0	0	3	16	5	0	0	1	0	0	0	0	0	2	298	456	0	0	0	0	0	0	5	0	0	0	0	0	3	1	4	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	205	"AWI"	205	1846	2488	2113	0	113	1	0	2	0	205	0	0	0	0	0	0	0	4	8	1	0	0	0	0	0	0	0	0	0	269	420	0	0	0	0	0	0	6	0	0	0	0	0	1	2	2	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	210	"AWI"	210	1992	2620	2222	0	97	2	0	1	0	149	0	0	0	0	0	0	0	4	10	2	0	0	0	0	0	2	0	0	2	300	434	0	0	0	0	0	0	6	0	0	0	0	1	1	1	3	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	215	"AWI"	215	2377	2930	2586	0	72	0	0	2	0	162	0	0	0	0	0	0	0	7	6	5	0	0	0	1	0	1	0	0	0	321	454	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	220	"AWI"	220	2908	3359	3125	0	56	0	0	1	0	130	0	0	0	0	0	0	0	7	13	6	0	0	1	1	0	0	1	0	1	413	377	0	0	0	0	0	0	6	0	0	0	0	1	3	0	2	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	225	"AWI"	225	3376	3877	3669	0	105	1	0	0	0	198	0	0	0	0	0	1	0	3	11	1	0	0	0	1	0	0	1	0	0	259	412	0	0	0	1	0	0	2	0	0	0	0	0	1	1	10	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	230	"AWI"	230	3791	4424	4181	0	71	0	0	0	0	141	0	0	0	0	0	0	0	4	8	4	0	0	0	0	0	0	0	0	0	358	424	0	0	0	0	1	0	6	0	0	0	0	0	0	4	9	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	235	"AWI"	235	3895	4614	4299	0	164	0	0	1	0	264	0	0	0	0	0	0	0	10	32	4	0	0	0	2	0	0	0	0	0	77	434	0	0	0	2	1	0	8	0	0	0	0	0	2	6	14	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	240	"AWI"	240	3964	4925	4403	0	172	0	0	0	0	307	0	0	0	0	0	0	0	4	39	3	0	0	0	1	0	0	0	0	0	20	422	0	0	0	1	0	0	7	0	0	0	0	4	0	10	21	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	245	"AWI"	245	4004	5276	4492	0	157	0	0	2	0	297	0	0	0	0	0	0	0	3	33	3	0	0	0	8	0	0	0	0	0	12	488	0	0	0	0	0	0	4	0	0	1	0	0	2	10	16	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	250	"AWI"	250	4075	5518	4600	0	180	1	0	1	0	286	0	0	0	0	0	0	0	8	47	8	0	0	1	7	0	0	0	0	0	17	427	0	0	0	1	0	0	1	0	0	0	0	0	0	13	26	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	255	"AWI"	255	4148	5658	4714	0	199	0	0	1	0	310	0	0	0	0	0	0	0	11	27	2	0	0	0	0	0	0	0	0	0	1	423	0	0	0	2	0	0	4	0	0	0	0	1	2	3	31	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	260	"AWI"	260	4200	5885	4818	0	186	0	0	2	0	308	0	0	0	0	0	0	0	16	39	15	0	0	0	1	0	0	0	0	0	7	447	0	0	0	0	0	0	0	0	0	0	0	1	1	1	11	0
3195	4151	"Kirkkosaari"	60.857428	24.489334	265	"AWI"	265	4244	6159	4919	0	6	0	0	2	0	190	0	0	0	0	0	0	0	11	18	6	0	0	0	0	0	0	0	0	0	5	527	0	0	0	0	0	0	3	0	0	0	1	2	1	0	14	0
