"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26512	"Schwemm"	47.65811	12.299518	110	"AWI"	110	387	949	664	33	0	69	0	8	0	4	0	0	15	0	1	0	0	0	0	0	0	0	144	160	1	0	0	0	0	0	158	0	4	0	0	1	37	0	1	0	0	0	0	9	156	0	0	0	105	0	3	0	76	0	1	0	1	19	2	0	0	0	0	4	0	0	1	8	0
16674	26512	"Schwemm"	47.65811	12.299518	120	"AWI"	120	450	1009	727	31	0	83	1	4	0	0	0	0	29	0	1	0	1	0	0	0	3	0	212	128	2	0	0	0	0	0	213	0	1	0	0	0	32	0	0	1	0	0	0	9	131	0	0	0	135	0	1	0	59	0	1	0	1	26	6	0	0	0	0	0	0	2	2	7	0
16674	26512	"Schwemm"	47.65811	12.299518	130	"AWI"	130	572	1046	782	15	0	69	0	2	0	4	0	0	19	0	2	0	1	0	0	1	0	0	143	264	0	0	0	0	0	0	126	2	3	0	0	1	17	0	1	0	2	0	0	1	63	0	22	0	201	0	1	0	52	0	0	0	5	0	7	0	0	0	0	0	0	1	1	0	0
16674	26512	"Schwemm"	47.65811	12.299518	140	"AWI"	140	656	1113	841	23	0	68	0	4	0	1	0	0	16	0	1	0	1	0	0	1	0	0	85	312	0	0	0	1	0	0	250	4	4	0	0	1	10	0	1	0	0	0	0	1	62	0	0	0	267	0	2	0	30	0	1	0	3	19	24	0	0	0	0	0	0	0	1	10	0
16674	26512	"Schwemm"	47.65811	12.299518	150	"AWI"	150	749	1188	920	63	0	89	0	1	0	7	0	0	18	0	0	0	0	0	0	0	0	0	129	53	0	0	0	0	0	0	253	0	6	0	0	1	4	0	1	0	0	0	0	9	120	0	0	0	171	0	0	0	44	0	0	0	0	36	5	0	0	0	0	0	0	2	3	15	0
16674	26512	"Schwemm"	47.65811	12.299518	160	"AWI"	160	793	1319	1000	131	0	185	0	1	0	3	0	0	7	0	1	0	0	0	0	0	0	0	86	33	0	0	0	0	0	0	407	0	5	0	0	0	1	0	0	0	0	0	0	13	186	0	0	0	57	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	4	1	5	0
16674	26512	"Schwemm"	47.65811	12.299518	170	"AWI"	170	851	1467	1088	139	1	176	3	0	0	2	0	0	22	0	2	0	0	0	0	0	0	0	139	31	0	0	0	0	0	0	501	0	7	0	0	0	2	0	0	0	0	0	0	26	262	0	0	0	0	0	0	0	28	0	0	0	1	12	0	0	0	0	0	1	0	5	14	7	0
16674	26512	"Schwemm"	47.65811	12.299518	180	"AWI"	180	905	1594	1191	194	1	112	3	1	0	2	0	0	14	0	0	0	0	0	0	0	0	0	63	33	0	0	0	0	0	0	503	0	15	0	0	0	1	0	0	0	0	0	0	24	220	0	0	0	0	0	1	0	28	0	0	0	0	3	1	0	0	0	0	6	0	0	29	4	0
16674	26512	"Schwemm"	47.65811	12.299518	190	"AWI"	190	946	1787	1284	50	0	103	1	1	0	1	0	0	26	0	0	0	0	0	0	0	0	0	91	12	0	0	0	0	0	0	454	0	15	0	0	1	0	0	1	0	0	0	0	22	135	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	2	0	3	14	5	0
16674	26512	"Schwemm"	47.65811	12.299518	200	"AWI"	200	1029	1872	1383	97	1	135	0	1	0	2	0	0	38	0	1	0	0	0	0	1	0	0	102	23	0	0	0	0	0	0	403	0	9	0	0	0	0	0	0	0	0	0	0	21	146	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	1	30	0	0
16674	26512	"Schwemm"	47.65811	12.299518	210	"AWI"	210	1076	2004	1479	113	5	196	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	101	16	0	0	0	0	0	0	380	0	30	0	0	0	0	0	1	0	0	0	0	22	125	0	0	0	0	0	0	0	61	0	0	0	1	2	0	0	0	0	0	2	0	2	46	1	0
16674	26512	"Schwemm"	47.65811	12.299518	220	"AWI"	220	1159	2102	1576	68	2	145	0	1	0	1	0	0	34	0	0	0	0	0	0	0	0	0	126	15	0	0	0	0	0	0	445	0	9	0	0	0	0	0	1	0	0	0	0	13	111	0	0	0	0	0	0	0	36	0	0	0	0	1	0	0	0	0	0	0	0	0	40	3	0
16674	26512	"Schwemm"	47.65811	12.299518	230	"AWI"	230	1226	2193	1676	49	1	123	0	1	0	2	0	0	36	0	1	0	0	0	0	0	0	0	71	16	0	0	0	1	0	0	473	1	6	0	0	0	0	0	0	0	0	0	0	5	79	0	0	0	0	0	0	0	32	0	0	0	1	2	1	0	0	0	0	1	0	2	24	10	0
16674	26512	"Schwemm"	47.65811	12.299518	240	"AWI"	240	1301	2302	1772	109	12	194	0	1	0	1	0	0	17	0	0	0	0	0	0	0	0	0	57	12	0	0	0	0	0	0	427	0	7	0	0	0	0	0	1	0	0	0	0	3	91	0	0	0	0	0	0	0	39	0	0	0	1	3	0	0	0	0	0	0	0	0	36	6	0
16674	26512	"Schwemm"	47.65811	12.299518	250	"AWI"	250	1397	2379	1879	127	0	185	0	0	0	4	0	0	28	0	0	0	0	0	0	0	0	0	68	26	0	0	0	0	0	0	379	0	9	0	0	0	0	0	0	0	0	0	0	3	114	0	0	0	0	0	0	0	40	0	0	0	0	5	0	0	0	0	0	3	0	3	7	1	0
16674	26512	"Schwemm"	47.65811	12.299518	260	"AWI"	260	1456	2496	1982	91	3	97	0	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	52	40	0	0	0	0	0	0	328	0	9	0	0	0	0	0	0	0	0	0	0	7	81	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	1	4	5	2	0
16674	26512	"Schwemm"	47.65811	12.299518	270	"AWI"	270	1576	2557	2077	157	1	168	0	0	0	5	0	0	75	0	1	0	0	0	0	0	0	0	101	32	0	0	0	0	0	0	397	0	17	0	0	0	1	0	1	0	0	0	0	1	140	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	4	0	6	30	5	0
16674	26512	"Schwemm"	47.65811	12.299518	280	"AWI"	280	1662	2635	2179	105	2	61	0	3	0	1	0	0	60	0	0	0	0	0	0	0	1	0	98	35	0	0	0	0	0	0	416	0	16	0	0	0	0	0	0	0	0	0	0	2	138	0	0	0	0	0	0	0	20	0	1	0	1	1	0	0	0	0	0	1	0	1	5	6	0
16674	26512	"Schwemm"	47.65811	12.299518	290	"AWI"	290	1794	2715	2275	135	2	67	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	96	21	0	0	0	0	0	0	448	0	7	0	0	0	0	0	0	0	0	0	0	1	122	0	0	0	0	0	0	0	31	0	0	0	0	3	0	0	0	0	0	1	0	1	2	3	0
16674	26512	"Schwemm"	47.65811	12.299518	300	"AWI"	300	1919	2789	2378	97	4	197	2	0	7	3	0	0	17	0	0	0	0	0	0	0	0	0	94	43	0	0	0	0	0	0	436	0	5	0	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	1	0	2	7	6	0
16674	26512	"Schwemm"	47.65811	12.299518	310	"AWI"	310	2027	2883	2477	115	1	170	0	1	0	5	0	0	9	0	0	0	0	0	0	0	0	0	102	81	0	0	0	0	0	0	322	8	17	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	1	0	4	14	2	0
16674	26512	"Schwemm"	47.65811	12.299518	320	"AWI"	320	2206	2936	2564	80	0	105	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	95	102	0	0	0	0	0	0	548	0	11	0	0	0	0	0	1	0	1	0	0	0	124	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	3	0	0	20	3	0
16674	26512	"Schwemm"	47.65811	12.299518	330	"AWI"	330	2315	3025	2660	143	4	177	0	0	0	5	0	0	33	0	0	0	0	0	0	0	0	0	102	58	0	0	0	0	0	0	381	0	11	0	0	0	1	0	1	0	0	0	0	1	106	0	0	0	0	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	1	20	5	0
16674	26512	"Schwemm"	47.65811	12.299518	340	"AWI"	340	2478	3140	2790	95	1	78	1	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	104	29	0	0	0	0	0	0	400	0	10	0	0	0	0	0	0	0	0	0	0	1	145	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1
16674	26512	"Schwemm"	47.65811	12.299518	350	"AWI"	350	2570	3339	2922	136	0	257	0	2	0	3	0	0	31	0	0	1	0	0	0	0	0	0	126	68	0	0	0	0	0	0	413	0	9	0	0	0	1	0	1	0	0	0	0	4	115	0	0	0	0	0	0	0	38	0	1	0	0	1	0	0	0	0	0	2	0	3	6	9	0
16674	26512	"Schwemm"	47.65811	12.299518	360	"AWI"	360	2690	3536	3060	212	0	163	4	9	0	8	0	0	12	0	0	0	0	0	0	0	0	0	38	48	0	0	0	0	0	0	370	3	14	0	0	0	3	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	0	5	4	4	0
16674	26512	"Schwemm"	47.65811	12.299518	370	"AWI"	370	2798	3662	3230	149	1	216	1	0	0	1	0	0	78	0	0	0	0	0	0	0	0	0	104	63	0	0	0	0	0	0	441	1	18	0	0	0	1	0	0	0	0	0	0	1	149	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	3	1	3	32	2	0
16674	26512	"Schwemm"	47.65811	12.299518	380	"AWI"	380	2891	3867	3382	87	2	125	0	0	0	4	0	0	31	0	0	0	0	0	0	0	0	0	57	137	0	0	0	0	0	0	356	0	22	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	8	0	11	55	6	0
16674	26512	"Schwemm"	47.65811	12.299518	390	"AWI"	390	3121	3929	3543	69	8	94	1	1	0	7	0	0	9	0	0	0	0	0	0	0	0	0	54	180	0	0	0	0	0	0	424	0	23	0	0	0	0	0	0	0	0	0	0	1	160	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	12	0	1	37	0	0
16674	26512	"Schwemm"	47.65811	12.299518	400	"AWI"	400	3246	4060	3707	109	0	149	0	1	0	3	0	0	21	0	0	0	0	0	0	0	0	0	95	56	0	0	0	0	0	0	384	1	23	0	0	0	1	0	0	0	0	0	0	1	139	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	5	0	5	7	1	0
16674	26512	"Schwemm"	47.65811	12.299518	410	"AWI"	410	3408	4153	3831	134	6	207	1	1	0	7	0	0	21	0	0	0	0	0	0	0	0	0	73	86	0	0	0	0	0	0	282	0	28	0	0	0	0	0	0	0	0	0	0	1	106	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	3	0	11	15	4	0
16674	26512	"Schwemm"	47.65811	12.299518	420	"AWI"	420	3525	4248	3942	216	1	135	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	47	91	0	0	0	0	0	0	219	0	14	0	0	0	1	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	8	11	1	0
16674	26512	"Schwemm"	47.65811	12.299518	430	"AWI"	430	3600	4373	4031	108	1	104	0	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	79	63	0	0	0	0	0	0	403	0	13	0	0	0	0	0	1	0	0	0	0	0	187	0	0	0	0	0	0	0	50	0	2	0	10	0	0	0	0	0	0	0	1	12	17	0	0
16674	26512	"Schwemm"	47.65811	12.299518	440	"AWI"	440	3669	4450	4098	200	1	98	0	7	0	0	0	0	9	0	10	0	0	0	0	0	0	0	86	104	0	0	0	0	0	0	255	0	21	0	0	0	1	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	25	0	0	0	13	1	0	0	0	0	0	0	0	2	8	1	0
16674	26512	"Schwemm"	47.65811	12.299518	450	"AWI"	450	3713	4572	4161	162	3	92	0	1	0	1	0	0	13	0	1	0	0	0	0	0	1	0	45	68	0	0	0	0	0	0	227	1	36	0	0	0	1	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	38	0	0	0	1	0	0	0	1	0	0	0	0	10	29	0	0
16674	26512	"Schwemm"	47.65811	12.299518	460	"AWI"	460	3786	4629	4228	131	2	117	1	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	59	130	0	0	0	0	0	0	212	0	17	0	0	0	2	0	0	0	0	0	0	1	252	0	0	0	0	0	0	0	42	0	0	0	4	0	0	0	0	0	0	0	1	6	12	2	0
16674	26512	"Schwemm"	47.65811	12.299518	470	"AWI"	470	3836	4711	4294	101	0	93	0	1	0	1	0	0	17	0	0	0	0	0	0	0	0	0	67	453	0	0	0	0	0	0	210	0	10	0	0	0	0	0	1	0	0	0	0	0	173	0	0	0	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	2	14	2	0
16674	26512	"Schwemm"	47.65811	12.299518	480	"AWI"	480	3910	4781	4358	196	0	160	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	112	392	0	0	0	0	0	0	103	1	15	0	0	0	0	0	0	0	1	0	0	0	267	0	0	0	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	9	19	0	0
16674	26512	"Schwemm"	47.65811	12.299518	490	"AWI"	490	3982	4849	4427	101	1	113	0	15	1	1	0	0	24	0	3	0	0	0	0	0	1	0	102	250	0	0	0	0	0	0	253	0	28	0	0	0	1	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	6	27	2	0
16674	26512	"Schwemm"	47.65811	12.299518	500	"AWI"	500	4050	4925	4493	197	2	148	0	2	0	0	0	0	11	0	1	0	0	0	0	0	0	0	63	243	0	0	0	0	0	0	259	1	17	0	0	0	1	0	0	0	1	0	0	0	278	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	5	19	1	0
16674	26512	"Schwemm"	47.65811	12.299518	505	"AWI"	505	4093	4952	4529	257	1	146	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	89	482	0	0	0	0	0	0	87	3	25	0	0	0	4	0	0	0	2	0	0	0	298	0	0	0	0	0	0	0	30	0	8	0	0	0	1	0	0	0	0	1	0	2	5	0	0
16674	26512	"Schwemm"	47.65811	12.299518	510	"AWI"	510	4127	4984	4565	52	2	59	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	50	0	0	0	0	0	0	41	4	5	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0
16674	26512	"Schwemm"	47.65811	12.299518	520	"AWI"	520	4173	5072	4634	213	0	355	1	6	0	0	0	0	17	0	0	0	0	0	0	0	1	0	124	457	0	0	0	0	0	0	135	23	24	0	0	0	4	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	23	0	2	0	8	0	0	0	0	0	0	0	0	6	10	0	0
16674	26512	"Schwemm"	47.65811	12.299518	530	"AWI"	530	4254	5124	4703	269	3	70	0	9	0	0	0	0	15	0	1	0	0	0	0	0	0	0	53	236	0	0	0	0	0	0	177	0	38	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	8	19	1	0
16674	26512	"Schwemm"	47.65811	12.299518	540	"AWI"	540	4331	5190	4773	168	0	195	0	10	0	0	0	0	24	0	1	0	0	0	0	0	0	0	88	537	0	0	0	0	0	0	150	1	35	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3	25	0	0
16674	26512	"Schwemm"	47.65811	12.299518	550	"AWI"	550	4416	5259	4840	70	2	423	0	2	0	0	0	0	20	0	2	0	0	0	0	0	0	0	98	319	0	0	0	0	0	0	98	14	30	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	22	0	2	0	9	0	0	0	0	0	0	0	0	7	10	1	0
16674	26512	"Schwemm"	47.65811	12.299518	560	"AWI"	560	4501	5314	4908	72	0	643	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	98	56	0	0	0	0	0	0	82	2	22	0	0	0	1	0	0	0	1	0	0	0	140	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	9	4	0	0
16674	26512	"Schwemm"	47.65811	12.299518	570	"AWI"	570	4581	5381	4977	308	6	137	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	53	122	0	0	0	0	0	0	193	1	19	0	0	0	1	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	17	0	1	0	1	0	0	0	0	0	0	0	0	3	21	0	0
16674	26512	"Schwemm"	47.65811	12.299518	580	"AWI"	580	4682	5429	5045	65	8	657	0	5	0	2	0	0	20	0	0	0	0	0	0	0	0	0	76	201	0	0	0	0	0	0	190	2	91	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0
16674	26512	"Schwemm"	47.65811	12.299518	590	"AWI"	590	4759	5499	5117	293	7	187	0	5	0	0	0	0	13	0	0	0	0	0	0	0	0	0	66	131	0	0	0	0	0	0	169	1	50	0	0	0	0	0	1	0	1	0	0	0	319	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	6	10	0	0
16674	26512	"Schwemm"	47.65811	12.299518	600	"AWI"	600	4886	5601	5230	162	3	221	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	90	179	0	0	0	0	0	0	143	0	52	0	0	0	1	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	1	10	6	0	0
16674	26512	"Schwemm"	47.65811	12.299518	610	"AWI"	610	4945	5846	5327	199	6	152	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	69	67	0	0	0	0	0	0	179	0	66	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	13	7	0	0
16674	26512	"Schwemm"	47.65811	12.299518	620	"AWI"	620	5027	6073	5447	240	3	140	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	77	47	0	0	0	0	0	0	165	0	51	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	12	8	1	0
16674	26512	"Schwemm"	47.65811	12.299518	630	"AWI"	630	5111	6282	5586	131	5	174	1	3	0	2	0	0	35	0	0	0	0	0	0	0	0	0	87	16	0	0	0	0	0	0	85	1	60	0	0	0	2	0	0	0	1	0	0	0	270	0	0	0	0	0	0	0	61	0	0	0	0	2	0	0	0	0	0	0	0	21	45	0	0
16674	26512	"Schwemm"	47.65811	12.299518	640	"AWI"	640	5167	6587	5722	114	10	165	0	5	0	1	0	0	27	0	0	0	0	0	0	0	0	0	170	44	0	0	0	0	0	0	100	2	45	0	0	0	2	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	66	0	0	0	1	1	0	0	0	0	0	0	0	33	19	0	0
16674	26512	"Schwemm"	47.65811	12.299518	650	"AWI"	650	5297	6735	5883	119	6	139	0	2	0	2	0	0	35	0	1	0	0	0	0	0	1	0	128	40	0	0	0	0	0	0	133	1	62	0	0	0	0	0	0	0	1	0	0	0	234	0	0	0	0	0	0	0	75	0	0	0	0	0	2	0	0	0	0	0	1	18	57	1	1
16674	26512	"Schwemm"	47.65811	12.299518	660	"AWI"	660	5366	6976	6032	106	8	136	1	5	0	1	0	0	26	0	1	0	0	0	0	0	0	0	157	58	0	0	0	0	0	0	65	1	99	0	0	0	2	0	0	0	1	0	0	0	254	0	0	0	0	0	0	0	81	0	1	0	2	1	0	0	0	0	0	0	0	35	105	0	0
16674	26512	"Schwemm"	47.65811	12.299518	670	"AWI"	670	5481	7157	6184	89	7	132	0	3	0	0	0	0	51	0	1	0	0	0	0	0	0	0	156	41	0	0	0	0	0	0	62	0	60	0	0	0	1	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	85	0	0	0	1	1	0	0	0	0	0	0	0	48	103	0	0
16674	26512	"Schwemm"	47.65811	12.299518	680	"AWI"	680	5568	7350	6337	78	10	153	0	1	0	2	0	0	28	0	0	0	0	0	0	0	0	0	154	18	0	0	0	0	0	0	44	0	58	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	57	0	1	0	0	0	0	0	0	0	0	0	0	35	132	0	0
16674	26512	"Schwemm"	47.65811	12.299518	690	"AWI"	690	5672	7572	6482	30	9	194	0	0	0	2	0	0	87	0	0	0	0	0	0	0	0	0	170	37	0	0	0	0	0	0	67	0	43	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	89	0	2	0	0	5	0	0	0	0	0	0	0	51	116	0	0
16674	26512	"Schwemm"	47.65811	12.299518	700	"AWI"	700	5775	7719	6632	16	9	141	0	2	0	4	0	0	55	0	0	0	0	0	0	0	0	0	127	36	0	0	0	0	0	0	24	1	112	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	81	0	0	0	0	3	0	0	0	0	0	0	0	35	108	0	0
16674	26512	"Schwemm"	47.65811	12.299518	710	"AWI"	710	5842	7952	6773	1	5	113	0	1	0	1	0	0	35	0	1	0	0	0	0	0	0	0	134	41	0	0	0	0	0	0	19	0	74	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	82	0	0	0	0	1	0	0	0	0	0	0	0	58	154	1	0
