"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23673	40963	"Moossee"	47.02139	7.48381	557.25	"AWI"	557.25	4309.25	4542.25	4431.5	22	0	145	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	43	0	3	0	0	0	0	180	1	33	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1	0	0	0	0	1	2	0	5	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	557.75	"AWI"	557.75	4317.75	4552.75	4442.5	37	3	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	41	0	7	0	0	1	0	148	0	39	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	41	0	0	1	0	0	0	1	0	0	0	0	0	2	0	4	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	558.25	"AWI"	558.25	4325.5	4565.75	4453.25	33	2	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	37	0	4	0	0	0	0	181	0	21	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	46	0	0	3	0	0	0	2	0	0	0	0	0	1	0	2	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	558.75	"AWI"	558.75	4332.5	4581.25	4463.75	11	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0	40	0	7	0	0	0	0	158	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	44	0	0	3	0	0	0	0	0	0	0	0	0	2	0	3	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	559.35	"AWI"	559.35	4345.8	4593.9	4476	13	4	115	0	0	0	0	2	0	0	40	0	0	0	0	0	0	0	0	56	0	3	0	0	1	0	144	1	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	6	0	1	0
23673	40963	"Moossee"	47.02139	7.48381	560.05	"AWI"	560.05	4364.95	4604	4490	23	0	0	1	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	57	0	4	0	0	0	0	137	0	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	57	0	0	3	0	0	2	1	0	0	0	0	0	0	1	3	8	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	560.7	"AWI"	560.7	4377.3	4617	4503	20	0	121	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	60	0	4	0	0	0	0	139	0	23	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	48	0	0	0	0	2	0	3	0	0	0	0	0	3	0	6	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	561.25	"AWI"	561.25	4387.75	4627.75	4513.75	30	0	0	0	1	0	0	1	0	0	44	0	0	0	0	0	0	0	0	55	0	11	0	0	0	0	160	1	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	39	0	0	1	0	0	0	1	0	0	0	0	0	1	0	6	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	561.75	"AWI"	561.75	4397.25	4637.25	4523.25	37	0	105	0	1	0	0	0	0	0	38	1	0	0	0	0	0	0	0	53	0	3	0	0	0	0	151	1	26	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	49	0	0	0	0	0	0	0	0	0	0	0	3	2	0	5	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	562.35	"AWI"	562.35	4409.7	4646.55	4534.3	15	0	99	0	0	0	0	1	0	0	56	0	0	0	1	0	0	0	0	63	0	9	0	0	0	0	155	2	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	562.95	"AWI"	562.95	4422.9	4654.35	4545.1	19	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	60	0	6	0	0	1	0	149	1	36	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	563.35	"AWI"	563.35	4429.95	4662.7	4552.65	22	3	93	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	160	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	10	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	563.7	"AWI"	563.7	4435.9	4670.4	4559.3	11	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	38	0	3	0	0	0	0	141	0	38	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	63	0	0	0	0	0	0	2	0	0	0	0	1	3	0	4	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	564.25	"AWI"	564.25	4447.5	4679.75	4569.5	14	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	46	0	6	0	0	0	0	145	1	38	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	26	0	0	0	0	0	0	4	0	0	0	0	0	1	0	6	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	564.85	"AWI"	564.85	4463.1	4686.35	4580.3	19	1	121	0	1	0	0	1	0	0	62	0	0	0	1	0	0	0	0	64	0	10	0	0	0	0	127	1	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	31	0	0	0	0	0	0	2	0	0	0	0	0	1	2	4	8	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	565.35	"AWI"	565.35	4474	4693.95	4590.7	15	3	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	65	0	5	0	0	0	0	128	0	52	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	4	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	565.8	"AWI"	565.8	4483	4701.6	4600.6	27	0	0	0	0	0	0	1	0	0	74	0	0	0	0	0	0	0	0	87	0	8	0	0	0	0	106	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	31	0	0	0	0	0	0	4	0	1	0	0	0	3	0	5	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	566.25	"AWI"	566.25	4494.25	4708.75	4610	12	2	0	0	5	0	1	0	0	0	68	0	0	0	0	0	0	0	0	83	0	2	0	0	0	0	141	2	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	48	0	0	1	0	0	0	1	0	0	0	0	0	1	0	5	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	566.8	"AWI"	566.8	4510.2	4717	4621	29	1	0	0	1	0	5	0	0	0	44	1	0	0	0	0	0	0	0	64	1	3	0	0	1	0	114	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	44	0	0	0	0	0	0	6	0	0	0	0	2	1	0	5	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	567.35	"AWI"	567.35	4528.25	4723.5	4632	9	0	0	0	3	0	0	3	0	0	72	0	0	0	1	0	0	0	0	62	0	9	0	0	0	0	122	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	38	0	0	0	0	0	1	2	0	0	0	0	0	2	0	7	10	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	567.9	"AWI"	567.9	4547.5	4729	4643	19	1	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	89	0	5	0	1	1	0	108	0	29	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	568.45	"AWI"	568.45	4559.55	4739.45	4653.55	19	1	0	0	2	0	1	0	0	0	72	1	0	0	0	0	0	0	0	80	0	5	0	0	0	0	111	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	2	0	1	36	0	0	1	0	1	0	1	0	0	0	0	1	1	0	4	0	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	568.95	"AWI"	568.95	4569.05	4749.95	4663.05	17	1	0	1	4	0	1	1	1	0	50	1	0	0	0	0	0	0	0	64	0	7	0	0	0	0	132	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	18	0	2	0	0	40	0	0	0	0	0	0	5	0	0	0	0	4	3	0	9	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	569.5	"AWI"	569.5	4581.5	4756.5	4673.5	25	2	117	0	0	0	0	0	0	0	45	2	1	0	0	0	0	0	0	89	0	10	0	0	0	0	98	0	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	56	0	0	2	0	0	1	1	0	0	0	0	1	1	0	3	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	570.1	"AWI"	570.1	4594.7	4764.3	4685.3	13	0	122	0	0	0	1	1	0	0	49	0	0	0	0	0	0	0	0	81	0	6	0	0	0	0	108	0	37	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	41	0	0	0	0	0	0	3	0	0	0	0	1	2	0	3	8	2	0	1
23673	40963	"Moossee"	47.02139	7.48381	570.65	"AWI"	570.65	4604.05	4776.95	4697.95	10	2	133	0	0	0	0	1	0	0	67	0	0	0	2	0	0	0	0	96	0	5	0	0	1	0	87	0	43	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	38	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	571.25	"AWI"	571.25	4614.75	4789.5	4710.25	12	1	0	0	0	0	0	3	0	0	60	0	0	0	0	0	0	0	0	88	0	7	0	0	0	0	103	0	48	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	38	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2	1	2	1	0
23673	40963	"Moossee"	47.02139	7.48381	572	"AWI"	572	4629	4803	4723	12	0	131	0	0	0	0	2	0	0	86	0	0	0	0	0	0	0	0	108	0	4	0	0	0	0	65	1	61	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	45	0	0	0	0	0	0	1	0	0	0	0	0	2	0	10	1	2	0	0
23673	40963	"Moossee"	47.02139	7.48381	572.65	"AWI"	572.65	4638.75	4808.85	4734.7	12	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	100	0	7	0	0	0	0	62	0	40	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	46	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	573.15	"AWI"	573.15	4645.95	4813.8	4743.85	12	0	0	0	0	0	0	0	0	0	94	2	0	0	0	0	0	0	0	116	1	3	0	0	0	0	65	0	34	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	52	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	573.6	"AWI"	573.6	4651.8	4819.2	4752.4	14	1	0	0	0	0	0	0	0	0	146	1	0	0	1	0	0	0	0	112	0	6	0	0	0	0	67	0	37	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	53	0	0	1	0	0	0	0	0	0	0	0	1	3	0	5	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	574.05	"AWI"	574.05	4658.05	4824.3	4760.85	12	1	144	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	92	0	4	0	0	0	0	37	2	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	6	0	0	0	0	0	2	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	574.6	"AWI"	574.6	4669.6	4827.6	4770.2	5	1	0	0	0	0	0	1	0	0	136	0	0	0	0	0	0	0	0	109	0	8	0	0	0	0	24	2	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	42	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	575.2	"AWI"	575.2	4681.4	4832	4780.6	10	0	0	0	0	0	1	1	0	0	131	0	0	0	1	0	0	0	0	109	1	4	0	0	1	0	49	1	20	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	33	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	575.7	"AWI"	575.7	4689.9	4837	4789.6	11	0	0	0	0	0	0	1	0	0	127	0	0	0	0	0	0	0	0	124	0	6	0	0	0	0	38	1	29	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	31	0	0	1	0	0	0	3	0	0	0	0	0	1	0	2	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	576.15	"AWI"	576.15	4697.4	4841.8	4797.7	11	1	0	1	0	0	0	1	0	0	124	0	0	0	0	0	0	0	0	131	0	3	0	0	0	0	44	0	38	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	33	0	0	1	0	0	0	2	0	0	0	0	1	3	0	5	5	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	576.65	"AWI"	576.65	4705.4	4847.8	4806.7	16	2	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	93	1	8	0	0	0	0	38	0	40	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	44	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	3	1	2	0
23673	40963	"Moossee"	47.02139	7.48381	577.15	"AWI"	577.15	4713.55	4853.2	4815.4	14	1	0	0	0	0	1	1	0	0	82	0	0	0	1	0	0	0	0	144	0	7	0	0	0	0	23	0	18	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	0	0	1	0	0	0	2	0	0	0	0	1	2	0	2	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	577.6	"AWI"	577.6	4721.2	4856.8	4822.6	9	0	141	0	0	0	0	0	0	0	82	0	0	0	1	0	0	0	0	149	1	3	0	1	0	0	31	0	26	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	28	0	0	0	0	0	1	3	0	0	0	0	0	2	0	3	8	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	578.05	"AWI"	578.05	4728.7	4861.1	4829.9	8	1	121	0	0	0	0	1	0	0	81	1	0	0	0	0	0	0	0	132	0	4	0	0	0	0	45	1	22	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	49	0	0	0	0	0	0	6	0	0	0	0	2	1	0	4	1	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	578.5	"AWI"	578.5	4735	4871	4838	10	1	0	1	0	0	0	1	0	0	107	1	0	0	0	0	0	0	0	82	0	7	0	0	0	0	53	0	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	1	50	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	578.95	"AWI"	578.95	4741.3	4880.9	4846.1	8	2	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	96	0	7	0	0	0	0	35	2	31	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	30	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	3	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	579.5	"AWI"	579.5	4751	4901.5	4856.5	16	0	0	0	0	0	0	1	0	0	145	0	0	0	0	0	0	0	0	105	0	6	0	0	0	0	19	1	26	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	18	0	0	1	0	0	0	2	0	0	0	0	0	6	0	1	2	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	580.05	"AWI"	580.05	4760.75	4923.85	4866.85	6	1	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	106	0	7	0	0	0	0	27	0	14	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	26	0	0	0	0	0	0	11	0	0	0	0	0	1	0	1	4	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	580.55	"AWI"	580.55	4768.25	4952.35	4875.35	11	1	133	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	121	0	2	0	0	0	0	42	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	35	0	0	1	0	0	0	4	0	0	0	0	0	1	0	2	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	581	"AWI"	581	4775	4978	4883	15	1	0	0	0	0	0	2	0	0	90	0	0	0	1	0	0	0	0	135	0	2	0	0	0	0	42	0	21	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	23	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	1	1	1	0
23673	40963	"Moossee"	47.02139	7.48381	581.45	"AWI"	581.45	4783.55	4996.45	4891.55	17	1	0	0	0	0	0	2	0	0	67	0	0	0	0	0	0	0	0	115	0	5	0	0	0	0	55	0	15	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	28	0	0	1	0	0	0	13	1	0	0	0	0	1	0	1	5	1	0	1
23673	40963	"Moossee"	47.02139	7.48381	581.95	"AWI"	581.95	4793.05	5016.95	4901.05	6	1	0	0	0	0	0	1	0	0	72	0	0	0	0	0	0	0	0	153	1	5	0	0	0	0	34	0	14	0	0	2	0	0	10	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	0	35	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	3	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	582.45	"AWI"	582.45	4804.35	5031.6	4912.35	13	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	127	0	8	0	0	0	0	59	1	3	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	39	0	0	0	0	0	0	15	0	0	0	0	2	0	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	582.95	"AWI"	582.95	4815.85	5045.6	4923.85	14	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	178	0	5	0	0	0	0	29	0	25	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	29	0	0	1	0	0	0	14	0	0	0	0	0	0	0	1	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	583.4	"AWI"	583.4	4823.8	5063.4	4933.4	9	2	0	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	151	0	8	0	0	0	0	61	0	29	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	31	0	0	0	0	0	0	10	0	0	0	0	0	1	0	3	4	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	583.85	"AWI"	583.85	4831.45	5081.85	4942.85	14	0	0	0	0	0	0	1	0	0	75	0	0	0	0	0	0	0	0	142	0	3	0	0	0	0	45	0	30	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	33	0	0	0	0	0	0	8	0	0	0	0	1	0	0	1	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	584.3	"AWI"	584.3	4841.5	5092.8	4952.9	10	0	117	0	0	0	0	1	0	0	80	0	0	0	0	0	0	0	0	174	1	2	0	0	0	0	36	0	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	29	0	0	1	0	0	0	12	0	0	0	0	1	1	0	0	2	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	584.75	"AWI"	584.75	4852.75	5100	4963.25	20	0	0	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	142	0	5	0	0	0	0	54	0	49	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	39	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	6	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	585.2	"AWI"	585.2	4862	5110	4973.8	16	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	165	0	3	0	0	0	0	72	0	29	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	36	0	0	0	0	0	0	9	0	0	0	0	1	2	0	2	2	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	585.7	"AWI"	585.7	4869.5	5125	4985.8	13	2	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	148	0	4	0	0	0	0	45	0	38	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	38	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	5	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	586.25	"AWI"	586.25	4878.75	5140.25	4998	19	0	0	0	0	0	0	0	0	0	48	1	0	0	0	0	0	0	0	114	0	7	0	0	0	0	56	0	52	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	36	0	0	0	0	0	0	7	0	0	0	0	2	1	0	2	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	586.75	"AWI"	586.75	4888.25	5152.75	5008	12	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	108	3	4	0	0	0	0	66	0	50	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	1	7	0	0	0	0	4	1	0	2	11	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	587.2	"AWI"	587.2	4896.6	5163.6	5017.2	8	0	0	0	0	0	0	1	0	0	87	0	0	0	1	0	0	0	0	142	0	1	0	0	0	0	70	0	53	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	8	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	587.65	"AWI"	587.65	4904.7	5173.95	5026.65	14	0	0	0	0	0	0	1	0	0	82	0	0	0	0	0	0	0	0	109	0	6	0	0	0	0	77	0	22	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	8	0	0	0	0	0	3	0	0	10	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	588.25	"AWI"	588.25	4914	5189	5039	25	1	0	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	89	0	4	0	0	0	0	86	0	40	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	34	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	588.85	"AWI"	588.85	4921.2	5205.8	5051	22	1	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	95	0	5	0	0	0	0	104	0	42	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	31	0	0	0	0	0	0	7	0	0	0	0	1	1	0	3	5	1	0	0
23673	40963	"Moossee"	47.02139	7.48381	589.3	"AWI"	589.3	4929.6	5215.1	5060.6	15	0	0	0	0	0	2	1	0	0	49	0	0	0	0	0	0	0	0	104	0	9	0	0	0	0	83	0	41	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	3	0	0	30	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	8	2	0	0
23673	40963	"Moossee"	47.02139	7.48381	589.75	"AWI"	589.75	4939.5	5222.75	5070.5	12	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	119	0	5	0	0	0	0	121	0	32	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	29	0	0	0	0	0	1	9	0	0	0	0	1	5	0	5	7	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	590.3	"AWI"	590.3	4949.8	5235.4	5082.9	11	0	0	0	0	0	1	1	0	0	37	0	0	0	0	0	0	0	0	123	1	7	0	0	0	0	102	0	28	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	27	0	0	0	0	0	0	7	0	0	0	0	3	0	0	11	6	0	0	0
23673	40963	"Moossee"	47.02139	7.48381	590.85	"AWI"	590.85	4958.6	5250.8	5095.55	21	0	123	0	0	0	0	0	0	0	35	0	0	0	1	0	0	0	0	94	1	7	0	0	0	0	99	0	31	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	53	0	0	1	0	0	0	4	0	0	0	0	1	2	0	7	6	1	0	0
