"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
2990	3894	"Auneau"	48.45611	1.79361	90	"AWI"	90	1515	2406	1946	0	0	9	6	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	519	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	7	0	114	0	1	0	0	29	1	0	2	2	1	0	0	1	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	95	"AWI"	95	1617	2530	2079	0	0	13	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	6	329	0	0	0	0	1	0	2	0	1	3	0	6	1	0	0	0	0	1	18	0	48	0	2	0	0	27	4	0	2	0	2	0	0	2	0	0	2	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	100	"AWI"	100	1748	2644	2215	0	0	13	2	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	17	163	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	1	0	0	19	3	49	0	1	0	0	29	0	0	0	1	1	0	0	0	0	1	4	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	105	"AWI"	105	1895	2754	2346	1	0	16	6	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	8	473	0	0	0	0	1	0	0	0	1	16	0	2	13	0	0	0	0	0	22	0	100	0	0	0	0	49	0	0	2	0	0	0	0	0	0	3	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	110	"AWI"	110	2033	2858	2478	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	443	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	15	0	125	0	0	0	0	35	0	0	2	0	0	0	0	0	0	1	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	115	"AWI"	115	2168	2956	2612	0	0	3	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	443	0	0	0	0	0	0	0	0	1	13	0	1	2	0	0	0	0	0	15	0	100	0	0	0	0	35	5	0	1	0	1	0	0	0	0	1	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	120	"AWI"	120	2317	3045	2754	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	255	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	22	0	0	1	0	30	5	0	0	0	0	0	0	0	0	2	3	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	125	"AWI"	125	2516	3119	2880	0	0	20	21	1	2	0	0	11	0	1	0	1	0	0	4	0	0	0	21	627	0	2	0	0	4	0	0	1	0	0	0	0	3	0	0	0	0	0	19	0	194	0	1	0	0	121	13	0	2	3	3	0	0	1	0	6	11	1	0	0
2990	3894	"Auneau"	48.45611	1.79361	130	"AWI"	130	2790	3206	3006	1	0	19	8	0	0	0	0	5	0	3	0	0	0	0	6	0	0	0	71	567	0	0	0	0	21	0	1	0	2	0	0	1	0	0	0	0	2	0	25	24	500	0	0	0	1	229	17	0	0	4	2	0	0	1	0	18	5	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	135	"AWI"	135	2995	3418	3176	1	0	87	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	1	49	75	0	0	0	0	0	0	2	0	1	3	0	1	2	0	0	0	0	0	24	0	39	0	2	0	0	25	5	0	0	0	0	0	0	0	0	14	7	0	1	0
2990	3894	"Auneau"	48.45611	1.79361	140	"AWI"	140	3094	3983	3371	0	0	130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	29	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	27	0	55	0	0	0	0	43	2	0	0	0	1	0	0	0	0	19	2	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	145	"AWI"	145	3211	4348	3623	1	1	157	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	50	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	36	0	1	0	0	25	3	0	3	0	0	0	0	0	0	20	7	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	150	"AWI"	150	3367	4647	3873	0	1	193	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	45	25	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	48	0	1	0	0	77	4	0	0	1	1	0	0	0	0	20	8	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	155	"AWI"	155	3525	4945	4126	0	0	324	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	73	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	47	0	13	0	0	0	0	59	5	0	0	0	4	0	0	0	0	15	27	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	160	"AWI"	160	3708	5210	4375	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	30	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	79	5	0	0	0	0	0	0	0	0	15	4	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	165	"AWI"	165	3891	5465	4631	0	1	106	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	31	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	32	0	0	0	0	37	3	0	2	0	1	0	0	0	0	7	5	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	170	"AWI"	170	4099	5670	4898	0	0	20	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	26	68	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	66	0	34	0	0	0	1	66	5	0	0	0	0	0	0	1	0	25	10	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	175	"AWI"	175	4360	5859	5150	1	0	131	1	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	65	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	52	6	0	0	0	1	0	0	0	0	29	19	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	180	"AWI"	180	4623	6048	5405	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	36	56	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	56	0	11	0	0	0	0	56	3	0	0	0	0	0	0	0	0	27	14	0	1	0
2990	3894	"Auneau"	48.45611	1.79361	185	"AWI"	185	4878	6242	5658	0	0	72	0	0	3	0	0	3	0	1	0	0	0	0	2	0	0	0	97	48	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	51	0	0	0	1	0	0	69	5	0	0	0	1	1	0	0	0	27	42	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	190	"AWI"	190	5136	6425	5921	0	0	36	0	0	1	0	0	5	0	2	0	0	0	0	2	0	0	0	68	111	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	54	0	46	0	0	0	0	129	3	0	0	0	0	0	0	0	0	29	33	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	195	"AWI"	195	5455	6526	6173	0	0	14	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	47	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	88	11	0	0	0	0	0	0	0	0	35	53	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	199	"AWI"	199	5750	6616	6342	0	0	10	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	42	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	5	0	0	0	0	56	1	0	0	0	0	0	0	0	0	60	57	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	203	"AWI"	203	5957	6736	6502	0	0	1	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	51	72	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	46	0	18	0	1	0	0	79	0	0	0	0	0	0	0	0	0	26	23	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	207	"AWI"	207	6051	6860	6588	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	23	117	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	65	0	0	0	3	0	0	31	2	0	0	0	1	0	0	0	0	12	21	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	210	"AWI"	210	6102	6983	6647	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	198	0	0	0	0	0	0	3	0	1	3	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	83	3	0	0	0	0	0	0	0	0	11	22	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	215	"AWI"	215	6205	7143	6743	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	66	89	0	0	0	0	0	0	3	0	0	23	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	16	23	0	0	1
2990	3894	"Auneau"	48.45611	1.79361	218	"AWI"	218	6279	7217	6809	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	29	61	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	71	3	0	0	0	0	0	0	0	0	27	31	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	221	"AWI"	221	6330	7322	6869	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	44	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	34	6	0	0	0	0	0	0	0	0	44	35	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	225	"AWI"	225	6413	7420	6954	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	39	60	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	64	0	0	0	1	0	0	68	2	0	0	0	0	0	0	0	0	10	19	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	230	"AWI"	230	6510	7556	7059	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	46	141	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	60	0	0	0	2	0	0	47	3	0	0	0	3	0	0	0	0	6	39	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	235	"AWI"	235	6613	7699	7164	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	82	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	44	1	0	0	0	10	0	0	0	0	4	35	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	240	"AWI"	240	6699	7819	7269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	10	0	0	0	0	50	4	0	0	0	1	0	1	0	0	19	16	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	280	"AWI"	280	7503	8694	8110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	9	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	285	"AWI"	285	7608	8792	8217	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	47	43	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	25	17	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	290	"AWI"	290	7727	8892	8324	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	42	31	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	8	11	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	295	"AWI"	295	7844	8990	8430	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	33	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	187	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	9	15	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	300	"AWI"	300	7949	9091	8533	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	38	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	10	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	305	"AWI"	305	8062	9204	8637	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	37	41	0	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	337	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	8	7	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	310	"AWI"	310	8174	9303	8747	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	315	"AWI"	315	8291	9385	8856	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	941	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	320	"AWI"	320	8404	9472	8960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	275	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	325	"AWI"	325	8529	9557	9064	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	11	103	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	330	"AWI"	330	8649	9654	9169	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	5	91	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	623	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	1	1	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	335	"AWI"	335	8780	9742	9272	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	336	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	340	"AWI"	340	8918	9824	9378	0	0	0	1	0	0	1	0	5	0	2	0	0	0	0	4	2	0	0	3	203	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	345	"AWI"	345	9055	9906	9483	0	0	0	2	0	0	15	0	5	0	0	0	0	0	0	2	3	0	0	0	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	64	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	350	"AWI"	350	9192	9980	9585	0	0	0	1	3	0	53	0	4	0	0	0	0	0	0	0	3	0	0	1	119	1	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	87	0	0	0	0	0	0	1	31	0	1	0	1	0	0	0	1	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	355	"AWI"	355	9321	10060	9692	0	0	0	1	2	0	45	0	2	0	0	0	0	0	0	0	4	0	0	0	95	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	91	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	360	"AWI"	360	9496	10112	9787	0	0	0	0	0	0	26	0	4	0	1	0	0	0	0	0	3	0	0	2	107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	62	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	1	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	365	"AWI"	365	9623	10235	9905	0	0	0	1	2	0	29	0	1	0	0	0	0	0	0	1	4	0	0	2	83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	109	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	370	"AWI"	370	9717	10440	10043	0	0	0	0	1	0	17	0	0	0	0	0	1	0	0	1	1	0	0	1	64	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	88	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	375	"AWI"	375	9797	10703	10186	0	0	0	1	5	0	19	0	1	0	0	0	0	0	0	0	3	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	105	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0
2990	3894	"Auneau"	48.45611	1.79361	380	"AWI"	380	9874	10959	10318	0	0	0	0	1	0	19	0	3	0	0	0	0	0	0	0	2	0	0	0	177	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	1	0	0	64	0	2	0	0	0	0	0	1	0	0	0	0	0
