"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13335	19906	"Styggtjärnen"	62.324148	13.557466	201	"AWI"	201	-132	36	-50	19	0	0	0	0	0	242	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	3	0	0	107	723	1	0	0	0	2	0	0	1	1	1	0	0	0	0	1
13335	19906	"Styggtjärnen"	62.324148	13.557466	203	"AWI"	203	-65	362	87	16	1	0	0	1	0	279	0	0	0	0	0	1	9	0	0	0	0	0	0	0	1	28	0	0	171	627	1	28	0	0	3	0	0	0	2	1	0	1	0	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	205	"AWI"	205	-36	762	218	28	0	1	0	0	0	311	0	0	0	0	0	1	13	0	0	0	0	0	0	0	3	3	0	0	149	548	0	20	0	0	2	0	0	0	1	2	0	0	0	0	2
13335	19906	"Styggtjärnen"	62.324148	13.557466	207	"AWI"	207	-14	1169	347	22	1	0	0	2	0	341	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	0	0	162	568	0	0	1	0	1	0	0	0	4	3	0	0	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	209	"AWI"	209	7	1575	483	43	1	0	0	3	0	398	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	0	122	563	0	23	0	0	1	0	0	0	2	2	0	0	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	211	"AWI"	211	26	1981	616	33	0	0	0	1	0	384	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	130	557	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	213	"AWI"	213	156	2017	779	25	0	0	0	0	0	364	0	0	1	0	0	2	17	0	0	0	0	1	0	0	2	7	0	0	92	515	0	0	0	0	2	0	0	0	4	4	1	0	0	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	215	"AWI"	215	251	2050	943	41	0	1	0	3	0	446	0	0	0	0	0	3	9	0	0	0	0	0	0	0	3	1	0	1	102	522	0	0	0	0	7	0	0	0	2	2	1	1	1	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	217	"AWI"	217	334	2089	1090	34	1	0	0	0	0	342	0	0	0	0	0	1	12	0	0	0	0	0	0	0	1	1	0	1	111	528	0	0	0	0	1	0	0	0	0	3	1	0	0	2	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	219	"AWI"	219	413	2152	1223	32	0	1	0	1	0	413	0	0	0	0	0	1	13	0	0	2	0	0	0	0	0	0	0	0	97	534	0	0	0	0	6	0	0	0	2	0	0	1	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	221	"AWI"	221	476	2306	1357	50	1	0	0	1	0	443	0	0	0	0	0	6	4	1	0	0	0	1	0	0	0	2	0	2	87	564	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	223	"AWI"	223	631	2341	1487	28	0	0	0	1	0	391	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	2	93	512	1	0	2	0	5	0	0	0	1	1	0	0	2	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	225	"AWI"	225	739	2379	1618	35	0	0	0	0	0	384	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	1	0	1	139	669	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	226	"AWI"	226	795	2411	1686	35	0	0	0	1	0	374	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	3	0	1	108	599	0	0	0	0	6	0	0	0	2	4	1	0	0	2	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	227	"AWI"	227	837	2433	1757	23	0	0	0	1	0	374	0	0	0	0	0	4	9	0	0	0	0	1	0	1	0	6	0	0	88	573	0	0	1	0	9	0	0	0	1	1	2	0	0	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	228	"AWI"	228	874	2465	1833	41	0	0	0	0	0	475	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	3	99	594	0	0	0	0	4	0	0	0	0	1	0	1	1	3	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	229	"AWI"	229	910	2516	1914	29	0	0	0	4	0	381	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	75	606	0	0	0	0	10	0	0	0	1	1	0	0	1	3	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	230	"AWI"	230	937	2563	1986	37	0	0	0	1	0	369	0	0	0	0	0	5	9	0	0	0	0	0	0	0	1	6	0	3	103	518	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	232	"AWI"	232	1130	2631	2116	44	0	0	0	0	0	397	0	0	0	0	0	7	15	0	0	0	0	0	0	0	0	2	0	2	114	572	1	0	0	1	14	0	0	0	0	4	0	0	0	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	234	"AWI"	234	1454	2649	2225	36	0	0	0	0	0	244	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	88	602	0	0	0	0	5	0	0	0	0	2	0	0	0	2	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	236	"AWI"	236	1796	2669	2332	40	1	0	0	0	0	478	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	2	0	0	70	736	0	0	0	0	7	0	0	1	0	1	0	0	1	3	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	238	"AWI"	238	2083	2693	2442	29	0	0	0	0	0	462	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	5	0	0	48	564	0	0	0	0	9	0	0	0	2	2	0	0	0	5	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	240	"AWI"	240	2314	2729	2575	43	0	0	0	1	0	546	0	0	0	0	0	5	9	0	8	0	0	0	0	0	0	5	0	0	40	704	1	0	0	0	5	0	0	0	0	4	1	0	2	1	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	242	"AWI"	242	2463	2823	2709	35	0	0	0	0	0	404	0	0	0	0	0	1	5	0	11	0	0	1	0	0	0	2	0	1	30	533	0	0	0	0	3	0	0	0	0	2	0	0	1	1	0
