"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Phytolaccaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	10	"AWI"	10	6261	6563	6408	1.3215859030837	0	45.374449339207	1.76211453744493	0	0	0	0	0.881057268722467	0	0	0	0	0.440528634361234	0	0	1.3215859030837	0	0	0	0	0	10.5726872246696	0	0.881057268722467	0	0	0	0	0	0.440528634361234	0	0	0	0	0	0	0	0	0.881057268722467	0.440528634361234	0	0	0	0	0	0	0.881057268722467	0	0	0	1.3215859030837	0	0	0.440528634361234	0	0	10.5726872246696	0	0	0	0	0	0	0.881057268722467	0	0	0	0	0	0	0	0.440528634361234	19.3832599118943	0.881057268722467	0	0	0	0.881057268722467
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	20	"AWI"	20	6278	6574	6423	2.0746887966805	0	38.5892116182573	2.4896265560166	0.4149377593361	0	0	0	4.5643153526971	0	0	0	0	0.4149377593361	0	0	0.829875518672199	0.829875518672199	0	0	0	0	12.448132780083	0	6.22406639004149	0	0	0	0	0	0	0	0	0	0	0.4149377593361	0	0	0	0.829875518672199	0	0	0.4149377593361	0.4149377593361	0.4149377593361	0	0	0.4149377593361	0	0	0	1.2448132780083	0	0	0	0	0	8.29875518672199	0	0	0	0	0	0	0.829875518672199	0	0	0	0	0	0	0	0	16.1825726141079	0.829875518672199	0.4149377593361	0	0	0.4149377593361
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	30	"AWI"	30	6293	6588	6436	0.851063829787234	0	34.8936170212766	1.27659574468085	0	0	0	0	1.27659574468085	0	0.425531914893617	0	0	0.425531914893617	0	0	0.851063829787234	0.425531914893617	0	0	0	0	11.9148936170213	0	2.12765957446809	0	0	0	0	0	0	0.851063829787234	0	0	0	0.425531914893617	0	0	0	0	0.851063829787234	0	0	0	0.425531914893617	0	0	0.425531914893617	0	0	0	1.70212765957447	0	0	0	0	0	14.8936170212766	0	0	0.425531914893617	0	0	0	0	0	0	0	0.425531914893617	0	0.425531914893617	1.70212765957447	0	22.5531914893617	0	0.425531914893617	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	40	"AWI"	40	6309	6600	6451	0.380228136882129	0	55.5133079847909	0	0.380228136882129	0	1.14068441064639	0	3.04182509505703	0	0.380228136882129	0	0	0.380228136882129	0	0	0	0	0	0	0	0	14.0684410646388	0	1.52091254752852	0	0	0	0	0	0.380228136882129	0	0	0	0	0	0	0	0.380228136882129	0.760456273764259	0	0	0	0	0	0	0	0.760456273764259	0	0.380228136882129	0	0.760456273764259	0	0	0	0	0	16.3498098859316	0	0	0	0	0	0	1.14068441064639	0	0	0	0.380228136882129	0	0	0	0	1.90114068441065	0	0	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	50	"AWI"	50	6325	6616	6465	1.80722891566265	0	28.9156626506024	7.83132530120482	0.602409638554217	0	0	0	1.20481927710843	0	0.602409638554217	0	0	0	0	0	0	1.20481927710843	0	0	0	0	13.855421686747	0	2.40963855421687	0	0	0	0	0	0	0	0	0	0.602409638554217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602409638554217	0	0	0	0	0.602409638554217	22.8915662650602	0	0	0	0	0	0	0.602409638554217	0	0	0	0	0	0	0	0	11.4457831325301	2.40963855421687	2.40963855421687	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	65	"AWI"	65	6352	6634	6487	1.54639175257732	0	36.0824742268041	6.18556701030928	0	0	1.54639175257732	0	2.57731958762887	0	0	0	0	0	0	0	0	0.515463917525773	0	0	0	0	10.3092783505155	0	2.57731958762887	0	0	0	0	0	0	0.515463917525773	0	0	0	0	0	0	0	0.515463917525773	0.515463917525773	0	0	0	0	0	0	0.515463917525773	0	0	0	0.515463917525773	0	0	0	0	0	25.2577319587629	0	0	0	0	0	0	0.515463917525773	0	0	0	0	0	0	0	0	9.27835051546392	0.515463917525773	0.515463917525773	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	75	"AWI"	75	6367	6648	6501	0	0.431034482758621	41.3793103448276	2.58620689655172	0	0.431034482758621	0	0	4.74137931034483	0	0	0	0	0	0	0	0.862068965517241	0.431034482758621	0	0	0	0	9.48275862068965	0	1.72413793103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72413793103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3965517241379	0	0	0	0	0	0	0.431034482758621	0	0	0	0.431034482758621	0	0	0	0	14.2241379310345	0.862068965517241	0.862068965517241	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	85	"AWI"	85	6383	6661	6516	1.35746606334842	0.452488687782805	28.5067873303167	2.71493212669683	0	0	0	0	2.26244343891403	0	0	0	0	0	0	0	2.71493212669683	0	0	0	0	0	10.8597285067873	0	4.07239819004525	0	0	0	0	0	0.452488687782805	0.452488687782805	0	0	0	0	0	0	0	4.52488687782805	0	0	0	0	0.452488687782805	0	0	0	0	0	0	3.16742081447964	0	0	0	0	0	17.1945701357466	0	0	0	0	0.452488687782805	0	1.35746606334842	0	0	0	0	0	0	0	0	17.6470588235294	0.452488687782805	0.452488687782805	0.452488687782805	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	95	"AWI"	95	6397	6673	6531	0.772200772200772	0	31.6602316602317	0.386100386100386	0.386100386100386	0	0.386100386100386	0	2.7027027027027	0	0	0	0	0	0	0	1.54440154440154	0	0	0	0	0	10.4247104247104	0	2.7027027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86100386100386	0	0	0	0.386100386100386	0	0	0	0	0	0	0	4.24710424710425	0	0	0	0	0	17.3745173745174	0	0	0	0	0	0	0.386100386100386	0	0	0	0	0	0	0	0	21.6216216216216	0.386100386100386	0.772200772200772	0	0	0
15907	24491	"Montjean-sur-Loire"	47.3925	-0.85389	100	"AWI"	100	6404	6681	6538	0	0.381679389312977	26.7175572519084	0.381679389312977	0	0	0	0	0.381679389312977	0	0.381679389312977	0	0	0	0	0	1.14503816793893	0	0	0	0	0	10.6870229007634	0	9.9236641221374	0	0	0	0	0	0.381679389312977	0.763358778625954	0	0.763358778625954	0	0	0	0	0	1.90839694656489	0.381679389312977	0	0	0	0	0	0	0.763358778625954	0	0.763358778625954	0	3.05343511450382	0	0	0	0	0	26.7175572519084	0	0	0	0	0	0	0.381679389312977	0	0	0	0	0	0	0	0	13.3587786259542	0.381679389312977	0	0	0	0.381679389312977
