"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3387	4391	"Rugozero"	64.08333	32.63333	25	"AWI"	25	30	1064	372	0	0	0	0	0.854700854700855	0	0	0	0	0	7.26495726495727	0	3.41880341880342	0	0	0	0	3.41880341880342	78.6324786324786	3.41880341880342	0	0	0	0	0	0	2.99145299145299	0	0	0	0	0
3387	4391	"Rugozero"	64.08333	32.63333	50	"AWI"	50	315	1700	864	0	10.8433734939759	0	0	1.20481927710843	0	0	0	0	0	5.62248995983936	0	2.00803212851406	0	0	0	0	4.41767068273092	68.6746987951807	5.22088353413655	0.401606425702811	0.401606425702811	0	0	0	0.401606425702811	0.401606425702811	0.401606425702811	0	0	0	0
3387	4391	"Rugozero"	64.08333	32.63333	75	"AWI"	75	629	2282	1349	0	5.35714285714286	0	0.510204081632653	0.76530612244898	0.255102040816327	30.3571428571429	0	0	0	3.31632653061224	0	0	0	0	0	0	5.35714285714286	51.530612244898	2.04081632653061	0	0	0	0.255102040816327	0	0	0	0	0	0.255102040816327	0	0
3387	4391	"Rugozero"	64.08333	32.63333	100	"AWI"	100	978	2843	1827	0.526315789473684	1.84210526315789	0	0	0.263157894736842	0.263157894736842	33.4210526315789	0	0	0.263157894736842	3.42105263157895	0	0	0	0	0	0	6.8421052631579	50.5263157894737	1.05263157894737	0	0	0.263157894736842	0	0	0	0	0.789473684210526	0.263157894736842	0	0	0.263157894736842
3387	4391	"Rugozero"	64.08333	32.63333	125	"AWI"	125	1402	3350	2330	0	2.58899676375405	0	0	0.647249190938511	0	47.2491909385113	0	0.323624595469256	0.323624595469256	5.8252427184466	0	0	0	0	0	0	5.50161812297735	33.9805825242718	2.9126213592233	0	0	0	0	0	0	0.323624595469256	0	0	0	0	0.323624595469256
3387	4391	"Rugozero"	64.08333	32.63333	150	"AWI"	150	1811	3832	2828	0	4.43037974683544	0	0	1.26582278481013	0.210970464135021	27.2151898734177	0	0	0.210970464135021	3.37552742616034	0	0	0	0	0	0.210970464135021	12.6582278481013	49.57805907173	0	0	0	0.421940928270042	0	0	0	0	0	0	0	0	0.421940928270042
3387	4391	"Rugozero"	64.08333	32.63333	175	"AWI"	175	2210	4311	3309	0	3.92609699769053	0	0	0.23094688221709	0.23094688221709	39.0300230946882	0	0	0.46189376443418	5.08083140877598	0	0	0	0	0	0	8.77598152424942	40.8775981524249	0.23094688221709	0	0	0.23094688221709	0.23094688221709	0	0	0	0.23094688221709	0	0	0.23094688221709	0.23094688221709
3387	4391	"Rugozero"	64.08333	32.63333	200	"AWI"	200	2641	4732	3796	0.563380281690141	5.07042253521127	0	0	0.563380281690141	0	39.4366197183099	0.28169014084507	0	0.845070422535211	4.22535211267606	0	0.563380281690141	0	0.28169014084507	0	0	7.04225352112676	39.7183098591549	0.28169014084507	0	0	0.563380281690141	0.28169014084507	0	0	0	0.28169014084507	0	0	0	0
3387	4391	"Rugozero"	64.08333	32.63333	225	"AWI"	225	3153	5129	4274	0.197628458498024	6.12648221343874	0	0	0.790513833992095	0.395256916996047	44.4664031620553	0	0	0.988142292490119	3.3596837944664	0	0	0	0	0	0	2.96442687747036	37.9446640316205	0.197628458498024	0	0	0.197628458498024	0.197628458498024	0	0	0	1.18577075098814	0	0	0.592885375494071	0.395256916996047
3387	4391	"Rugozero"	64.08333	32.63333	250	"AWI"	250	3699	5473	4745	0.66079295154185	3.74449339207048	0	0	0	0	49.5594713656388	0	0	0.220264317180617	2.86343612334802	0	0	0.220264317180617	0	0	0	6.16740088105727	34.1409691629956	0.220264317180617	0	0	0	0.220264317180617	0	0	0	0.440528634361234	0.220264317180617	0	0.220264317180617	1.10132158590308
3387	4391	"Rugozero"	64.08333	32.63333	275	"AWI"	275	4265	5814	5228	0.192307692307692	4.80769230769231	0	0	0.769230769230769	0	43.0769230769231	0	0	0.769230769230769	2.30769230769231	0	0	0	0	0	0	6.34615384615385	38.4615384615385	1.34615384615385	0	0	0.192307692307692	0	0	0	0	0.192307692307692	0	0	0.192307692307692	1.34615384615385
3387	4391	"Rugozero"	64.08333	32.63333	300	"AWI"	300	4849	6098	5714	0	5.31914893617021	0	0.265957446808511	0.531914893617021	0	54.5212765957447	0	0	0.265957446808511	5.0531914893617	0	0	0	0	0	0.265957446808511	3.45744680851064	26.063829787234	2.12765957446809	0	0	0.797872340425532	0.531914893617021	0	0	0	0	0.265957446808511	0	0	0.531914893617021
3387	4391	"Rugozero"	64.08333	32.63333	325	"AWI"	325	5408	6364	6097	0	7.36342042755344	0	0	0.237529691211401	0	56.2945368171021	0	0	0.712589073634204	3.32541567695962	0.237529691211401	0	0	0	0	0	2.85035629453682	24.7030878859857	2.61282660332542	0	0	0	0	0	0	0	0.237529691211401	0	0	0.237529691211401	1.18764845605701
3387	4391	"Rugozero"	64.08333	32.63333	350	"AWI"	350	5625	6699	6312	0	6.15384615384615	0	0	0.21978021978022	0	55.3846153846154	0	0	1.0989010989011	3.2967032967033	0	0	0.43956043956044	0	0	0	0.43956043956044	28.5714285714286	1.75824175824176	0	0.21978021978022	0.21978021978022	0	0	0	0	0.21978021978022	0.21978021978022	0	0.21978021978022	1.53846153846154
3387	4391	"Rugozero"	64.08333	32.63333	375	"AWI"	375	5865	7013	6522	0.178571428571429	6.42857142857143	0	0	0.357142857142857	0	40.1785714285714	0	0	0.535714285714286	2.67857142857143	0	0	0.178571428571429	0	0	0	0.714285714285714	45	1.96428571428571	0	0	0.178571428571429	0	0	0	0	0.357142857142857	0	0	0.178571428571429	1.07142857142857
3387	4391	"Rugozero"	64.08333	32.63333	400	"AWI"	400	6065	7264	6736	0	8.89967637540453	0	0	0.323624595469256	0	52.4271844660194	0	0	1.13268608414239	2.58899676375405	0	0	0	0	0	0	0.809061488673139	28.8025889967638	2.42718446601942	0	0	0.485436893203883	0.323624595469256	0	0.161812297734628	0	0.161812297734628	0	0	0.161812297734628	1.29449838187702
