"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3226	4186	"Col des Lauzes"	44.76722	6.53694	10	"AWI"	10	-58	544	172	12.1621621621622	0	0	0	0	0	0	4.05405405405405	0	0	0	0	0	2.7027027027027	0	1.35135135135135	0	4.05405405405405	2.7027027027027	20.2702702702703	0	0	0	0	0	2.7027027027027	0	0	1.35135135135135	0	0	32.4324324324324	0	0	0	0	0	0	0	0	0	8.10810810810811	1.35135135135135	5.40540540540541	0	0	0	1.35135135135135	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	15	"AWI"	15	-29	833	293	47.887323943662	0	0	0	0	1.40845070422535	0	4.22535211267606	0	0	0	0	0	0	0	0	0	1.40845070422535	0	14.0845070422535	0	0	0	0	0	0	0	0	1.40845070422535	0	0	14.0845070422535	0	0	0	0	0	1.40845070422535	0	0	0	4.22535211267606	0	7.04225352112676	0	0	1.40845070422535	0	0	0	0	0	0	0	1.40845070422535	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	20	"AWI"	20	86	908	434	21.6666666666667	0	0	1.66666666666667	0	3.33333333333333	0	3.33333333333333	0	0	0	0	0	0	0	1.66666666666667	0	0	1.66666666666667	20	0	0	0	0	0	1.66666666666667	0	0	1.66666666666667	0	0	25	0	0	0	0	0	3.33333333333333	0	0	0	8.33333333333333	0	5	0	0	1.66666666666667	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	25	"AWI"	25	148	1017	584	41.2698412698413	0	0	0	0	1.58730158730159	0	0	0	1.58730158730159	0	0	0	0	0	0	0	0	1.58730158730159	6.34920634920635	0	0	0	0	0	0	0	0	4.76190476190476	0	0	31.7460317460317	0	0	0	0	0	0	0	0	0	6.34920634920635	1.58730158730159	3.17460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	30	"AWI"	30	231	1167	719	25.3333333333333	1.33333333333333	0	1.33333333333333	6.66666666666667	1.33333333333333	0	8	0	0	0	0	0	0	0	0	0	4	0	13.3333333333333	0	0	0	0	0	0	0	0	0	0	0	21.3333333333333	0	0	0	0	0	0	0	0	0	0	0	14.6666666666667	0	0	1.33333333333333	0	0	0	0	0	0	0	1.33333333333333	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	35	"AWI"	35	470	1220	842	48.4375	0	0	0	1.5625	3.125	0	3.125	0	0	0	0	0	0	0	0	0	3.125	0	12.5	0	0	0	0	0	4.6875	0	0	0	0	0	18.75	0	0	0	0	0	0	0	0	0	0	0	4.6875	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	40	"AWI"	40	635	1303	970	22.2222222222222	0	0	0	2.46913580246914	0	0	3.7037037037037	0	0	0	0	0	0	0	0	0	1.23456790123457	1.23456790123457	30.8641975308642	0	0	0	0	0	0	0	0	0	0	0	27.1604938271605	0	0	0	0	0	0	0	0	0	0	2.46913580246914	7.40740740740741	0	0	0	1.23456790123457	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	45	"AWI"	45	757	1427	1100	40.5063291139241	0	0	1.26582278481013	0	1.26582278481013	0	1.26582278481013	0	0	0	0	0	0	0	1.26582278481013	0	0	0	20.253164556962	0	0	0	0	0	1.26582278481013	0	0	0	0	0	22.7848101265823	0	0	0	0	0	0	0	0	0	0	0	5.06329113924051	0	2.53164556962025	1.26582278481013	1.26582278481013	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	50	"AWI"	50	874	1553	1226	58.6206896551724	0	0	1.14942528735632	2.29885057471264	0	0	11.4942528735632	0	0	0	0	0	0	0	0	0	1.14942528735632	1.14942528735632	9.19540229885057	0	0	0	0	0	0	0	0	0	0	0	4.59770114942529	0	0	0	0	0	0	0	0	0	0	0	9.19540229885057	0	0	0	0	0	0	0	1.14942528735632	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	55	"AWI"	55	949	1795	1328	69.2307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961538461538462	0	10.5769230769231	0	0	0	0	0	0.961538461538462	0	0	0	0	0	3.84615384615385	0	0	0	0	0	0	0	0	0	0	0	9.61538461538462	0	3.84615384615385	0	0	0	0	0	0	0	0	0	0.961538461538462	0
