"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
25957	44896	"Llyn Cororion"	53.197734	-4.101292	72	"AWI"	72	683	1140	872	143	6	6	1	0	0	180	2	0	1	0	4	3	0	65	0	0	0	0	0	11	9	0	0	0	18	0	0	0	0	1	0	8	0	0	65	0	0	5	19	25	0	0	0	0	0	0	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	80	"AWI"	80	720	1233	933	141	5	1	2	4	0	152	8	0	1	0	0	7	0	63	0	0	0	0	0	8	11	0	0	1	4	0	0	0	0	0	0	21	149	0	55	0	0	0	20	18	0	0	0	0	0	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	88	"AWI"	88	779	1290	1003	60	3	1	1	0	0	130	1	0	1	0	0	8	0	55	0	0	0	0	0	0	5	0	0	3	33	0	0	0	0	1	2	9	115	0	35	0	0	0	6	15	0	0	0	0	0	0	4	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	96	"AWI"	96	825	1362	1068	95	8	3	1	2	0	86	3	0	0	0	6	15	0	52	0	0	0	0	0	17	3	0	0	1	17	0	0	0	0	1	1	13	0	0	47	0	0	2	16	22	0	0	0	0	0	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	104	"AWI"	104	892	1427	1134	16	2	3	2	7	0	94	0	0	0	0	0	57	0	58	0	5	0	0	2	0	7	0	0	0	61	0	0	0	0	0	0	22	117	0	82	0	0	1	5	21	0	0	0	0	0	0	3	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	112	"AWI"	112	945	1496	1198	111	1	4	2	2	0	122	1	0	1	0	4	50	0	47	0	0	0	0	0	0	3	0	0	4	5	0	0	0	0	0	0	11	111	0	104	0	0	1	5	30	0	0	2	0	0	0	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	120	"AWI"	120	1010	1543	1261	33	3	0	6	3	0	99	0	0	0	0	0	123	0	0	0	0	0	0	0	0	3	0	0	3	15	0	0	0	0	0	0	12	0	0	90	0	0	0	3	12	0	0	0	0	0	12	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	128	"AWI"	128	1070	1604	1321	80	1	1	2	0	0	167	0	0	1	0	0	17	0	54	0	0	0	0	0	0	4	0	0	3	5	0	0	0	0	0	0	6	75	0	93	0	0	0	12	29	0	0	1	0	0	0	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	136	"AWI"	136	1156	1646	1379	95	1	0	2	0	0	92	0	0	1	0	0	97	0	3	0	0	0	0	0	0	2	0	0	0	27	0	0	0	0	1	2	7	86	0	126	0	0	0	10	15	0	0	0	0	0	0	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	144	"AWI"	144	1242	1716	1442	74	1	0	3	1	0	143	0	0	0	0	0	22	0	59	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	1	2	0	0	99	0	0	0	4	13	0	0	0	0	0	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	152	"AWI"	152	1366	1796	1516	76	2	0	3	0	0	185	0	0	0	0	0	16	0	39	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	2	8	0	0	123	0	0	0	3	18	0	0	0	0	0	0	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	160	"AWI"	160	1436	1929	1620	98	1	0	2	0	0	204	0	0	0	0	0	41	0	53	0	5	0	0	0	0	9	0	0	2	6	0	0	0	0	1	1	7	66	0	121	0	0	0	7	18	0	0	1	0	0	4	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	168	"AWI"	168	1493	2209	1770	64	0	0	5	0	0	132	0	0	0	0	0	219	0	22	0	0	0	0	0	0	2	0	0	0	17	0	0	0	0	0	1	0	0	0	159	0	0	0	0	1	0	0	0	0	0	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	174	"AWI"	174	1528	2478	1873	79	0	0	4	0	0	155	0	0	0	0	0	189	0	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	0	2	44	0	90	0	0	0	0	10	0	0	0	0	0	6	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	180	"AWI"	180	1610	2620	1999	53	2	0	0	0	0	178	0	0	0	0	0	87	0	13	0	0	1	0	0	0	0	0	0	0	71	0	0	0	0	0	1	9	0	0	92	0	0	0	0	10	0	0	0	0	3	3	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	184	"AWI"	184	1646	2739	2082	82	0	0	20	1	0	335	0	0	0	0	0	101	0	17	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	1	0	22	0	160	0	0	0	1	5	0	0	3	0	0	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	192	"AWI"	192	1718	2996	2232	151	1	0	0	0	0	451	0	0	0	0	0	190	0	31	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	10	41	0	183	0	0	0	3	11	2	0	0	0	1	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	200	"AWI"	200	1822	3129	2391	85	0	0	0	1	0	220	0	0	0	0	0	126	0	16	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	12	33	0	121	3	0	0	2	11	0	0	1	0	0	3	2	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	208	"AWI"	208	1904	3341	2543	83	1	0	0	0	0	242	0	0	0	0	0	75	0	16	0	0	0	0	0	0	4	0	0	1	26	0	0	0	0	0	0	6	0	0	130	0	0	0	2	25	0	0	1	0	0	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	216	"AWI"	216	2005	3503	2695	160	0	0	5	0	0	478	0	0	0	0	0	259	0	31	0	0	0	0	0	0	7	0	0	0	26	0	0	0	0	0	1	15	46	0	275	0	0	0	1	24	0	0	2	0	0	3	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	224	"AWI"	224	2135	3691	2834	108	0	0	2	0	0	373	1	0	1	0	0	170	1	11	0	0	0	0	0	0	6	1	0	0	24	0	0	0	0	0	1	8	29	0	183	0	0	0	0	13	0	0	0	0	1	7	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	232	"AWI"	232	2255	3813	2991	92	1	0	2	0	0	141	0	0	0	0	0	199	0	11	0	0	0	0	0	0	2	0	0	0	55	0	0	0	0	0	1	8	0	0	194	0	0	0	0	3	0	0	0	0	0	6	0	2
25957	44896	"Llyn Cororion"	53.197734	-4.101292	240	"AWI"	240	2358	3980	3150	99	0	0	1	0	0	265	0	0	0	0	0	83	0	13	0	0	0	0	0	0	2	0	0	0	16	0	0	1	0	1	1	0	18	0	253	0	0	0	0	4	0	0	0	0	0	5	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	256	"AWI"	256	2636	4318	3437	99	0	0	4	0	0	341	0	0	1	0	0	180	0	11	0	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	1	0	0	0	186	0	0	0	0	3	0	0	0	0	0	6	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	264	"AWI"	264	2809	4463	3590	113	0	0	1	0	0	352	0	0	1	0	0	397	0	15	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	439	0	0	0	1	8	0	0	2	0	0	3	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	272	"AWI"	272	2970	4602	3743	64	0	0	5	0	0	265	0	0	0	0	0	133	0	7	0	0	0	0	0	0	2	0	0	1	40	0	0	0	0	0	3	0	0	0	220	0	0	0	0	0	0	0	1	0	0	6	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	280	"AWI"	280	3101	4719	3900	47	0	0	1	0	0	189	0	0	0	0	0	135	0	13	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	0	2	0	0	0	167	0	0	0	0	2	0	0	1	0	2	7	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	288	"AWI"	288	3241	4854	4061	61	0	1	5	0	0	192	1	0	0	0	0	188	0	4	0	2	0	0	0	0	1	0	0	0	13	0	0	0	0	0	2	0	0	0	215	0	0	0	0	5	0	0	2	0	1	8	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	296	"AWI"	296	3405	4990	4226	57	0	0	1	0	0	123	0	0	0	0	0	310	0	10	0	0	0	0	0	0	1	0	0	0	54	0	0	0	0	0	1	0	0	0	162	0	0	0	0	4	0	0	0	0	1	10	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	300	"AWI"	300	3467	5078	4306	55	0	1	1	0	0	210	0	0	0	0	0	76	0	8	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	110	0	0	0	0	8	0	0	0	0	0	3	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	304	"AWI"	304	3566	5116	4379	85	1	0	1	0	0	222	1	0	0	0	0	216	0	2	0	0	0	0	0	0	5	0	0	1	5	0	0	0	0	0	1	0	0	0	170	0	0	0	0	19	0	0	0	0	0	8	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	308	"AWI"	308	3648	5160	4446	68	0	0	0	0	0	206	0	0	0	0	0	66	0	5	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	156	0	0	0	0	10	0	0	0	0	0	9	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	312	"AWI"	312	3718	5206	4520	96	0	0	3	0	0	218	1	0	0	0	0	192	0	2	0	0	0	0	0	0	3	0	0	0	20	0	0	0	0	0	1	0	0	0	181	0	0	0	1	16	0	0	0	0	1	5	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	316	"AWI"	316	3788	5274	4601	84	0	0	1	0	0	259	0	0	0	0	0	77	0	5	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	148	0	0	0	1	17	0	0	0	0	0	2	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	320	"AWI"	320	3907	5309	4682	52	0	0	0	0	0	136	0	0	0	0	0	225	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	2	0	0	0	108	0	0	0	2	12	0	0	1	0	0	6	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	324	"AWI"	324	3995	5352	4764	82	1	0	0	0	0	234	0	0	0	0	0	57	0	5	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	1	0	0	0	164	0	0	0	0	20	0	0	0	0	0	2	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	328	"AWI"	328	4068	5398	4846	108	0	0	1	0	0	205	0	0	0	0	0	234	0	6	0	0	0	0	0	0	1	0	0	2	15	0	0	0	0	0	1	0	0	0	245	0	0	0	0	32	0	0	2	0	5	1	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	332	"AWI"	332	4140	5468	4925	74	0	0	0	0	0	112	0	0	0	0	0	162	0	5	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	125	0	0	0	0	10	0	0	1	0	1	7	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	340	"AWI"	340	4383	5526	5067	87	0	0	0	0	0	118	0	0	0	0	0	178	0	1	0	0	0	0	0	0	4	0	0	0	44	0	0	0	0	0	0	0	0	0	82	0	0	0	0	17	0	0	0	0	2	5	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	348	"AWI"	348	4536	5637	5219	74	0	0	0	0	0	144	0	0	0	0	0	194	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	112	0	0	0	0	9	0	0	0	0	2	2	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	356	"AWI"	356	4862	5684	5365	96	0	0	3	0	0	110	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	1	5	0	0	101	0	0	0	0	8	0	0	0	0	7	11	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	361	"AWI"	361	4997	5745	5465	113	0	0	5	0	0	74	0	0	0	0	0	196	0	2	0	0	0	0	0	0	1	0	0	0	41	0	0	0	0	0	1	0	0	0	200	0	0	0	0	9	0	0	0	0	16	14	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	368	"AWI"	368	5221	5810	5572	101	0	0	0	0	0	130	0	0	0	0	0	112	0	1	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	1	0	0	0	120	0	0	0	0	14	0	0	0	0	10	12	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	376	"AWI"	376	5374	5880	5674	74	0	0	2	0	0	116	0	0	0	0	0	105	0	5	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	2	0	0	0	177	0	0	0	0	16	0	0	1	0	16	9	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	384	"AWI"	384	5480	5989	5766	76	0	1	6	0	0	118	0	0	0	0	0	90	0	9	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	4	0	0	0	234	0	0	0	0	11	0	0	0	0	13	28	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	392	"AWI"	392	5535	6103	5836	129	0	0	2	0	0	103	1	0	0	0	0	90	0	1	0	0	0	0	0	0	3	0	0	1	12	0	0	0	0	0	1	0	0	0	149	0	0	0	0	6	0	0	0	0	15	18	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	400	"AWI"	400	5612	6210	5907	73	0	0	1	0	0	173	0	0	0	0	0	218	0	3	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	193	0	0	0	2	6	0	0	0	0	1	13	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	402	"AWI"	402	5626	6232	5926	94	0	0	0	0	0	166	0	0	0	0	0	80	0	4	0	0	0	0	0	0	7	0	0	0	16	0	0	0	0	1	2	0	0	0	145	0	0	0	1	12	0	0	1	0	8	21	1	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	408	"AWI"	408	5675	6316	5978	102	0	0	1	0	0	130	0	0	0	0	0	68	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	160	0	0	0	0	5	0	0	1	0	2	9	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	409	"AWI"	409	5682	6331	5986	91	0	0	4	0	0	154	0	0	0	0	0	108	0	8	0	0	0	0	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0	0	182	0	0	0	0	11	0	0	0	0	2	16	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	417	"AWI"	417	5742	6411	6057	4	0	0	2	0	0	338	0	0	0	0	0	78	0	12	0	0	0	0	0	0	4	0	0	0	13	0	0	0	0	0	9	0	0	0	372	4	0	0	0	26	0	0	0	0	12	42	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	424	"AWI"	424	5789	6499	6119	63	1	0	0	0	0	70	0	0	0	0	0	208	0	6	0	0	0	0	0	0	2	0	0	0	28	0	0	0	0	0	5	0	0	0	200	0	0	0	0	6	0	0	0	0	4	28	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	428	"AWI"	428	5821	6547	6153	75	0	0	1	0	0	118	0	0	0	0	0	124	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	167	0	0	0	0	8	0	0	1	0	2	12	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	432	"AWI"	432	5860	6570	6190	78	0	0	2	0	0	134	0	0	0	0	0	100	0	10	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	178	0	0	0	0	8	0	0	0	0	2	29	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	440	"AWI"	440	5915	6661	6265	66	0	2	0	0	0	142	0	0	0	0	0	154	0	20	0	0	0	0	0	0	5	0	0	0	41	2	0	0	0	0	3	0	0	0	120	0	0	0	0	8	0	0	0	0	2	20	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	444	"AWI"	444	5948	6698	6303	111	0	0	0	0	0	113	1	0	0	0	0	208	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	2	0	0	0	206	0	0	0	0	1	0	0	1	0	1	34	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	448	"AWI"	448	5983	6730	6343	118	0	0	1	0	0	272	0	0	0	0	0	75	0	16	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	0	2	0	0	0	189	0	0	0	0	13	0	0	0	0	1	34	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	452	"AWI"	452	6012	6759	6381	74	1	0	1	0	0	86	1	0	0	0	0	236	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	3	0	0	0	135	0	0	0	0	2	0	0	0	0	3	25	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	455	"AWI"	455	6035	6790	6410	123	1	0	1	0	0	221	1	0	0	0	0	167	0	147	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	1	0	0	0	208	0	0	0	1	13	0	0	0	0	0	33	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	460	"AWI"	460	6077	6829	6453	79	0	0	1	0	0	84	0	0	0	0	0	173	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	141	0	0	0	0	2	0	0	1	0	0	24	0	1
25957	44896	"Llyn Cororion"	53.197734	-4.101292	464	"AWI"	464	6112	6860	6489	133	0	0	1	0	0	244	0	0	0	0	0	98	0	5	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	3	0	0	0	219	0	0	0	0	14	0	0	1	0	1	29	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	468	"AWI"	468	6142	6896	6526	95	0	0	1	0	0	131	0	0	0	0	0	273	0	0	0	2	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	139	0	0	0	0	1	0	0	0	0	0	42	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	472	"AWI"	472	6171	6939	6563	149	0	0	1	0	0	225	0	0	0	0	0	169	0	5	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	6	0	0	0	232	0	0	0	0	20	0	0	0	0	0	33	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	480	"AWI"	480	6248	6997	6638	102	0	0	0	0	0	101	0	0	0	0	0	305	0	5	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	6	0	0	0	250	0	0	0	0	6	0	0	0	0	1	43	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	488	"AWI"	488	6311	7057	6713	128	0	0	0	0	0	65	0	0	0	0	0	208	0	4	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	6	0	0	0	144	0	0	0	0	5	0	0	0	0	0	22	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	504	"AWI"	504	6475	7183	6863	87	0	0	2	0	0	192	0	0	0	0	0	87	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	11	0	0	0	125	0	0	0	0	10	0	0	1	0	2	28	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	512	"AWI"	512	6569	7223	6931	97	0	0	0	0	0	87	0	0	0	0	0	143	0	3	0	0	0	0	0	0	0	0	1	0	19	2	0	0	0	0	2	0	0	0	124	0	0	0	0	5	0	0	0	0	0	22	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	520	"AWI"	520	6640	7273	7004	77	0	0	0	0	0	173	0	0	0	0	0	120	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	8	0	0	0	119	0	0	0	0	6	0	0	0	0	0	22	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	528	"AWI"	528	6735	7319	7075	53	0	0	0	0	0	165	0	0	0	0	0	576	0	8	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	31	0	0	0	225	0	0	0	0	26	0	0	0	0	0	51	0	1
25957	44896	"Llyn Cororion"	53.197734	-4.101292	532	"AWI"	532	6777	7342	7111	127	0	0	4	0	0	111	0	0	0	0	0	348	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	20	0	0	0	184	0	0	0	0	9	0	0	3	0	0	36	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	536	"AWI"	536	6809	7371	7150	60	0	0	1	0	0	63	0	0	0	0	0	299	0	5	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	23	0	0	0	124	0	0	0	4	2	0	0	1	0	0	43	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	540	"AWI"	540	6876	7391	7183	76	0	0	0	0	0	89	0	0	0	0	0	190	0	3	0	0	0	0	0	0	1	0	0	0	77	2	0	0	0	0	25	0	0	0	74	0	0	0	0	1	0	0	0	0	0	37	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	548	"AWI"	548	7011	7429	7253	75	0	0	3	0	0	126	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	118	0	0	0	0	4	0	0	1	0	0	30	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	552	"AWI"	552	7062	7459	7290	130	0	0	3	0	0	84	0	0	0	0	0	250	0	2	0	0	0	0	0	0	0	0	0	0	31	2	0	0	0	0	45	0	0	0	158	0	0	0	0	7	0	0	0	0	0	53	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	560	"AWI"	560	7172	7512	7355	84	0	0	2	0	0	152	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	19	0	0	0	120	0	0	0	0	0	0	0	2	0	0	49	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	568	"AWI"	568	7219	7628	7417	81	0	0	1	0	0	103	0	0	0	0	0	128	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	165	0	0	0	0	7	0	0	0	0	0	32	0	0
25957	44896	"Llyn Cororion"	53.197734	-4.101292	576	"AWI"	576	7274	7711	7483	93	1	0	3	0	0	151	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	21	0	0	0	176	0	0	0	0	9	0	0	0	0	0	34	0	0
