"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3004	3910	"Puerto de Belate"	43.03333	-2.05	10	"AWI"	10	106	1039	463	0	0	4.52830188679245	0.377358490566038	0.754716981132076	0.754716981132076	1.50943396226415	0	1.13207547169811	0	0	0	0	0.377358490566038	0	0.377358490566038	11.6981132075472	0	3.39622641509434	0	16.9811320754717	0	0.754716981132076	32.0754716981132	0	1.88679245283019	0	0	0	0	0.377358490566038	0	0	0	1.88679245283019	0	0	0	0	16.6037735849057	1.13207547169811	0.377358490566038	0	0.377358490566038	0.754716981132076	0	1.88679245283019	0	0	0	0	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	20	"AWI"	20	464	1742	1047	0	0	5.21472392638037	0	0	0	0.920245398773006	0	2.76073619631902	0	0	0	0	0	0	0	19.3251533742331	0	3.37423312883436	0	12.5766871165644	0	0.613496932515337	18.0981595092025	1.53374233128834	0	0	0	0	0	0	1.84049079754601	0	0	2.76073619631902	0	0	0	0	28.5276073619632	0	0.613496932515337	0	0	0	0	0.306748466257669	0.613496932515337	0	0.306748466257669	0.613496932515337	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	30	"AWI"	30	960	2266	1621	0	0.294985250737463	7.9646017699115	0	0.294985250737463	0	1.47492625368732	0	2.3598820058997	0	0	0	0	0	0	0	23.8938053097345	0.294985250737463	4.12979351032448	0	9.73451327433628	0	0	12.9793510324484	0.294985250737463	0	0	0	0	0	0.294985250737463	0.294985250737463	0	0	6.19469026548673	0	0	0	0	27.4336283185841	0	0.294985250737463	0	0	0.294985250737463	0	0.294985250737463	0.589970501474926	0	0	0.589970501474926	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	40	"AWI"	40	1556	2716	2209	0	0	5.61056105610561	0.33003300330033	0	0	0	0	1.98019801980198	0	0	0	0	0	0	0	33.003300330033	0	1.98019801980198	0	9.9009900990099	0	0	7.59075907590759	0	0	0	0	0	0	0	0	0	0	4.95049504950495	0	1.32013201320132	0	0	29.7029702970297	0	0.33003300330033	0	0	0.33003300330033	0.33003300330033	0	1.32013201320132	0	0	1.32013201320132	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	45	"AWI"	45	1855	2906	2496	0	0	4.77386934673367	0	0	0.251256281407035	0	0	1.50753768844221	0	0.251256281407035	0.251256281407035	0	0	0	0	40.4522613065327	0.50251256281407	0.753768844221105	0	13.8190954773869	0	0	1.00502512562814	0.251256281407035	0.753768844221105	0	0.251256281407035	0.50251256281407	0	0	0	0	0	8.79396984924623	0	0	0	0	18.5929648241206	3.76884422110553	0.251256281407035	0	0	0	0	0	0.50251256281407	0	0.251256281407035	2.51256281407035	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	50	"AWI"	50	2234	3102	2786	0.242718446601942	0	6.55339805825243	0.242718446601942	0	0	0.242718446601942	0	2.66990291262136	0	0	0	0	0	0	0	33.9805825242718	0	0.242718446601942	0	9.95145631067961	0	0.242718446601942	0.970873786407767	0.970873786407767	0	0	0	0	0	0	0	0	0	7.28155339805825	0.242718446601942	0	5.58252427184466	0	27.9126213592233	0	0	0	0	0.485436893203883	0.242718446601942	0	0.485436893203883	0	0.242718446601942	1.21359223300971	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	60	"AWI"	60	2850	3460	3165	0	0	3.52112676056338	0.176056338028169	0.352112676056338	0	0.352112676056338	0	0.528169014084507	0	0.352112676056338	0	0	0	0	0	47.887323943662	0.352112676056338	0.704225352112676	0	10.9154929577465	0	0.176056338028169	0.704225352112676	0.528169014084507	0	0	0	0	0	0	0	0	0	3.87323943661972	0	0	0	0	22.887323943662	1.58450704225352	0	0.704225352112676	0	0.528169014084507	0.704225352112676	0	0.528169014084507	0	0.528169014084507	2.11267605633803	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	70	"AWI"	70	3047	3830	3421	0	0	8.28402366863905	0.29585798816568	0.29585798816568	0	0.29585798816568	0	2.07100591715976	0	0	0	0	0	0	0	39.3491124260355	0	0.29585798816568	0	13.905325443787	0	0	0.29585798816568	1.18343195266272	0	0	0	0	0	0	0	0	0	7.39644970414201	0	0.591715976331361	3.55029585798817	0	19.5266272189349	0	0.591715976331361	0	0	0.29585798816568	0	0	0.887573964497041	0	0	0.887573964497041	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	80	"AWI"	80	3268	4155	3691	0	0	5.73770491803279	0	0	0.546448087431694	0.546448087431694	0	2.18579234972678	0	0	0	0	0	0	0	42.6229508196721	0	1.63934426229508	0	5.46448087431694	0.273224043715847	0	0	1.36612021857923	0	0	0	0	0	0.273224043715847	0	0	0	6.28415300546448	0	0	0	0	30.8743169398907	0	0	0	0	0	0	0	0.546448087431694	0	0.819672131147541	0.819672131147541	0	0	0
3004	3910	"Puerto de Belate"	43.03333	-2.05	90	"AWI"	90	3491	4459	3959	0	0	3.36391437308868	0.611620795107034	0	0	0	0	5.5045871559633	0	0	0	0	0	0	0	37.3088685015291	0	0	0	0	0	0	0	0.611620795107034	0	0	0	0	0	0	0	0	0	7.95107033639144	0	0	0	0	37.0030581039755	0	0	0	0	0	0	0	1.8348623853211	0	2.44648318042813	3.36391437308868	0	0	0
