"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Orchidaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16657	26437	"Katzenloch"	47.34167	11.125	25	"AWI"	25	5964	7258	6726	28	3	94	0	1	0	2	0	0	28	0	1	0	0	1	0	0	22	0	75	0	0	0	0	7	0	13	0	0	4	0	2	0	0	0	0	655	117	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	1	1	8	0	13	1
16657	26437	"Katzenloch"	47.34167	11.125	30	"AWI"	30	6132	7347	6850	30	4	107	0	2	1	2	0	0	42	0	0	1	0	0	0	0	43	0	223	1	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	540	176	0	0	0	0	0	56	0	0	0	0	2	2	0	0	0	3	1	13	0	23	0
16657	26437	"Katzenloch"	47.34167	11.125	35	"AWI"	35	6269	7504	6968	13	2	73	0	0	0	6	0	0	10	0	0	0	0	0	0	0	35	0	89	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	603	161	0	0	0	0	0	13	0	0	0	0	2	1	0	0	0	0	0	11	0	20	0
16657	26437	"Katzenloch"	47.34167	11.125	40	"AWI"	40	6449	7580	7084	6	3	97	1	1	0	1	0	0	49	0	0	0	0	0	1	0	22	0	105	1	0	0	0	2	0	35	0	0	0	0	2	0	0	0	0	627	244	0	0	0	0	0	28	1	0	0	0	0	3	0	1	0	0	0	15	0	28	1
16657	26437	"Katzenloch"	47.34167	11.125	45	"AWI"	45	6571	7698	7205	0	2	101	1	0	0	1	0	0	27	0	0	0	0	0	0	0	54	0	166	0	0	0	0	4	0	10	0	0	2	0	3	0	0	0	0	608	146	0	0	0	0	0	31	0	0	0	0	2	2	0	0	0	0	0	9	0	29	0
16657	26437	"Katzenloch"	47.34167	11.125	50	"AWI"	50	6749	7772	7332	4	0	80	0	2	0	7	0	0	43	0	0	0	0	0	0	0	31	0	110	0	0	0	0	3	0	15	0	0	0	0	2	0	1	0	0	735	161	0	28	0	2	0	46	1	0	0	1	2	0	0	0	0	0	0	10	0	26	1
16657	26437	"Katzenloch"	47.34167	11.125	55	"AWI"	55	6864	7895	7459	5	2	174	0	4	1	7	0	0	41	0	0	0	0	0	0	0	156	1	167	0	0	0	0	12	0	23	0	0	2	0	0	0	0	0	0	694	225	0	30	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	11	0	69	1
16657	26437	"Katzenloch"	47.34167	11.125	60	"AWI"	60	7080	7952	7573	0	0	127	0	1	0	7	0	0	82	0	2	0	0	0	0	0	54	0	125	0	0	0	0	2	0	29	0	0	2	0	4	0	0	0	0	728	151	0	0	0	0	0	49	0	0	0	0	2	2	0	0	0	1	0	9	0	42	0
16657	26437	"Katzenloch"	47.34167	11.125	65	"AWI"	65	7219	8052	7695	0	2	93	1	1	0	5	0	0	16	0	1	0	0	0	0	0	78	0	94	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	644	196	0	0	0	0	0	34	0	0	0	0	3	4	0	0	0	0	1	3	0	37	1
16657	26437	"Katzenloch"	47.34167	11.125	70	"AWI"	70	7463	8111	7803	0	0	84	3	2	0	1	0	0	60	0	0	0	0	1	0	0	52	0	96	0	3	0	0	1	0	23	0	0	0	0	0	0	0	0	0	637	205	0	0	0	0	1	46	0	0	0	0	0	1	0	0	0	0	0	6	0	40	0
16657	26437	"Katzenloch"	47.34167	11.125	75	"AWI"	75	7605	8213	7923	0	4	74	0	3	0	5	0	0	25	0	0	0	0	1	0	0	88	0	82	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	667	206	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	11	0	43	1
16657	26437	"Katzenloch"	47.34167	11.125	77.5	"AWI"	77.5	7675	8238	7970	0	0	48	3	2	0	18	0	0	31	0	0	0	0	0	0	0	48	0	173	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	632	210	0	57	0	0	2	17	0	0	0	0	6	2	0	0	0	1	0	6	0	29	1
16657	26437	"Katzenloch"	47.34167	11.125	80	"AWI"	80	7738	8272	8020	0	1	52	0	2	0	3	0	0	48	0	0	0	0	0	0	0	89	0	77	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	689	205	0	46	0	0	2	28	0	0	0	0	0	0	0	0	0	0	0	14	0	37	0
16657	26437	"Katzenloch"	47.34167	11.125	82.5	"AWI"	82.5	7773.5	8325.5	8068	0	0	99	4	4	0	19	0	0	43	0	0	0	0	0	0	0	75	0	47	0	0	0	0	0	0	7	0	0	1	0	1	0	0	0	0	396	242	0	24	0	0	0	34	0	0	0	1	6	3	0	0	0	2	4	25	0	26	0
16657	26437	"Katzenloch"	47.34167	11.125	85	"AWI"	85	7805	8401	8115	0	1	66	0	5	0	7	0	0	20	0	16	0	0	1	0	0	86	0	70	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	472	287	0	0	0	0	2	25	10	0	0	0	5	0	0	0	0	2	1	15	0	49	0
16657	26437	"Katzenloch"	47.34167	11.125	87.5	"AWI"	87.5	7904.5	8432	8164	0	0	77	2	2	0	21	0	0	51	0	0	0	0	1	0	0	83	0	94	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	482	217	0	50	0	0	0	37	1	0	0	2	4	1	0	0	0	1	0	11	0	47	1
16657	26437	"Katzenloch"	47.34167	11.125	90	"AWI"	90	7971	8476	8214	0	0	57	3	2	0	22	0	0	28	0	1	1	0	1	0	1	18	0	57	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	712	191	0	0	0	0	0	39	0	0	0	0	11	2	0	0	0	0	1	11	0	12	0
16657	26437	"Katzenloch"	47.34167	11.125	92.5	"AWI"	92.5	8023	8523.5	8267	2	2	83	4	0	0	20	0	0	50	0	1	1	0	1	0	0	165	0	75	0	0	1	0	0	0	13	0	0	1	0	1	0	0	0	0	368	212	0	40	0	0	0	35	0	0	0	0	6	2	0	0	0	0	0	17	0	34	2
16657	26437	"Katzenloch"	47.34167	11.125	95	"AWI"	95	8060	8595	8318	0	0	35	1	1	0	2	0	0	15	0	0	0	0	0	0	0	76	0	55	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	698	355	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	16	0	42	1
16657	26437	"Katzenloch"	47.34167	11.125	100	"AWI"	100	8155	8730	8439	0	0	53	1	0	0	2	0	0	41	0	1	0	0	1	1	0	105	0	125	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	680	304	0	0	0	0	0	40	3	0	0	0	2	4	0	0	0	0	1	18	0	33	0
16657	26437	"Katzenloch"	47.34167	11.125	105	"AWI"	105	8212	8977	8549	0	2	61	0	1	0	5	0	0	39	2	0	1	0	1	1	0	69	0	117	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	619	257	0	0	0	0	0	25	2	1	0	1	4	2	0	0	0	0	2	18	0	28	0
16657	26437	"Katzenloch"	47.34167	11.125	110	"AWI"	110	8322	9065	8668	0	2	74	0	2	0	7	0	0	74	1	0	2	0	0	0	0	95	0	286	0	10	2	0	0	0	7	0	0	0	0	0	0	0	0	0	493	275	0	0	0	0	0	35	1	0	0	0	2	4	0	0	3	1	0	20	0	46	0
16657	26437	"Katzenloch"	47.34167	11.125	115	"AWI"	115	8388	9223	8786	0	1	66	1	0	0	2	0	0	36	0	0	0	0	0	0	0	90	0	149	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	636	260	0	0	0	0	0	11	2	0	0	0	1	1	0	0	0	0	2	23	0	36	0
16657	26437	"Katzenloch"	47.34167	11.125	120	"AWI"	120	8512	9297	8908	0	1	47	1	1	0	1	0	0	138	0	0	0	0	0	0	0	187	0	140	0	27	0	0	0	0	12	0	0	0	0	0	0	0	0	0	448	384	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	28	0	70	0
16657	26437	"Katzenloch"	47.34167	11.125	125	"AWI"	125	8592	9445	9028	0	0	26	0	1	0	0	0	0	14	0	1	0	0	0	0	0	158	0	20	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	17	0	46	0
16657	26437	"Katzenloch"	47.34167	11.125	130	"AWI"	130	8756	9514	9145	0	2	65	2	0	0	2	0	0	32	0	1	0	0	0	0	0	280	0	134	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	425	321	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	43	0	76	0
16657	26437	"Katzenloch"	47.34167	11.125	135	"AWI"	135	8862	9629	9265	0	0	41	0	0	0	1	0	0	21	0	0	0	0	1	0	0	127	0	889	0	2	0	0	0	0	8	0	1	2	0	2	0	0	0	0	509	355	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	3	40	0	70	0
16657	26437	"Katzenloch"	47.34167	11.125	140	"AWI"	140	9060	9711	9390	0	3	56	1	0	0	4	0	0	24	0	0	0	0	0	1	0	308	0	196	0	0	0	0	0	0	6	0	0	2	0	2	0	0	0	0	262	463	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	43	0	54	0
16657	26437	"Katzenloch"	47.34167	11.125	145	"AWI"	145	9171	9857	9511	0	3	52	1	7	0	6	0	0	119	0	2	0	0	0	5	0	170	0	446	0	0	0	0	0	0	4	0	0	3	0	1	0	0	0	0	122	496	0	0	0	0	0	45	1	0	0	1	1	0	0	0	0	1	2	72	14	61	0
16657	26437	"Katzenloch"	47.34167	11.125	150	"AWI"	150	9292	9976	9630	0	3	40	1	4	0	2	0	0	154	0	1	0	0	2	2	0	119	0	688	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	46	543	0	0	1	0	0	55	1	0	0	2	0	4	0	0	0	0	2	90	0	45	0
16657	26437	"Katzenloch"	47.34167	11.125	155	"AWI"	155	9369	10199	9742	0	2	72	0	10	0	2	0	0	59	0	0	0	0	0	4	0	200	0	414	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	18	564	0	65	0	0	0	8	0	0	0	0	3	50	0	0	0	0	0	32	0	65	0
16657	26437	"Katzenloch"	47.34167	11.125	160	"AWI"	160	9548	10373	9923	0	1	49	0	7	0	7	4	0	115	0	0	2	0	0	0	0	147	0	939	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	9	550	0	0	0	0	0	23	1	0	0	0	1	16	0	0	0	1	1	57	0	59	0
16657	26437	"Katzenloch"	47.34167	11.125	165	"AWI"	165	9648	10619	10089	0	0	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	38	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	202	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20	0	22	0
16657	26437	"Katzenloch"	47.34167	11.125	167.5	"AWI"	167.5	9918	10791	10336	0	0	27	0	0	0	1	0	0	5	0	1	0	0	0	0	0	154	0	44	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	720	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	92	0	41	0
16657	26437	"Katzenloch"	47.34167	11.125	170	"AWI"	170	10093	11027	10594	0	0	18	2	2	0	11	0	0	15	0	1	0	0	0	0	0	44	0	48	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	6	0	0	0	0	4	1	83	0	3	0
16657	26437	"Katzenloch"	47.34167	11.125	172.5	"AWI"	172.5	10206	11342	10854	0	1	5	1	2	0	8	0	0	18	0	0	0	0	2	0	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	75	0	3	0
16657	26437	"Katzenloch"	47.34167	11.125	175	"AWI"	175	10308	11719	11113	0	1	9	3	0	0	10	0	0	5	0	0	1	0	0	0	0	26	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	31	0	1	0
16657	26437	"Katzenloch"	47.34167	11.125	176	"AWI"	176	10364	11761	11171	0	0	0	1	1	0	4	0	0	0	0	1	0	0	1	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	1
16657	26437	"Katzenloch"	47.34167	11.125	177.5	"AWI"	177.5	10436.5	11859.5	11258	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
16657	26437	"Katzenloch"	47.34167	11.125	178.5	"AWI"	178.5	10482	11949.5	11313.5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
16657	26437	"Katzenloch"	47.34167	11.125	180	"AWI"	180	10541	12113	11393	0	0	0	6	1	0	42	0	0	0	0	1	0	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	1	0	0	0	0	0
16657	26437	"Katzenloch"	47.34167	11.125	181.5	"AWI"	181.5	10591.5	12309.5	11469.5	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
16657	26437	"Katzenloch"	47.34167	11.125	183	"AWI"	183	10641	12514	11538	0	0	0	4	1	0	22	0	0	3	0	2	1	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1	0	0	0	0	0
