"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26117	45311	"Vuoskkujávri"	68.34556	19.1	674	"AWI"	674	2725	3304	3035	9	1	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	678	"AWI"	678	2917	3410	3178	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1
26117	45311	"Vuoskkujávri"	68.34556	19.1	682	"AWI"	682	3087	3600	3345	14	0	0	0	2	0	272	0	0	0	0	0	0	1	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	5	140	0	0	6	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	686	"AWI"	686	3193	4059	3539	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2
26117	45311	"Vuoskkujávri"	68.34556	19.1	690	"AWI"	690	3362	4277	3775	9	0	0	0	1	0	302	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	162	0	0	9	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	694	"AWI"	694	3541	4473	4012	13	0	0	0	1	0	298	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	698	"AWI"	698	3773	4651	4240	18	0	0	1	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	127	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	702	"AWI"	702	4049	4815	4475	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	0	14	0	1	0	0	178	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	706	"AWI"	706	4388	5005	4703	5	0	0	0	0	0	227	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	265	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	710	"AWI"	710	4517	5225	4865	9	0	0	0	1	0	281	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	2
26117	45311	"Vuoskkujávri"	68.34556	19.1	714	"AWI"	714	4674	5411	5048	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	210	0	0	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	718	"AWI"	718	4841	5585	5232	21	2	0	0	0	0	274	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	3
26117	45311	"Vuoskkujávri"	68.34556	19.1	722	"AWI"	722	5024	5721	5414	24	0	0	0	0	0	315	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	225	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2
26117	45311	"Vuoskkujávri"	68.34556	19.1	726	"AWI"	726	5244	5845	5596	19	0	0	0	0	0	271	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	730	"AWI"	730	5533	5929	5741	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26117	45311	"Vuoskkujávri"	68.34556	19.1	734	"AWI"	734	5663	6100	5882	27	0	0	0	0	0	227	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	257	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	738	"AWI"	738	5760	6266	6005	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	742	"AWI"	742	5874	6389	6130	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	746	"AWI"	746	5998	6510	6257	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	199	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
26117	45311	"Vuoskkujávri"	68.34556	19.1	750	"AWI"	750	6203	6623	6382	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	754	"AWI"	754	6307	6851	6535	31	0	0	0	0	0	207	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	17	0	1	0	0	222	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1
26117	45311	"Vuoskkujávri"	68.34556	19.1	758	"AWI"	758	6411	7090	6696	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	762	"AWI"	762	6521	7280	6860	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	766	"AWI"	766	6631	7445	7033	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	212	0	0	7	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	770	"AWI"	770	6797	7557	7202	60	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	159	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	774	"AWI"	774	7021	7664	7365	29	0	0	0	0	0	261	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	778	"AWI"	778	7247	7781	7525	65	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	782	"AWI"	782	7451	7908	7669	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	786	"AWI"	786	7545	8098	7803	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	790	"AWI"	790	7665	8211	7935	9	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	794	"AWI"	794	7796	8341	8060	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	798	"AWI"	798	7945	8462	8179	6	0	0	0	1	0	382	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	802	"AWI"	802	8084	8580	8320	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	806	"AWI"	806	8184	8910	8483	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	810	"AWI"	810	8315	9144	8671	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	2
26117	45311	"Vuoskkujávri"	68.34556	19.1	814	"AWI"	814	8463	9374	8868	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	818	"AWI"	818	8621	9574	9067	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	822	"AWI"	822	8793	9776	9268	6	0	0	0	0	0	412	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	826	"AWI"	826	8967	9946	9478	10	0	0	0	3	0	506	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	830	"AWI"	830	9214	10070	9661	2	0	0	0	0	0	441	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	834	"AWI"	834	9497	10199	9845	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	836	"AWI"	836	9581	10279	9946	0	1	0	0	0	0	436	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	838	"AWI"	838	9655	10326	10000	0	0	0	0	2	0	462	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	840	"AWI"	840	9707	10383	10057	0	0	0	0	5	0	348	0	1	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	842	"AWI"	842	9775	10442	10114	0	1	0	0	1	0	278	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	844	"AWI"	844	9843	10485	10170	0	3	0	0	1	0	158	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	846	"AWI"	846	9888	10554	10228	0	1	0	0	4	0	106	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	22	0	0	1	1	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	848	"AWI"	848	9960	10630	10295	0	6	0	0	0	0	131	0	0	0	0	0	0	0	0	16	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	33	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1
