"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
9691	14276	"Ballyduff"	53.081188	-7.994152	0	"AWI"	0	-146	9	-59	0.37593984962406	0.75187969924812	4.13533834586466	0	0	0	0	0	5.6390977443609	0	0	0	0	0	0	10.1503759398496	17.2932330827068	0	0	0	1.8796992481203	19.5488721804511	0	0	0	0	0	0	0	0	0	0	30.0751879699248	1.12781954887218	0	0	5.6390977443609	1.12781954887218	0	0	0	1.12781954887218	0	0	0	0	0	0	1.12781954887218
9691	14276	"Ballyduff"	53.081188	-7.994152	2	"AWI"	2	-127	23	-45	0	0.578034682080925	2.89017341040462	0	0	0	0.289017341040462	0	6.35838150289017	0.289017341040462	0	0	0	0	0.289017341040462	7.22543352601156	5.78034682080925	31.5028901734104	0	0	1.44508670520231	9.2485549132948	0.289017341040462	0	0	0	1.15606936416185	0	0	0	0	0.289017341040462	23.6994219653179	2.02312138728324	0	0	2.89017341040462	0.578034682080925	0	0	0	0.578034682080925	0	0	0	0.289017341040462	0	0.867052023121387	1.44508670520231
9691	14276	"Ballyduff"	53.081188	-7.994152	4	"AWI"	4	-114	39	-31	0	0.418410041841004	2.09205020920502	0.418410041841004	0	0	0	0	15.4811715481172	0.418410041841004	0	0	0	0	0	11.7154811715481	11.7154811715481	0	0	0	3.34728033472803	10.0418410041841	0	0	0	0	0.836820083682008	0	0	0	0	0.418410041841004	33.4728033472803	2.51046025104602	0	0	4.18410041841004	1.25523012552301	0	0	0	0.418410041841004	0	0	0	0	0	0.418410041841004	0.836820083682008
9691	14276	"Ballyduff"	53.081188	-7.994152	6	"AWI"	6	-103	65	-18	0	0	1.0126582278481	0	0	0.506329113924051	0.506329113924051	0	7.84810126582278	0.253164556962025	0	0	0	0	0	5.56962025316456	8.35443037974684	36.9620253164557	0	0	3.0379746835443	4.05063291139241	0.253164556962025	0	0	0	1.51898734177215	0	0	0	0.253164556962025	0.253164556962025	23.0379746835443	1.26582278481013	0	0	3.0379746835443	0.506329113924051	0	0	0	0.253164556962025	0	0	0	0	0	0.506329113924051	1.0126582278481
9691	14276	"Ballyduff"	53.081188	-7.994152	8	"AWI"	8	-98	102	-5	0	0	1.86170212765957	0	0	0.797872340425532	0	0	4.25531914893617	0	0	0.265957446808511	0	0	0	8.24468085106383	7.18085106382979	43.6170212765958	0	0	4.78723404255319	6.91489361702128	0	0	0	0	0	0	0	0	0	0.531914893617021	12.5	2.92553191489362	0	0	4.25531914893617	0.265957446808511	0	0	0	0.531914893617021	0	0	0	0	0	0	1.06382978723404
9691	14276	"Ballyduff"	53.081188	-7.994152	10	"AWI"	10	-84	122	9	0	0.395256916996047	3.55731225296443	0.790513833992095	0	0	0.790513833992095	0	13.0434782608696	0	0	0	0.395256916996047	0	0.395256916996047	9.09090909090909	10.2766798418972	0	0	0	5.13833992094862	8.300395256917	0.395256916996047	0	0	0	0.790513833992095	0	0	0	0	0	34.7826086956522	5.13833992094862	0	0	3.16205533596838	0.395256916996047	0	0	0	0.395256916996047	0	0	0	0	0	1.18577075098814	1.58102766798419
9691	14276	"Ballyduff"	53.081188	-7.994152	12	"AWI"	12	-69	144	25	0	0.205761316872428	1.440329218107	0.205761316872428	0	1.02880658436214	0.205761316872428	0	5.96707818930041	0	0	0.411522633744856	0	0	0	4.11522633744856	7.81893004115226	46.5020576131687	0	0	1.85185185185185	2.26337448559671	0	0	0	0	0.411522633744856	0	0.205761316872428	0	0	0	18.9300411522634	2.05761316872428	0	0	1.85185185185185	1.02880658436214	0.617283950617284	0	0	0.617283950617284	0	0	0	0	0	0.205761316872428	2.05761316872428
9691	14276	"Ballyduff"	53.081188	-7.994152	14	"AWI"	14	-59	175	40	0.341296928327645	0	3.07167235494881	0	0	1.02389078498294	0	0	10.580204778157	0	0	0	0	0	0	5.11945392491468	16.7235494880546	0	0	0	6.8259385665529	3.41296928327645	0.341296928327645	0	0	0	0.341296928327645	0	0	0	0.68259385665529	2.04778156996587	40.9556313993174	3.41296928327645	0	0	3.7542662116041	0	0	0	0	1.36518771331058	0	0	0	0	0	0	0
9691	14276	"Ballyduff"	53.081188	-7.994152	16	"AWI"	16	-51	206	54	0	0	2.18579234972678	0	0	0	0	0	7.65027322404372	0	0	0.546448087431694	0	0	0	2.73224043715847	21.8579234972678	0	0	0	3.27868852459016	8.7431693989071	0.546448087431694	0	0	0	0	0	0	0	0	0	37.1584699453552	7.10382513661202	0	0	3.82513661202186	2.18579234972678	0	0	0	0.546448087431694	0	0	0	0	0	0.546448087431694	1.09289617486339
9691	14276	"Ballyduff"	53.081188	-7.994152	18	"AWI"	18	-37	235	67	0.325732899022801	0	1.62866449511401	0.977198697068404	0	0.325732899022801	0.325732899022801	0	8.14332247557003	0	0	0	0	0	0	1.95439739413681	9.12052117263844	28.6644951140065	0	0	2.60586319218241	3.90879478827362	0	0.325732899022801	0	0	0.325732899022801	0	0	0	0	0	28.0130293159609	6.18892508143322	0	0	3.25732899022801	0.977198697068404	0	0	0	0	0	0.325732899022801	0	0	0	0.325732899022801	2.28013029315961
