"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Melanthiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15763	24221	"Pancavská louka"	50.76618	15.541672	75	"AWI"	75	2395	2596	2465	139	0	0	0	1	0	0	4	0	25	0	0	0	2	0	0	0	0	4	0	8	0	0	0	54	0	0	0	0	1	0	0	0	0	0	0	0	9	36	133	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	81	"AWI"	81	2539	2713	2640	140	0	0	32	0	0	0	3	0	17	0	0	0	3	0	0	0	0	4	0	4	0	1	0	57	1	0	0	0	2	0	1	0	0	0	0	0	9	29	92	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	76	"AWI"	76	2417	2609	2495	162	2	0	106	0	0	0	7	0	61	0	0	0	2	0	0	0	0	23	0	8	0	0	0	135	2	0	0	0	1	0	0	0	0	0	0	0	25	70	103	0	0	0	0	1	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	80	"AWI"	80	2503	2703	2614	153	2	0	0	0	0	0	2	0	12	0	0	0	5	0	0	0	0	1	0	6	0	0	0	57	1	0	0	0	1	0	0	0	0	0	0	0	4	27	103	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	79	"AWI"	79	2484	2675	2586	112	0	0	28	0	0	0	5	0	17	0	0	0	0	0	0	0	0	6	0	7	0	0	0	66	1	0	0	0	3	0	0	0	0	0	0	0	13	46	97	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	78	"AWI"	78	2454	2659	2554	113	1	0	62	0	0	0	4	0	25	0	0	0	2	0	0	0	0	21	0	11	0	0	0	84	2	0	0	0	1	0	0	0	0	0	0	0	11	65	90	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	77	"AWI"	77	2431	2634	2525	84	0	0	66	1	0	0	8	0	46	0	0	0	0	0	0	0	0	14	0	4	0	0	0	106	0	0	0	0	1	0	0	0	0	0	0	0	20	45	56	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	82	"AWI"	82	2564	2727	2668	26	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	3	12	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	74	"AWI"	74	2383	2550	2442	23	1	0	73	0	0	0	6	0	43	0	0	0	6	0	0	0	0	12	0	10	0	0	0	64	0	0	0	0	1	0	0	0	0	0	0	0	11	29	78	0	0	0	0	0	0	20	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	73	"AWI"	73	2365	2520	2417	113	1	0	62	0	0	0	5	0	51	0	0	0	5	0	0	0	0	13	0	8	0	0	0	74	1	0	0	0	1	0	0	0	0	0	0	0	18	68	118	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	83	"AWI"	83	2597	2745	2699	128	0	0	36	0	0	0	0	0	28	0	0	0	0	0	0	0	0	5	0	1	0	0	0	70	0	0	0	0	1	0	0	0	0	0	0	0	15	21	82	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	84	"AWI"	84	2634	2776	2732	71	0	0	55	0	0	0	2	0	67	0	0	0	3	0	0	0	0	13	0	2	0	0	0	117	0	0	0	0	1	0	0	0	0	0	0	0	9	28	62	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	85	"AWI"	85	2664	2834	2761	112	1	0	0	0	0	0	2	0	14	0	0	0	5	0	0	0	0	3	0	3	0	0	0	51	0	0	0	0	2	0	1	0	0	0	0	0	7	12	74	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	86	"AWI"	86	2715	2849	2786	109	1	0	0	0	0	0	3	0	25	0	0	0	0	0	0	0	0	9	0	2	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	7	31	56	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	87	"AWI"	87	2738	2882	2814	118	1	0	38	0	0	0	4	0	38	0	0	0	1	0	0	0	0	10	0	4	0	0	0	54	1	0	0	0	0	0	0	0	0	0	0	0	11	25	72	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	88	"AWI"	88	2761	2910	2841	110	1	0	64	1	0	0	9	0	33	0	0	0	1	0	0	0	0	9	0	5	0	0	0	71	2	0	0	1	0	0	0	0	0	0	0	0	8	43	81	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	92	"AWI"	92	2854	3001	2932	103	0	0	0	0	0	0	2	0	22	0	0	0	7	0	0	0	0	12	0	6	0	0	0	52	1	0	0	0	1	0	0	0	0	0	0	0	6	49	81	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	89	"AWI"	89	2786	2930	2869	90	0	0	43	0	0	0	4	0	27	0	0	0	0	0	0	0	0	18	0	2	0	0	0	49	1	0	0	1	0	0	0	0	0	0	0	0	11	48	61	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	90	"AWI"	90	2803	2961	2894	103	2	0	54	0	0	0	8	0	42	0	0	0	0	0	0	0	0	16	0	1	0	0	0	82	0	0	0	1	0	0	0	0	0	0	0	0	9	33	61	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	3	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	91	"AWI"	91	2834	2977	2913	66	0	0	48	1	0	0	3	0	47	0	0	0	0	0	0	0	0	13	0	1	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	11	17	30	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	93	"AWI"	93	2880	3029	2953	131	0	0	0	1	0	0	4	0	40	0	0	0	0	0	0	0	2	17	0	2	0	0	0	82	0	0	0	0	1	0	0	0	0	0	0	0	16	43	115	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	94	"AWI"	94	2904	3056	2978	66	0	0	0	0	0	0	6	0	25	0	0	0	3	0	0	0	0	2	0	1	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	12	21	62	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	95	"AWI"	95	2923	3094	3001	89	0	0	0	0	0	0	6	0	20	0	0	0	0	0	0	0	0	13	0	1	0	0	0	75	2	0	0	0	5	0	0	0	0	0	0	0	22	17	70	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	96	"AWI"	96	2954	3110	3023	89	1	0	0	0	0	0	10	0	30	0	0	0	3	0	0	0	0	3	0	0	0	0	0	34	0	0	0	2	3	0	0	0	0	0	0	0	8	39	67	0	0	0	0	0	0	33	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	97	"AWI"	97	2970	3137	3044	123	0	0	44	1	0	0	7	0	15	0	0	0	0	0	0	0	0	4	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	10	32	55	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	100	"AWI"	100	3018	3217	3111	148	1	0	0	1	0	0	5	0	40	0	0	0	0	0	0	0	0	14	0	2	0	0	0	79	2	0	0	0	3	0	1	0	0	0	0	0	19	21	127	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	6	7	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	98	"AWI"	98	2988	3160	3066	145	0	0	49	1	0	0	6	0	49	0	0	0	4	0	0	0	0	31	0	3	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	26	44	152	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	1	5	3	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	104	"AWI"	104	3095	3327	3199	97	1	0	46	2	0	0	8	0	29	0	0	0	3	0	0	0	0	14	0	11	0	0	0	70	1	0	0	0	0	0	0	0	0	0	0	0	7	12	80	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	4	7	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	99	"AWI"	99	3006	3184	3090	141	1	0	67	1	0	0	9	0	37	0	0	0	0	0	0	0	0	26	0	4	0	0	0	88	1	0	0	0	0	0	0	0	0	0	0	0	15	36	105	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	105	"AWI"	105	3107	3356	3218	99	0	0	0	0	0	0	13	0	20	0	0	0	0	0	0	0	0	16	0	4	0	0	0	74	1	0	0	0	1	0	0	0	0	0	0	0	9	9	59	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	101	"AWI"	101	3041	3242	3136	78	1	0	34	2	0	0	5	0	38	0	0	0	0	0	0	0	0	15	0	1	0	0	0	54	1	0	0	0	1	0	0	0	0	0	0	0	8	32	68	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	106	"AWI"	106	3132	3374	3244	101	1	0	75	1	0	0	13	0	32	0	0	0	0	0	0	0	0	18	0	7	0	0	0	43	2	0	0	0	0	0	0	0	0	0	0	0	8	34	89	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	1	2	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	102	"AWI"	102	3056	3278	3159	87	0	0	40	0	0	0	8	0	25	0	0	0	0	0	0	0	0	12	0	4	0	0	0	51	1	0	0	0	1	0	0	0	0	0	0	0	13	37	67	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	103	"AWI"	103	3074	3308	3180	97	0	0	32	0	0	0	7	0	16	0	0	0	0	0	0	0	0	6	0	2	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	5	43	66	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	107	"AWI"	107	3153	3397	3274	83	1	0	48	1	0	0	11	0	43	0	0	0	0	0	0	0	0	20	0	4	0	0	0	81	3	0	0	1	0	0	0	0	0	0	0	0	12	28	76	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	108	"AWI"	108	3179	3420	3303	80	0	0	86	1	0	0	7	0	44	0	0	0	0	0	0	0	0	21	0	9	0	0	0	47	2	0	0	2	0	0	0	0	0	0	0	0	16	25	60	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	1	2	9	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	109	"AWI"	109	3207	3435	3332	88	0	0	44	0	0	0	9	0	24	0	0	0	0	0	0	0	0	14	0	2	0	0	0	53	2	0	0	0	2	0	0	0	0	0	0	0	8	24	85	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	110	"AWI"	110	3227	3459	3362	123	0	0	0	4	0	1	6	0	29	0	0	0	0	0	0	0	0	13	0	13	0	0	0	59	2	0	0	1	0	0	0	0	0	0	0	0	11	20	66	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	111	"AWI"	111	3248	3506	3387	124	0	0	43	0	0	0	1	0	24	0	0	0	0	0	0	0	0	15	0	5	0	0	0	60	1	0	0	0	0	0	0	0	0	0	0	0	17	43	54	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	112	"AWI"	112	3263	3569	3410	115	0	0	66	0	0	0	2	0	48	0	0	0	0	0	0	0	0	24	0	7	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	22	47	81	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	113	"AWI"	113	3282	3623	3436	73	0	0	50	1	0	0	1	0	31	0	0	0	0	0	0	0	0	9	0	7	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	23	24	67	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	2	3	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	114	"AWI"	114	3301	3661	3461	128	1	0	30	0	0	0	1	0	17	0	0	0	0	0	0	0	0	10	0	4	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	9	62	66	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	3	5	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	115	"AWI"	115	3316	3714	3486	193	1	0	0	0	0	3	6	0	12	0	0	0	0	0	0	0	0	14	0	3	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	14	90	54	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	116	"AWI"	116	3336	3748	3514	77	1	0	0	0	0	0	3	0	22	0	0	0	0	0	0	0	0	13	0	10	0	0	0	58	1	0	0	1	0	0	0	0	0	0	0	0	32	32	94	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	117	"AWI"	117	3353	3799	3541	101	0	0	24	0	0	0	4	0	26	0	0	0	0	0	0	0	0	8	0	1	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	18	37	61	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	118	"AWI"	118	3372	3840	3570	128	0	0	32	0	0	0	3	0	18	0	0	0	0	0	0	0	0	7	0	2	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	24	49	68	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	119	"AWI"	119	3391	3876	3597	100	0	0	58	0	0	0	6	0	54	0	0	0	0	0	0	0	0	27	0	9	0	0	0	73	5	0	0	0	0	0	0	0	0	0	0	0	40	47	110	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	120	"AWI"	120	3409	3922	3624	96	2	0	0	0	0	0	2	0	41	0	0	0	0	0	0	0	0	17	0	10	0	0	0	53	1	0	0	0	0	0	1	0	0	0	0	0	9	90	141	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	121	"AWI"	121	3425	3948	3654	70	0	0	22	0	0	0	5	0	17	0	0	0	0	0	0	0	0	14	0	6	0	0	0	44	3	0	0	0	0	0	0	0	0	0	0	0	11	66	114	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	122	"AWI"	122	3445	3984	3682	53	1	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	17	0	7	0	0	0	46	3	0	0	0	0	0	0	0	0	0	0	0	10	89	75	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	123	"AWI"	123	3465	4021	3709	43	0	0	65	0	0	0	7	0	32	0	0	0	0	0	0	0	0	33	0	10	0	0	0	64	2	0	0	0	0	0	0	0	0	0	0	0	9	67	44	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	124	"AWI"	124	3486	4061	3740	103	0	0	24	1	0	0	3	0	14	0	0	0	0	0	0	0	0	13	0	6	0	0	0	32	2	0	0	0	0	0	0	0	0	0	0	0	8	145	93	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	6	9	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	125	"AWI"	125	3503	4104	3768	111	1	0	0	1	0	0	3	0	9	0	0	0	0	0	0	0	0	18	0	5	0	0	0	32	5	0	0	0	1	0	0	0	0	0	0	0	8	118	83	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	126	"AWI"	126	3526	4136	3795	62	1	0	54	1	0	0	13	0	26	0	0	0	0	0	0	0	0	27	0	10	0	0	0	44	1	0	0	0	0	0	0	1	0	0	0	0	15	117	107	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	8	7	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	127	"AWI"	127	3545	4170	3822	53	0	0	42	0	0	0	4	0	23	0	0	0	0	0	0	0	0	32	0	7	0	0	0	41	3	0	0	0	0	0	0	1	0	0	0	0	13	135	106	0	0	0	0	0	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	128	"AWI"	128	3567	4203	3850	75	1	0	0	0	0	0	7	0	26	0	0	0	0	0	0	0	0	24	0	14	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	12	108	74	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	2	10	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	129	"AWI"	129	3592	4234	3878	30	3	0	58	0	0	0	3	0	34	0	0	0	0	0	0	0	0	32	0	7	0	0	0	55	1	0	0	0	0	0	0	0	0	0	0	0	32	80	78	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	130	"AWI"	130	3609	4274	3906	21	5	0	0	0	0	0	6	0	38	0	0	0	0	0	0	0	0	40	0	23	0	0	0	69	1	0	0	0	1	0	0	0	0	0	0	0	35	35	43	0	0	0	0	0	0	60	0	0	0	0	3	0	1	0	0	0	0	0	1	11	31	1	0	0
