"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juglans"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	350	"AWI"	350	-131	31	-50	0	0.606060606060606	0	0.202020202020202	0.202020202020202	0	9.09090909090909	0	0	0	0	7.87878787878788	33.7373737373737	19.7979797979798	0	0	0	0	0	0	0	0	0	0.808080808080808	0.606060606060606	0	0	23.4343434343434	0	0	0	0	0	0	0.606060606060606	2.42424242424242	0	0.404040404040404	0.202020202020202	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	354	"AWI"	354	-53	672	158	0	1.30353817504655	0	0	0.558659217877095	0	9.12476722532588	0.37243947858473	0	0	0	5.95903165735568	29.0502793296089	23.6499068901304	0	0	0	0.186219739292365	0	0	0	0.74487895716946	0	0	1.48975791433892	0	0	23.8361266294227	0	0	0.186219739292365	0	0	0	1.11731843575419	2.04841713221601	0	0	0	0	0	0	0.186219739292365	0.186219739292365
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	358	"AWI"	358	60	1045	418	0	0.77120822622108	0	0.25706940874036	0	0	20.0514138817481	0	0	0	0	5.1413881748072	34.1902313624679	0	0	0	0	0	0	0	0	0	0.25706940874036	0	1.2853470437018	0	0	31.8766066838046	0	0	1.54241645244216	0.25706940874036	0	0	0.51413881748072	2.5706940874036	0	0.25706940874036	0	0.51413881748072	0	0	0.51413881748072	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	362	"AWI"	362	219	1387	674	0	3.20284697508897	0	0	0	0	27.4021352313167	0.355871886120996	0	0	0	14.5907473309609	40.5693950177936	0	0	0	0	0	0	0	0.355871886120996	0.711743772241993	0	1.77935943060498	2.49110320284698	0	0	0	0	0	1.06761565836299	0	0	0	1.06761565836299	3.91459074733096	0	0.355871886120996	0	0.355871886120996	0	0	1.42348754448399	0.355871886120996
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	366	"AWI"	366	381	1654	948	0	1.06382978723404	0	0.354609929078014	0.354609929078014	0	34.3971631205674	0.354609929078014	0	0	0	13.4751773049645	39.7163120567376	0	0	0	0	1.06382978723404	0	0	0	0.354609929078014	0	0	1.41843971631206	0	0	0	0	0	1.41843971631206	0	0	0	0.354609929078014	3.90070921985816	0	0.354609929078014	0	0.354609929078014	0	0	1.06382978723404	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	370	"AWI"	370	534	1897	1208	0	1.74216027874564	0	0	0.348432055749129	0	27.8745644599303	0.696864111498258	0	0	0	14.6341463414634	38.3275261324042	0	0	0	0	0.348432055749129	0	0	0.348432055749129	2.78745644599303	0	1.74216027874564	1.04529616724739	0	0	0	0	0	2.09059233449477	0	0	0	0.348432055749129	5.57491289198606	0	0.696864111498258	0.348432055749129	0	0	0	1.04529616724739	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	374	"AWI"	374	784	2085	1482	0	2.02020202020202	0	0.505050505050505	0.505050505050505	0	19.6969696969697	0.252525252525253	0	0	0	7.07070707070707	20.2020202020202	34.0909090909091	0	0	0	0.252525252525253	0	0	0	0.252525252525253	0	2.02020202020202	2.02020202020202	0	0	0	0	0	0.757575757575758	0	0	0	1.01010101010101	7.82828282828283	0	1.01010101010101	0	0.252525252525253	0	0	0.252525252525253	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	378	"AWI"	378	1020	2273	1741	0	0.56980056980057	0	0	0	0	25.9259259259259	0.284900284900285	0	0	0	7.69230769230769	22.5071225071225	35.6125356125356	0	0	0	0	0	0	0.284900284900285	0.284900284900285	0	0	1.13960113960114	0	0	0	0	0	0.56980056980057	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	382	"AWI"	382	1305	2457	2011	0	1.27877237851662	0	0.51150895140665	0	0	24.8081841432225	0.255754475703325	0	0	0	7.92838874680307	23.7851662404092	30.9462915601023	0	0	0	0.255754475703325	0.255754475703325	0	0	0.767263427109974	0	0	2.0460358056266	0	0	0	0	0	1.0230179028133	0	0	0	0.51150895140665	3.58056265984655	0	1.0230179028133	0	0	0	0	0.767263427109974	0.255754475703325
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	386	"AWI"	386	1669	2623	2294	0	2.1505376344086	0	0.268817204301075	0	0	26.8817204301075	0	0	0	0	6.45161290322581	28.2258064516129	0	0.268817204301075	0	0	0	0	0	0	1.0752688172043	0	0	1.61290322580645	0	0	27.4193548387097	0	0	0.268817204301075	0	0	0	0.268817204301075	3.76344086021505	0	0.537634408602151	0	0	0	0	0.806451612903226	0
