"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3233	4198	"Le Grand Lemps"	45.47333	5.41667	247	"AWI"	247	865	1805	1142	11	0	11	0	1	0	3	0	15	0	1	0	0	0	0	0	0	0	24	15	0	0	0	25	0	0	0	0	0	0	0	6	1	1	5	68	0	50	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	248	"AWI"	248	895	1828	1159	4	0	6	0	2	0	2	0	8	0	2	0	0	0	0	0	0	0	14	4	0	0	0	40	0	0	0	0	0	0	0	8	0	6	4	52	0	50	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	249	"AWI"	249	918	1843	1176	6	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	1	0	7	3	0	0	0	43	0	0	1	0	0	0	0	4	1	6	1	41	0	41	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	255	"AWI"	255	998	1973	1277	2	0	31	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	27	0	0	0	0	35	0	0	1	0	0	0	0	5	1	4	1	133	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	260	"AWI"	260	1037	2134	1353	2	0	36	0	14	0	6	0	7	0	0	0	0	0	0	0	10	0	17	0	0	0	0	31	0	0	0	0	0	0	0	1	0	6	7	159	3	21	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	265	"AWI"	265	1067	2262	1430	23	0	56	0	0	0	2	0	12	0	0	0	0	0	0	0	1	0	30	0	0	0	0	84	0	0	1	0	0	0	0	5	0	13	0	86	0	47	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	275	"AWI"	275	1113	2671	1583	8	0	18	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	30	0	0	0	0	50	0	0	0	0	0	0	0	1	2	13	2	28	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	285	"AWI"	285	1145	3096	1731	39	0	44	0	0	0	1	0	13	0	0	1	0	0	0	0	0	0	34	17	0	0	0	81	0	0	0	2	0	0	0	0	5	11	3	36	0	50	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	295	"AWI"	295	1325	3424	1988	104	0	31	0	2	1	1	0	19	0	0	0	0	0	0	0	0	0	19	2	0	0	0	45	1	0	0	0	0	0	0	0	0	3	0	11	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	305	"AWI"	305	1509	3666	2372	105	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	0	0	55	0	0	0	0	0	0	0	0	0	8	0	0	0	42	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	310	"AWI"	310	1574	3798	2565	48	0	44	0	1	4	3	0	37	0	0	0	0	0	0	0	0	0	112	0	0	0	0	70	9	0	0	0	0	0	0	0	1	1	1	9	0	62	1	1	0	0	0	0	3	0	0	0	0	0	1	3	1	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	315	"AWI"	315	1637	3935	2756	105	0	20	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	115	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	325	"AWI"	325	1746	4326	3123	102	0	5	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	113	0	0	0	0	0	0	0	0	0	5	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	330	"AWI"	330	1799	4562	3299	124	0	28	2	0	6	0	0	4	0	0	0	0	0	0	0	0	0	36	6	0	0	0	92	0	0	0	0	0	0	0	0	0	6	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	350	"AWI"	350	2630	5092	3949	100	0	40	0	2	0	2	0	20	0	0	2	0	0	0	0	0	0	31	6	0	0	0	95	14	0	0	0	0	0	0	0	0	10	0	0	0	40	0	0	2	0	0	0	0	0	0	0	0	0	12	22	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	370	"AWI"	370	3815	5265	4586	180	2	8	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	31	2	0	0	0	43	8	0	0	0	0	0	0	0	0	2	1	0	0	40	4	0	0	0	0	0	0	0	0	0	0	0	20	22	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	375	"AWI"	375	4058	5324	4755	86	0	16	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	44	4	0	0	0	36	8	0	0	0	0	0	0	0	0	2	0	3	0	40	2	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	390	"AWI"	390	4591	5607	5212	72	2	9	0	0	1	2	0	5	0	0	0	0	0	0	0	2	0	50	6	0	0	0	37	4	0	0	0	0	0	0	0	0	6	0	4	0	18	0	0	1	0	0	0	0	0	0	0	0	0	7	8	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	395	"AWI"	395	4738	5650	5294	102	1	5	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	46	7	0	0	0	47	3	0	0	0	0	0	0	0	0	5	0	0	0	33	1	0	0	0	0	0	2	0	0	0	0	0	10	6	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	405	"AWI"	405	4955	5782	5453	70	0	20	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	40	12	0	0	0	34	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	0	2	0	2	0	0	0	0	0	4	6	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	407	"AWI"	407	4987	5825	5487	116	0	10	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	72	14	0	0	0	44	2	0	0	0	0	0	0	0	0	12	0	7	0	41	0	1	0	0	0	0	6	0	0	0	1	0	8	20	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	410	"AWI"	410	5030	5879	5532	52	0	15	0	0	0	2	0	22	0	1	0	0	0	0	0	0	0	52	23	0	0	0	32	6	1	0	0	0	0	0	0	0	13	1	0	0	34	0	1	0	0	0	0	4	0	0	0	2	0	4	12	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	412	"AWI"	412	5053	5926	5564	46	2	12	0	0	1	1	0	16	0	0	0	0	0	0	0	0	0	56	15	0	0	0	26	0	0	0	0	0	0	0	0	0	6	0	0	0	50	3	0	0	0	0	0	3	0	0	0	1	0	4	22	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	415	"AWI"	415	5085	6008	5604	57	0	13	0	1	0	1	0	22	0	1	0	0	0	0	0	0	0	51	10	0	0	0	28	2	0	0	0	0	0	0	0	0	2	0	0	0	53	0	0	0	0	0	0	1	0	0	0	2	0	6	17	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	425	"AWI"	425	5176	6342	5744	83	2	6	0	0	1	2	0	7	0	1	0	0	0	0	0	0	0	65	21	0	0	0	23	2	0	0	0	0	0	0	0	0	7	0	0	0	35	1	0	0	0	0	0	4	0	0	0	5	0	11	25	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	435	"AWI"	435	5236	6704	5885	78	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	50	37	0	0	0	23	3	0	0	0	0	0	0	0	1	7	0	0	0	46	0	0	1	0	0	0	1	0	0	0	4	0	11	20	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	445	"AWI"	445	5392	6767	6010	101	4	2	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	50	5	0	0	0	36	0	0	0	0	0	0	0	0	0	10	0	0	0	60	0	0	0	0	0	0	2	0	0	0	6	0	10	30	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	455	"AWI"	455	5493	6847	6143	35	1	2	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	78	15	0	0	0	27	18	0	0	0	0	0	0	0	0	5	0	0	0	40	1	0	0	0	0	0	1	0	0	0	18	0	25	27	0	3
3233	4198	"Le Grand Lemps"	45.47333	5.41667	465	"AWI"	465	5577	6939	6273	35	0	6	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	85	19	0	0	0	19	19	0	0	0	0	1	0	0	0	7	1	0	0	42	2	0	0	0	0	0	1	0	0	0	29	0	27	38	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	475	"AWI"	475	5628	7074	6397	43	1	2	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	60	10	0	0	0	10	20	1	0	0	0	0	1	0	0	7	0	0	0	38	1	0	0	0	0	0	0	0	0	0	14	0	15	28	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	495	"AWI"	495	5855	7271	6612	41	2	4	0	1	1	1	0	5	0	0	0	0	0	0	1	0	0	78	23	0	0	0	11	21	0	0	0	0	0	0	0	0	16	0	0	0	51	0	1	0	0	0	0	1	1	0	0	9	0	15	37	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	505	"AWI"	505	5955	7313	6714	27	3	4	0	0	4	2	0	4	0	0	0	0	0	0	0	0	0	84	31	0	0	0	4	26	0	0	0	0	0	0	0	0	12	0	0	0	60	2	0	0	0	0	0	0	0	0	0	15	0	29	45	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	515	"AWI"	515	6023	7378	6818	25	1	1	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	70	13	0	0	0	3	18	0	0	0	0	0	0	0	0	13	0	0	0	52	1	0	1	0	0	0	1	0	0	0	5	0	23	32	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	525	"AWI"	525	6087	7475	6922	23	0	6	0	0	4	0	0	6	0	0	0	0	0	0	1	0	1	62	7	0	0	0	1	20	0	0	0	0	0	0	0	0	11	0	0	0	46	3	0	1	0	1	1	0	1	0	0	6	0	18	38	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	535	"AWI"	535	6149	7585	6997	27	3	4	0	2	4	1	0	0	0	1	0	0	0	0	1	0	0	84	8	0	0	0	1	22	0	0	0	0	0	0	0	0	1	0	0	0	64	2	0	0	0	0	1	1	0	0	0	4	0	22	30	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	545	"AWI"	545	6214	7622	7042	27	3	5	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	133	9	0	0	0	0	17	0	0	0	0	0	0	0	0	5	0	0	0	44	0	0	1	0	0	0	0	0	0	0	6	0	18	24	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	555	"AWI"	555	6264	7665	7088	32	3	4	0	0	2	1	0	5	0	0	0	0	0	0	1	0	0	115	11	0	0	0	2	31	0	0	0	0	0	0	0	0	3	0	0	0	45	0	1	0	0	0	0	0	0	0	0	2	0	16	25	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	585	"AWI"	585	6389	7873	7218	18	3	5	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	78	7	0	0	0	0	34	0	0	0	0	0	0	0	0	18	0	0	0	51	0	0	0	0	0	0	0	0	0	0	2	0	21	41	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	605	"AWI"	605	6488	7959	7313	13	4	6	0	1	2	1	0	4	0	0	0	0	0	0	0	0	0	74	14	0	0	0	1	28	0	0	0	0	0	0	0	0	8	0	0	0	60	2	3	0	0	0	0	0	0	0	0	3	0	16	46	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	615	"AWI"	615	6521	8007	7363	17	2	7	1	0	3	1	0	6	0	0	0	0	0	0	1	0	0	82	7	0	0	0	0	18	0	0	0	0	0	0	0	0	6	0	0	0	76	2	0	0	0	0	0	0	0	0	0	2	0	27	42	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	635	"AWI"	635	6608	8117	7453	17	1	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	85	7	0	0	0	0	36	0	0	0	0	0	0	0	0	9	0	0	0	60	1	0	0	0	0	0	0	0	0	0	0	0	28	78	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	665	"AWI"	665	6742	8260	7593	12	2	5	0	0	1	1	0	4	0	0	0	0	0	0	1	0	0	70	1	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	0	0	68	5	1	0	0	1	1	0	0	0	0	3	0	21	57	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	675	"AWI"	675	6773	8320	7636	11	2	4	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	63	3	0	0	0	0	25	0	0	0	0	0	0	0	0	14	0	0	0	70	5	0	0	0	0	0	0	0	0	0	2	0	24	37	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	695	"AWI"	695	6883	8399	7727	5	0	8	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	74	3	0	0	0	0	20	0	0	0	0	0	0	0	0	9	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	22	76	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	705	"AWI"	705	6941	8436	7773	16	4	6	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	100	6	0	0	0	0	66	0	0	0	0	0	0	0	0	6	0	0	0	96	6	0	0	0	0	0	0	0	0	0	0	0	18	60	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	735	"AWI"	735	7091	8573	7910	4	0	4	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	61	6	0	0	0	0	27	0	0	0	0	0	0	0	0	8	0	0	0	61	1	0	1	0	0	0	1	0	0	0	1	0	27	53	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	755	"AWI"	755	7205	8663	7999	8	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	80	10	0	0	0	0	52	0	0	0	0	0	0	0	0	8	0	0	0	52	3	0	0	0	0	0	0	0	0	0	1	0	13	47	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	765	"AWI"	765	7238	8707	8044	4	2	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	74	1	0	0	0	0	37	0	0	0	0	0	0	0	0	9	1	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	16	54	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	785	"AWI"	785	7343	8793	8134	4	1	2	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	72	5	0	0	0	0	27	0	0	0	0	0	0	0	0	8	0	0	0	70	2	0	0	0	0	0	1	0	0	0	1	0	17	42	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	815	"AWI"	815	7509	8914	8279	4	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	90	7	0	0	0	0	25	0	0	0	0	0	0	0	0	19	0	0	0	52	1	0	1	0	0	0	0	0	0	0	0	0	26	55	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	825	"AWI"	825	7553	8962	8326	6	0	0	0	0	4	4	0	4	0	0	0	0	0	0	0	0	0	120	4	0	0	0	0	32	0	0	0	0	0	0	0	0	8	0	0	0	91	2	0	0	0	0	0	0	0	0	0	1	0	22	80	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	845	"AWI"	845	7682	9008	8421	10	4	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	84	4	0	0	0	0	14	0	0	0	0	0	0	0	0	12	0	0	0	70	4	0	2	0	0	0	2	0	0	0	0	0	20	50	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	855	"AWI"	855	7733	9047	8467	1	4	1	0	1	3	2	0	1	0	1	0	0	0	0	0	0	0	76	4	0	0	0	0	19	0	0	0	0	0	0	0	0	7	0	0	0	73	2	0	0	0	0	0	1	0	0	0	0	0	28	40	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	885	"AWI"	885	7891	9150	8603	4	1	2	0	0	6	3	0	4	0	1	0	0	0	0	2	0	0	102	3	0	0	0	0	30	0	0	0	0	0	0	0	0	15	0	0	0	55	0	1	0	0	1	0	0	0	0	0	0	0	20	67	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	910	"AWI"	910	8027	9249	8720	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	70	3	0	0	0	0	26	0	0	0	0	0	0	0	0	8	0	0	0	51	0	1	0	0	0	0	1	0	0	0	0	0	12	71	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	915	"AWI"	915	8042	9280	8743	2	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	70	5	0	0	0	0	12	0	0	0	0	0	0	0	0	8	0	0	0	62	0	1	0	0	0	0	0	0	1	0	0	0	26	54	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	950	"AWI"	950	8280	9394	8903	13	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	18	0	0	0	0	0	0	0	0	11	0	0	0	45	1	1	1	0	0	0	0	0	0	0	0	0	31	56	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	980	"AWI"	980	8482	9520	9036	6	2	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	75	3	0	0	0	0	19	0	0	0	0	0	0	0	0	12	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	20	75	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	990	"AWI"	990	8550	9551	9080	1	0	3	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	81	10	0	0	0	0	14	0	0	0	0	0	0	0	0	12	0	0	0	58	2	0	0	0	0	0	0	0	0	0	0	0	22	40	0	1
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1000	"AWI"	1000	8601	9583	9127	1	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	48	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	5	58	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1010	"AWI"	1010	8641	9628	9173	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	2	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	20	60	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1020	"AWI"	1020	8695	9682	9219	5	0	1	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	57	7	0	0	0	0	20	0	0	0	0	0	0	0	0	5	0	0	0	40	1	0	0	0	0	0	1	0	0	0	0	0	25	63	0	1
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1030	"AWI"	1030	8752	9721	9264	2	2	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	100	2	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	30	54	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1040	"AWI"	1040	8802	9761	9306	1	3	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	96	0	0	0	0	0	14	0	0	0	0	0	0	0	0	12	0	0	0	38	1	0	0	0	0	0	2	0	0	0	0	0	20	27	0	1
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1050	"AWI"	1050	8840	9815	9348	2	1	1	0	1	2	1	0	2	0	0	0	0	0	0	1	0	0	74	6	0	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	35	0	0	0	0	0	0	1	0	0	0	0	0	23	50	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1060	"AWI"	1060	8875	9878	9389	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	100	7	0	0	0	0	17	0	0	0	0	0	0	0	0	13	0	0	0	40	0	3	0	0	0	0	0	0	0	0	0	0	25	24	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1070	"AWI"	1070	8915	9935	9430	3	2	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	94	2	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	51	0	2	0	0	0	1	0	0	0	0	0	0	27	35	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1080	"AWI"	1080	8951	9986	9468	2	1	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	74	4	0	0	0	0	27	0	0	0	0	0	0	0	0	8	0	0	0	50	0	4	0	0	1	0	0	0	0	0	0	0	21	85	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1100	"AWI"	1100	9025	10100	9551	2	1	0	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	54	3	0	0	0	0	15	0	0	0	0	0	0	0	0	22	0	0	0	59	0	2	1	0	0	0	0	0	0	0	0	0	16	45	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1110	"AWI"	1110	9056	10181	9586	2	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	60	3	0	0	0	0	8	0	0	0	0	1	0	0	0	14	0	0	0	50	3	0	0	0	0	0	0	0	0	0	0	0	16	46	0	2
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1120	"AWI"	1120	9112	10232	9626	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	60	8	0	0	0	0	30	0	0	0	0	0	0	0	0	22	0	0	0	76	2	0	0	0	0	0	0	0	0	0	0	0	10	76	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1130	"AWI"	1130	9171	10286	9667	0	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	85	10	0	0	0	0	30	0	0	0	0	0	0	0	0	15	0	0	0	56	2	0	0	0	0	0	0	0	0	0	0	0	25	40	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	1140	"AWI"	1140	9215	10351	9708	2	0	1	0	2	2	1	0	4	0	0	0	0	0	0	2	0	0	77	8	0	0	0	0	24	0	0	0	0	0	0	0	0	20	0	0	0	47	0	0	1	0	0	0	0	0	0	0	0	0	30	36	0	2
