"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
9591	14110	"Kelly's Lough"	52.958352	-6.426246	5	"AWI"	5	-21	-7	-14	0	12.2549019607843	0	0.735294117647059	0	0	0	3.67647058823529	0	0	0	0	0	0	32.5980392156863	0	4.41176470588235	0	0	0.245098039215686	1.7156862745098	0	0	20.8333333333333	0	0	0	0	0.735294117647059	0	0	0	0.245098039215686	6.61764705882353	4.65686274509804	0	0	0	6.37254901960784	0.735294117647059	0	0	0	0.735294117647059	0	0	0.490196078431373	0	0	0	2.94117647058824	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	10	"AWI"	10	11	39	25	0	9.58408679927667	0.180831826401447	0	0.180831826401447	0	0	3.25497287522604	0	0	0	0	0	0	27.124773960217	0	4.52079566003617	0	0	0.180831826401447	0.54249547920434	0	0	17.7215189873418	0	0	0.180831826401447	0	0.180831826401447	0	0	0	0	1.98915009041591	3.43580470162749	22.6039783001808	0	0	4.33996383363472	0.361663652802893	0	0.723327305605787	0.904159132007233	0.361663652802893	0	0	0	0	0	0	1.62748643761302	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	15	"AWI"	15	38	87	60	0	13.3949191685912	0	0	0.23094688221709	0	0	3.23325635103926	0	0	0.23094688221709	0	0	0	40.1847575057737	0	3.00230946882217	0	0	0.23094688221709	1.15473441108545	0	0	17.7829099307159	0	0	0.23094688221709	0.46189376443418	0.69284064665127	0	0	0	0	2.54041570438799	2.54041570438799	0	0	0	7.15935334872979	0	3.46420323325635	0.23094688221709	0	0.46189376443418	0	0.23094688221709	0	0	0	0	2.54041570438799	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	20	"AWI"	20	48	155	96	0	11.9774011299435	0	0	0	0	0	4.51977401129944	0	0	0	0	0.225988700564972	0	39.774011299435	0	5.64971751412429	0	0	0	0.677966101694915	0	0.225988700564972	16.9491525423729	0	0	0	0	0.225988700564972	0	0	0	0	4.40677966101695	2.25988700564972	0	0	0	7.2316384180791	0	3.1638418079096	0.225988700564972	0	0.451977401129944	0	0	0	0.451977401129944	0	0	1.5819209039548	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	25	"AWI"	25	65	207	126	0	9.61145194274029	0	0	0	0	0	4.08997955010225	0	0	0.408997955010225	0	0	0	35.1738241308793	0	3.47648261758691	0	0	0	0.204498977505113	0	0	16.1554192229039	0	0	0	0	0.408997955010225	0	0	0	0	1.84049079754601	2.65848670756646	16.9734151329243	0	0	4.70347648261759	0	0	0.408997955010225	0	0	0	0	0	0.204498977505113	0	0	3.68098159509202	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	30	"AWI"	30	76	288	153	0	12.3076923076923	0	0	0	0.205128205128205	0	4.30769230769231	0	0	0	0	0	0	42.2564102564103	0	3.48717948717949	0	0	0	1.23076923076923	0	0	16.8205128205128	0	0	0	0	0.205128205128205	0	0	0	0	2.15384615384615	2.25641025641026	0	0	0	4.92307692307692	0.82051282051282	4.51282051282051	0.615384615384615	0	0.205128205128205	0	0.205128205128205	0	0.205128205128205	0	0.205128205128205	3.07692307692308	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	35	"AWI"	35	96	320	187	0	10.8108108108108	0	0	0.216216216216216	0	0	5.40540540540541	0	0	0	0	0	0	42.8108108108108	0	3.89189189189189	0	0	0.216216216216216	0.216216216216216	0	0	20.1081081081081	0	0	0	0.216216216216216	0.648648648648649	0	0	0	0	3.56756756756757	2.59459459459459	0	0	0	6.7027027027027	0	0	0.432432432432432	0	0.216216216216216	0	0	0	0	0	0	1.94594594594595	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	40	"AWI"	40	107	376	218	0	13.2752992383025	0	0	0	0	0	4.13492927094668	0	0	0	0	0	0	42.2198041349293	0	5.00544069640914	0	0	0	1.30576713819369	0	0	15.4515778019587	0.217627856365615	0	0	0.217627856365615	0.217627856365615	0	0	0	0	3.59085963003264	3.48204570184984	0	0	0	6.31120783460283	0.652883569096844	0	0.652883569096844	0	0.217627856365615	0	0	0	0	0	0	3.04678998911861	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	45	"AWI"	45	136	407	251	0	9.86460348162476	0.193423597678917	0.193423597678917	0	0.193423597678917	0	4.06189555125725	0	0	0	0	0.193423597678917	0	42.7466150870406	0	7.73694390715667	0	0	0	0.386847195357834	0	0	13.7330754352031	0	0	0	0	0.580270793036751	0	0	0	0	4.44874274661509	1.54738878143133	0	0	0	5.8027079303675	0	2.90135396518375	0.193423597678917	0	0	0	0	0	1.54738878143133	0	0.193423597678917	3.4816247582205	0
9591	14110	"Kelly's Lough"	52.958352	-6.426246	50	"AWI"	50	153	447	283	0	11.9189511323004	0	0	0	0	0	3.57568533969011	0	0	0.238379022646007	0	0.238379022646007	0	47.9141835518474	0	4.05244338498212	0	0	0	0.953516090584029	0	0	15.9713945172825	0	0	0	0	0.476758045292014	0	0	0	0	1.78784266984505	2.62216924910608	0	0	0	5.95947556615018	0	0	0.238379022646007	0	0.715137067938021	0	0	0	0.238379022646007	0	0	3.09892729439809	0
