"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juglans"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	406	"AWI"	406	2978	4766	3710	0	3	0	0	0	0	70	0	2	0	0	17	93	160	0	0	0	0	0	0	0	5	0	3	3	0	0	0	0	0	3	0	0	0	5	9	0	2	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	408	"AWI"	408	3098	4940	3869	0	5	0	0	2	0	69	2	0	0	0	25	108	137	0	0	1	0	0	0	0	2	0	4	6	0	0	84	0	0	0	0	0	0	2	17	0	3	0	1	0	0	2	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	410	"AWI"	410	3171	5186	4028	0	5	0	1	1	0	67	2	0	0	0	28	95	0	0	0	0	0	0	0	1	5	0	6	3	0	0	91	0	0	2	0	0	0	1	13	0	2	1	1	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	412	"AWI"	412	3305	5330	4189	0	3	2	3	1	0	64	1	0	0	0	21	121	0	0	0	0	1	0	0	0	5	0	6	3	0	0	89	0	0	0	2	0	0	3	13	0	0	0	0	0	0	0	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	414	"AWI"	414	3406	5485	4361	0	2	0	1	0	0	70	1	0	0	0	21	88	0	0	0	0	0	0	0	0	5	0	0	5	0	0	114	0	0	7	0	0	0	0	13	0	0	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	416	"AWI"	416	3547	5673	4519	0	5	0	0	1	0	82	0	0	0	0	27	92	137	0	0	0	0	0	0	0	9	0	4	4	0	0	0	0	0	2	0	0	0	1	22	0	1	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	418	"AWI"	418	3700	5802	4687	0	4	0	4	1	0	108	0	0	0	0	27	83	113	0	0	0	0	0	0	1	5	0	4	6	0	0	89	0	0	5	0	0	0	3	17	0	0	0	1	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	420	"AWI"	420	3789	6036	4844	0	2	0	2	0	0	92	2	0	1	0	28	98	114	0	0	0	0	0	0	0	5	0	6	5	0	0	0	0	0	3	2	0	0	1	21	0	0	0	0	0	0	0	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	422	"AWI"	422	3932	6140	4992	0	2	0	2	1	0	116	0	0	0	0	22	80	123	0	0	0	0	0	0	1	1	0	5	3	0	0	85	0	0	3	1	0	0	1	15	0	1	0	0	0	1	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	424	"AWI"	424	4036	6272	5139	0	5	0	0	1	0	91	0	0	0	0	29	137	0	0	0	0	0	0	0	0	1	0	0	7	0	0	105	0	0	6	0	0	0	2	15	0	0	1	1	1	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	426	"AWI"	426	4189	6428	5291	0	3	0	3	1	0	86	1	0	0	0	29	128	113	0	0	0	1	0	0	0	2	0	0	8	0	0	0	0	0	3	0	0	0	3	10	0	0	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	428	"AWI"	428	4353	6556	5451	0	4	0	1	0	0	80	0	0	0	0	35	106	130	0	0	0	0	0	0	0	4	0	6	6	0	0	86	0	0	3	0	0	0	3	23	0	1	1	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	430	"AWI"	430	4466	6735	5624	0	5	0	3	2	0	84	0	0	0	0	23	102	144	0	0	0	1	0	0	0	4	0	3	5	0	0	0	0	0	1	0	0	0	4	15	0	3	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	432	"AWI"	432	4665	6845	5776	0	5	1	2	1	0	67	0	0	0	0	27	119	119	0	0	0	0	0	0	0	1	0	0	4	0	0	98	0	0	4	5	0	0	3	6	0	0	1	0	0	0	0	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	434	"AWI"	434	4789	7021	5931	0	4	0	2	0	0	83	1	0	0	0	16	103	0	0	0	0	0	1	0	0	7	0	8	7	0	0	0	0	0	1	0	0	0	1	20	0	0	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	436	"AWI"	436	4937	7164	6093	0	4	0	1	1	0	68	1	0	0	0	29	130	122	0	0	0	1	0	0	0	2	0	0	7	0	0	0	0	0	3	2	0	0	1	26	0	0	0	0	0	0	0	2
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	438	"AWI"	438	5103	7264	6258	0	1	0	0	2	0	93	0	0	0	0	39	88	121	0	0	0	2	0	0	0	3	0	0	6	0	0	0	0	0	1	1	0	0	1	19	0	0	0	2	0	0	4	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	440	"AWI"	440	5204	7415	6422	0	4	0	2	0	0	54	1	0	0	0	56	89	120	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	2	0	0	0	1	13	0	4	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	442	"AWI"	442	5404	7520	6581	0	10	0	2	0	0	75	1	0	0	0	28	120	115	0	0	0	1	0	0	0	3	0	0	4	0	0	0	0	0	5	1	0	0	3	20	0	0	0	0	0	0	5	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	444	"AWI"	444	5560	7652	6740	0	6	0	1	0	0	71	1	0	0	0	36	108	0	0	0	0	0	0	0	0	7	0	9	8	0	0	117	0	0	2	0	0	0	1	15	0	1	0	1	0	0	1	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	446	"AWI"	446	5715	7778	6891	0	7	0	1	0	0	68	0	0	0	0	12	127	0	0	0	0	0	1	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	14	0	5	0	0	0	0	2	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	448	"AWI"	448	5888	7850	7037	0	10	0	1	0	0	51	2	0	0	0	40	97	127	0	0	0	1	0	0	0	4	0	4	5	0	0	0	0	0	2	1	0	0	4	18	0	2	0	0	0	0	0	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	450	"AWI"	450	6007	7974	7196	0	8	0	0	0	0	72	0	0	0	0	32	127	112	0	0	0	1	0	0	1	6	0	0	4	0	0	117	0	0	6	0	0	0	4	24	0	0	0	0	0	0	3	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	452	"AWI"	452	6248	8026	7350	0	8	0	0	0	0	78	1	0	0	0	38	108	124	0	0	0	0	0	0	0	3	1	0	7	0	0	0	0	0	3	2	0	1	1	20	0	3	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	454	"AWI"	454	6418	8116	7512	0	2	0	1	1	0	83	0	0	0	0	26	97	0	0	0	0	1	0	0	0	4	0	0	6	0	0	0	0	0	3	0	0	0	1	19	0	2	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	456	"AWI"	456	6679	8209	7657	0	5	0	0	0	0	61	2	0	0	0	25	97	0	0	0	0	0	0	0	0	6	0	4	2	0	0	97	0	0	1	2	0	1	2	12	0	3	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	458	"AWI"	458	6982	8264	7811	0	10	0	3	0	0	64	0	0	0	0	28	97	130	0	0	0	0	0	0	1	11	0	3	4	0	0	0	1	0	4	0	0	0	2	18	0	0	0	1	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	460	"AWI"	460	7172	8375	7981	0	3	0	0	0	0	68	0	0	0	0	41	121	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	2	0	0	0	1	16	0	2	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	462	"AWI"	462	7591	8411	8113	0	3	0	1	2	0	74	0	0	0	1	29	94	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	9	0	0	0	3	19	0	1	0	1	0	0	2	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	464	"AWI"	464	7933	8464	8249	0	2	0	3	3	0	61	0	0	0	0	24	121	104	0	0	0	2	0	0	0	7	0	2	7	0	0	0	0	0	2	0	0	0	3	18	0	3	0	0	0	0	2	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	466	"AWI"	466	8176	8543	8383	0	6	0	2	0	0	71	3	0	0	0	44	113	119	0	0	0	0	1	0	0	7	0	2	5	0	0	0	0	0	4	0	0	0	2	19	0	1	0	0	0	0	2	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	468	"AWI"	468	8328	8679	8511	0	2	0	4	1	0	73	0	2	0	0	28	87	116	0	0	0	0	0	0	2	3	0	0	2	0	0	100	0	0	3	2	0	0	3	21	0	3	0	0	0	0	0	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	470	"AWI"	470	8408	8973	8626	0	4	0	0	1	0	81	2	0	0	0	30	106	127	0	0	0	0	1	0	0	2	0	3	3	0	0	80	0	0	3	0	0	0	2	9	0	6	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	472	"AWI"	472	8511	9041	8754	7	1	0	1	0	0	168	2	0	0	0	100	30	56	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	3	28	0	0	0	1	0	0	8	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	474	"AWI"	474	8568	9166	8877	0	0	0	0	1	0	194	1	0	0	0	82	13	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	24	0	0	0	1	0	0	7	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	476	"AWI"	476	8668	9287	8992	0	0	0	1	0	0	186	0	0	0	0	51	22	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	9	0	0	0	6	24	0	0	0	3	0	0	3	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	478	"AWI"	478	8767	9397	9103	0	0	0	2	2	0	188	1	0	0	0	72	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	12	0	0	0	3	27	0	2	0	1	0	0	4	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	480	"AWI"	480	8821	9584	9218	0	0	0	2	0	0	153	0	0	0	0	67	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	1	25	0	0	0	4	0	0	7	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	482	"AWI"	482	8908	9723	9330	0	0	0	1	0	0	151	2	0	0	0	69	13	22	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	6	0	0	0	2	29	0	1	0	1	0	0	3	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	484	"AWI"	484	8972	9942	9434	0	1	1	1	0	0	176	2	0	0	0	91	15	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	1	0	0	2	28	0	0	0	7	0	0	12	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	486	"AWI"	486	9055	10142	9537	0	0	0	4	1	0	172	1	0	0	0	75	19	30	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	2	39	0	3	0	4	0	0	9	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	492	"AWI"	492	9312	10560	9869	0	0	0	0	2	0	197	3	0	0	0	34	12	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	2	0	0	0	0	2	25	0	3	0	1	0	0	8	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	494	"AWI"	494	9392	10701	9981	0	5	0	0	1	0	225	1	0	0	0	47	20	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	0	0	4	1	0	0	0	33	0	0	0	5	0	0	5	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	496	"AWI"	496	9484	10825	10092	0	0	0	2	1	0	186	0	0	0	0	70	18	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	3	1	0	0	2	15	0	0	0	2	0	0	11	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	498	"AWI"	498	9581	10929	10202	0	0	0	4	1	0	240	1	0	0	0	22	19	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	1	3	1	0	0	2	33	0	0	0	2	1	0	3	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	500	"AWI"	500	9648	11110	10313	0	0	0	2	3	0	251	0	0	0	0	37	6	29	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	0	0	8	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	502	"AWI"	502	9787	11196	10415	0	0	1	2	0	0	243	0	0	0	0	33	18	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	4	3	0	0	0	1	51	0	0	1	1	0	0	5	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	504	"AWI"	504	9872	11294	10520	0	0	0	0	2	0	200	1	0	0	0	43	16	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	1	39	0	0	0	0	0	0	3	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	506	"AWI"	506	9991	11435	10627	0	0	0	0	0	0	242	0	0	0	0	49	26	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	2	0	0	1	49	0	0	0	0	0	0	4	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	508	"AWI"	508	10117	11561	10735	0	1	0	0	0	0	96	1	0	0	0	64	39	0	0	0	0	1	0	0	5	0	0	0	10	0	0	0	0	0	4	0	0	0	2	25	0	0	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	510	"AWI"	510	10205	11705	10849	0	0	0	0	1	0	105	0	0	0	0	30	38	73	0	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	1	0	0	0	4	31	0	0	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	512	"AWI"	512	10366	11801	10941	0	0	0	0	1	0	63	1	0	0	0	15	32	65	0	0	0	0	0	0	18	0	0	0	5	0	0	0	0	0	5	0	0	0	7	27	0	0	0	0	0	0	1	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	514	"AWI"	514	10483	11954	11041	0	0	0	0	0	0	50	0	0	0	0	2	42	67	0	0	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	1	0	0	25	17	0	0	0	1	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	516	"AWI"	516	10648	12082	11147	0	0	0	0	3	3	31	2	0	0	0	2	125	80	0	0	0	0	1	0	5	0	0	0	5	0	0	0	0	0	1	1	0	1	36	18	0	0	0	0	3	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	518	"AWI"	518	10823	12207	11266	0	0	0	4	0	0	22	0	0	0	0	0	134	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	1	1	0	0	56	23	0	0	1	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	520	"AWI"	520	10920	12364	11425	0	0	1	1	1	0	24	0	0	0	0	0	151	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	1	1	0	0	62	19	0	0	2	1	3	0	0	1
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	522	"AWI"	522	11106	12590	11687	0	0	0	1	1	0	14	1	0	0	0	0	131	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	3	25	25	0	0	0	0	1	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	524	"AWI"	524	11196	12953	11915	0	0	0	0	7	0	20	0	0	0	0	0	79	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	32	31	0	1	0	1	2	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	526	"AWI"	526	11356	13264	12148	0	0	0	0	3	0	15	1	0	0	0	0	22	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	1	0	1	33	3	0	0	0	7	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	528	"AWI"	528	11518	13498	12409	0	1	1	0	3	0	9	1	0	0	0	0	26	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	47	9	0	3	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	530	"AWI"	530	11626	13847	12666	0	0	0	0	3	0	7	2	0	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	109	41	1	0	0	0	0	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	532	"AWI"	532	11877	13991	12904	0	0	0	0	2	0	12	2	0	3	0	1	10	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	67	33	0	0	1	0	4	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	534	"AWI"	534	12057	14202	13148	0	0	0	0	4	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	2	0	1	0	0	0	0	0	0	1	74	9	1	0	0	0	1	0	0	0
24790	43533	"Loch Buailaval Beag"	58.264906	-6.770474	536	"AWI"	536	12343	14406	13397	0	1	0	0	6	0	6	1	0	2	0	0	10	0	0	0	0	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	56	36	2	0	0	0	0	0	0	0
