"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"
9818	14525	"Lough Clevala"	54.04022	-9.435136	5	"AWI"	5	-127	67	-27	52	0	1	1	1	0	68	0	1	0	0	87	28	0	0	1	6	13	0	0	33	0	0	110	0	0	21	0	22	0	0	14	0	0	0	3	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	35	"AWI"	35	-31	407	129	48	0	1	3	0	0	49	0	2	0	0	110	30	0	0	0	2	4	0	0	19	0	0	116	0	0	15	1	18	0	2	7	0	0	0	1	1
9818	14525	"Lough Clevala"	54.04022	-9.435136	65	"AWI"	65	74	656	300	30	0	0	1	0	0	43	0	2	0	0	113	28	0	0	1	0	9	0	0	20	0	0	90	0	0	30	0	11	0	2	13	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	95	"AWI"	95	198	860	472	47	0	1	4	0	0	63	0	0	0	0	118	35	0	0	4	4	7	0	0	16	0	0	98	0	0	17	0	12	0	2	6	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	125	"AWI"	125	327	1061	643	32	0	1	0	0	0	45	1	0	0	0	104	32	0	0	2	1	6	0	0	19	0	0	111	0	0	17	0	9	1	0	11	0	0	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	155	"AWI"	155	472	1261	812	39	0	0	2	1	0	29	0	0	0	0	87	41	0	0	1	0	8	0	0	17	0	0	119	0	0	22	0	15	0	0	5	0	1	0	1	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	185	"AWI"	185	615	1433	987	35	0	0	2	1	0	45	0	2	0	0	93	43	0	0	4	3	9	0	0	10	0	0	142	0	0	20	0	11	0	0	7	0	0	0	1	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	215	"AWI"	215	765	1615	1159	30	0	0	2	0	0	28	0	1	0	0	87	40	0	0	8	1	9	0	0	6	0	0	103	0	0	23	0	14	0	2	6	0	0	0	7	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	245	"AWI"	245	941	1806	1333	21	0	1	1	0	0	41	0	0	0	0	52	46	0	0	5	1	3	0	0	5	8	0	100	0	0	19	0	13	0	3	15	0	1	0	1	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	275	"AWI"	275	1111	1982	1500	45	0	0	0	0	0	45	0	1	1	0	93	41	0	0	2	2	6	0	0	12	0	0	129	0	0	20	0	16	0	2	12	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	305	"AWI"	305	1298	2170	1672	55	0	0	1	0	0	65	0	1	0	0	132	49	0	0	4	3	3	0	0	10	0	0	102	0	0	28	0	7	1	1	16	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	335	"AWI"	335	1475	2370	1838	39	0	0	2	0	0	69	0	1	0	0	69	23	0	0	2	6	4	0	0	5	0	0	67	0	0	33	0	0	0	0	14	0	2	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	365	"AWI"	365	1690	2565	2001	48	0	0	1	0	0	101	0	1	0	0	126	32	0	0	9	3	7	0	0	5	0	0	69	0	0	64	0	6	1	0	27	0	3	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	395	"AWI"	395	1954	2689	2186	19	0	1	1	0	0	132	0	1	0	0	128	25	0	0	13	4	2	0	0	9	0	0	41	0	0	33	0	0	0	0	21	0	6	0	10	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	425	"AWI"	425	2169	3251	2511	27	0	0	2	0	0	33	0	0	0	0	112	45	0	0	19	1	8	0	0	19	0	0	95	0	0	41	0	0	0	0	14	0	7	0	1	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	455	"AWI"	455	2397	3804	2919	23	0	1	2	0	0	38	0	0	0	0	75	33	0	0	8	1	7	0	0	10	0	0	153	0	1	20	0	8	1	0	12	0	5	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	485	"AWI"	485	2654	4330	3318	40	0	0	4	0	0	43	0	1	0	0	97	25	0	0	2	0	10	0	0	20	0	0	91	0	0	23	0	3	0	0	6	0	1	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	515	"AWI"	515	2979	4772	3728	72	0	0	2	0	0	85	0	0	0	0	107	23	0	0	5	3	3	0	0	8	0	0	77	0	0	34	0	0	0	1	23	0	4	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	545	"AWI"	545	3329	5156	4123	47	0	0	2	0	0	80	1	0	0	0	108	22	0	0	12	2	13	0	0	7	0	0	50	0	0	23	0	6	0	1	15	0	1	1	1	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	575	"AWI"	575	3684	5594	4530	129	1	0	4	0	0	100	0	3	1	0	166	33	0	0	11	3	9	0	0	19	0	0	77	0	0	73	0	20	0	2	28	0	3	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	605	"AWI"	605	4083	6039	4944	59	0	0	1	0	0	58	0	0	0	0	82	28	0	1	6	0	10	0	0	21	0	0	58	0	0	42	0	4	0	0	7	0	3	0	3	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	635	"AWI"	635	4427	6445	5355	77	0	0	4	0	0	58	0	0	0	0	113	16	0	0	7	1	9	0	0	14	0	0	42	0	0	43	0	0	1	0	8	0	4	0	4	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	665	"AWI"	665	4808	6863	5753	68	0	1	1	0	0	79	0	0	0	0	95	20	0	0	5	1	10	1	0	49	0	0	43	0	0	107	0	0	0	0	13	0	0	0	2	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	695	"AWI"	695	5234	7139	6166	35	0	1	5	0	0	58	0	0	0	0	149	10	0	0	0	0	5	0	0	26	0	0	16	2	0	73	0	0	0	1	2	0	2	0	3	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	730	"AWI"	730	5700	7554	6639	72	1	1	6	0	0	51	0	0	0	0	70	8	0	0	2	0	7	1	0	32	0	0	32	0	0	70	0	0	0	1	9	0	2	0	6	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	760	"AWI"	760	6202	7836	7040	154	0	0	5	0	0	75	1	0	0	0	115	7	0	0	0	3	7	7	0	95	0	0	4	0	0	114	0	0	0	0	9	0	0	0	26	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	780	"AWI"	780	6489	8027	7304	97	0	0	3	0	0	40	0	0	0	0	101	8	0	0	2	2	12	0	0	63	0	0	5	0	0	104	0	0	0	1	5	0	0	0	18	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	798	"AWI"	798	6766	8211	7540	116	0	1	1	0	0	111	0	0	0	0	148	12	0	0	0	0	12	0	0	61	0	0	12	0	0	126	0	0	0	0	5	0	0	0	6	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	820	"AWI"	820	7234	8444	7821	67	0	0	2	0	0	36	0	0	1	0	145	8	0	0	0	1	13	2	0	93	0	0	6	0	0	114	0	0	0	0	4	0	0	0	37	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	840	"AWI"	840	7758	8702	8082	39	0	0	2	0	0	35	1	0	0	0	214	4	0	0	0	0	15	0	0	61	0	0	3	0	0	89	0	0	0	1	4	0	0	0	43	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	860	"AWI"	860	8285	10114	8757	0	0	0	0	0	0	25	1	0	0	0	325	3	0	0	0	0	8	0	0	44	0	0	8	0	0	69	0	0	0	0	9	0	0	0	30	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	880	"AWI"	880	8756	12638	10334	0	0	0	1	0	0	36	1	1	0	0	277	2	0	0	1	0	12	1	0	47	0	0	7	0	0	64	0	0	0	0	6	0	0	0	41	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	898	"AWI"	898	9770	13649	11822	0	0	0	0	0	0	64	0	1	0	0	371	6	0	0	0	0	5	0	0	35	0	0	4	0	0	18	0	0	0	0	12	0	0	0	44	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	910	"AWI"	910	11116	13961	12825	0	0	0	1	0	0	93	0	0	0	0	343	2	0	0	1	0	19	1	0	25	0	0	15	0	0	8	0	0	0	0	17	0	0	0	19	0
