"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Onagraceae"	"Pinus"	"Poaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"
13446	20167	"Bosscherheide"	51.57861	6.09472	2	"AWI"	2	11961	12608	12278	0	0	0	1.32013201320132	0	3.3003300330033	0.33003300330033	0.33003300330033	0.33003300330033	0	79.5379537953795	0	0	2.64026402640264	11.2211221122112	0	0	0	0	0.66006600660066	0.33003300330033
13446	20167	"Bosscherheide"	51.57861	6.09472	3	"AWI"	3	12026	12649	12335	0.33003300330033	0.33003300330033	0	0.33003300330033	0	8.25082508250825	0	0	0	0	69.96699669967	0	0	2.31023102310231	16.8316831683168	0	0.66006600660066	0	0	0.66006600660066	0.33003300330033
13446	20167	"Bosscherheide"	51.57861	6.09472	4	"AWI"	4	12084	12707	12397	0	0	0	0.66006600660066	0	8.25082508250825	0.33003300330033	0	0	0	65.3465346534654	0	0	4.95049504950495	19.1419141914191	0.66006600660066	0	0	0.33003300330033	0.33003300330033	0
13446	20167	"Bosscherheide"	51.57861	6.09472	5	"AWI"	5	12120	12773	12461	0	0.662251655629139	0	0	0	6.29139072847682	0	0	0	0	64.5695364238411	0	0	7.94701986754967	18.5430463576159	0	0	0.662251655629139	0	1.32450331125828	0
13446	20167	"Bosscherheide"	51.57861	6.09472	7	"AWI"	7	12250	12848	12574	0	0	0	0.666666666666667	0	5.33333333333333	0	0	0	0	72.3333333333333	0	0.333333333333333	5	15.6666666666667	0	0	0	0	0.666666666666667	0
13446	20167	"Bosscherheide"	51.57861	6.09472	8	"AWI"	8	12311	12896	12635	0	0	0.33112582781457	0.33112582781457	0	2.64900662251656	0.662251655629139	0	0	0.33112582781457	63.9072847682119	0	0	5.29801324503311	25.1655629139073	0	0	0	0	1.32450331125828	0
13446	20167	"Bosscherheide"	51.57861	6.09472	9	"AWI"	9	12364	12943	12696	0	0	0	0.657894736842105	0.657894736842105	3.28947368421053	0	0.986842105263158	0	0.657894736842105	35.5263157894737	0	0	10.5263157894737	46.7105263157895	0	0	0	0	0.986842105263158	0
13446	20167	"Bosscherheide"	51.57861	6.09472	10	"AWI"	10	12412	13000	12754	0	0	0	0.334448160535117	0	3.34448160535117	0	0	0	0	58.5284280936455	0	0	6.02006688963211	31.1036789297659	0	0	0	0	0.668896321070234	0
13446	20167	"Bosscherheide"	51.57861	6.09472	11	"AWI"	11	12666	13093	12913	0	0	0	0.332225913621262	0	2.99003322259136	0	0	0	0	43.1893687707641	0	0	49.8338870431894	2.99003322259136	0	0	0.332225913621262	0	0.332225913621262	0
13446	20167	"Bosscherheide"	51.57861	6.09472	12	"AWI"	12	12885	13198	13069	0	0	0.332225913621262	0	0	4.65116279069767	0	0	0	0	45.514950166113	0	0	42.8571428571429	6.31229235880399	0	0	0	0	0.332225913621262	0
13446	20167	"Bosscherheide"	51.57861	6.09472	13	"AWI"	13	13050	13350	13227	0	0	0.332225913621262	0.664451827242525	0	4.98338870431894	0	0	0	0	42.8571428571429	0	0	48.5049833887043	2.6578073089701	0	0	0	0	0	0
13446	20167	"Bosscherheide"	51.57861	6.09472	14	"AWI"	14	13163	13561	13391	0	0.332225913621262	0.332225913621262	0.332225913621262	0	9.96677740863787	0	0	0	0	54.485049833887	0	0	22.5913621262458	11.2956810631229	0	0	0	0	0.664451827242525	0
