"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	30	"AWI"	30	3122	3793	3482	0	8.92448512585812	0.137299771167048	0.137299771167048	0.183066361556064	0.137299771167048	0	1.92219679633867	0	0	0	0	24.3478260869565	33.8215102974828	0	12.3112128146453	0	0	0.183066361556064	0.045766590389016	0.45766590389016	0.045766590389016	0	0	0	0	0	0.320366132723112	0.045766590389016	0.137299771167048	0	0	0	15.4233409610984	0.045766590389016	0	0	0.137299771167048	0.366132723112128	0.137299771167048	0	0	0	0.045766590389016	0	0	0.411899313501144	0.274599542334096	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	35	"AWI"	35	3276	3913	3616	0	9.58717161378369	0.170590242238144	0.0341180484476288	0.204708290685773	0	0	2.28590924599113	0	0	0	0	29.3074036165131	26.6120777891505	0	15.899010576595	0	0	0.170590242238144	0.0341180484476288	0.375298532923917	0	0	0	0	0	0	0	0.0341180484476288	0.102354145342886	1.60354827703855	0	0	12.5554418287274	0	0	0	0.136472193790515	0.238826339133402	0.0682360968952576	0	0	0	0.0341180484476288	0	0	0.477652678266803	0.0682360968952576	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	40	"AWI"	40	3443	4025	3750	0	13.5606060606061	0.0757575757575758	0	0.151515151515152	0	0	3.86363636363636	0	0	0	0	33.2575757575758	24.9242424242424	0	0	0	0	0.0757575757575758	0	0.303030303030303	0	0	0	0	0	0	0	0	0.227272727272727	0	0	0	22.8030303030303	0.0757575757575758	0	0	0.0757575757575758	0.151515151515152	0	0	0	0	0.0757575757575758	0	0.151515151515152	0.227272727272727	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	45	"AWI"	45	3605	4151	3881	0	16.9824561403509	0.0701754385964912	0	0.140350877192982	0.0701754385964912	0	6.66666666666667	0	0.0701754385964912	0	0	31.4385964912281	18.5964912280702	0	0	0	0	0	0	0.771929824561404	0	0.140350877192982	0	0	0	0	0	0.0701754385964912	0	0	0	0	24.7017543859649	0	0	0	0.140350877192982	0	0	0	0	0	0.0701754385964912	0	0	0.0701754385964912	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	50	"AWI"	50	3776	4263	4016	0	15.2335815842925	0	0	0.2031144211239	0	0	6.22884224779959	0	0	0	0	20.5145565335139	11.4421123899797	0	16.1814488828707	0	0	0.2031144211239	0	0.2031144211239	0	0	0	0	0	0	0	0	0.0677048070412999	0	0	0	29.2484766418416	0	0	0	0	0.2708192281652	0	0	0	0	0.2031144211239	0	0	0	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	55	"AWI"	55	3941	4380	4146	0	12.0615911035073	0.0855431993156544	0	0.427715996578272	0	0	2.73738237810094	0	0	0	0	27.3738237810094	11.633875106929	0	10.5218135158255	0	0	0	0	0.427715996578272	0	0	0	0	0	0	0	0	0.171086398631309	0	0	0	33.9606501283148	0.0855431993156544	0	0	0	0.171086398631309	0	0	0	0	0.0855431993156544	0	0.256629597946963	0	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	60	"AWI"	60	4064	4528	4281	0	12.6041088284287	0	0	0.111049416990561	0	0	7.9400333148251	0	0	0	0	18.6007773459189	11.3825652415325	0	15.6024430871738	0	0	0.0555247084952804	0	0.666296501943365	0	0.0555247084952804	0	0	0	0	0	0	0.222098833981122	0	9.27262631871183	0	21.4880621876735	0	0	0	0.0555247084952804	0.111049416990561	0	0	0	0	0.888395335924486	0	0	0.943920044419767	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	65	"AWI"	65	4178	4677	4416	0	12.1816930488644	0	0.103234686854783	0.0688231245698555	0	0.0688231245698555	12.388162422574	0	0	0	0	13.799036476256	5.0929112181693	0	11.4934618031659	0	0	0	0	0.75705437026841	0	0	0.0344115622849277	0	0	0	0	0.516173434273916	0.0344115622849277	0	21.9889883000688	0	19.4425326909842	0	0	0	0.0344115622849277	0.172057811424639	0.0344115622849277	0	0	0.0344115622849277	0.550584996558844	0	0	1.20440467997247	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	70	"AWI"	70	4297	4821	4552	0	8.65724381625442	0.0588928150765607	0	0.176678445229682	0	0	9.06949352179034	0	0	0	0	19.6113074204947	6.53710247349823	0	30.8009422850412	0	0	0	0	0.765606595995289	0	0	0.117785630153121	0	0	0	0	0.0588928150765607	0.176678445229682	0	0	0	22.9681978798587	0	0	0	0	0.176678445229682	0	0	0	0	0.176678445229682	0	0.0588928150765607	0.588928150765607	0	0	0
3034	3951	"Saint Michel de Braspart"	48.41667	-3.66667	75	"AWI"	75	4427	4958	4686	0	8.0466472303207	0	0	0.233236151603499	0	0	5.59766763848396	0	0	0	0	31.603498542274	10.2623906705539	0.0583090379008746	24.66472303207	0	0	0	0	0.408163265306122	0	0	0	0	0	0	0	0	0.174927113702624	0	0	0	18.0174927113703	0	0	0	0.0583090379008746	0.0583090379008746	0	0	0	0	0.174927113702624	0	0.0583090379008746	0.466472303206997	0.116618075801749	0	0
