"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Zygophyllaceae"
3077	4011	"Dags Mosse"	58.32288	14.70652	50	"AWI"	50	179	597	387	0	0	1	0	7	0	348	0	0	0	0	1	0	0	90	5	0	0	0	0	3	0	0	20	0	0	3	0	0	2	159	358	0	0	0	0	33	0	0	0	0	5	0	0	0	0	2	0	0	80
3077	4011	"Dags Mosse"	58.32288	14.70652	55	"AWI"	55	235	623	430	0	1	0	0	2	0	235	1	0	1	0	0	0	0	108	9	0	0	0	0	3	0	0	13	0	0	2	0	0	2	94	321	3	0	0	0	54	0	0	2	0	4	0	0	0	1	3	0	0	71
3077	4011	"Dags Mosse"	58.32288	14.70652	60	"AWI"	60	274	667	474	0	1	1	0	1	0	314	1	0	4	0	0	1	0	92	8	0	0	0	0	3	0	0	40	0	0	0	0	0	2	92	315	7	0	0	0	51	0	0	0	0	0	0	0	0	1	3	0	0	157
3077	4011	"Dags Mosse"	58.32288	14.70652	65	"AWI"	65	325	691	519	0	2	0	0	7	0	221	1	0	1	0	1	0	0	140	5	0	0	0	0	3	0	2	41	0	0	0	0	0	1	162	430	4	0	0	0	157	0	0	0	0	2	0	0	0	4	6	0	0	133
3077	4011	"Dags Mosse"	58.32288	14.70652	70	"AWI"	70	359	732	562	0	0	0	0	2	0	262	0	0	4	0	0	0	0	173	13	0	0	0	1	8	1	1	47	0	0	0	0	0	0	131	420	4	0	0	0	121	0	0	0	0	4	0	0	0	2	3	0	0	61
3077	4011	"Dags Mosse"	58.32288	14.70652	75	"AWI"	75	425	762	603	0	1	0	0	0	0	102	0	1	1	0	0	0	0	46	3	0	0	0	0	1	0	0	21	0	0	0	0	0	1	46	458	0	0	0	0	136	0	0	1	0	0	0	0	0	7	2	0	0	57
3077	4011	"Dags Mosse"	58.32288	14.70652	80	"AWI"	80	463	803	649	0	4	0	0	8	0	278	0	0	6	0	0	0	0	160	3	0	0	0	0	1	0	0	24	0	0	1	0	0	0	83	304	0	0	0	0	128	0	0	0	0	2	0	0	0	2	1	0	0	88
3077	4011	"Dags Mosse"	58.32288	14.70652	85	"AWI"	85	569	829	689	0	2	0	0	4	0	150	0	0	2	0	0	0	0	56	4	0	0	0	0	2	0	1	0	0	0	2	0	0	0	29	125	2	0	0	2	99	0	0	0	0	0	0	0	0	3	2	1	0	39
3077	4011	"Dags Mosse"	58.32288	14.70652	90	"AWI"	90	636	870	732	0	1	0	0	3	0	303	0	0	2	0	1	0	0	126	2	0	0	0	0	4	0	1	0	0	0	1	0	0	3	37	378	2	0	0	0	116	0	0	0	2	0	0	0	0	1	4	1	0	58
3077	4011	"Dags Mosse"	58.32288	14.70652	94	"AWI"	94	682	890	759	0	0	3	0	2	0	206	1	0	4	0	0	0	0	209	5	0	0	0	0	2	0	0	0	0	0	3	0	1	3	136	341	2	0	0	0	143	0	0	0	0	1	0	0	0	6	1	1	0	61
3077	4011	"Dags Mosse"	58.32288	14.70652	95	"AWI"	95	689	897	766	0	0	0	0	6	0	271	0	0	4	0	0	0	0	178	7	0	0	0	0	3	0	1	6	0	0	1	0	0	4	128	247	0	0	0	0	198	0	0	0	0	5	0	0	0	2	1	1	1	60
3077	4011	"Dags Mosse"	58.32288	14.70652	100	"AWI"	100	708	942	802	0	1	1	0	4	0	335	0	0	4	0	0	0	0	138	6	0	0	0	0	6	0	0	0	0	0	1	0	0	9	68	467	0	0	0	1	137	0	0	1	4	1	0	0	0	2	2	0	0	76
3077	4011	"Dags Mosse"	58.32288	14.70652	105	"AWI"	105	734	970	833	0	4	0	0	5	0	494	0	0	5	0	0	0	0	232	8	0	0	0	0	4	0	2	0	0	1	2	0	0	7	76	314	5	0	0	0	177	0	0	0	0	1	0	0	0	3	0	0	0	94
3077	4011	"Dags Mosse"	58.32288	14.70652	110	"AWI"	110	750	1013	863	0	2	0	0	1	0	443	0	0	1	0	0	0	0	257	5	0	0	0	0	5	0	1	0	0	0	1	0	0	2	57	262	0	0	0	0	94	0	0	1	0	2	0	0	0	11	2	2	0	113
3077	4011	"Dags Mosse"	58.32288	14.70652	115	"AWI"	115	780	1041	893	0	0	0	0	6	0	507	0	0	0	0	0	0	0	227	2	0	0	0	0	8	0	2	0	0	0	5	0	0	3	66	236	5	0	0	0	128	0	0	0	0	4	0	0	0	14	3	0	0	91
3077	4011	"Dags Mosse"	58.32288	14.70652	120	"AWI"	120	799	1081	922	0	0	1	0	2	0	436	0	0	0	0	0	0	0	206	2	0	0	0	0	10	0	0	0	0	0	1	0	0	10	116	280	0	0	0	1	90	0	0	0	0	3	0	0	0	15	3	0	0	69
3077	4011	"Dags Mosse"	58.32288	14.70652	125	"AWI"	125	827	1104	951	0	1	1	0	5	0	707	0	0	0	0	0	0	0	68	0	0	0	0	0	6	0	0	0	0	0	3	0	0	2	50	179	2	0	0	0	71	0	0	1	0	2	0	0	0	44	3	0	0	54
3077	4011	"Dags Mosse"	58.32288	14.70652	130	"AWI"	130	845	1144	981	0	0	0	0	12	0	511	0	0	0	0	0	0	0	97	6	0	0	0	0	8	0	1	1	0	0	3	0	0	4	59	281	4	0	0	0	57	0	0	2	0	3	0	0	0	10	7	0	0	26
3077	4011	"Dags Mosse"	58.32288	14.70652	135	"AWI"	135	886	1162	1011	0	0	0	0	5	0	667	1	0	0	0	0	0	0	131	4	0	0	0	1	5	0	2	0	0	0	1	0	0	1	121	216	0	0	0	1	67	0	0	0	0	1	0	1	0	11	3	0	2	16
3077	4011	"Dags Mosse"	58.32288	14.70652	140	"AWI"	140	905	1200	1042	0	2	0	0	2	0	386	0	0	0	0	0	0	0	85	3	0	46	0	0	10	0	0	0	0	0	1	0	0	0	67	197	5	0	0	1	50	0	0	0	0	3	0	0	3	7	5	0	0	27
3077	4011	"Dags Mosse"	58.32288	14.70652	145	"AWI"	145	945	1224	1074	0	0	0	0	4	0	343	0	0	1	0	0	0	0	91	15	0	0	0	0	16	0	3	0	0	0	1	0	0	3	108	306	5	0	0	0	63	0	0	0	0	3	0	1	1	6	13	0	0	66
3077	4011	"Dags Mosse"	58.32288	14.70652	150	"AWI"	150	972	1255	1107	1	0	0	0	3	0	366	0	0	0	0	1	0	0	141	1	0	0	0	0	4	0	4	0	0	1	0	0	0	11	59	284	0	0	0	0	77	0	0	0	0	4	0	4	0	12	8	0	0	169
3077	4011	"Dags Mosse"	58.32288	14.70652	155	"AWI"	155	1023	1317	1169	0	2	0	0	4	0	229	0	0	0	0	0	0	0	88	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	48	134	0	0	0	0	41	0	0	1	0	1	0	0	0	9	8	0	0	63
3077	4011	"Dags Mosse"	58.32288	14.70652	160	"AWI"	160	1051	1432	1229	0	1	0	0	2	0	199	0	0	0	0	0	0	0	119	4	0	0	0	0	8	0	6	0	0	0	0	0	0	6	38	284	0	0	0	0	74	0	0	0	0	2	0	0	0	8	12	0	0	89
3077	4011	"Dags Mosse"	58.32288	14.70652	165	"AWI"	165	1119	1458	1292	0	1	0	0	1	0	234	0	0	1	0	0	0	0	109	2	0	0	0	0	4	0	1	0	0	0	0	0	0	8	44	175	0	0	0	1	83	0	0	0	0	0	0	0	0	4	9	0	1	94
3077	4011	"Dags Mosse"	58.32288	14.70652	170	"AWI"	170	1150	1516	1354	0	0	0	0	6	0	258	0	0	0	0	0	0	0	97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	60	387	3	0	0	0	48	0	0	0	0	0	0	0	0	5	7	0	0	86
3077	4011	"Dags Mosse"	58.32288	14.70652	175	"AWI"	175	1343	1622	1464	0	3	2	0	8	0	327	0	0	0	0	0	0	0	162	1	1	0	0	1	2	0	2	0	0	0	0	0	0	1	22	237	0	0	0	0	53	0	0	0	0	0	0	0	1	7	6	0	0	152
3077	4011	"Dags Mosse"	58.32288	14.70652	180	"AWI"	180	1391	1847	1560	1	3	0	0	12	0	379	0	0	0	0	0	0	0	164	5	0	0	0	0	3	0	0	0	0	0	0	0	0	3	35	294	0	0	0	0	67	0	0	0	0	1	0	0	0	8	4	0	0	147
3077	4011	"Dags Mosse"	58.32288	14.70652	185	"AWI"	185	1493	1973	1721	0	4	0	0	9	0	297	0	0	0	0	1	0	0	107	5	0	0	0	0	4	0	1	0	1	0	0	0	0	2	27	345	0	0	0	0	68	0	0	1	0	2	0	0	0	7	9	0	0	168
3077	4011	"Dags Mosse"	58.32288	14.70652	190	"AWI"	190	1549	2191	1882	0	3	0	0	8	0	376	1	0	0	0	0	0	0	236	1	0	0	0	0	2	1	4	0	1	0	0	0	0	7	14	408	0	0	0	0	101	0	0	1	0	0	0	0	0	17	18	0	0	185
3077	4011	"Dags Mosse"	58.32288	14.70652	195	"AWI"	195	1850	2247	2046	0	4	1	0	18	0	431	0	0	0	0	0	0	0	100	3	0	0	0	2	1	0	1	0	0	0	1	0	0	5	12	461	0	0	0	0	45	0	0	1	0	2	0	0	2	13	14	0	4	166
3077	4011	"Dags Mosse"	58.32288	14.70652	200	"AWI"	200	2033	2339	2215	1	3	0	0	10	0	320	2	0	1	0	0	0	0	211	3	0	382	0	0	1	0	4	0	0	0	0	0	0	1	4	449	0	0	0	0	104	0	0	0	0	1	0	0	0	22	10	0	0	166
3077	4011	"Dags Mosse"	58.32288	14.70652	205	"AWI"	205	2135	2529	2337	0	0	0	0	3	0	408	1	0	0	0	0	0	0	219	7	0	0	0	0	0	0	14	0	0	0	0	0	0	2	1	243	0	0	0	0	159	0	0	0	0	1	0	0	0	21	61	0	0	177
3077	4011	"Dags Mosse"	58.32288	14.70652	210	"AWI"	210	2183	2790	2443	1	1	0	0	8	0	477	0	0	0	0	0	0	0	144	22	0	0	0	0	2	0	15	0	0	0	1	0	0	2	1	296	0	0	0	1	163	0	0	1	0	2	0	2	0	26	26	0	0	222
3077	4011	"Dags Mosse"	58.32288	14.70652	215	"AWI"	215	2361	2840	2597	0	0	0	0	7	0	417	0	0	0	0	0	0	0	207	2	0	0	0	0	1	0	14	0	0	0	0	0	0	2	1	275	0	0	0	0	125	0	0	0	0	0	0	1	0	26	23	0	0	186
3077	4011	"Dags Mosse"	58.32288	14.70652	220	"AWI"	220	2428	2951	2754	1	0	0	0	8	0	350	0	0	0	0	0	0	0	298	14	0	0	0	0	0	0	7	0	0	0	0	0	0	3	2	294	0	0	0	0	124	0	0	0	0	3	1	0	0	14	29	0	0	268
3077	4011	"Dags Mosse"	58.32288	14.70652	225	"AWI"	225	2765	3028	2866	1	0	0	0	5	0	312	0	0	0	0	0	0	0	218	5	0	53	0	0	0	0	4	0	0	0	0	0	0	5	0	120	0	0	0	0	83	0	0	0	0	0	0	1	0	25	30	0	0	163
3077	4011	"Dags Mosse"	58.32288	14.70652	230	"AWI"	230	2817	3297	2985	0	1	0	0	4	0	148	0	0	0	0	0	0	0	189	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	141	0	0	0	1	34	0	0	1	0	0	0	0	0	32	9	0	0	107
3077	4011	"Dags Mosse"	58.32288	14.70652	235	"AWI"	235	2892	3377	3082	0	0	1	0	8	0	271	0	0	0	0	0	0	0	135	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	281	0	0	0	0	69	0	0	0	0	0	0	1	0	53	17	0	0	218
3077	4011	"Dags Mosse"	58.32288	14.70652	240	"AWI"	240	2930	3517	3171	0	0	0	0	5	0	332	0	0	0	0	0	0	0	196	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	233	0	0	0	0	94	0	0	0	0	0	0	2	0	39	11	0	0	146
3077	4011	"Dags Mosse"	58.32288	14.70652	245	"AWI"	245	3020	3576	3259	0	1	0	0	10	0	198	0	0	0	0	1	0	0	333	1	0	186	0	0	3	0	4	0	0	0	0	0	0	1	0	243	0	0	0	0	82	0	0	1	0	1	0	0	0	23	3	0	0	192
3077	4011	"Dags Mosse"	58.32288	14.70652	252	"AWI"	252	3106	3685	3372	0	0	0	0	8	0	188	0	0	0	0	2	0	0	185	0	0	221	0	0	0	0	1	0	0	0	0	0	0	2	6	237	0	0	0	0	66	0	0	0	0	2	0	0	0	27	10	0	0	196
3077	4011	"Dags Mosse"	58.32288	14.70652	255	"AWI"	255	3161	3714	3421	0	0	1	0	2	0	199	0	0	0	0	0	0	0	171	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	174	0	0	0	0	51	0	0	0	0	11	0	0	0	48	20	0	0	135
3077	4011	"Dags Mosse"	58.32288	14.70652	260	"AWI"	260	3211	3781	3502	0	0	0	0	13	0	374	0	0	0	0	0	0	0	190	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	64	0	0	0	0	122	0	0	1	0	1	0	1	0	46	12	0	0	213
3077	4011	"Dags Mosse"	58.32288	14.70652	265	"AWI"	265	3372	3819	3571	0	1	1	0	10	0	347	0	0	1	0	0	0	0	234	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	57	0	0	0	0	39	0	0	0	0	1	0	0	0	22	7	0	0	214
3077	4011	"Dags Mosse"	58.32288	14.70652	270	"AWI"	270	3474	3885	3651	0	2	0	0	13	0	290	0	0	0	0	0	0	0	458	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	178	0	0	0	0	74	0	0	0	0	1	0	0	0	29	5	0	1	290
3077	4011	"Dags Mosse"	58.32288	14.70652	275	"AWI"	275	3591	4109	3857	0	0	0	0	4	0	223	0	0	0	0	0	0	0	298	6	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2	182	0	0	0	0	115	0	0	1	0	0	0	0	0	51	43	0	0	281
3077	4011	"Dags Mosse"	58.32288	14.70652	280	"AWI"	280	3653	4418	4056	0	0	0	0	5	0	187	0	0	0	0	0	0	0	263	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	347	0	0	0	0	170	0	0	1	0	8	0	1	0	25	16	0	0	249
3077	4011	"Dags Mosse"	58.32288	14.70652	285	"AWI"	285	3991	4462	4226	0	0	0	0	0	0	244	0	0	0	0	0	0	0	250	18	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	150	0	0	0	0	135	0	0	0	0	1	1	1	0	98	34	0	0	341
3077	4011	"Dags Mosse"	58.32288	14.70652	290	"AWI"	290	4187	4578	4423	0	0	0	0	0	0	253	0	0	0	0	0	0	0	254	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	121	0	0	0	2	136	0	0	0	0	1	1	0	0	75	55	0	0	309
3077	4011	"Dags Mosse"	58.32288	14.70652	295	"AWI"	295	4336	4656	4495	1	0	0	0	2	0	203	0	0	0	0	0	0	0	258	34	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	252	0	0	0	0	156	0	0	0	0	2	0	0	0	71	81	0	0	299
3077	4011	"Dags Mosse"	58.32288	14.70652	300	"AWI"	300	4422	4795	4566	0	0	1	0	1	0	244	0	0	0	0	0	0	0	253	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	217	0	0	0	0	127	0	0	0	0	0	0	0	0	105	40	0	0	265
3077	4011	"Dags Mosse"	58.32288	14.70652	305	"AWI"	305	4506	4895	4692	0	2	0	0	4	0	205	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	230	0	0	0	0	115	0	0	0	0	0	0	0	0	98	85	0	0	267
3077	4011	"Dags Mosse"	58.32288	14.70652	310	"AWI"	310	4547	5111	4808	0	0	1	0	6	0	249	0	0	0	0	0	0	0	273	38	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	153	0	0	0	0	74	0	0	1	0	1	0	2	0	150	73	0	0	258
3077	4011	"Dags Mosse"	58.32288	14.70652	315	"AWI"	315	4743	5164	4922	0	0	0	0	1	0	242	0	0	0	0	0	0	0	327	6	0	62	0	0	1	0	2	0	0	0	0	0	0	0	1	176	0	0	0	0	160	0	0	0	0	2	0	0	0	118	61	0	0	231
3077	4011	"Dags Mosse"	58.32288	14.70652	320	"AWI"	320	4872	5273	5031	0	1	1	0	3	0	206	0	0	0	0	0	0	0	310	19	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	173	0	0	0	0	191	0	0	0	0	1	1	1	0	76	58	0	0	207
3077	4011	"Dags Mosse"	58.32288	14.70652	325	"AWI"	325	4933	5357	5127	0	0	0	0	7	0	469	0	0	0	0	0	0	0	547	8	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	248	0	0	0	0	201	0	0	1	0	1	0	0	0	82	42	0	0	323
3077	4011	"Dags Mosse"	58.32288	14.70652	330	"AWI"	330	4968	5490	5224	0	0	0	0	6	0	611	0	0	1	0	0	0	0	611	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	149	0	0	0	0	116	0	0	0	0	1	1	0	0	99	31	0	0	400
3077	4011	"Dags Mosse"	58.32288	14.70652	335	"AWI"	335	5064	5537	5318	1	0	0	0	4	0	539	0	0	0	0	0	0	0	263	26	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	232	0	0	0	0	126	0	0	0	0	1	0	0	0	45	21	0	0	354
3077	4011	"Dags Mosse"	58.32288	14.70652	340	"AWI"	340	5133	5631	5417	0	2	1	0	8	0	981	1	0	0	0	1	0	0	286	28	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	281	0	0	0	0	191	0	0	0	0	2	0	0	0	60	15	0	0	377
3077	4011	"Dags Mosse"	58.32288	14.70652	345	"AWI"	345	5305	5668	5494	0	0	0	0	1	0	427	0	0	1	0	1	0	0	244	259	0	0	0	0	1	0	5	0	0	0	0	2	0	0	0	521	0	0	0	0	181	0	0	1	0	6	0	0	0	80	21	0	0	237
3077	4011	"Dags Mosse"	58.32288	14.70652	350	"AWI"	350	5374	5738	5586	0	2	0	0	3	0	332	1	0	0	0	1	0	0	119	313	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	502	0	0	0	2	233	0	0	3	0	5	0	0	0	83	15	0	0	238
3077	4011	"Dags Mosse"	58.32288	14.70652	355	"AWI"	355	5483	5812	5661	0	0	0	0	2	0	246	0	0	0	0	1	0	0	128	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	509	0	0	0	0	85	0	0	5	0	6	0	0	0	69	33	0	0	143
3077	4011	"Dags Mosse"	58.32288	14.70652	357.5	"AWI"	357.5	5505	5867.5	5699	0	0	1	0	0	0	190	2	0	0	0	0	0	0	126	31	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	432	0	0	0	0	120	0	0	0	0	4	1	0	0	70	29	0	0	63
3077	4011	"Dags Mosse"	58.32288	14.70652	360	"AWI"	360	5524	5935	5735	0	0	3	0	2	0	311	0	0	0	0	0	0	0	160	262	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	646	0	0	0	0	136	0	0	0	0	1	0	0	0	128	88	0	0	150
3077	4011	"Dags Mosse"	58.32288	14.70652	362.5	"AWI"	362.5	5587	5954	5771	0	0	0	0	0	0	115	0	0	0	0	0	0	0	97	84	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	203	0	0	0	0	57	0	0	0	0	0	0	0	0	79	44	0	0	78
3077	4011	"Dags Mosse"	58.32288	14.70652	365	"AWI"	365	5627	5976	5811	0	1	1	0	5	0	277	0	0	0	0	0	0	0	250	153	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	265	0	0	0	0	93	0	0	1	0	0	0	0	0	108	77	0	0	218
3077	4011	"Dags Mosse"	58.32288	14.70652	370	"AWI"	370	5685	6064	5889	0	0	3	0	3	0	327	1	0	0	0	1	0	0	279	234	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	408	0	0	0	0	162	0	0	0	0	2	0	0	0	148	127	0	1	257
3077	4011	"Dags Mosse"	58.32288	14.70652	375	"AWI"	375	5798	6092	5947	0	0	0	0	2	0	238	0	0	0	0	0	0	0	148	167	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	499	0	0	0	0	122	0	0	1	0	0	0	0	0	152	80	0	0	171
3077	4011	"Dags Mosse"	58.32288	14.70652	380	"AWI"	380	5882	6157	6008	0	2	0	0	3	0	347	0	0	0	0	0	0	0	177	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	523	0	0	0	0	92	0	0	1	0	1	0	0	0	126	84	0	0	169
3077	4011	"Dags Mosse"	58.32288	14.70652	385	"AWI"	385	5956	6193	6053	0	0	0	1	0	0	184	0	0	0	0	0	0	0	135	112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	744	0	0	0	0	99	0	0	0	0	1	1	0	0	187	47	0	0	100
3077	4011	"Dags Mosse"	58.32288	14.70652	390	"AWI"	390	5996	6243	6103	0	0	1	0	1	0	379	0	0	0	0	0	0	0	218	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	523	0	0	0	0	57	0	0	2	0	1	0	0	0	132	77	0	0	176
3077	4011	"Dags Mosse"	58.32288	14.70652	395	"AWI"	395	6037	6276	6145	0	0	0	0	0	0	142	1	0	0	0	0	0	0	71	78	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	901	0	0	0	0	81	0	0	2	0	0	0	1	0	84	59	0	0	78
3077	4011	"Dags Mosse"	58.32288	14.70652	400	"AWI"	400	6058	6326	6186	0	0	0	0	4	0	143	2	0	0	0	0	0	0	103	83	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	655	0	0	0	0	77	0	0	1	0	1	0	0	0	73	45	0	0	78
3077	4011	"Dags Mosse"	58.32288	14.70652	405	"AWI"	405	6129	6384	6259	1	0	0	0	1	0	152	0	0	0	0	0	0	0	119	77	0	0	0	1	0	0	2	0	0	0	0	1	0	0	3	848	0	0	0	0	90	0	0	0	0	1	0	0	0	95	39	0	0	45
3077	4011	"Dags Mosse"	58.32288	14.70652	410	"AWI"	410	6160	6509	6318	0	0	2	0	0	0	205	0	0	0	0	0	0	0	152	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	576	0	0	0	0	79	0	0	1	0	0	0	0	0	114	67	1	0	85
3077	4011	"Dags Mosse"	58.32288	14.70652	415	"AWI"	415	6267	6554	6402	0	0	0	0	0	0	46	0	0	0	0	0	0	0	54	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	21	0	0	1	0	0	0	0	0	63	21	0	0	40
3077	4011	"Dags Mosse"	58.32288	14.70652	420	"AWI"	420	6318	6648	6486	0	0	2	0	2	0	121	0	0	0	0	0	0	0	133	60	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	438	0	0	0	0	80	0	0	0	0	0	0	0	0	118	64	0	0	90
3077	4011	"Dags Mosse"	58.32288	14.70652	425	"AWI"	425	6407	6698	6558	0	1	2	0	3	0	114	0	0	1	0	0	0	0	150	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	387	0	0	0	0	68	0	0	2	0	1	0	0	0	144	72	0	0	111
