"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"
14499	22711	"Loch Clair"	57.55889	-5.34361	10	"AWI"	10	-45	488	117	8.12854442344045	0	0	0	0.56710775047259	0	0	0	0	29.8676748582231	4.34782608695652	38.1852551984877	0	0	0	0	0.189035916824197	0	11.7202268431002	0	0	5.6710775047259	0	0.189035916824197	0.56710775047259	0	0.189035916824197	0.189035916824197	0	0	0	0	0	0	0.189035916824197
14499	22711	"Loch Clair"	57.55889	-5.34361	22	"AWI"	22	75	822	360	12.7906976744186	0	0	0	0	0	0	0	0	37.2093023255814	10.4651162790698	0	0	0	0	0	0	0	16.2790697674419	0	0	22.093023255814	0	0.581395348837209	0	0	0	0.581395348837209	0	0	0	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	30	"AWI"	30	172	1032	521	12.8378378378378	2.02702702702703	0	0	0	0	0	0	0	28.3783783783784	10.8108108108108	0	0	0	0	0	0	0	16.2162162162162	0	0	28.3783783783784	0	0	0.675675675675676	0	0	0	0	0	0	0.675675675675676	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	38	"AWI"	38	280	1236	685	13.0434782608696	0	0	0	0	0	0	0	0	28.695652173913	12.6086956521739	0	0.434782608695652	0	0	0	0	0	16.9565217391304	0	0	23.9130434782609	0	0.434782608695652	1.30434782608696	0	0	0	0	0	0.869565217391304	0	0	0	1.73913043478261
14499	22711	"Loch Clair"	57.55889	-5.34361	50	"AWI"	50	442	1510	936	12.8440366972477	0	0	0	0	0	0	0	0	31.651376146789	8.25688073394496	0	0	0	0	0	0	0	19.7247706422018	0	0	24.3119266055046	0	1.37614678899083	0.458715596330275	0	0	0.917431192660551	0	0	0.458715596330275	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	58	"AWI"	58	575	1679	1100	11.4864864864865	0	0	0	0	0	0	0	0	16.8918918918919	5.06756756756757	37.1621621621622	0	0	0	0	0.337837837837838	0	13.8513513513514	0	0	13.1756756756757	0	0.675675675675676	0.337837837837838	0	0	0	0	0	0.675675675675676	0	0	0	0.337837837837838
14499	22711	"Loch Clair"	57.55889	-5.34361	66	"AWI"	66	716	1843	1260	9.78835978835979	0	0	0	0	0	0	0	0	16.9312169312169	6.87830687830688	37.3015873015873	0.264550264550265	0	0	0	0	0	11.9047619047619	0	0	15.8730158730159	0	0	0.793650793650794	0	0	0.264550264550265	0	0	0	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	74	"AWI"	74	851	2001	1421	20.6521739130435	0	0	0	0	0	0	0	0	33.1521739130435	6.52173913043478	0	0	0	0	0	0	0	22.2826086956522	0	0	14.6739130434783	0	1.08695652173913	0.543478260869565	0	0	0	0	0	1.08695652173913	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	82	"AWI"	82	992	2150	1579	17.032967032967	0	0	0.549450549450549	0	0	0	0	0	26.9230769230769	6.04395604395604	0	0	1.0989010989011	0	0	0.549450549450549	0	30.2197802197802	0	0	15.3846153846154	0	0.549450549450549	0.549450549450549	0	0	0	0	0	1.0989010989011	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	90	"AWI"	90	1154	2296	1736	19.0184049079755	0	0	0	0	0	0	0	0	24.5398773006135	6.74846625766871	0	0	0.613496932515337	0	0	0	0	26.9938650306748	0	0	19.0184049079755	0	0	1.84049079754601	0	0.613496932515337	0	0	0	0.613496932515337	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	100	"AWI"	100	1338	2490	1943	13.5514018691589	0	0	0	0	0	0	0	0	32.7102803738318	6.54205607476635	0	0	0	0	0	0.467289719626168	0	23.3644859813084	0	0	19.1588785046729	0	2.80373831775701	0.934579439252336	0	0	0	0	0	0	0	0	0	0.467289719626168
14499	22711	"Loch Clair"	57.55889	-5.34361	110	"AWI"	110	1550	2658	2143	8.33333333333333	0	0	0	0	0	0	0	0	21.4285714285714	4.76190476190476	33.6309523809524	0	0	0	0.297619047619048	0	0	11.9047619047619	0	0	15.4761904761905	0	0.892857142857143	1.78571428571429	0	0.297619047619048	0.297619047619048	0	0	0.595238095238095	0	0.297619047619048	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	120	"AWI"	120	1767	2808	2346	17.3333333333333	0	0	0	0	0	0	0	0	33.3333333333333	6.66666666666667	0	0.666666666666667	1.33333333333333	0	0	0	0	26.6666666666667	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	130	"AWI"	130	2029	2966	2544	18.125	0	0	0	0	0	0.625	0	0	29.375	9.375	0	0	0	0	0	0	0	25	0	0	15	0	2.5	0	0	0	0	0	0	0	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	140	"AWI"	140	2287	3100	2744	10.2272727272727	0	0	0	0	0	0	0	0	28.9772727272727	2.84090909090909	0	0	0	0	0	0	0	32.3863636363636	0	0	21.0227272727273	0	1.13636363636364	0.568181818181818	0	0	0	0	0	2.84090909090909	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	150	"AWI"	150	2618	3231	2928	15.4205607476636	0	0	0	0	0	0	0	0	28.0373831775701	9.34579439252336	0	0.467289719626168	0	0	0	0	0.467289719626168	24.2990654205607	0	0	18.6915887850467	0	0.467289719626168	1.4018691588785	0	0	0.467289719626168	0	0	0	0	0	0	0.934579439252336
14499	22711	"Loch Clair"	57.55889	-5.34361	160	"AWI"	160	2841	3400	3112	11.854103343465	0	0	0	0	0	0	0	0	18.5410334346505	3.03951367781155	43.161094224924	0	0	0	0	0	0	10.0303951367781	0	0	12.1580547112462	0	0.303951367781155	0.303951367781155	0	0	0	0	0	0	0	0	0	0.60790273556231
14499	22711	"Loch Clair"	57.55889	-5.34361	162	"AWI"	162	2856	3458	3145	18.4782608695652	0	0	0	0	0	1.08695652173913	0	0	31.5217391304348	6.52173913043478	0	0	0	0	0	0	0	22.8260869565217	0	0	15.7608695652174	0	2.17391304347826	0	0	0	0	0	0	1.08695652173913	0	0	0	0.543478260869565
14499	22711	"Loch Clair"	57.55889	-5.34361	168	"AWI"	168	2941	3579	3248	27.1356783919598	1.00502512562814	0	0	0	0	0.50251256281407	0	0	26.1306532663317	4.52261306532663	0	0.50251256281407	0	0	0.50251256281407	0	0	11.0552763819095	0	0	25.6281407035176	0	1.50753768844221	0	0	0	0	0	0	1.00502512562814	0	0	0	0.50251256281407
14499	22711	"Loch Clair"	57.55889	-5.34361	172	"AWI"	172	2985	3683	3316	15.8450704225352	0	0	0	0	0	0	0	0	17.9577464788732	6.69014084507042	29.5774647887324	0	0	0	0.352112676056338	0	0	13.0281690140845	0	0	14.7887323943662	0	0	0.704225352112676	0	0	0.352112676056338	0	0	0.352112676056338	0.352112676056338	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	176	"AWI"	176	3063	3738	3384	21.9298245614035	0	0	0	0	0	0	0	0	30.7017543859649	4.3859649122807	0	0	0	0	0	0.87719298245614	0	23.6842105263158	0	0	14.0350877192982	0	0.87719298245614	0	0	0	0	0	0	3.50877192982456	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	190	"AWI"	190	3283	3988	3631	21.1009174311927	0	0	0	0	0	0	0	0	23.394495412844	5.96330275229358	20.6422018348624	0	0	0	0	0	0	16.5137614678899	0	0	9.63302752293578	0	1.37614678899083	0	0	0	0	0	0	0.458715596330275	0	0	0	0.917431192660551
14499	22711	"Loch Clair"	57.55889	-5.34361	200	"AWI"	200	3533	4157	3801	17.9611650485437	0	0	0	0	0	0	0	0	32.0388349514563	6.79611650485437	0	0	0.485436893203883	0	0	0	0	23.3009708737864	0	0	16.9902912621359	0	2.42718446601942	0	0	0	0	0	0	0	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	210	"AWI"	210	3753	4401	4030	17.9389312977099	0	0	0	0	0	0.763358778625954	0	0	15.2671755725191	4.58015267175572	25.1908396946565	0	0	0	0	0.763358778625954	0	21.3740458015267	0	0	10.3053435114504	0	1.52671755725191	0	0	0	0.763358778625954	0	0	0	0	0	0	1.52671755725191
14499	22711	"Loch Clair"	57.55889	-5.34361	220	"AWI"	220	3937	4799	4321	18.8679245283019	0	0	0	0	0	0	0	0	33.3333333333333	5.66037735849057	0	0	0	0	0.628930817610063	0	0	27.0440251572327	0	0	13.2075471698113	0	0.628930817610063	0	0	0	0	0	0	0.628930817610063	0	0	0	0
14499	22711	"Loch Clair"	57.55889	-5.34361	230	"AWI"	230	4159	5098	4627	31.5436241610738	0	0	0	0	0	0	0	0	24.1610738255034	3.35570469798658	0	0	0	0	1.34228187919463	0	0	24.8322147651007	0	0	12.0805369127517	0	1.34228187919463	0	0	0	0	0	0	0.671140939597315	0	0	0	0.671140939597315
14499	22711	"Loch Clair"	57.55889	-5.34361	240	"AWI"	240	4414	5342	4925	23.5294117647059	0	0	0	0	0	0.65359477124183	0	0	26.1437908496732	5.22875816993464	0	0	0.65359477124183	0	0	0	0	30.0653594771242	0	0	7.84313725490196	0	1.96078431372549	0	0	0	0	0	0	1.30718954248366	0	0	0	2.61437908496732
