"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rubiaceae"	"Salix"	"Tilia"	"Ulmus"
2976	3878	"Amtkel 3"	43.26667	41.29167	5	"AWI"	5	55	444	260	3	54	15	13	18	0	1	12	1	1	0	0	1	1	2	100	0	3	20	2	0	1	5	0	0	3	20	2	3	0	13	4	2	5	1	1	3	1	1
2976	3878	"Amtkel 3"	43.26667	41.29167	10	"AWI"	10	349	666	519	7	29	5	8	6	0	1	14	1	0	0	2	0	0	4	66	0	6	23	0	0	1	1	2	3	4	33	1	2	0	10	1	0	8	0	0	2	0	1
2976	3878	"Amtkel 3"	43.26667	41.29167	12	"AWI"	12	382	764	566	0	26	1	1	0	0	0	11	2	0	7	5	0	0	4	3	0	4	9	4	0	0	2	0	0	2	4	0	6	0	21	3	0	6	9	3	3	0	1
2976	3878	"Amtkel 3"	43.26667	41.29167	14	"AWI"	14	423	851	614	3	62	1	14	3	33	0	40	1	0	2	10	1	0	4	0	0	10	11	3	0	0	15	3	0	2	18	0	4	0	11	1	1	12	0	1	1	1	0
2976	3878	"Amtkel 3"	43.26667	41.29167	19	"AWI"	19	553	1062	743	4	62	8	14	7	0	1	20	3	0	0	0	9	0	6	19	0	2	18	2	0	0	2	2	0	2	35	0	0	0	10	4	0	4	3	4	4	1	2
2976	3878	"Amtkel 3"	43.26667	41.29167	25	"AWI"	25	781	1341	948	2	41	1	13	2	0	0	13	14	0	0	0	2	0	3	3	1	11	9	3	1	0	6	0	0	1	4	3	3	0	7	5	1	19	0	1	3	1	1
2976	3878	"Amtkel 3"	43.26667	41.29167	35	"AWI"	35	1708	2399	2077	1	105	7	23	4	0	0	28	11	0	0	1	5	0	3	1	0	1	4	1	0	0	8	0	0	0	4	2	3	13	23	6	1	13	0	5	4	0	1
2976	3878	"Amtkel 3"	43.26667	41.29167	42	"AWI"	42	2042	2869	2459	2	36	5	33	6	0	0	31	2	0	0	6	6	0	4	5	0	0	17	0	0	0	26	0	0	1	21	0	3	0	12	4	1	9	1	7	4	0	0
