"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	160	"AWI"	160	4397	5169	4754	127	19	24	0	0	0	0	0	0	13	0	1	0	0	1	0	0	18	86	0	0	0	0	10	2	0	1	0	0	1	0	0	0	0	0	149	42	0	0	0	0	0	4	0	0	0	1	0	0	0	3	0	18	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	170	"AWI"	170	4648	5312	4994	167	23	22	0	0	0	0	4	0	9	0	0	0	0	1	0	0	18	187	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	27	51	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	38	2	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	180	"AWI"	180	4893	5498	5227	223	29	40	1	0	0	0	5	0	10	1	0	0	0	1	0	1	30	316	0	0	0	0	14	15	1	0	0	0	0	0	0	0	0	0	19	77	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	75	1	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	190	"AWI"	190	5091	5682	5446	179	26	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	23	331	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	35	1	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	200	"AWI"	200	5204	6057	5622	157	22	19	0	0	0	0	2	0	5	0	0	1	0	0	0	0	22	227	0	0	0	0	8	10	0	0	0	0	0	2	0	0	0	0	4	40	0	0	0	3	0	11	0	0	0	1	0	0	0	4	0	55	2	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	210	"AWI"	210	5420	6216	5827	139	23	0	0	0	0	0	4	0	13	0	2	0	0	0	0	0	34	219	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	2	54	0	0	0	3	0	7	0	0	1	1	0	0	0	0	0	44	1	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	215	"AWI"	215	5517	6333	5926	216	44	53	0	0	0	0	4	0	16	1	2	0	0	1	0	0	50	313	0	0	0	0	10	13	0	0	0	0	1	0	0	0	1	0	1	58	0	0	0	1	0	17	0	0	0	1	0	0	2	4	0	87	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	225	"AWI"	225	5717	6485	6132	173	33	0	0	0	0	0	1	0	10	0	2	0	0	0	0	0	42	195	0	0	0	0	8	27	1	0	0	0	0	0	0	0	0	0	1	60	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	100	0	0	1
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	235	"AWI"	235	6028	6609	6319	214	32	67	0	0	0	0	6	0	9	0	0	0	2	3	0	0	25	432	0	0	0	0	14	58	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	5	0	0	0	0	0	117	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	245	"AWI"	245	6240	6810	6528	169	28	32	0	0	0	0	3	0	11	0	0	0	0	0	0	0	29	329	0	0	0	0	6	35	1	0	0	0	0	0	0	0	0	0	3	67	0	0	0	0	0	11	0	0	1	3	0	0	0	1	0	88	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	255	"AWI"	255	6440	7095	6752	87	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	33	427	0	0	0	1	0	49	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	35	0	0	9	0	0	0	1	0	81	1	1	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	265	"AWI"	265	6692	7376	7011	26	12	43	0	0	0	0	0	0	8	0	0	0	0	1	0	0	29	643	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	11	44	0	0	0	0	0	9	0	0	0	1	0	0	0	1	0	77	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	270	"AWI"	270	6819	7604	7189	7	1	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	26	148	0	0	0	0	0	38	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	5	6	31	0	1	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	275	"AWI"	275	6910	7950	7389	2	12	80	0	0	0	0	0	0	7	0	2	0	0	0	0	0	54	314	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	10	0	0	0	4	0	0	0	4	0	69	1	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	280	"AWI"	280	6969	8370	7575	1	5	0	0	0	0	0	4	0	7	0	3	0	0	0	0	0	45	379	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	1	39	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	55	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	285	"AWI"	285	7187	8499	7792	1	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	72	190	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	8	3	0	0	18	0	0	0	0	0	96	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	290	"AWI"	290	7308	8683	8026	1	5	47	1	0	0	0	0	0	6	0	0	0	0	0	0	0	53	119	0	0	0	0	0	8	0	0	0	0	0	0	0	1	1	0	0	40	0	0	0	0	1	7	0	0	0	3	0	0	0	2	0	122	2	0	1
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	295	"AWI"	295	7502	8905	8230	2	4	104	0	0	0	0	0	0	4	0	0	0	0	1	0	0	48	71	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	59	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	300	"AWI"	300	7882	9018	8439	0	3	134	0	0	0	0	0	0	5	0	0	0	0	0	0	0	80	101	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	76	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	305	"AWI"	305	8104	9166	8662	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	82	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	0	62	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	310	"AWI"	310	8398	9292	8852	4	1	175	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	6	0	0	0	0	0	0	0	1	5	57	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	315	"AWI"	315	8648	9411	9044	3	2	96	1	0	0	0	0	0	3	0	0	0	0	0	0	0	155	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	6	1	0	0	0	0	60	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	320	"AWI"	320	8754	9661	9229	3	0	0	0	0	0	0	3	0	12	0	0	0	0	1	0	0	93	102	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	109	0	0	0	0	0	18	0	0	1	1	0	0	0	5	0	37	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	325	"AWI"	325	9031	9728	9374	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	77	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	5	1	0	0	3	0	42	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	330	"AWI"	330	9243	9838	9520	0	0	0	0	0	0	1	2	0	29	0	0	0	4	2	1	0	110	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	6	2	0	0	3	7	64	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	335	"AWI"	335	9403	9989	9650	1	0	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	93	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	11	0	0	2	2	5	0	0	1	0	34	1	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	340	"AWI"	340	9534	10070	9754	0	0	0	0	0	0	0	3	0	38	0	1	0	0	0	1	0	37	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	3	0	0	0	4	0	23	1	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	345	"AWI"	345	9591	10194	9858	0	0	0	0	0	0	0	4	0	21	0	0	0	0	1	0	0	27	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	5	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	350	"AWI"	350	9679	10308	9944	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0	7	0	35	255	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	4	3	0	0	4	0	8	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	355	"AWI"	355	9759	10390	10027	0	0	8	0	0	0	0	4	0	34	0	0	0	0	2	0	1	24	217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	3	3	0	0	5	0	9	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	360	"AWI"	360	9809	10516	10109	0	0	0	0	0	0	0	6	0	29	0	0	0	0	2	0	1	13	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	9	7	0	0	7	0	7	3	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	365	"AWI"	365	10001	10764	10350	0	0	0	1	0	0	0	0	0	11	0	1	0	0	1	2	0	5	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	2	0	0	2	2	1	0	0	6	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	370	"AWI"	370	10084	11149	10587	0	0	6	0	0	0	0	1	0	11	0	0	0	0	0	0	0	1	137	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	259	0	0	0	1	0	0	0	0	0	2	0	0	1	6	0	3	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	375	"AWI"	375	10239	11491	10815	0	0	0	1	0	0	0	4	0	2	0	0	0	0	1	0	0	1	130	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	180	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	380	"AWI"	380	10443	11620	11059	0	0	0	4	0	0	0	5	0	7	0	0	0	0	2	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	385	"AWI"	385	10559	11888	11293	0	0	0	2	0	0	0	12	0	4	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	390	"AWI"	390	10667	12154	11453	0	0	0	12	0	0	0	17	0	10	0	0	0	0	14	0	1	1	20	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	395	"AWI"	395	10753	12434	11584	0	0	0	3	0	0	0	3	0	7	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	1	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	400	"AWI"	400	10832	12774	11704	0	0	0	3	0	0	0	5	0	5	0	1	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
