"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	204	"AWI"	204	2497	3461	3045	0	20	0	0	0	0	2	0	0	296	0	0	0	0	18	8	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	19	0	0	0	1	0	144	0	0	0	0	0	0	1	1
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	208	"AWI"	208	2918	3503	3256	0	25	1	0	8	0	1	0	0	67	0	0	0	0	43	120	0	0	0	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	135	0	0	28	1	0	0	9	0	12	0	0	0	0	0	3	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	212	"AWI"	212	3154	3598	3481	1	46	4	0	0	0	1	0	0	36	0	0	0	0	69	216	0	0	0	1	1	3	0	0	0	0	0	24	0	0	0	2	0	0	30	0	0	57	0	0	0	0	0	4	0	0	0	0	1	4	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	216	"AWI"	216	3223	3632	3513	0	121	0	0	0	1	0	0	0	166	0	0	0	0	100	23	0	0	0	1	0	7	0	0	0	0	0	3	0	1	0	0	0	0	14	0	0	45	0	1	0	0	0	3	0	0	0	0	2	9	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	220	"AWI"	220	3277	3694	3542	0	184	0	0	0	0	0	0	0	192	0	0	1	0	65	13	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	32	0	0	0	0	0	13	0	0	0	0	1	6	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	224	"AWI"	224	3327	3745	3573	0	346	1	0	0	1	0	0	0	7	0	0	1	0	39	11	0	1	0	1	8	5	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	37	0	11	0	0	0	13	0	1	0	0	5	2	0	1
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	228	"AWI"	228	3376	3786	3606	1	352	1	0	4	0	0	0	0	16	0	0	1	0	37	8	0	0	0	0	2	2	0	0	0	1	0	2	0	0	0	1	0	0	6	0	0	38	0	5	0	0	0	33	0	0	0	0	5	5	0	2
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	232	"AWI"	232	3418	3840	3637	0	297	1	0	2	0	0	0	0	34	0	0	0	0	32	10	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	49	0	1	0	2	0	47	0	1	0	0	6	3	1	5
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	236	"AWI"	236	3476	3873	3670	0	218	0	1	2	1	0	0	0	76	0	0	0	0	48	4	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	94	0	0	0	1	0	24	0	0	0	0	2	2	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	240	"AWI"	240	3520	3915	3704	0	195	1	0	0	1	0	0	0	86	0	0	0	0	52	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	89	0	0	0	3	0	34	0	0	1	1	2	2	0	2
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	244	"AWI"	244	3577	3971	3746	0	156	0	0	2	1	0	0	0	136	0	0	0	0	34	1	0	0	0	0	2	6	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	102	0	0	0	0	0	36	0	0	1	0	3	3	1	3
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	248	"AWI"	248	3636	4046	3802	0	215	0	0	0	0	0	0	0	132	0	0	0	0	43	13	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	43	0	0	0	0	0	20	0	0	0	0	0	4	1	7
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	252	"AWI"	252	3667	4120	3842	0	117	1	0	0	1	0	0	0	11	0	0	2	0	43	105	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	74	0	1	0	0	0	7	0	0	0	0	12	5	0	2
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	256	"AWI"	256	3746	4246	3958	0	101	0	0	0	0	1	0	0	6	0	0	0	0	26	126	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	34	0	6	0	0	0	6	0	0	2	0	4	1	0	4
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	260	"AWI"	260	3786	4469	4066	0	300	1	0	0	0	0	0	0	2	0	0	0	0	40	81	0	1	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	23	0	2	0	2	0	10	0	0	1	0	4	5	0	10
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	264	"AWI"	264	3869	4643	4183	0	325	0	0	0	1	1	1	0	12	0	0	0	0	53	110	0	1	0	0	15	6	0	0	0	1	1	0	0	0	0	2	0	0	6	0	0	48	0	7	0	3	0	5	0	0	2	0	6	10	0	10
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	268	"AWI"	268	3942	4744	4325	0	257	1	0	0	4	1	0	0	7	0	1	0	0	41	95	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	35	0	2	0	2	0	5	0	0	0	0	10	3	0	11
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	272	"AWI"	272	3998	4919	4457	0	959	2	0	2	1	0	0	0	4	0	0	0	0	29	13	0	5	0	1	2	1	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	29	0	13	0	0	0	2	0	0	0	0	0	4	0	4
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	276	"AWI"	276	4138	4974	4579	0	374	0	0	1	0	0	0	0	28	0	0	1	0	31	6	0	2	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	5	0	0	39	0	4	0	1	0	14	0	0	2	0	6	2	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	280	"AWI"	280	4225	5051	4711	0	367	1	0	0	3	1	0	0	42	0	1	3	0	66	13	0	0	0	1	8	4	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	71	0	1	0	2	0	28	0	0	1	0	12	1	0	9
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	284	"AWI"	284	4408	5137	4826	0	399	1	0	4	0	0	0	0	14	0	0	0	0	31	4	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	3	0	0	59	2	2	0	2	0	16	0	0	2	0	4	1	0	5
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	288	"AWI"	288	4672	5186	4940	0	380	1	0	3	2	0	0	0	32	0	0	0	0	48	21	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	1	0	0	8	1	0	67	1	1	0	0	0	14	0	0	0	0	4	2	0	6
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	292	"AWI"	292	4828	5265	5069	0	86	2	0	2	0	0	0	0	8	0	0	0	0	40	39	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	1	0	0	74	0	0	85	1	4	0	22	0	5	1	0	0	0	11	5	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	296	"AWI"	296	4947	5408	5188	0	37	8	0	5	0	0	0	0	11	2	0	0	0	46	39	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	2	0	0	212	0	0	76	2	0	0	8	0	3	0	0	1	0	6	1	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	298	"AWI"	298	4986	5551	5241	0	248	4	0	1	0	0	0	0	14	0	0	1	0	46	28	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	1	0	0	146	0	0	49	0	2	0	0	0	13	0	0	0	0	7	4	0	1
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	300	"AWI"	300	5005	5717	5289	0	14	269	0	0	1	0	0	0	0	0	0	0	0	54	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	92	0	0	48	1	0	0	0	0	1	0	0	2	0	2	1	0	0
23870	41382	"Hope farm Walland marsh"	51.01778	0.83556	304	"AWI"	304	5068	5949	5395	0	4	24	0	0	0	1	0	0	0	0	0	0	0	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	17	0	0	26	0	0	0	0	0	2	0	0	0	0	4	0	0	0
