"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	0	"AWI"	0	-131	36	-51	2.8169014084507	0	2.8169014084507	0	0	0	0	2.8169014084507	2.8169014084507	0	0	0	0	22.5352112676056	15.4929577464789	0	0	0	0	0	1.40845070422535	0	0	15.4929577464789	1.40845070422535	19.7183098591549	0	0	9.85915492957746	0	0	0	0	0	0	0	0	1.40845070422535	1.40845070422535	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	5	"AWI"	5	-77	342	59	0	0	15.2542372881356	0	0	0	0	0	8.47457627118644	0	0	0	0	19.4915254237288	14.4067796610169	0	0	0	0	0	0.847457627118644	0	0	15.2542372881356	0	15.2542372881356	0	0	9.32203389830508	0	0	0	0	0	0	0	0	0	1.69491525423729	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	10	"AWI"	10	-54	714	163	0	0	16.1290322580645	0	0	0	0	0	8.87096774193548	0.806451612903226	0	0	0	21.7741935483871	22.5806451612903	0	0	0	0	0	0	0	0	10.4838709677419	0	11.2903225806452	0	0	6.45161290322581	0	0	0	0	0	0	0	0	0	1.61290322580645	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	15	"AWI"	15	-7	997	281	0	0	3.57142857142857	0	0	0	0	0	8.03571428571429	0	0	0	0	23.2142857142857	13.3928571428571	0	0	0	0	0	0.892857142857143	0	0	16.0714285714286	0.892857142857143	22.3214285714286	0	0	8.03571428571429	0	0	0	0	1.78571428571429	0	0	0.892857142857143	0	0.892857142857143	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	25	"AWI"	25	78	1406	537	0	0	7.3394495412844	0	0	0	0	0	7.3394495412844	0	0	0	0	24.7706422018349	14.6788990825688	0	0	0	0	0	0	0	0	14.6788990825688	0	20.1834862385321	0	0	7.3394495412844	0	0	0	0	1.8348623853211	0	0	0	0	1.8348623853211	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	30	"AWI"	30	168	1563	667	0	0	7.54716981132075	0	0	0	0	0	5.66037735849057	0.943396226415094	0	0	0	38.6792452830189	17.9245283018868	0	0	0	0	0	0	0	0	7.54716981132075	0	14.1509433962264	0	0	5.66037735849057	0	0	0	0	0	0	0	0	0	1.88679245283019	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	35	"AWI"	35	223	1760	805	0	0.869565217391304	4.34782608695652	0.869565217391304	1.73913043478261	0	0	0	6.08695652173913	0	0	0	0	28.695652173913	21.7391304347826	0	0	0.869565217391304	0	0	1.73913043478261	0	0	11.304347826087	0	13.9130434782609	0	0	5.21739130434783	0	0	0	0	0	0	0	0.869565217391304	0	0.869565217391304	0.869565217391304
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	50	"AWI"	50	443	2243	1196	0	0	0	0	0	0	0	0	3.27868852459016	0	0	0	0	22.9508196721311	13.1147540983607	0	0	0	0	0	1.63934426229508	0	0	21.3114754098361	0	19.672131147541	0	0	14.7540983606557	0	0	0	0	3.27868852459016	0	0	0	0	0	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	55	"AWI"	55	536	2382	1327	0	0	9.52380952380952	1.19047619047619	0	0	0	0	3.57142857142857	1.19047619047619	0	0	0	21.4285714285714	22.6190476190476	0	0	0	0	0	0	0	0	16.6666666666667	0	14.2857142857143	0	0	8.33333333333333	0	0	0	0	0	0	0	1.19047619047619	0	0	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	60	"AWI"	60	624	2520	1456	0	0	5.22388059701492	0	0	0	0	0	5.22388059701492	0	0	0	0	25.3731343283582	17.910447761194	0	0.746268656716418	0	0	0	0	0	0	5.97014925373134	0	26.1194029850746	0	0	12.6865671641791	0	0	0	0	0	0	0	0	0	0.746268656716418	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	75	"AWI"	75	931	3004	1859	0	0	6.14035087719298	0.87719298245614	0	0	0	0	1.75438596491228	0	0	0	0	21.9298245614035	23.6842105263158	0	0	0	0	0.87719298245614	0	0	0	18.4210526315789	0	15.7894736842105	0	0	9.64912280701754	0	0	0	0	0.87719298245614	0	0	0	0	0	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	100	"AWI"	100	1476	3685	2504	0	0	5.95238095238095	0	0	0	0	0	7.14285714285714	0	0	0	0	26.1904761904762	15.4761904761905	0	0	0	0	0	0	0	0	9.52380952380952	0	20.2380952380952	0	0	11.9047619047619	0	0	0	0	0	0	0	0	0	3.57142857142857	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	130	"AWI"	130	2145	4432	3294	0	0	5.20833333333333	0	0	0	0	0	1.04166666666667	0	0	0	0	33.3333333333333	12.5	0	0	0	0	0	0	0	0	18.75	0	10.4166666666667	0	0	17.7083333333333	0	0	0	0	1.04166666666667	0	0	0	0	0	0
23882	41411	"Le Loch Sunart"	56.66667	-5.86667	135	"AWI"	135	2288	4528	3426	0	0	13.6842105263158	0	0	0	0	0	6.31578947368421	0	0	0	1.05263157894737	31.5789473684211	8.42105263157895	0	0	0	0	0	1.05263157894737	0	0	12.6315789473684	0	13.6842105263158	0	0	10.5263157894737	0	0	0	0	0	0	0	0	0	1.05263157894737	0
