"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
17506	29236	"Praz Rodet"	46.56667	6.17361	0	"AWI"	0	-147	14	-58	2.85714285714286	0	0	2.14285714285714	0	0	0	0	0	18.5714285714286	0	0	1.42857142857143	0	0	0	0	2.14285714285714	0	0	0	0	3.57142857142857	0	7.14285714285714	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	1.42857142857143	0	0	2.14285714285714	0	13.5714285714286	0	0	0	1.42857142857143	0	0	0.714285714285714	0	0	9.28571428571429	0	0	0	0	0	0	0	3.57142857142857	0.714285714285714	0	0	0	0	0	0	0.714285714285714	7.85714285714286	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	1	"AWI"	1	-138	21	-50	3.06122448979592	0	0	0	0	0	0	0	0	16.3265306122449	0	2.04081632653061	1.02040816326531	0	0	0	0	2.04081632653061	0	0	0	0	4.08163265306122	0	10.2040816326531	0	0	0	0	0	3.06122448979592	0	6.12244897959184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04081632653061	0	33.6734693877551	0	0	0	0	0	0	1.02040816326531	0	0	13.265306122449	0	0	0	0	0	0	0	2.04081632653061	0	0	0	0	0	0	0	0	0	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	3	"AWI"	3	-125	42	-34	0.881057268722467	0.440528634361234	3.08370044052863	0	0	0	0	0	0	6.6079295154185	0	0.440528634361234	0	0	0	0	0	1.3215859030837	0	0	0	0	4.40528634361234	0	3.9647577092511	0	0	0	0	0	10.5726872246696	0.440528634361234	3.08370044052863	0	0	0	0	0	0	0.881057268722467	0	0	0	0	0	0.881057268722467	0	0	0.440528634361234	0	18.0616740088106	34.8017621145374	0	0	0.440528634361234	0	0	0.440528634361234	0	0	4.40528634361234	0	0	0	0	0	0	0	1.76211453744493	0	0	0	0	0	0	0.440528634361234	0.440528634361234	1.76211453744493	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	5	"AWI"	5	-118	75	-21	4.8689138576779	1.12359550561798	0	0	0	0	0	0.749063670411985	0	6.74157303370786	0	0.374531835205993	0	0	0	0	0	1.49812734082397	0	0	0	0	5.61797752808989	0	1.49812734082397	0	0	0	0	0	2.62172284644195	0	1.87265917602996	0	0	0	0	0	0	0.374531835205993	0	0	0	0	0	0.749063670411985	0	0	1.12359550561798	0	10.1123595505618	52.4344569288389	0	0	0	0	0	0	0	0	6.36704119850187	0	0	0	0	0	0.374531835205993	0	0	0.374531835205993	0	0	0	0	0	0.374531835205993	0.374531835205993	0.374531835205993	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	7	"AWI"	7	-110	115	-7	2.98507462686567	0.373134328358209	0	0	0	0	0	0	0	14.5522388059702	0	0.373134328358209	0.373134328358209	0	0	0	0	2.23880597014925	0	0	0	0	5.22388059701492	0	4.85074626865672	0	0	0	0	0	4.85074626865672	0	2.61194029850746	0	0	0	0	0	0	0	0	0	0	0	0	2.61194029850746	0	0	1.11940298507463	0	19.4029850746269	27.9850746268657	0	0	0.373134328358209	0	0	0	0	0	7.83582089552239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86567164179104	0	0.373134328358209
17506	29236	"Praz Rodet"	46.56667	6.17361	9	"AWI"	9	-103	162	6	1.4760147601476	0	0	0	0	0	0	0	0	7.38007380073801	0	0	0	0	0	0	0	0.3690036900369	0	0	0	0	5.53505535055351	0	7.38007380073801	0	0	0	0	0	12.9151291512915	0	1.1070110701107	0	0	0	0	0	0	0.738007380073801	0	0	0	0	0	1.1070110701107	0	0	0.3690036900369	0	29.8892988929889	23.6162361623616	0	0	0	0	0	0	0	0	5.53505535055351	0	0	0	0	0	0	0	0.738007380073801	0	0	0	0	0	0	0	0.3690036900369	1.4760147601476	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	11	"AWI"	11	-92	191	20	2.73972602739726	0	2.05479452054794	0.342465753424658	0	0	0	0	0	7.53424657534247	0	0.342465753424658	0	0	0	0	0	0.342465753424658	0	0	0	0	5.13698630136986	0	8.56164383561644	0	0	0	0	0	2.3972602739726	0	4.79452054794521	0	0	0	0	0	0	0	0	0	0	0	0	0.684931506849315	0	0	1.36986301369863	0	11.986301369863	41.7808219178082	0	0	0	0	0	0	0.342465753424658	0	7.19178082191781	0	0	0	0	0	1.02739726027397	0	0.342465753424658	0	0	0	0	0	0	0	0.684931506849315	0.342465753424658	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	13	"AWI"	13	-77	201	37	8.55263157894737	0	0	0.657894736842105	0	0	0	0	0	19.7368421052632	0	0	0	0	0	0	0	1.97368421052632	0	0	0	0	7.89473684210526	0	4.60526315789474	0	0	0	0	0	5.92105263157895	0	4.60526315789474	0	0	0	0	0	1.31578947368421	0	0	0	0	0	0	0.657894736842105	0	0	4.60526315789474	0	17.7631578947368	0	0	0	0	0	0	0	0	0	11.8421052631579	0	0	0	0	0	0.657894736842105	0	0.657894736842105	0	0	0	0	0	0	0	1.31578947368421	7.23684210526316	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	15	"AWI"	15	-67	213	56	3.55329949238579	0	0	0.50761421319797	0	0	0	2.53807106598985	0	10.1522842639594	0	0	0	0	0	0	0	0.50761421319797	0	0	0	0	7.61421319796954	0	17.7664974619289	0	0	0	0	0	6.09137055837564	0	2.03045685279188	0	0	0	0	0	0	0	0	0	0	0	0	0.50761421319797	0	0	5.0761421319797	0	25.8883248730964	0	0	0	1.52284263959391	0	0	0	0	0	9.64467005076142	0	0	0	0	0	0.50761421319797	0	1.52284263959391	0.50761421319797	0	0	0	0	0	0	0	4.06091370558376	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	17	"AWI"	17	-55	230	73	5.1063829787234	0	0	0.425531914893617	0	0	0	1.70212765957447	0	14.8936170212766	0	0.851063829787234	0	0	0	0	0	2.5531914893617	0	0	0	0	5.1063829787234	0	18.2978723404255	0	0	0	0	0	5.53191489361702	0	9.78723404255319	0	0	0	0	0	0.425531914893617	0.425531914893617	0	0	0	0	0	0.851063829787234	0	0	2.5531914893617	0	15.3191489361702	0	0	0	0.425531914893617	0	0	0.425531914893617	0	0	8.08510638297872	0	0	0	0	0	0	0	0.851063829787234	0.851063829787234	0	0	0	0	0	0.425531914893617	1.70212765957447	3.40425531914894	0	0
