"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26129	45351	"Måsåtjørnet"	61.5625	10.26778	347	"AWI"	347	-136	26	-54	0	1.69779286926995	0.169779286926995	0	0	0	30.8998302207131	0	0	0	0	0	0.169779286926995	2.20713073005093	0	0	0	0	0	0	0	0	0	5.60271646859083	0	0	0	12.3938879456706	45.5008488964346	0	0	0	0	0	0.33955857385399	0	0	0	0	0	0	0	0	0	0	1.01867572156197	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	355	"AWI"	355	-10	530	191	0	9.14634146341463	0	0	0	0	0	0.609756097560976	0	0	0	0	0	9.75609756097561	0	0	0	0	0	0	0	0	0.609756097560976	38.4146341463415	0	0	0	34.7560975609756	0	0	0	0	0	0	0.609756097560976	0	0	0	0	1.21951219512195	0	0	1.21951219512195	0	0.609756097560976	3.04878048780488	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	363	"AWI"	363	141	828	472	0	3.38600451467269	0	0	0	0	0	0	0	0.225733634311512	0	0	0.225733634311512	4.74040632054176	0	0	0	0	0	0	0	0	0	25.9593679458239	0	0	0	13.7697516930023	50.7900677200903	0	0	0	0	0	0.225733634311512	0	0	0	0	0	0	0	0	0	0	0.677200902934537	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	371	"AWI"	371	338	1070	749	0	2.88713910761155	0	0	0	0	0	0	0	0.78740157480315	0	0	0	3.6745406824147	0	0	0	0	0	0	0	0	0	21.5223097112861	0	0.26246719160105	0	17.8477690288714	52.2309711286089	0	0	0	0	0.26246719160105	0.5249343832021	0	0	0	0	0	0	0	0	0	0	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	379	"AWI"	379	743	1224	1023	0	7.27272727272727	0	0	0	0	0	0	0	0.606060606060606	0	0	2.42424242424242	7.87878787878788	0	0	0	0.606060606060606	0	0	0	0	0	52.7272727272727	0	0	0	23.6363636363636	0	0	0	0	0	0	2.42424242424242	0	0	0	0	0	0	0	0.606060606060606	0	0.606060606060606	1.21212121212121	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	387	"AWI"	387	1052	1590	1280	0	6.30630630630631	0	0	0	0	0	0	0	0.900900900900901	0	0	1.8018018018018	14.4144144144144	0	0	0	0.900900900900901	0	0	0	0	0.900900900900901	49.5495495495495	0	1.8018018018018	0	19.8198198198198	0	0	0	0	0	0	0.900900900900901	0	0	0	0	0	0	0	0.900900900900901	0	0	1.8018018018018	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	395	"AWI"	395	1202	2015	1537	0	3.53606789250354	0	0	0	0	45.1202263083451	0	0	0.141442715700141	0	0	0.424328147100424	1.83875530410184	0	0	0	0.141442715700141	0.282885431400283	0	0	0	0	6.64780763790665	0	0.141442715700141	0	1.27298444130127	37.7652050919378	0	0	0	0	0.141442715700141	1.13154172560113	0	0	0	0	0	0	0.141442715700141	0.282885431400283	0	0.282885431400283	0.707213578500707	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	407	"AWI"	407	1504	2426	1932	0.263157894736842	9.73684210526316	0	0	0	0	67.8947368421053	0	0	0	0	0	0.263157894736842	2.36842105263158	0	0	0	0	0	0	0	0	0	16.5789473684211	0	0	0	0.789473684210526	0	0	0	0	0	0	1.05263157894737	0	0	0	0	0	0	0	0.526315789473684	0.263157894736842	0.263157894736842	0	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	415	"AWI"	415	1744	2666	2207	0	6.18729096989967	0	0	0	0	44.8160535117057	0	0	0	0	0	1.67224080267559	2.67558528428094	0	0	0.167224080267559	0	0	0	0	0	0	5.85284280936455	0	0.501672240802676	0	0	36.2876254180602	0	0	0	0	0	1.00334448160535	0	0	0	0	0	0	0	0.167224080267559	0	0.501672240802676	0.167224080267559	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	423	"AWI"	423	2012	2846	2473	0	9.89304812834225	0	0	0	0	72.7272727272727	0	0	0	0	0	0.53475935828877	2.40641711229947	0	0	0	0	0	0	0	0	0	11.4973262032086	0	0	0	0	0	0	0	0	0	0	0.267379679144385	0	0	0	0	0	0	0.802139037433155	0.267379679144385	0	1.33689839572193	0.267379679144385	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	431	"AWI"	431	2343	3053	2743	0	10.3746397694525	0.576368876080692	0	0	0	0	0	0	0	0	0	1.72910662824208	4.89913544668588	0	0	0	0	0	0	0	0	0	9.22190201729107	0	1.15273775216138	0	0.288184438040346	68.5878962536023	0	0	0	0	0	0.864553314121038	0	0	0	0	0	0	0.576368876080692	0.576368876080692	0	0.864553314121038	0.288184438040346	0
26129	45351	"Måsåtjørnet"	61.5625	10.26778	439	"AWI"	439	2807	3226	3001	0	5.30421216848674	0	0	0	0	55.2262090483619	0	0	0	0	0	0.78003120124805	1.5600624024961	0	0	0	0	0	0	0	0	0	5.30421216848674	0	0	0	0.15600624024961	29.3291731669267	0	0	0	0.31201248049922	0.15600624024961	0.62402496099844	0	0	0	0	0	0	0	0	0.15600624024961	0.31201248049922	0.62402496099844	0.15600624024961
26129	45351	"Måsåtjørnet"	61.5625	10.26778	447	"AWI"	447	3005	3650	3276	0	7.71604938271605	0	0	0	0	0	0	0	0	0	0	0.925925925925926	3.39506172839506	0	0	0	0	0.308641975308642	0	0	0	0	10.1851851851852	0	0.617283950617284	0	0	75.3086419753086	0	0	0	0	0	0.925925925925926	0	0	0	0	0	0	0	0	0	0.308641975308642	0.308641975308642	0
