"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Lamiaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	5	"AWI"	5	-40	356	119	14.1643059490085	0.28328611898017	0	0.84985835694051	0	0	0	0	0	0.56657223796034	0.84985835694051	0	0	0	0	0	0	15.8640226628895	60.056657223796	0.28328611898017	5.6657223796034	0	0	0	0.28328611898017	0	0.28328611898017	0.84985835694051	0	0	0
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	15	"AWI"	15	111	959	441	13.4545454545455	0.363636363636364	0	0.181818181818182	0	31.0909090909091	0	0	0	0.727272727272727	2.18181818181818	0	0	0	0	0	0	4.18181818181818	38.5454545454545	0	5.63636363636364	0	0	0	0.909090909090909	0	2	0.545454545454546	0	0.181818181818182	0
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	35	"AWI"	35	927	1338	1152	17.5925925925926	0	0.308641975308642	0.308641975308642	0	0	0.308641975308642	0	0	0	1.85185185185185	0	0.617283950617284	0	0	0	0	10.1851851851852	60.4938271604938	0	4.62962962962963	0.308641975308642	0	0	0.617283950617284	0	1.54320987654321	0.925925925925926	0	0	0.308641975308642
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	55	"AWI"	55	1391	1809	1603	25.6637168141593	0	0	0.884955752212389	0	0	0	0	0	1.47492625368732	2.06489675516224	0	0	0	0	0	0.589970501474926	7.66961651917404	48.6725663716814	0	7.66961651917404	0	0.589970501474926	0.589970501474926	1.17994100294985	0	0.589970501474926	1.76991150442478	0	0.294985250737463	0.294985250737463
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	65	"AWI"	65	1544	2011	1772	12.3689727463312	0.209643605870021	0.209643605870021	0.209643605870021	0	21.3836477987421	0	0	0	1.88679245283019	0.209643605870021	0	0	0	0	0	0	14.6750524109015	43.6058700209644	0	2.51572327044025	0	0.209643605870021	0	0.419287211740042	0	0	0.419287211740042	0	0.628930817610063	1.0482180293501
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	75	"AWI"	75	1705	2128	1907	14.572864321608	0	0.251256281407035	0.251256281407035	0	26.1306532663317	0	0	0	1.00502512562814	2.01005025125628	0	0.50251256281407	0	0.251256281407035	0	0	9.04522613065327	39.4472361809045	0	3.76884422110553	0	0.50251256281407	0	0.753768844221105	0	0.251256281407035	0.753768844221105	0	0	0.50251256281407
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	95	"AWI"	95	1981	2369	2192	10.7692307692308	0	0	0.43956043956044	0	0	0	0	0	0.21978021978022	0.659340659340659	0	0	0.21978021978022	0	0	0	28.7912087912088	54.2857142857143	0	3.07692307692308	0	0.43956043956044	0	0	0	0	0.21978021978022	0	0.43956043956044	0.43956043956044
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	115	"AWI"	115	2247	2724	2504	14.9312377210216	0	0.196463654223969	0	0	24.3614931237721	0	0	0.196463654223969	1.76817288801572	0.392927308447937	0	0	0.392927308447937	0	0	0.196463654223969	25.5402750491159	29.4695481335953	0	0.785854616895874	0	0.392927308447937	0	0.392927308447937	0	0	0	0	0.196463654223969	0.785854616895874
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	135	"AWI"	135	2753	3189	2929	9.5	0	0	0.5	0	0	0	0	0	0.5	0.75	0	0	0	0	0	0	28.25	57.75	0	1.25	0	0.25	0	0.75	0	0	0	0	0.25	0.25
26572	46469	"Lembolovskoye lake"	60.3575	30.31333	155	"AWI"	155	3120	3705	3378	8.57142857142857	0.21978021978022	0.21978021978022	0.21978021978022	0	0	0	0	0	1.53846153846154	0.659340659340659	0	0	0.21978021978022	0	0	0	40.2197802197802	44.8351648351648	0	0.879120879120879	0	0.43956043956044	0	0.21978021978022	0	0	0.21978021978022	0	0.43956043956044	1.0989010989011
