"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	125	"AWI"	125	1475	3032	2174	152	1	35	0	0	3	0	45	0	0	0	0	0	0	0	0	0	18	50	0	0	0	77	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	16	0	115	38	0	0	0	0	0	0	4	0	0	1	2	15	0	0	0	0	1	0	1	10	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	130	"AWI"	130	1540	3102	2259	169	1	30	1	0	1	0	46	0	0	0	2	0	0	0	0	0	24	33	0	0	0	53	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	12	0	157	26	0	0	0	0	0	0	9	0	0	1	0	25	0	0	0	0	0	1	1	1	2	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	135	"AWI"	135	1570	3182	2349	139	0	34	1	0	1	0	51	0	0	0	0	0	0	1	0	0	10	33	0	0	0	73	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	13	0	111	35	0	0	0	0	0	0	5	0	0	1	1	80	0	0	0	0	0	0	3	2	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	140	"AWI"	140	1611	3295	2433	135	0	34	1	0	3	0	30	0	0	0	0	0	0	1	0	0	20	18	0	0	0	35	1	3	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	92	27	0	0	0	0	0	0	3	0	0	1	0	170	0	0	0	0	0	0	0	2	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	145	"AWI"	145	1724	3343	2507	127	0	29	0	0	2	0	64	0	3	0	1	0	0	0	0	0	14	16	0	0	0	46	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	71	23	0	0	0	0	0	0	4	0	0	0	0	156	0	0	0	0	2	0	0	3	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	150	"AWI"	150	1791	3398	2591	121	1	45	0	0	3	0	59	0	0	0	0	0	0	0	0	0	5	25	0	0	0	46	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	88	29	0	0	0	0	0	0	5	0	0	0	0	273	0	1	0	0	2	1	2	2	2	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	155	"AWI"	155	1849	3451	2674	106	1	46	0	0	3	0	142	0	0	1	0	0	0	0	0	0	14	15	2	0	0	43	9	4	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	96	35	0	0	0	0	3	0	2	0	0	0	2	75	0	0	0	0	3	0	0	4	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	160	"AWI"	160	1891	3527	2758	96	1	32	1	0	4	0	137	0	0	0	0	0	0	0	0	1	13	34	0	0	0	44	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	9	0	118	36	0	0	0	0	0	0	4	0	0	1	2	44	0	0	0	0	4	0	0	5	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	165	"AWI"	165	1965	3598	2837	138	0	41	0	0	4	0	55	0	0	0	0	0	0	0	0	0	21	54	0	0	0	73	0	2	0	31	1	0	0	0	0	0	0	0	0	0	0	15	0	141	37	0	0	0	0	0	0	3	0	0	0	1	7	0	0	0	0	0	2	5	1	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	170	"AWI"	170	2066	3634	2915	82	0	30	0	0	6	0	182	0	0	0	0	0	0	0	0	0	34	30	0	0	0	60	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	20	0	74	35	0	0	0	0	0	0	7	0	0	1	1	5	0	0	0	0	0	0	0	2	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	175	"AWI"	175	2154	3688	2995	142	3	45	0	0	3	0	135	0	0	0	0	0	0	0	0	0	21	25	0	0	0	72	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	12	0	81	35	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	2	3	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	180	"AWI"	180	2228	3753	3078	144	0	42	0	0	3	0	71	0	0	0	0	0	0	0	0	0	13	71	0	0	0	89	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	15	0	81	49	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	1	0	7	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	185	"AWI"	185	2281	3826	3158	198	0	37	0	0	5	0	34	0	0	0	0	0	0	0	0	0	12	81	0	0	0	62	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	127	31	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	190	"AWI"	190	2396	3887	3235	208	0	37	0	0	5	0	19	0	0	0	0	0	0	0	0	0	15	103	0	0	0	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	148	45	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	195	"AWI"	195	2533	3934	3312	247	0	34	0	0	4	0	12	0	0	0	0	0	0	0	0	0	19	48	0	0	0	63	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	142	41	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	1	1	7	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	200	"AWI"	200	2646	3980	3396	199	1	30	1	0	10	0	26	0	0	0	0	0	0	0	0	0	41	50	0	0	0	63	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	162	44	0	0	0	1	0	0	7	0	0	0	0	2	0	0	1	0	4	0	3	3	3	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	205	"AWI"	205	2726	4048	3474	213	2	46	0	0	4	0	11	0	0	0	0	0	0	0	0	0	19	59	0	0	0	70	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	142	18	0	0	0	1	0	0	5	0	0	1	0	1	0	0	0	0	0	1	4	6	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	210	"AWI"	210	2772	4135	3553	176	1	44	0	0	2	0	17	0	0	1	0	0	0	0	0	0	16	80	0	0	0	44	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	163	25	0	0	0	0	0	0	7	0	0	0	1	2	0	0	0	0	1	1	5	8	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	215	"AWI"	215	2925	4163	3628	167	1	39	1	0	4	0	13	0	0	0	0	0	0	0	0	0	22	51	2	0	0	49	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	208	38	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	2	0	7	3	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	220	"AWI"	220	3059	4192	3709	152	0	43	1	0	3	0	18	0	0	0	0	0	0	0	0	0	25	42	0	0	0	41	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0	220	28	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	7	4	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	225	"AWI"	225	3171	4230	3789	103	0	43	0	0	3	0	14	0	0	0	0	0	0	0	0	0	25	26	0	0	0	50	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	196	40	0	0	0	1	0	0	13	0	0	1	3	5	0	0	0	0	0	0	7	6	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	230	"AWI"	230	3254	4283	3877	145	0	33	0	0	3	0	7	0	0	0	0	0	0	0	0	0	21	24	0	0	0	36	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	235	29	0	0	0	1	0	0	2	0	0	1	5	1	0	0	0	0	0	0	7	3	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	235	"AWI"	235	3377	4342	3962	122	0	47	2	0	3	0	12	0	0	0	0	0	0	0	0	0	39	22	0	0	0	36	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	206	37	0	0	0	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	5	5	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	240	"AWI"	240	3638	4368	4052	139	1	51	0	0	6	0	25	0	0	0	0	0	0	0	0	0	36	48	0	0	0	43	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	211	28	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	3	7	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	245	"AWI"	245	3871	4401	4145	84	0	52	2	0	1	0	29	0	0	0	0	0	0	0	0	0	26	79	0	0	0	22	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	239	43	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	7	11	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	250	"AWI"	250	4006	4482	4245	173	1	49	1	0	1	0	12	0	0	0	0	0	0	0	0	0	17	25	0	1	0	45	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	199	25	0	0	0	0	0	0	4	0	0	1	0	4	0	0	0	0	0	0	7	8	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	255	"AWI"	255	4072	4661	4347	17	3	94	0	0	3	0	8	0	0	0	0	0	0	0	0	0	30	13	0	0	0	12	2	5	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	302	30	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	7	7	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	260	"AWI"	260	4268	4800	4503	17	1	110	0	0	3	0	17	0	0	0	0	0	0	0	0	0	34	10	0	0	0	21	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	279	20	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	7	6	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	265	"AWI"	265	4462	4955	4691	9	1	74	4	0	0	0	28	0	0	0	0	0	0	0	0	0	49	20	2	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	330	31	0	0	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	1	9	6	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	270	"AWI"	270	4594	5202	4870	9	0	73	1	0	1	0	10	0	0	0	0	0	0	0	0	1	41	24	0	0	0	10	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	347	20	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	2	16	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	275	"AWI"	275	4693	5509	5049	1	1	96	1	0	5	0	16	0	0	0	0	0	0	0	0	0	40	30	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	379	32	0	0	0	0	0	0	9	0	0	0	1	5	0	0	0	0	1	1	14	9	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	280	"AWI"	280	4765	5832	5229	0	1	82	1	0	5	0	22	0	0	0	1	0	0	0	0	0	104	30	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	300	45	0	0	0	0	0	0	8	0	0	0	1	4	0	0	0	0	0	0	12	17	0	1	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	285	"AWI"	285	5268	6091	5631	0	3	109	0	0	2	0	20	0	0	0	0	0	0	0	0	0	90	74	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	296	30	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	2	0	0	21	29	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	290	"AWI"	290	5751	6372	6032	0	1	108	1	0	2	0	10	1	0	0	0	0	0	0	0	0	90	97	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	37	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	9	26	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	295	"AWI"	295	6196	6693	6430	0	3	94	0	0	7	0	12	0	0	0	0	0	0	0	0	0	113	65	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	276	27	0	0	0	3	0	0	7	0	0	0	0	2	0	0	0	0	0	1	15	26	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	300	"AWI"	300	6580	7081	6824	0	0	80	0	0	0	0	14	0	0	0	0	0	0	0	0	0	73	16	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	281	53	0	0	0	1	0	0	13	0	0	0	1	0	0	0	0	0	0	0	16	27	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	305	"AWI"	305	6881	7447	7155	0	1	67	2	0	4	0	9	0	0	0	0	0	0	0	0	0	106	18	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	26	0	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	2	15	41	4	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	310	"AWI"	310	7099	7619	7355	0	1	77	0	0	4	0	13	0	0	0	0	0	0	0	0	0	96	43	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	32	0	0	0	0	0	0	11	0	0	0	1	1	0	0	0	0	0	0	15	33	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	315	"AWI"	315	7272	7819	7563	0	0	112	1	0	3	0	28	0	0	0	0	0	0	0	0	0	100	36	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	44	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	11	54	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	320	"AWI"	320	7402	8060	7768	0	2	151	0	0	4	0	33	0	0	1	0	0	0	0	0	0	105	37	0	0	0	2	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	44	0	0	0	0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	15	62	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	325	"AWI"	325	7514	8315	7971	0	0	170	1	0	3	0	22	0	0	0	0	0	0	0	0	0	111	44	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	235	40	0	0	0	0	0	0	36	0	0	1	0	11	0	0	0	0	0	0	23	64	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	330	"AWI"	330	7716	8457	8126	0	1	116	1	0	6	0	28	0	0	0	0	0	0	0	0	0	90	53	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	63	0	0	0	0	0	0	17	0	0	0	0	7	0	0	0	0	1	0	29	38	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	335	"AWI"	335	7874	8616	8272	0	1	172	0	0	7	0	27	1	0	2	0	0	0	0	0	0	101	48	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	52	0	0	0	0	0	0	9	0	0	1	2	2	0	0	0	0	2	0	22	40	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	340	"AWI"	340	7957	8948	8395	0	0	121	0	0	8	0	18	0	0	0	0	0	0	0	0	0	129	17	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	73	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	1	3	16	51	1	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	345	"AWI"	345	8028	9384	8508	0	0	79	0	0	2	0	16	0	0	0	0	0	0	0	0	0	176	17	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	58	0	0	0	0	0	0	13	0	0	1	0	1	0	1	0	0	0	1	15	56	0	0	0
14468	22650	"Zlatnická Dolina"	49.51667	19.28333	350	"AWI"	350	8070	9818	8620	0	0	104	0	16	5	0	19	0	0	0	0	0	0	0	0	0	191	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	64	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	16	65	0	0	0
