"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celtis"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23889	41435	"Nachtigall"	51.80851	9.40223	1060	"AWI"	1060	11916	12086	12000	0	0	11	0	0	0	1	0	8	0	0	0	0	2	0	0	0	178	0	0	0	0	0	0	1	0	0	0	0	0	58	0	76	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1245	"AWI"	1245	16791	50812	28358	0	0	8	1	1	0	12	0	17	0	0	0	0	4	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	32	0	62	0	0	0	2	0	0	0	0	7	0	0	1	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1305	"AWI"	1305	19659	58145	34059	0	0	5	0	0	0	1	0	28	0	0	0	0	0	0	1	0	126	0	0	0	0	0	0	4	0	0	0	0	0	14	0	72	0	0	0	2	62	0	0	0	3	0	0	2	0	2	1
23889	41435	"Nachtigall"	51.80851	9.40223	1315	"AWI"	1315	20006	59874	34985	0	0	5	0	0	0	2	0	24	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	7	1	88	0	0	0	0	56	0	1	0	2	0	0	1	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1345	"AWI"	1345	22627	62614	38030	0	0	33	7	0	0	0	0	39	0	0	0	0	0	0	0	1	58	0	0	0	0	0	0	0	0	0	0	1	0	151	0	26	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0
23889	41435	"Nachtigall"	51.80851	9.40223	1385	"AWI"	1385	24852	67443	41977	0	0	17	3	0	0	0	0	18	2	0	0	0	0	0	1	1	144	0	0	0	0	0	0	1	0	0	0	0	0	83	0	57	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1465	"AWI"	1465	30291	76989	49549	0	0	23	3	0	0	10	0	37	1	0	0	0	0	0	0	2	94	0	0	0	0	0	0	2	0	0	0	0	0	111	2	85	0	0	0	3	1	0	2	0	1	0	0	4	1	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1545	"AWI"	1545	35602	86241	57444	0	0	7	0	0	0	4	0	8	1	0	0	0	1	0	0	4	267	0	0	0	0	0	0	1	0	0	0	0	0	25	0	32	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
23889	41435	"Nachtigall"	51.80851	9.40223	1585	"AWI"	1585	38547	90668	61399	0	0	3	0	0	0	1	0	7	0	0	0	0	2	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	25	2	36	0	0	0	0	0	0	0	1	1	0	0	5	0	1	0
23889	41435	"Nachtigall"	51.80851	9.40223	1642	"AWI"	1642	42686	96401	67118	0	0	1	0	0	0	1	0	37	0	0	0	0	1	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	26	0	52	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1657	"AWI"	1657	43869	97977	68616	0	0	2	0	0	0	5	0	18	1	0	0	0	0	0	0	0	252	0	0	0	0	0	0	1	0	0	0	0	0	49	0	44	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1670	"AWI"	1670	45149	99068	69900	0	0	2	0	0	0	1	0	19	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	2	0	0	0	36	0	75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1673	"AWI"	1673	45405	99368	70166	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	50	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1742	"AWI"	1742	50560	106369	76825	0	0	10	0	0	0	1	0	16	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	1	0	0	0	0	0	40	0	67	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
23889	41435	"Nachtigall"	51.80851	9.40223	1850	"AWI"	1850	60565	116370	87172	0	0	1	1	0	0	2	0	9	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	1	0	0	0	0	0	122	0	101	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1933	"AWI"	1933	67315	124263	95024	0	0	1	0	0	0	0	0	45	0	0	0	0	0	0	0	1	242	0	0	0	0	0	0	0	0	0	0	0	0	64	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	1945	"AWI"	1945	68568	125375	96179	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	66	0	0	0	0	0	0	6	0	0	0	0	0	162	0	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	2135	"AWI"	2135	85464	142084	114425	0	0	18	1	0	0	11	0	35	1	0	0	0	3	0	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	48	1	136	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	2250	"AWI"	2250	96859	152462	125979	0	0	3	1	2	0	1	5	23	0	0	1	0	2	0	0	1	67	0	0	0	0	0	0	6	0	0	0	0	0	57	0	108	0	0	0	0	106	0	1	0	5	0	0	0	0	0	2
23889	41435	"Nachtigall"	51.80851	9.40223	2265	"AWI"	2265	98888	153398	127415	0	0	9	0	0	0	4	0	28	0	0	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	41	0	109	0	0	0	0	102	0	0	0	1	0	0	6	0	2	1
23889	41435	"Nachtigall"	51.80851	9.40223	2273	"AWI"	2273	99780	154144	128206	0	0	4	0	0	0	3	0	37	0	0	0	0	1	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	61	0	61	0	0	0	0	110	0	0	0	1	0	0	2	0	0	0
23889	41435	"Nachtigall"	51.80851	9.40223	2280	"AWI"	2280	100470	154639	128991	0	0	10	0	0	0	3	0	53	0	0	0	0	1	0	0	2	82	0	0	0	0	0	0	2	0	0	0	0	0	47	0	136	0	0	0	0	50	0	0	0	2	0	0	1	0	2	0
23889	41435	"Nachtigall"	51.80851	9.40223	2290	"AWI"	2290	101508	155349	129953	0	0	5	2	0	0	1	0	20	3	0	1	0	0	0	0	0	133	0	0	0	0	0	0	3	0	0	0	0	0	110	0	83	0	0	0	1	2	0	5	0	3	0	0	1	0	1	0
