"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Lamiaceae"	"Montiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	0	"AWI"	0	-118	50	-42	0	1.68067226890756	0	0	1.68067226890756	0	0	0.840336134453782	0	0.840336134453782	0	0	0	0	0	0	7.56302521008403	0	31.9327731092437	10.9243697478992	0	0	6.72268907563025	1.68067226890756	0	0	0	0	0	0	1.68067226890756	0	0	0	0	10.9243697478992	0	0	0	0	0	0	9.2436974789916	4.20168067226891	0	0.840336134453782	4.20168067226891	0.840336134453782	0	0	0.840336134453782	3.36134453781513	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	2	"AWI"	2	-60	245	53	0	0	0.632911392405063	0.632911392405063	0	0.632911392405063	0	0.632911392405063	0	1.26582278481013	0	0	0	0	0	0	9.49367088607595	0	32.2784810126582	17.7215189873418	0	0	3.16455696202532	0.632911392405063	0.632911392405063	0	0	0	0	0	0.632911392405063	0	0	0	0	5.69620253164557	0	0	0	0	0	0	15.1898734177215	3.16455696202532	0	3.16455696202532	2.53164556962025	0	0	0	0	1.89873417721519	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	4	"AWI"	4	-34	502	140	0	2.32558139534884	0	0	1.16279069767442	0.581395348837209	0	0.581395348837209	0	0	0	0	0	0	0	0	12.2093023255814	0	43.6046511627907	0	0	0	2.32558139534884	0	0	0	0	0.581395348837209	0	0	0.581395348837209	0	0	0.581395348837209	0	5.81395348837209	11.046511627907	0	0	0.581395348837209	0	0	11.6279069767442	2.90697674418605	0	1.16279069767442	0	0	0	0	0	2.32558139534884	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	6	"AWI"	6	20	675	244	0.214132762312634	0.642398286937901	0	0	0	0	4.28265524625268	0.214132762312634	0	0	0.428265524625268	0	0	0	0.214132762312634	0	4.28265524625268	0	20.3426124197002	11.134903640257	0	0	1.07066381156317	0	0	0	0	0	0	0	0	0	0.214132762312634	0.214132762312634	0	2.14132762312634	3.42612419700214	0	42.6124197002141	0.214132762312634	0	0	6.20985010706638	0.428265524625268	0	0.856531049250535	0.642398286937901	0	0	0	0	0.214132762312634	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	8	"AWI"	8	78	776	368	0	0.683371298405467	0	0	0.227790432801822	0	0	0.455580865603645	0	0	0	0	0	0	0	0	3.18906605922551	0	27.3348519362187	20.501138952164	0	0	1.82232346241458	0.227790432801822	0	0	0	0	0	0	0	0	0	0	0	1.59453302961276	0	0	35.9908883826879	0.455580865603645	0	0	5.46697038724374	1.59453302961276	0	0.227790432801822	0	0	0	0	0	0.227790432801822	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	10	"AWI"	10	113	935	478	0	0.442477876106195	0.221238938053097	0	0	0	0	0.221238938053097	0	0	0	0	0	0	0	0	6.19469026548673	0	24.3362831858407	20.353982300885	0	0	1.76991150442478	0.442477876106195	0	0	0	0	0	0	1.10619469026549	0	0	0.221238938053097	0	0	0	0.221238938053097	31.4159292035398	0	0	0	11.283185840708	0.442477876106195	0	0.663716814159292	0.663716814159292	0	0	0	0	0	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	12	"AWI"	12	226	996	601	0	0.775193798449612	0	0	0	0	0	4.65116279069767	0	0	0	0	0	0	0	0	27.1317829457364	0	24.031007751938	0	0	0	5.42635658914729	0	0	0	0	0	0	0	1.55038759689922	0	0	1.55038759689922	0	1.55038759689922	0	0	0	0	0	0	29.4573643410853	2.32558139534884	0	0	0	0.775193798449612	0	0	0	0.775193798449612	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	14	"AWI"	14	292	1092	721	0	0.847457627118644	0	0	0	0	0	1.69491525423729	0	0.847457627118644	0	0	0	0.847457627118644	0	0	31.3559322033898	0	27.1186440677966	0	0	0	5.08474576271187	0.847457627118644	0	0	0	0	0	0	0.847457627118644	0	0	0.847457627118644	0	1.69491525423729	0	0	0	0	0	0	27.9661016949153	0	0	0	0	0	0	0	0	0	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	16	"AWI"	16	395	1188	835	0	3.80952380952381	0	0	0	0	0	2.85714285714286	0	0	0	0	0	0	0	0	31.4285714285714	0	28.5714285714286	0	0	0	5.71428571428571	0	0	0	0	0	0	0	1.9047619047619	0	0	0	0	1.9047619047619	0	0	0	0	0	0	19.047619047619	0.952380952380952	0	0	0	0.952380952380952	0	0	0	2.85714285714286	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	18	"AWI"	18	509	1234	956	0	3.73134328358209	0	0	0	0.746268656716418	0	0	0	0	0	0	0	0	0	0	28.3582089552239	0	41.7910447761194	0	0	0	1.49253731343284	0.746268656716418	0	0	0	0.746268656716418	0	0	0	0	0.746268656716418	0	0	1.49253731343284	0	0	0	0	0	0	17.1641791044776	1.49253731343284	0	0	0	0	0	0	0.746268656716418	0.746268656716418	0
23838	41320	"North Twitchen Springs"	51.11722	-3.82611	20	"AWI"	20	595	1315	1074	0	3.57142857142857	0	0	0	0	0	1.78571428571429	0	0	0	0	0	0	0	0	12.5	0	45.5357142857143	0	0	0	6.25	0.892857142857143	0	0	0	0	0	0	0	0	0	1.78571428571429	0	0	0	0	0	0	0	0	26.7857142857143	0	0	0.892857142857143	0	0	0	0	0	0	0
