"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Malvaceae"	"Nartheciaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prosopis"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"	"Vitex"
3181	4137	"Kararmik Batakligi"	38.425	30.8	310	"AWI"	310	4800	52185	6621	3	0	0	1	0	0	0	0	7	0	0	0	2	0	0	0	0	0	1	0	0	276	0	1	0	1	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	320	"AWI"	320	4969	53613	6788	8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	256	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	340	"AWI"	340	5476	55988	7054	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	360	"AWI"	360	6006	57962	7294	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	251	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	49	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	370	"AWI"	370	6408	58889	7359	1	0	0	7	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	217	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	58	0	0	0	0	0	1	0	7	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	380	"AWI"	380	6633	60223	7474	1	0	0	10	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	0	94	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	400	"AWI"	400	7404	62377	8242	4	0	0	2	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	114	0	1	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	328	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	410	"AWI"	410	7704	63390	9902	4	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	108	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	420	"AWI"	420	7870	64604	11993	3	0	0	5	82	0	0	0	54	0	1	0	2	0	0	0	0	0	1	0	0	78	0	0	0	2	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	430	"AWI"	430	8488	65631	12892	1	0	0	10	0	0	0	0	151	0	0	0	10	0	0	0	0	0	1	0	0	80	0	0	0	2	4	0	0	11	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	54	0	1	30	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	440	"AWI"	440	8798	66782	14399	5	0	0	3	0	0	0	0	222	0	0	0	9	0	4	0	0	0	2	0	0	176	0	0	0	0	14	0	0	4	8	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	89	0	0	97	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	450	"AWI"	450	9583	67713	15212	6	0	0	2	0	0	0	0	107	0	0	0	1	0	5	0	0	0	0	0	0	213	0	0	0	1	26	0	0	5	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	112	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	460	"AWI"	460	9976	68930	16634	5	0	0	3	0	0	0	0	93	0	0	0	6	0	5	1	0	0	0	0	0	110	0	0	0	0	88	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	68	0	0	110	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	470	"AWI"	470	10843	69870	17196	8	0	0	0	0	0	0	0	119	0	0	0	12	0	0	0	0	0	8	0	0	475	0	0	0	0	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	79	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	480	"AWI"	480	11372	71038	18188	9	0	0	2	0	0	0	0	238	0	0	0	6	0	0	1	0	0	4	0	0	410	2	0	0	2	11	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	116	0	0	66	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	490	"AWI"	490	12355	71876	18776	24	0	0	3	0	0	0	0	136	0	0	0	5	0	4	0	0	0	3	0	0	532	2	0	0	1	6	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	1	88	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	2	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	500	"AWI"	500	13003	73111	19763	8	0	0	0	0	0	0	0	63	0	0	0	3	0	0	0	0	0	2	0	0	178	1	0	0	2	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	125	0	0	43	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	510	"AWI"	510	13988	74176	20421	5	3	0	3	0	1	0	0	432	0	0	0	10	0	0	0	0	0	3	0	0	228	6	0	0	1	21	0	0	4	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	163	0	0	145	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2	3	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	520	"AWI"	520	14727	75173	21338	10	3	0	1	0	9	0	1	122	0	0	0	16	0	0	0	0	0	4	0	0	125	2	1	0	0	25	4	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	3	2	133	0	0	49	0	0	0	0	76	0	0	0	0	0	3	0	1	0	0	0	0	2	0	5	1	1	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	525	"AWI"	525	15337	75551	21531	3	0	0	1	0	0	0	0	150	0	0	0	1	0	0	0	0	0	0	0	0	143	1	0	0	0	20	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	1	59	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	530	"AWI"	530	15890	76030	21785	10	0	0	1	0	0	0	0	402	0	0	0	14	0	0	1	0	0	6	0	0	197	14	0	0	0	31	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	223	0	3	154	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	535	"AWI"	535	16348	76521	22168	15	0	0	2	0	0	0	0	614	0	0	0	12	0	0	0	0	0	8	0	0	400	12	0	0	0	36	6	0	7	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	142	0	1	168	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	1	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	540	"AWI"	540	16758	77109	22584	9	1	1	2	0	0	0	0	277	0	0	0	8	0	0	1	0	0	5	0	0	197	5	0	0	1	17	2	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	148	0	1	146	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	545	"AWI"	545	17409	77456	22748	13	0	0	3	0	0	0	0	600	0	0	0	26	0	0	0	0	0	10	0	0	363	6	0	0	1	49	6	0	6	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	248	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	550	"AWI"	550	17930	78060	22984	3	1	0	2	0	0	0	0	447	0	0	0	17	0	0	0	0	0	2	0	0	94	7	0	0	0	5	7	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	56	0	0	123	0	0	0	0	56	0	0	0	0	0	1	0	1	0	0	0	0	7	0	2	4	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	555	"AWI"	555	18367	78626	23225	21	0	0	2	0	0	0	0	907	0	0	0	22	0	0	0	0	0	14	0	0	375	19	0	0	3	33	22	0	7	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	4	299	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	21	0	3	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	560	"AWI"	560	18769	79080	23600	14	1	0	6	0	34	0	0	628	0	0	0	17	0	0	5	0	0	2	0	0	188	16	0	0	0	94	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	98	0	0	254	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	10	0	15	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	565	"AWI"	565	19676	79522	23733	13	0	0	1	0	1	0	0	631	4	0	0	18	0	0	1	0	0	7	0	0	285	15	0	0	3	35	7	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	2	347	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	570	"AWI"	570	20527	80050	23916	6	0	0	1	0	0	0	0	676	0	0	0	24	0	0	3	0	0	3	0	0	112	6	0	0	0	11	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	67	0	0	192	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	580	"AWI"	580	21746	81234	24484	4	0	0	0	0	0	0	0	430	0	0	0	10	0	3	0	0	0	2	0	0	77	4	0	0	0	12	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	56	0	0	164	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	5	0	1	0	2	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	590	"AWI"	590	23322	82121	25025	8	0	0	1	0	0	0	0	528	0	1	0	6	0	0	0	0	0	6	0	0	101	6	1	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	75	0	0	176	0	0	0	0	13	0	0	0	0	0	1	0	0	0	1	0	0	4	0	2	0	1	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	600	"AWI"	600	23874	83004	26684	4	2	1	1	0	0	0	0	968	0	0	0	4	0	0	0	0	0	2	0	0	56	7	0	0	1	26	10	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	47	0	0	175	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0
