"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Malvaceae"	"Nartheciaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prosopis"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"	"Vitex"
3181	4137	"Kararmik Batakligi"	38.425	30.8	1	"AWI"	1	-109	308	-6	2	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	1	0	1	195	0	0	0	1	73	0	0	0	0	0	7	1	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	431	0	0	111	0	0	0	0	2	0	0	0	0	16	0	1	2	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	5	"AWI"	5	-74	1699	118	1	0	0	1	0	0	0	0	33	0	0	0	1	0	35	0	0	0	0	0	1	220	0	1	0	1	50	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	387	0	0	57	0	0	0	1	1	0	0	0	0	10	0	1	4	0	0	0	0	0	0	2	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	20	"AWI"	20	-24	6932	606	0	0	0	4	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	2	261	0	2	0	1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	400	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	40	"AWI"	40	154	11583	1325	0	0	0	3	0	0	0	0	35	0	0	0	1	0	0	0	0	0	2	0	0	298	0	0	0	3	39	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	3	0	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	60	"AWI"	60	383	15320	1957	1	0	0	2	0	0	0	0	7	0	0	0	2	0	0	0	0	0	1	0	0	265	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
3181	4137	"Kararmik Batakligi"	38.425	30.8	80	"AWI"	80	653	18987	2395	8	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0	391	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	100	"AWI"	100	975	22388	2842	5	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	112	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	120	"AWI"	120	1249	25778	3317	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	248	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	140	"AWI"	140	1542	29005	3722	10	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	318	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	160	"AWI"	160	1875	32156	4130	17	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	467	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	159	0	0	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	180	"AWI"	180	2216	35060	4515	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	200	"AWI"	200	2586	38329	4828	2	0	0	0	66	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	126	0	0	0	0	107	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	220	"AWI"	220	2980	40708	5252	9	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	413	0	2	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	390	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	240	"AWI"	240	3390	43552	5584	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	218	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	260	"AWI"	260	3780	46332	5882	5	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	280	"AWI"	280	4151	48752	6206	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	255	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	290	"AWI"	290	4372	49843	6345	7	0	0	2	29	0	0	0	53	0	0	0	1	0	0	0	1	0	4	0	0	351	0	2	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	300	"AWI"	300	4555	51193	6520	4	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	103	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
