"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Lamiaceae"	"Lythraceae"	"Montiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13450	20175	"Vrbka"	50.38667	14.13056	60	"AWI"	60	3266	3506	3388	31	2	19	2	0	30	0	0	100	0	0	0	0	0	0	0	1	0	16	0	2	0	7	0	33	11	1	0	0	0	0	4	0	0	0	0	0	5	14	0	0	0	0	0	26	0	0	1	4	3	0	0	0	0	0	1	5	1
13450	20175	"Vrbka"	50.38667	14.13056	65	"AWI"	65	3283	3521	3404	32	0	27	1	0	31	0	0	72	0	0	0	0	1	0	0	0	0	33	0	3	0	2	0	40	1	2	0	0	0	0	3	0	0	0	0	0	3	46	0	0	0	0	0	41	0	0	3	2	3	0	0	0	0	0	2	2	0
13450	20175	"Vrbka"	50.38667	14.13056	70	"AWI"	70	3300	3536	3419	22	0	25	2	0	8	0	0	66	0	0	0	0	0	0	0	0	0	30	0	7	1	1	0	75	2	1	0	0	1	0	0	0	0	0	0	0	2	43	0	0	0	0	1	53	0	0	2	1	1	0	0	0	0	1	1	5	2
13450	20175	"Vrbka"	50.38667	14.13056	75	"AWI"	75	3317	3550	3434	20	1	24	1	0	14	0	0	71	0	0	0	1	0	0	0	1	0	31	0	12	0	0	0	64	2	1	0	0	1	0	0	0	0	0	0	0	9	53	0	0	0	0	0	48	0	0	2	2	4	0	0	0	0	1	1	7	3
13450	20175	"Vrbka"	50.38667	14.13056	80	"AWI"	80	3334	3564	3450	31	0	26	1	0	13	0	0	67	0	3	0	0	0	0	0	0	0	23	0	17	0	6	0	53	1	2	0	0	1	0	2	0	0	0	0	0	8	77	0	0	0	0	0	41	0	0	5	2	2	0	0	0	0	1	1	6	2
13450	20175	"Vrbka"	50.38667	14.13056	85	"AWI"	85	3350	3578	3466	33	2	25	2	0	11	0	0	88	0	2	0	0	0	0	0	1	0	28	0	64	0	1	0	51	1	3	0	0	0	0	3	0	0	0	0	0	14	38	10	0	0	0	0	37	0	0	2	1	1	0	0	0	0	2	1	4	3
13450	20175	"Vrbka"	50.38667	14.13056	90	"AWI"	90	3368	3593	3481	27	1	20	3	0	18	0	0	90	0	4	0	1	0	0	0	0	0	22	0	71	0	3	0	32	1	2	0	0	0	0	6	0	0	0	0	0	12	37	0	0	0	0	0	26	0	0	3	2	2	0	0	0	0	2	6	5	0
13450	20175	"Vrbka"	50.38667	14.13056	95	"AWI"	95	3383	3607	3496	24	0	19	1	0	23	0	0	107	0	3	1	1	0	0	0	0	0	30	0	32	0	2	0	29	2	1	0	0	1	0	10	0	0	0	0	1	16	41	12	0	0	0	0	36	0	0	3	3	1	0	0	0	0	2	3	4	1
13450	20175	"Vrbka"	50.38667	14.13056	100	"AWI"	100	3401	3621	3512	20	0	24	2	0	22	0	0	125	0	2	0	1	0	0	0	0	1	31	1	20	0	2	6	31	1	4	0	0	2	0	0	0	0	0	0	0	15	48	8	0	0	0	0	38	0	0	3	2	2	0	0	0	0	1	2	5	2
13450	20175	"Vrbka"	50.38667	14.13056	105	"AWI"	105	3418	3634	3527	19	1	26	3	0	35	0	0	119	0	6	0	2	0	0	0	0	0	27	0	11	0	3	0	41	1	1	0	0	0	1	10	0	0	3	0	0	17	42	0	0	0	0	0	32	0	0	3	1	0	0	0	0	0	2	5	3	1
13450	20175	"Vrbka"	50.38667	14.13056	110	"AWI"	110	3436	3647	3543	22	1	30	0	0	21	0	0	115	0	4	2	1	0	0	0	0	0	30	0	8	0	4	0	40	1	3	0	0	0	1	9	0	0	0	0	1	15	29	0	288	0	0	0	35	0	0	0	0	1	0	0	0	0	0	4	5	0
13450	20175	"Vrbka"	50.38667	14.13056	115	"AWI"	115	3453	3660	3558	14	0	33	1	0	16	0	0	146	0	2	0	1	0	0	0	1	1	22	0	7	0	2	0	42	0	1	0	0	0	0	0	0	0	0	0	0	12	51	0	0	0	0	1	37	0	0	1	1	0	0	0	0	0	1	1	3	1
13450	20175	"Vrbka"	50.38667	14.13056	120	"AWI"	120	3471	3674	3573	26	1	28	2	0	15	0	0	152	0	5	0	1	0	0	0	0	1	20	0	2	0	4	0	36	0	1	0	0	0	0	2	0	0	0	0	0	7	46	0	0	0	0	0	22	0	0	6	0	0	0	0	0	0	1	1	1	2
13450	20175	"Vrbka"	50.38667	14.13056	125	"AWI"	125	3488	3687	3587	11	0	21	1	0	11	0	0	211	0	0	0	1	0	0	0	0	0	14	0	0	0	3	0	29	1	0	0	0	0	0	0	0	0	0	0	2	3	28	0	0	0	0	0	11	0	0	6	1	1	0	0	0	0	1	2	2	0
13450	20175	"Vrbka"	50.38667	14.13056	130	"AWI"	130	3503	3704	3603	5	0	11	0	0	4	0	0	263	0	0	0	1	0	0	0	0	0	11	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	17	0	0	14	3	0	0	0	0	0	1	1	4	0
13450	20175	"Vrbka"	50.38667	14.13056	135	"AWI"	135	3516	3720	3619	8	1	12	0	0	5	0	0	225	0	1	0	0	0	0	0	0	0	10	0	1	0	1	0	31	1	1	0	0	0	0	0	0	0	0	0	0	11	32	0	0	0	0	0	24	0	0	5	2	0	0	0	0	0	1	1	1	1
13450	20175	"Vrbka"	50.38667	14.13056	140	"AWI"	140	3531	3736	3634	9	0	9	0	0	4	0	0	208	0	0	0	3	0	0	0	0	0	12	0	5	0	2	0	24	0	2	0	0	0	0	0	0	0	0	0	1	15	31	0	0	0	0	3	34	0	0	3	2	0	0	0	0	0	0	0	1	1
13450	20175	"Vrbka"	50.38667	14.13056	145	"AWI"	145	3547	3753	3650	7	2	10	1	0	12	0	0	194	0	0	0	1	0	0	0	0	0	15	0	1	0	0	0	35	2	2	0	0	0	0	0	0	0	0	0	0	5	36	0	227	0	0	1	48	0	0	4	2	1	0	0	0	0	0	1	3	1
13450	20175	"Vrbka"	50.38667	14.13056	155	"AWI"	155	3577	3785	3681	20	1	13	0	0	13	0	0	121	0	1	0	1	0	0	0	0	0	18	0	2	0	1	0	42	0	2	0	0	0	0	0	0	0	0	0	0	3	47	0	0	0	0	0	59	0	0	1	2	2	0	0	0	0	1	1	4	3
13450	20175	"Vrbka"	50.38667	14.13056	160	"AWI"	160	3591	3801	3696	15	0	32	2	0	7	0	0	49	0	0	0	2	0	0	1	3	1	41	0	1	0	0	0	47	1	1	0	0	0	0	0	0	0	2	0	0	4	42	0	0	0	0	2	45	0	0	16	0	3	0	0	0	0	1	2	4	3
13450	20175	"Vrbka"	50.38667	14.13056	165	"AWI"	165	3607	3816	3712	13	1	11	2	7	9	0	0	102	0	0	0	2	0	0	2	0	0	32	0	21	0	1	0	41	1	2	0	0	0	2	0	0	0	0	0	0	5	44	0	0	0	0	0	41	0	0	2	1	2	0	0	0	0	1	2	2	2
13450	20175	"Vrbka"	50.38667	14.13056	170	"AWI"	170	3622	3832	3727	18	1	18	2	8	7	0	0	99	0	1	1	2	0	0	0	0	1	30	0	22	0	3	0	39	2	4	0	0	0	1	3	0	0	0	0	0	11	54	0	0	0	0	0	36	0	0	4	0	2	0	0	0	0	0	4	6	2
13450	20175	"Vrbka"	50.38667	14.13056	175	"AWI"	175	3636	3848	3743	21	1	15	3	0	8	0	0	285	0	1	0	3	0	0	0	0	1	41	0	14	0	4	0	40	1	2	0	0	0	0	2	0	0	0	0	0	10	51	0	0	0	0	0	39	0	0	2	0	3	0	0	0	0	0	1	2	3
13450	20175	"Vrbka"	50.38667	14.13056	180	"AWI"	180	3653	3864	3758	25	1	10	2	0	10	0	0	456	0	1	2	1	0	0	1	0	0	22	0	11	0	3	0	32	1	2	0	0	0	0	2	0	0	0	0	0	7	40	0	0	0	0	0	26	0	0	5	1	2	0	0	2	0	1	1	3	2
13450	20175	"Vrbka"	50.38667	14.13056	185	"AWI"	185	3667	3879	3773	24	0	12	1	0	13	0	0	318	0	2	1	0	0	0	0	1	0	35	0	18	0	1	0	38	0	3	0	0	0	0	4	0	0	3	0	0	11	39	0	0	0	0	2	27	0	0	1	0	1	0	0	0	0	0	1	1	1
13450	20175	"Vrbka"	50.38667	14.13056	190	"AWI"	190	3682	3895	3788	20	0	25	0	0	17	0	0	310	0	0	0	0	0	0	0	2	0	36	0	2	0	0	0	38	0	4	0	0	0	0	6	0	0	0	0	0	12	28	0	0	0	0	0	39	0	0	0	1	3	0	0	0	0	1	1	2	0
13450	20175	"Vrbka"	50.38667	14.13056	195	"AWI"	195	3697	3910	3803	16	0	22	2	0	16	0	0	225	0	0	0	1	0	0	2	0	1	24	0	5	0	0	0	42	1	1	0	0	2	0	4	0	0	0	0	0	21	29	0	0	0	0	0	33	0	0	1	3	1	0	0	0	0	2	1	2	4
13450	20175	"Vrbka"	50.38667	14.13056	200	"AWI"	200	3713	3926	3819	14	0	19	4	0	14	0	0	26	0	3	0	1	0	0	1	0	0	23	1	15	0	6	0	39	0	3	0	0	1	1	3	0	0	0	0	0	22	49	8	0	1	0	3	31	0	0	2	3	0	0	0	0	0	2	2	3	3
13450	20175	"Vrbka"	50.38667	14.13056	205	"AWI"	205	3728	3942	3835	18	0	20	2	0	11	0	0	41	0	3	0	0	0	0	0	0	0	18	1	2	0	5	0	27	0	1	0	0	0	1	0	0	0	0	0	0	24	35	0	0	2	0	0	28	0	0	2	6	0	0	0	0	0	0	0	2	0
13450	20175	"Vrbka"	50.38667	14.13056	210	"AWI"	210	3744	3958	3850	33	0	10	1	0	6	0	0	30	0	0	0	0	0	0	0	0	0	12	1	2	0	14	0	29	0	2	0	0	0	0	0	1	0	0	0	0	17	37	0	0	0	0	0	19	0	0	3	3	1	0	0	0	0	0	1	5	0
13450	20175	"Vrbka"	50.38667	14.13056	215	"AWI"	215	3761	3973	3865	17	0	11	3	0	8	0	0	28	0	0	0	0	0	0	0	0	0	15	0	1	0	7	0	32	0	1	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	21	0	0	2	2	1	0	0	0	0	1	1	3	5
13450	20175	"Vrbka"	50.38667	14.13056	220	"AWI"	220	3776	3987	3880	19	1	8	2	0	9	0	0	19	1	1	0	0	0	0	0	0	0	23	0	3	0	3	0	50	0	1	0	0	0	0	0	0	0	0	0	0	10	26	0	0	1	0	0	17	0	0	6	4	1	0	0	0	1	1	0	2	6
13450	20175	"Vrbka"	50.38667	14.13056	225	"AWI"	225	3791	4001	3895	15	1	12	0	0	7	0	0	11	0	0	0	1	0	0	1	0	0	19	0	3	0	2	0	36	1	2	0	0	0	1	0	0	0	0	0	0	15	31	0	0	0	0	0	18	0	0	5	2	0	0	0	0	0	0	0	2	6
13450	20175	"Vrbka"	50.38667	14.13056	230	"AWI"	230	3806	4016	3911	19	0	10	1	0	7	0	0	12	0	1	0	1	0	0	1	0	0	17	0	66	0	2	0	26	0	3	0	1	0	31	5	0	0	0	0	0	14	33	0	301	0	1	0	16	0	0	4	1	1	0	0	0	0	0	1	1	7
13450	20175	"Vrbka"	50.38667	14.13056	235	"AWI"	235	3823	4030	3926	31	0	18	2	0	6	0	0	32	0	2	0	0	0	0	0	1	0	32	0	72	0	1	0	31	0	1	0	0	1	3	0	0	0	0	0	0	16	54	0	0	1	0	0	32	0	0	4	5	0	0	0	0	0	0	1	1	8
13450	20175	"Vrbka"	50.38667	14.13056	240	"AWI"	240	3838	4045	3941	28	1	35	5	0	9	0	0	123	1	1	0	0	0	0	1	0	0	50	0	56	0	13	0	36	0	6	0	0	0	2	4	0	0	0	0	0	37	112	0	172	0	0	0	41	0	0	0	3	0	0	0	0	0	3	5	4	0
13450	20175	"Vrbka"	50.38667	14.13056	245	"AWI"	245	3853	4060	3956	15	0	29	1	0	10	0	0	138	1	0	0	1	0	0	1	0	0	58	0	33	0	2	0	17	0	5	0	0	0	0	0	0	0	0	0	0	16	133	0	141	0	0	2	11	0	0	2	2	0	0	0	0	0	1	5	3	1
13450	20175	"Vrbka"	50.38667	14.13056	250	"AWI"	250	3870	4072	3971	14	0	16	2	0	5	0	0	126	0	0	0	2	0	0	0	0	0	43	0	21	0	3	0	18	1	4	0	0	1	1	0	0	0	0	0	0	25	138	0	0	0	0	0	10	0	0	1	3	3	0	0	0	0	2	4	2	3
13450	20175	"Vrbka"	50.38667	14.13056	255	"AWI"	255	3887	4087	3986	7	1	31	3	0	9	0	0	98	0	3	0	2	0	0	0	0	0	56	0	12	0	6	0	21	0	4	0	0	0	1	0	0	0	2	0	1	31	111	0	0	0	0	0	13	0	0	1	4	1	0	0	0	2	2	9	6	0
13450	20175	"Vrbka"	50.38667	14.13056	260	"AWI"	260	3901	4106	4001	5	0	20	2	0	6	0	0	105	0	1	0	2	0	0	0	0	0	55	0	14	0	9	0	23	0	3	0	0	0	0	0	0	0	0	0	0	30	93	0	133	0	0	1	29	0	0	1	3	0	0	0	0	0	1	7	9	6
