"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	130	"AWI"	130	568	736	634	0	0	122	3	3	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	2	0	33	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	3	45	0	0	0	0	30	0	1	9	0	0	0	23	1	0	0	0	0	0	0	0	2	0	0	0	2
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	135	"AWI"	135	584	755	654	1	0	88	1	4	0	0	0	5	0	0	0	0	4	0	1	0	0	0	0	7	0	38	5	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1	4	0	0	0	0	1	5	28	0	0	0	0	37	0	0	29	0	0	0	25	0	0	0	1	0	0	0	0	2	0	0	0	2
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	140	"AWI"	140	593	779	674	0	0	145	0	0	0	2	0	3	0	0	0	0	3	0	0	3	0	0	0	8	0	17	0	0	0	0	3	1	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0	2	4	35	0	0	0	0	19	0	0	12	0	0	0	28	0	0	0	0	0	0	2	0	0	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	145	"AWI"	145	608	793	691	0	0	224	0	0	0	1	0	2	0	0	0	0	5	0	1	0	0	0	0	3	0	6	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	2	3	0	0	0	0	1	0	16	0	0	0	0	19	0	0	41	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	150	"AWI"	150	619	816	710	0	0	130	0	0	0	0	5	3	0	0	0	0	2	0	0	0	0	0	0	3	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	4	30	0	0	0	1	14	0	1	22	0	0	0	54	2	0	0	0	0	0	0	0	0	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	155	"AWI"	155	635	829	728	0	0	87	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	72	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	0	1	3	42	0	0	0	0	19	0	2	30	0	0	0	20	0	0	0	1	0	0	0	0	1	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	160	"AWI"	160	647	853	747	1	0	44	2	16	0	1	0	3	0	1	0	0	4	0	0	0	0	0	0	5	0	115	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	49	0	0	0	0	12	0	3	22	0	0	0	12	1	0	0	0	0	0	0	1	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	165	"AWI"	165	667	864	766	0	0	64	1	0	0	1	0	4	0	0	0	1	3	0	0	0	0	0	0	3	0	120	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	5	64	0	0	0	0	27	0	0	15	0	0	11	17	1	0	0	0	0	0	0	0	2	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	170	"AWI"	170	679	884	785	0	0	48	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	9	0	112	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	2	49	0	0	0	0	19	0	1	11	0	0	0	14	0	0	0	1	0	0	0	0	1	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	175	"AWI"	175	704	894	804	0	0	45	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	108	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	109	0	0	0	1	16	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	180	"AWI"	180	719	911	823	0	0	47	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	5	0	100	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	4	84	0	0	0	0	22	0	0	3	0	0	0	6	0	0	0	2	0	0	0	0	1	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	185	"AWI"	185	740	925	842	0	0	94	2	0	0	0	0	9	0	0	0	0	1	0	1	2	0	0	0	7	0	44	4	0	0	0	4	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	6	85	0	0	0	0	11	0	1	5	0	0	0	10	0	0	0	2	0	0	0	0	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	190	"AWI"	190	755	942	862	0	0	69	2	0	0	1	0	4	0	1	0	0	1	0	0	0	1	0	0	7	0	52	4	0	0	0	5	1	0	0	0	1	0	0	0	1	0	0	2	0	0	2	0	1	7	103	0	0	0	0	16	0	2	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	195	"AWI"	195	776	964	885	0	0	49	2	0	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	8	0	67	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	1	10	89	0	0	0	0	10	0	1	6	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	200	"AWI"	200	789	1002	903	0	0	139	2	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	9	0	29	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	1	6	48	0	1	0	0	23	1	0	12	0	0	0	7	0	0	0	1	0	0	0	0	1	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	205	"AWI"	205	810	1032	926	0	0	219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	25	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	210	"AWI"	210	826	1078	946	0	0	200	2	0	2	2	0	12	0	0	0	0	1	0	0	0	0	0	0	5	0	18	3	0	0	0	4	2	0	0	0	1	0	0	0	1	0	1	1	0	0	3	0	0	3	13	0	0	0	1	23	0	1	3	0	1	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	215	"AWI"	215	848	1103	971	0	0	220	2	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	19	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8	0	0	0	0	27	0	0	1	0	0	0	2	1	0	0	1	0	0	0	2	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	220	"AWI"	220	863	1143	994	0	0	258	0	0	0	2	0	4	0	1	0	0	1	0	0	0	0	0	0	7	0	3	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	2	6	0	0	0	1	30	0	2	2	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	225	"AWI"	225	888	1169	1018	0	0	164	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	9	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	2	53	0	0	0	1	25	0	0	3	0	0	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	230	"AWI"	230	906	1200	1042	1	0	46	2	0	1	2	0	14	0	1	0	0	0	0	1	0	0	0	0	16	0	12	5	0	0	0	4	1	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	2	2	57	0	0	0	0	63	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	235	"AWI"	235	931	1227	1067	1	0	5	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	2	0	103	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	121	0	0	0	0	29	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	240	"AWI"	240	944	1264	1090	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	119	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	98	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	245	"AWI"	245	972	1291	1115	0	0	11	2	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	8	0	78	0	0	0	2	6	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	6	95	0	0	0	0	33	0	2	0	0	1	7	3	0	0	0	1	0	0	3	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	250	"AWI"	250	989	1335	1139	0	0	5	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	71	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	2	5	88	0	0	0	0	32	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	255	"AWI"	255	1012	1356	1164	1	0	7	2	8	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	11	0	60	5	0	0	2	14	2	0	0	0	0	0	0	10	2	0	11	2	0	0	1	0	2	8	46	0	0	0	1	72	0	1	0	0	2	9	4	0	0	0	1	0	1	6	1	2	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	260	"AWI"	260	1029	1391	1191	1	0	6	2	4	0	1	0	4	0	2	0	0	3	0	0	0	0	0	0	5	0	42	0	0	0	0	21	0	0	0	0	0	0	2	0	2	0	5	0	0	0	2	0	2	5	95	0	0	0	1	70	0	2	1	0	2	5	6	0	0	0	2	0	0	7	1	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	265	"AWI"	265	1053	1422	1229	1	2	7	2	3	0	2	0	2	0	2	0	1	0	0	2	0	0	0	0	6	0	42	5	0	0	0	40	2	0	0	0	0	2	2	3	2	1	15	2	0	0	2	0	2	3	40	0	0	0	0	80	0	5	1	0	0	0	7	0	0	0	0	0	0	3	0	4	0	1	0	2
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	270	"AWI"	270	1077	1465	1258	2	1	18	2	4	1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	5	0	67	3	0	0	2	37	2	0	0	0	1	2	0	4	2	2	9	1	0	0	2	0	2	2	36	0	0	0	0	84	0	0	0	0	0	0	4	0	0	0	2	0	0	3	1	5	0	0	0	2
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	275	"AWI"	275	1148	1507	1324	0	2	16	2	0	0	1	0	6	0	2	0	0	1	0	0	0	0	0	0	18	0	70	4	0	0	0	36	2	0	0	1	1	0	1	0	2	1	24	0	0	0	0	0	2	2	53	0	0	0	1	90	0	4	0	0	0	0	6	0	0	0	2	0	1	7	2	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	280	"AWI"	280	1188	1601	1389	2	2	18	3	0	2	2	0	13	0	2	0	0	2	0	0	0	0	0	0	12	0	85	6	0	0	0	34	2	0	0	0	1	0	0	3	2	0	8	0	0	0	2	0	2	2	29	0	0	0	2	77	1	0	1	0	0	0	4	0	0	0	1	0	1	2	2	2	0	0	0	2
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	285	"AWI"	285	1281	1641	1461	0	1	21	2	4	2	1	0	8	0	0	0	0	2	0	0	0	0	0	0	25	0	90	5	0	0	0	23	4	0	0	0	2	0	1	0	2	0	4	1	0	0	3	0	1	1	9	0	0	0	0	83	0	0	0	0	0	0	9	0	0	0	2	0	0	3	1	3	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	290	"AWI"	290	1331	1707	1537	1	1	16	0	0	2	1	0	19	0	0	0	0	0	0	0	0	0	0	0	33	0	60	3	0	0	0	27	6	0	2	0	1	0	0	0	1	0	2	0	0	0	2	0	2	2	22	0	0	0	1	96	0	1	0	0	3	4	0	0	0	0	1	0	0	2	0	4	0	1	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	295	"AWI"	295	1472	1747	1604	0	0	22	2	0	1	2	0	32	0	0	0	0	0	0	0	0	0	0	0	34	0	33	3	0	0	0	11	6	0	0	0	0	0	0	0	3	1	12	0	0	0	1	0	2	2	10	0	0	0	0	114	0	0	2	0	0	0	2	0	0	0	2	0	0	3	0	2	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	300	"AWI"	300	1542	1836	1676	1	1	11	1	0	2	2	0	30	0	2	0	0	2	0	0	0	0	0	0	27	0	56	0	0	0	0	12	5	0	0	0	0	0	0	3	2	0	7	0	0	1	1	0	2	2	0	0	0	0	0	88	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	305	"AWI"	305	1601	1922	1745	0	0	12	2	2	2	0	0	6	0	0	0	0	2	0	0	0	0	0	0	6	0	86	3	0	0	0	7	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	2	44	0	0	0	0	92	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	310	"AWI"	310	1631	2077	1809	1	0	11	2	6	2	2	0	5	0	1	0	0	0	0	0	0	0	0	1	6	0	48	4	0	0	0	6	1	0	0	0	1	0	0	6	0	0	18	0	0	0	0	0	2	3	59	0	0	0	1	79	0	6	0	0	0	0	1	0	0	0	2	0	0	2	0	2	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	321	"AWI"	321	1735	2273	1968	0	0	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	1	0	0	0	0	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
16104	24869	"Marais de Mazerolles"	47.35806	-1.47861	330	"AWI"	330	1822	2413	2101	0	0	4	2	15	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	5	0	62	0	0	0	0	6	2	0	0	0	1	0	0	0	2	0	5	0	0	0	0	0	2	2	61	0	0	0	0	43	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0
