"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
14501	22714	"Labradillos mire"	40.34489	-4.57065	15	"AWI"	15	-126	55	-53	1.10497237569061	0	0.736648250460405	0.184162062615101	0.368324125230203	0	0	0	0.184162062615101	0	0.368324125230203	0	0.552486187845304	0.184162062615101	0	0	1.28913443830571	0	1.65745856353591	0	0	0	0.552486187845304	0	0	0.184162062615101	31.6758747697974	3.49907918968692	41.4364640883978	0.552486187845304	0	4.23572744014733	0.736648250460405	0	0	0	8.65561694290976	0	1.28913443830571	0	0.184162062615101	0	0	0.368324125230203	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	20	"AWI"	20	-56	316	132	2.04841713221601	0	1.11731843575419	0	0.74487895716946	0	0	0	0.186219739292365	0	0	0	0.74487895716946	0.558659217877095	0.74487895716946	0	1.30353817504655	0	1.30353817504655	0.931098696461825	0	0	0.931098696461825	0	0	1.30353817504655	7.82122905027933	0	65.9217877094972	0	0.186219739292365	5.95903165735568	0	0	0	0	7.07635009310987	0.37243947858473	0	0	0.186219739292365	0	0.186219739292365	0.37243947858473	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	25	"AWI"	25	46	519	304	2.01465201465201	0	0.915750915750916	0.183150183150183	1.0989010989011	0	0	0.183150183150183	0.732600732600733	0	0	0.183150183150183	1.64835164835165	0.915750915750916	0	0	2.38095238095238	0	2.38095238095238	0	0	0.183150183150183	0.183150183150183	0	0	0.732600732600733	12.0879120879121	0	55.3113553113553	0.183150183150183	0	5.31135531135531	1.28205128205128	0	0.183150183150183	0.183150183150183	10.4395604395604	0.366300366300366	0	0	0	0	0.183150183150183	0.732600732600733	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	30	"AWI"	30	309	613	504	1.19047619047619	0	1.19047619047619	0	1.19047619047619	0	26.1904761904762	0	0.595238095238095	0	5.95238095238095	0	8.33333333333333	1.19047619047619	0	0	6.54761904761905	2.38095238095238	2.97619047619048	1.19047619047619	0	0	1.78571428571429	0	0	0.595238095238095	7.73809523809524	0	0	0	0	10.1190476190476	0	0	0	0	17.2619047619048	0	0	0	0	0	0	3.57142857142857	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	35	"AWI"	35	414	710	577	5.14285714285714	0	2.85714285714286	0	5.14285714285714	0	0	0	0.571428571428571	0	1.71428571428571	0	3.42857142857143	2.28571428571429	0	0	3.42857142857143	0	5.71428571428571	0	0	0	1.71428571428571	0	0	0.571428571428571	22.2857142857143	0	0	0	0	12.5714285714286	0	0	0	0	26.2857142857143	1.14285714285714	1.14285714285714	0	0.571428571428571	0.571428571428571	0.571428571428571	2.28571428571429	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	40	"AWI"	40	570	782	657	1.95694716242661	0	0.782778864970646	0	0.978473581213307	0.195694716242661	0	0.391389432485323	0.391389432485323	0	0.587084148727984	0	0.587084148727984	0	0	0	1.76125244618395	1.17416829745597	1.95694716242661	0.195694716242661	0	0	0	0.195694716242661	0.195694716242661	0.195694716242661	5.47945205479452	1.17416829745597	72.9941291585127	0	0	3.52250489236791	0	0	0	0	5.0880626223092	0.195694716242661	0	0	0	0	0	0	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	42	"AWI"	42	596	807	683	1.23456790123457	0.17636684303351	0.529100529100529	0	0.529100529100529	0	0	0	0.881834215167548	0	0.352733686067019	0	0.881834215167548	1.41093474426808	1.58730158730159	0	0.705467372134039	0	0.881834215167548	0	0	0	1.05820105820106	0	0	0.17636684303351	9.87654320987654	0	61.0229276895944	0	0	2.29276895943563	1.05820105820106	0.17636684303351	0	0.17636684303351	10.9347442680776	0.352733686067019	0	0	0	0.17636684303351	0.17636684303351	3.35097001763668	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	45	"AWI"	45	611	868	723	0.793650793650794	0	0.992063492063492	0	1.98412698412698	0	0	0	0.396825396825397	0	0.595238095238095	0	1.58730158730159	0.198412698412698	0	0	1.58730158730159	1.19047619047619	1.38888888888889	0.198412698412698	0	0	0.198412698412698	0.198412698412698	0	0	3.76984126984127	0	72.8174603174603	0	0	2.97619047619048	0	0	0	0.198412698412698	7.93650793650794	0.198412698412698	0	0	0	0.198412698412698	0.198412698412698	0.396825396825397	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	50	"AWI"	50	659	948	788	2.75590551181102	0	0.984251968503937	0	1.96850393700787	0	0	0.196850393700787	0.393700787401575	0	0.196850393700787	0	1.37795275590551	0.196850393700787	0	0	4.52755905511811	0	0.590551181102362	0	0	0	0.590551181102362	0	0	0.78740157480315	7.08661417322835	2.75590551181102	59.251968503937	0	0	5.70866141732284	0	0	0	0.196850393700787	8.66141732283465	0.196850393700787	0.393700787401575	0	0	0.78740157480315	0	0.393700787401575	0
14501	22714	"Labradillos mire"	40.34489	-4.57065	53	"AWI"	53	695	980	826	6.5989847715736	0.50761421319797	2.03045685279188	0.50761421319797	4.56852791878173	0	0	0.50761421319797	0.50761421319797	0	2.03045685279188	0	3.04568527918782	0.50761421319797	0	0	7.61421319796954	4.06091370558376	4.06091370558376	1.52284263959391	0	0	0	0	0	0	22.3350253807107	0	0	0	0	18.7817258883249	0	0	0	0.50761421319797	17.258883248731	1.01522842639594	0	0	0.50761421319797	0.50761421319797	0	1.01522842639594	0
