"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3381	40572	"Rotsee"	47.07556	8.32556	880	"AWI"	880	13812	14619	14186	0	0	0	10	6	0	44	0	64	6	0	0	0	3	26	0	61	1	0	0	0	0	0	0	0	0	93	0	0	0	1	0	8	0	153	0	0	0	6	0	1	2	18	0	2	15	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	885	"AWI"	885	13830	14716	14226	0	0	0	5	3	0	37	0	72	1	0	0	0	0	18	0	47	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	151	0	0	0	7	0	1	1	4	0	1	6	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	890	"AWI"	890	13846	14818	14263	0	0	0	5	3	0	41	0	94	6	0	0	0	0	22	0	77	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	103	0	0	0	3	0	1	2	15	0	4	9	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	900	"AWI"	900	13927	14932	14358	0	0	0	5	4	0	41	0	91	0	0	0	0	0	39	0	84	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	5	0	165	0	0	0	4	0	2	0	3	0	3	12	0	1	1	0
3381	40572	"Rotsee"	47.07556	8.32556	905	"AWI"	905	13953	14989	14405	0	0	1	8	4	0	69	0	43	1	0	0	0	4	30	0	79	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	0	135	0	0	0	6	0	2	2	5	0	1	8	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	910	"AWI"	910	13979	15078	14450	0	0	0	8	2	0	67	0	13	0	0	0	0	4	26	0	64	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	73	0	0	0	6	0	2	1	5	0	0	12	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	915	"AWI"	915	14002	15155	14494	1	0	0	7	1	0	95	0	13	1	0	0	0	0	44	0	51	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	7	0	95	5	0	0	10	0	2	3	10	0	4	11	0	0	1	0
3381	40572	"Rotsee"	47.07556	8.32556	920	"AWI"	920	14026	15254	14536	0	0	0	16	0	0	132	0	13	1	0	0	0	11	86	0	70	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	23	0	92	0	0	0	11	0	4	2	10	0	8	19	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	925	"AWI"	925	14069	15298	14588	0	0	0	9	0	0	66	0	3	1	0	0	0	10	40	0	43	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	21	0	43	0	0	0	1	0	0	2	4	0	0	6	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	930	"AWI"	930	14106	15354	14636	1	0	0	7	0	0	31	0	1	2	0	0	0	0	3	0	35	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	42	0	0	0	5	0	2	1	4	0	1	1	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	950	"AWI"	950	14225	15618	14831	0	0	0	1	0	0	2	0	3	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	970	"AWI"	970	14366	15850	15022	2	0	0	13	2	0	29	0	4	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	13	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	990	"AWI"	990	14529	16078	15208	3	0	1	6	1	0	28	0	3	2	0	0	0	0	2	0	41	1	6	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	23	0	0	0	7	0	0	1	1	0	2	4	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1010	"AWI"	1010	14677	16302	15400	7	0	2	8	0	0	31	0	8	0	0	0	0	0	2	0	40	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	16	0	40	0	0	0	8	0	2	0	1	0	2	3	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1030	"AWI"	1030	14823	16493	15599	11	0	3	11	2	0	39	0	20	0	0	0	0	0	3	0	28	0	3	0	0	0	0	0	0	0	2	0	0	0	0	6	27	0	45	0	0	0	18	0	3	4	1	0	1	3	0	1	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1050	"AWI"	1050	14999	16664	15786	11	0	5	6	0	0	21	0	16	1	0	0	0	0	5	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	29	0	42	0	0	0	7	0	1	0	1	0	0	1	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1090	"AWI"	1090	15335	17038	16174	13	0	7	6	0	0	30	0	31	1	0	0	0	0	1	0	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	26	0	39	0	0	0	13	0	1	2	1	0	0	1	0	1	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1130	"AWI"	1130	15725	17420	16566	1	0	1	5	0	0	25	0	12	1	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	50	0	0	0	11	0	2	1	1	0	0	2	0	0	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1170	"AWI"	1170	16091	17805	16951	2	0	8	9	2	0	40	0	24	1	0	0	0	0	5	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	37	0	46	0	0	0	18	0	0	1	1	0	0	2	1	1	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1210	"AWI"	1210	16539	18108	17343	0	0	0	6	0	0	20	0	6	0	0	0	0	0	2	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	77	0	0	0	6	0	3	2	1	0	0	1	0	1	0	0
3381	40572	"Rotsee"	47.07556	8.32556	1250	"AWI"	1250	17007	18485	17709	3	0	2	18	3	0	67	0	16	0	0	0	0	0	5	0	20	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	37	0	68	0	0	0	13	0	1	4	1	3	0	3	0	1	3	3
