"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	0	"AWI"	0	-75	95	2	0	0	0	0	2.10280373831776	0	0.700934579439252	0	0.934579439252336	0.700934579439252	0	0	0	0	0.934579439252336	0	0.700934579439252	0	70.7943925233645	0	0	0	0	0	2.80373831775701	0	0.467289719626168	0	0	0.467289719626168	0	0	0	0	13.785046728972	0	0	0	0	0.233644859813084	0	1.4018691588785	0	0	0	2.80373831775701	0.233644859813084	0	0	0	0.700934579439252	0	0	0.233644859813084	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	20	"AWI"	20	77	1989	755	1.02249488752556	0	3.68098159509202	0	1.02249488752556	0	5.11247443762781	2.65848670756646	1.43149284253579	0.204498977505113	0	0.204498977505113	0	0	1.6359918200409	0	0.204498977505113	0	35.9918200408998	0	0	0	0.613496932515337	0	0.204498977505113	0	1.43149284253579	1.43149284253579	0	0.81799591002045	0	0	0	0	13.0879345603272	21.2678936605317	0	0	0.204498977505113	0	0	1.6359918200409	0	0	0.408997955010225	4.9079754601227	0	0	0	0	0	0	0	0.613496932515337	0.204498977505113
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	40	"AWI"	40	563	3059	1563	0.245098039215686	0.245098039215686	20.4656862745098	0.490196078431373	0.245098039215686	0	3.06372549019608	0	3.18627450980392	0	0	0	0	0	0.122549019607843	0	4.04411764705882	0	20.7107843137255	0	0	0	0.367647058823529	0.122549019607843	0	0.122549019607843	0	0	0	0.857843137254902	0	0	0	0	24.0196078431373	16.9117647058824	0	0	0	0	0.122549019607843	2.69607843137255	0	0	0	0.857843137254902	0.245098039215686	0	0	0	0.122549019607843	0	0.612745098039216	0.122549019607843	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	50	"AWI"	50	784	3272	2049	1.28865979381443	0	11.0824742268041	0	1.80412371134021	0	1.03092783505155	0	5.41237113402062	0	0	0.257731958762887	0	0	0	0	1.80412371134021	0	28.3505154639175	0	0	0	0.515463917525773	0	0	0	0	3.8659793814433	0	1.03092783505155	0	0	0	0	17.7835051546392	21.3917525773196	0	0	0	0	0	2.57731958762887	0	0	0	1.28865979381443	0	0	0	0	0	0	0.515463917525773	0	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	60	"AWI"	60	1035	3573	2485	1.91204588910134	0	7.07456978967495	0.191204588910134	0.573613766730402	0	2.67686424474187	0	2.29445506692161	0	0	0	0	0	0	0	0.573613766730402	0	23.3269598470363	0.191204588910134	0	0	0.382409177820268	0.382409177820268	0	0	0	0	0	1.33843212237094	0	0.191204588910134	0	0	23.3269598470363	29.6367112810707	0	0	0	0	0	2.86806883365201	0	0	0	2.29445506692161	0.382409177820268	0	0	0	0	0	0	0.382409177820268	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	70	"AWI"	70	1938	3646	2899	1.82926829268293	0	5.48780487804878	0	0.40650406504065	0	0.203252032520325	0	2.84552845528455	0	0	0.203252032520325	0	0	0	0	1.01626016260163	0	47.5609756097561	0	0	0	0.40650406504065	0	0	0	0.203252032520325	1.01626016260163	0	1.42276422764228	0	0	0	0	11.5853658536585	18.4959349593496	0	0	0	0	0	1.42276422764228	0	0	0	1.01626016260163	0	3.65853658536585	0	0	0	0	0.203252032520325	0.203252032520325	0.813008130081301
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	80	"AWI"	80	2778	3762	3325	1.41732283464567	0.15748031496063	3.77952755905512	0	0.31496062992126	0	0	0	1.41732283464567	0	0	0	0	0	0.31496062992126	0	0.47244094488189	0	25.6692913385827	0	0	0	0.31496062992126	0	0	0	0	0	0	1.25984251968504	0	0	0	0	29.1338582677165	33.0708661417323	0	0	0	0	0	1.5748031496063	0	0	0	0.62992125984252	0.15748031496063	0	0	0	0.15748031496063	0	0.15748031496063	0	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	90	"AWI"	90	3323	3973	3695	1.65837479270315	0.165837479270315	9.95024875621891	0.165837479270315	0.165837479270315	0	0.497512437810945	0	2.32172470978441	0.165837479270315	0	0	0	0	0	0	1.82421227197347	0	39.1376451077944	0	0	0	0.497512437810945	0	0	0	0	0.829187396351575	0	1.32669983416252	0	0	0	0	13.1011608623549	25.0414593698176	0	0	0	0	0	1.82421227197347	0	0	0	0.165837479270315	0.497512437810945	0	0	0	0	0	0.66334991708126	0	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	100	"AWI"	100	3429	4053	3785	3.20121951219512	0.304878048780488	8.07926829268293	0	0	0	0.152439024390244	0	2.4390243902439	0	0.457317073170732	0	0	0	0.152439024390244	0	0.457317073170732	0	21.1890243902439	0	0	0	0.304878048780488	0	0	0	0	0.152439024390244	0	1.52439024390244	0	0	0	0	23.0182926829268	35.8231707317073	0	0	0	0	0	1.67682926829268	0	0	0	0.609756097560976	0.152439024390244	0	0	0	0.152439024390244	0	0.152439024390244	0	0
15805	24300	"Greicheralp Riederalp"	46.37972	8.03028	110	"AWI"	110	3507	4187	3873	1.73310225303293	0.519930675909879	16.9844020797227	0	1.73310225303293	0	0.519930675909879	0	6.75909878682842	0.519930675909879	0	0.173310225303293	0	0	0	0	1.90641247833622	0	23.5701906412478	0	0	0	0.173310225303293	0	0	0	0	0.866551126516464	0	1.73310225303293	0	0	0	0.173310225303293	8.66551126516464	29.6360485268631	0	0	0	0	0	0.693240901213172	0	0	0	1.38648180242634	1.38648180242634	0	0	0	0.519930675909879	0	0.173310225303293	0	0.173310225303293
