"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16314	25308	"Sources de l'Yonne"	46.95639	4.01	0	"AWI"	0	-148	9	-64	0.735294117647059	0	0	2.20588235294118	1.47058823529412	1.47058823529412	0	2.20588235294118	0	2.94117647058824	3.67647058823529	0	0	0	0	0	6.61764705882353	0	6.61764705882353	2.20588235294118	0	1.47058823529412	0	5.14705882352941	0	1.47058823529412	0	0	0	0	0	0	0	0	0	0	1.47058823529412	0	0.735294117647059	11.0294117647059	0	0	0	0	0	0	0	4.41176470588235	0	0.735294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0.735294117647059	41.9117647058824	0.735294117647059	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	4	"AWI"	4	-101	124	-6	1.34529147982063	0.448430493273543	0	5.38116591928251	0.448430493273543	0.448430493273543	0	0	0	9.86547085201794	1.34529147982063	0	0	0	0	0	4.48430493273543	0	12.5560538116592	8.07174887892377	0	0	0	21.52466367713	0	1.79372197309417	0	0	0	0	0	0	0	0	0	0	6.72645739910314	0	0.896860986547085	6.2780269058296	0	0	0	0	0	0	0.448430493273543	13.9013452914798	0	0	0	0	0	2.24215246636771	0	0	0.448430493273543	0	0	0	0	0	0.448430493273543	0.896860986547085	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	8	"AWI"	8	-60	215	56	0	0.401606425702811	0	4.81927710843374	0.401606425702811	1.20481927710843	0	0	0	4.41767068273092	0.401606425702811	0	0	0	0	0	1.20481927710843	0	13.6546184738956	6.82730923694779	32.1285140562249	0.803212851405622	0	13.2530120481928	0	0.401606425702811	0	0	0.401606425702811	0	0.401606425702811	0.401606425702811	0	0	0	0	2.40963855421687	0	0.803212851405622	3.6144578313253	0	0	0.401606425702811	0	0	0	0	8.83534136546185	0	0	0	0	0	0.803212851405622	0	0.401606425702811	0	0	0.803212851405622	0	0	0	0	0.803212851405622	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	12	"AWI"	12	-20	298	119	0.279329608938547	0	0.279329608938547	3.91061452513966	0	1.11731843575419	0	0.279329608938547	0	3.07262569832402	0.837988826815642	0	0	0	0	0	2.23463687150838	0.279329608938547	3.91061452513966	8.37988826815642	0	0	0	15.9217877094972	0	0	0	0.279329608938547	0	0	0.279329608938547	0	0	0	0	0	1.67597765363128	0	0.279329608938547	2.79329608938547	0	43.854748603352	0.279329608938547	0	0	0	0	9.21787709497207	0	0	0	0.279329608938547	0	0	0	0	0.279329608938547	0	0	0	0	0	0.279329608938547	0	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	16	"AWI"	16	23	373	182	0	0	0	3.49344978165939	0.873362445414847	3.05676855895197	0	0.436681222707424	0	3.93013100436681	0.873362445414847	0	0	0	0	0	3.05676855895197	0.873362445414847	5.67685589519651	26.6375545851528	0	0	0	17.9039301310044	0	0.436681222707424	0	0	0	0	0.436681222707424	1.31004366812227	0	0	0	0.436681222707424	1.74672489082969	1.31004366812227	0	1.31004366812227	0	0	0	0	0	0	0	21.3973799126638	0	0	0	1.74672489082969	0	1.74672489082969	0	0.436681222707424	0.873362445414847	0	0	0	0	0	0	0	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	20	"AWI"	20	71	436	246	0	0	0	5.06666666666667	0	3.73333333333333	0	0	0	3.73333333333333	0.8	0	0	0	0	0	1.33333333333333	0.266666666666667	5.33333333333333	25.0666666666667	0.533333333333333	0	0	19.4666666666667	0.533333333333333	0	0	0	0	0	0.533333333333333	0.533333333333333	0	0	0.266666666666667	0	3.73333333333333	0.533333333333333	0	2.13333333333333	0	0	0.266666666666667	0	0	0	0.266666666666667	19.4666666666667	0	0	0	0	4.53333333333333	0.533333333333333	0	0	0.8	0	0	0	0	0	0	0.533333333333333	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	24	"AWI"	24	130	484	311	0	0	0	3.78548895899054	0	3.78548895899054	0	0.946372239747634	0	5.36277602523659	0.630914826498423	0	0	0	0	0	1.57728706624606	0.946372239747634	5.36277602523659	21.7665615141956	0	0	0	28.391167192429	0	0	0	0	0	0	0.315457413249211	1.89274447949527	0	0	0	0	1.57728706624606	0	0	0.946372239747634	0	0	0	0	0	0	0	18.6119873817035	0	0	0	0	0	2.20820189274448	0	0	0.946372239747634	0	0	0	0	0	0.315457413249211	0.630914826498423	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	28	"AWI"	28	188	534	376	0	0	0	3.35429769392034	0	2.51572327044025	0	1.0482180293501	0	2.30607966457023	0.628930817610063	0	0	0	0.628930817610063	0	1.88679245283019	0.419287211740042	1.88679245283019	23.2704402515723	0	0	0	42.9769392033543	0	0	0	0	0	0	0.209643605870021	0.209643605870021	0	0	0	0	2.30607966457023	0.419287211740042	0	1.25786163522013	0	0	0	0	0.209643605870021	0	0	12.7882599580713	0	0	0	1.25786163522013	0	0.209643605870021	0	0	0	0	0	0	0	0	0	0	0	0.209643605870021
16314	25308	"Sources de l'Yonne"	46.95639	4.01	32	"AWI"	32	257	585	441	0.167224080267559	0	0	5.01672240802676	0.167224080267559	1.17056856187291	0	0.167224080267559	0	4.34782608695652	0.167224080267559	0	0	0	0	0	2.17391304347826	0.836120401337793	4.8494983277592	15.3846153846154	0	0	0	44.8160535117057	0	0	0	0	0	0	0.334448160535117	0.501672240802676	0	0.334448160535117	0	0.334448160535117	2.0066889632107	0	0	1.33779264214047	0	0	0	0	0	0	0	13.0434782608696	0	0	0	1.33779264214047	0	0.501672240802676	0	0.167224080267559	0.167224080267559	0	0	0	0	0	0.167224080267559	0.167224080267559	0	0.334448160535117
16314	25308	"Sources de l'Yonne"	46.95639	4.01	36	"AWI"	36	325	633	505	0	0	0	7.96178343949045	0	0.955414012738854	0	0	0	4.45859872611465	0.318471337579618	0	0	0	0	0	0	1.27388535031847	10.828025477707	15.6050955414013	0	0	0	37.8980891719745	0	0	0	0	0	0	0.636942675159236	0.636942675159236	0	0	0	0	2.22929936305732	0	0	1.91082802547771	0	0	0	0	0	0	0	12.7388535031847	0	0	0	0	0	0.636942675159236	0	0	0.955414012738854	0	0	0.318471337579618	0	0	0	0.318471337579618	0	0.318471337579618
16314	25308	"Sources de l'Yonne"	46.95639	4.01	40	"AWI"	40	402	677	571	0	0	0	3.64145658263305	0.280112044817927	1.40056022408964	0	0	0	3.64145658263305	0	0	0	0	0	0	1.96078431372549	1.12044817927171	3.92156862745098	19.327731092437	0	0	0	49.859943977591	0	0	0	0	0	0	1.40056022408964	0	0	0	0	0	0.560224089635854	0	0	1.12044817927171	0	0	0	0	0	0	0	9.2436974789916	0	0	0	0.280112044817927	0	0.280112044817927	0	0	1.12044817927171	0	0	0	0.280112044817927	0	0	0.560224089635854	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	44	"AWI"	44	517	712	628	0	0	0	2.92397660818713	0	0.584795321637427	0	0.292397660818713	0	10.5263157894737	0	0	0	0	0.584795321637427	0	0.292397660818713	0	8.7719298245614	7.89473684210526	0	0	0	50.5847953216374	0	0.292397660818713	0	0	0	0	0.292397660818713	0.584795321637427	0	0	0	0	0.87719298245614	0	0	0.584795321637427	0	0	0	0	0.584795321637427	0	0	12.280701754386	0	0	0	0	0	0.292397660818713	0	0	0.292397660818713	0	0	0.292397660818713	0	0	0.292397660818713	0.87719298245614	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	48	"AWI"	48	612	805	714	0	0	0	3.97877984084881	0.26525198938992	0	0	0	0	15.9151193633952	0.26525198938992	0.26525198938992	0	0	0	0	0	0	13.7931034482759	14.5888594164456	0	0	0	35.5437665782493	0	0.530503978779841	0	0	0	0	0.26525198938992	0.530503978779841	0	0	0	0	0.530503978779841	0.26525198938992	0.26525198938992	0.26525198938992	0	0	0	0	0	0	0	7.42705570291777	0	0	0	1.06100795755968	0	3.44827586206897	0	0	0	0	0	0	0	0	0.26525198938992	0.530503978779841	0	0
16314	25308	"Sources de l'Yonne"	46.95639	4.01	52	"AWI"	52	723	929	815	0.244498777506112	0	0	3.42298288508557	0	0.488997555012225	0	0.733496332518337	0	36.919315403423	0.244498777506112	0	0	0	0	0	0	0	20.0488997555012	3.17848410757946	0	0	0	23.4718826405868	0	0	0	0	0	0	0	0.244498777506112	0	0	0	0	0.488997555012225	0	0	0.244498777506112	0	0	0	0	0	0	0.244498777506112	6.84596577017115	0	0	0	0.97799511002445	0	0.488997555012225	0	0	0	0	0.733496332518337	0.488997555012225	0	0	0.244498777506112	0.244498777506112	0	0
