"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cupressus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Tilia"	"Ulmus"	"Violaceae"
15937	24555	"Lann Vihan"	47.34694	-2.86444	5	"AWI"	5	-51	121	38	0	9	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8	45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	188	0	0	1	0	8	0	0	1	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	10	"AWI"	10	-30	190	78	0	49	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	15	187	4	0	0	0	0	0	0	2	0	0	0	0	0	0	30	0	0	64	0	0	1	0	3	0	3	6	0	0	0	0	0	1	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	15	"AWI"	15	-15	269	118	0	72	0	9	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	22	0	0	0	0	1	0	15	0	0	5	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	45	"AWI"	45	263	490	362	0	34	0	2	1	0	0	0	1	0	2	2	0	0	0	0	0	1	0	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	63	0	0	2	0	108	0	0	1	3	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	50	"AWI"	50	290	504	386	1	57	0	3	0	3	0	44	2	0	4	3	0	0	0	3	0	0	1	0	6	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	1	102	0	0	4	0	159	1	0	6	0	0	0	1	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	55	"AWI"	55	314	520	412	1	33	0	4	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	30	1	51	0	0	0	0	108	0	0	1	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	60	"AWI"	60	334	544	439	0	35	0	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	2	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	37	0	49	0	0	1	0	95	0	0	1	3	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	66	"AWI"	66	348	583	468	0	76	0	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	68	0	0	10	0	132	0	3	1	4	0	0	0	1	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	73	"AWI"	73	399	599	495	1	46	0	2	0	2	0	0	2	1	2	1	2	0	0	2	0	4	1	0	22	2	0	0	0	1	0	0	1	1	2	1	1	0	0	1	0	0	103	0	0	8	0	72	1	2	4	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	87	"AWI"	87	487	639	542	1	25	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	92	0	0	4	0	6	0	0	1	2	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	91	"AWI"	91	558	705	613	0	41	0	10	0	0	0	0	3	0	2	0	0	0	0	0	0	1	2	0	63	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	115	0	0	6	0	13	0	1	2	9	0	0	0	3	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	95	"AWI"	95	695	856	766	2	34	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	98	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	0	111	0	0	4	0	1	1	2	5	9	2	0	0	4	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	100	"AWI"	100	851	1058	946	1	26	0	4	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	36	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	2	116	0	0	1	0	12	0	1	3	5	1	0	0	0	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	105	"AWI"	105	1001	1275	1126	2	8	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	2	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	110	"AWI"	110	1147	1496	1304	1	1	0	1	8	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	72	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	137	0	0	7	0	3	0	0	5	0	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	115	"AWI"	115	1291	1602	1425	1	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	56	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	140	0	0	1	0	2	0	0	3	0	13	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	120	"AWI"	120	1410	1672	1523	10	2	0	1	0	0	0	0	5	0	3	0	0	0	0	0	0	9	0	0	55	0	0	0	0	3	0	0	1	0	0	1	0	1	1	0	0	0	162	0	0	13	1	12	0	0	4	0	1	0	0	6	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	125	"AWI"	125	1480	1755	1625	4	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	1	101	0	0	7	0	32	0	0	2	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	130	"AWI"	130	1527	1877	1729	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	3	0	30	0	0	0	0	3	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	135	"AWI"	135	1576	1991	1816	1	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	1	0	34	0	0	5	3	0	0	0	1	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	140	"AWI"	140	1665	2010	1856	6	5	0	4	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	10	0	49	0	0	3	4	0	0	2	0	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	145	"AWI"	145	1728	2034	1898	1	3	0	1	0	0	0	0	1	0	4	1	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	84	0	0	5	0	58	0	0	0	0	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	150	"AWI"	150	1768	2073	1940	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	94	0	0	0	0	65	0	0	1	0	4	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	155	"AWI"	155	1800	2134	1981	3	1	0	4	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	84	0	0	10	0	31	0	0	0	7	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	160	"AWI"	160	1835	2167	2009	0	10	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	3	0	73	0	0	0	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	165	"AWI"	165	1865	2184	2033	1	15	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	116	0	0	6	0	37	0	0	1	0	5	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	170	"AWI"	170	1890	2208	2058	1	10	0	3	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	27	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	117	0	0	10	0	25	0	0	0	2	3	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	175	"AWI"	175	1909	2237	2082	1	14	0	7	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	25	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	45	1	128	0	0	7	0	31	0	0	3	2	5	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	180	"AWI"	180	1936	2273	2107	2	19	0	10	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	14	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	31	1	118	0	0	3	0	37	0	0	6	0	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	185	"AWI"	185	1977	2285	2131	1	25	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	130	0	0	6	0	37	0	0	4	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	190	"AWI"	190	2007	2298	2155	1	18	0	10	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	133	0	0	6	0	28	0	0	2	0	4	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	195	"AWI"	195	2029	2317	2179	3	4	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	3	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	23	0	131	0	0	7	0	22	0	0	1	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	200	"AWI"	200	2046	2352	2204	0	13	0	4	0	1	0	42	4	0	4	0	0	0	0	0	0	2	0	0	35	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	76	0	0	8	0	29	0	0	0	0	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	205	"AWI"	205	2070	2391	2227	1	26	0	9	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	27	2	116	0	0	3	0	52	0	0	1	2	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	210	"AWI"	210	2086	2436	2249	3	14	0	16	1	3	0	0	4	0	0	0	0	0	0	0	2	4	0	0	119	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	115	0	0	4	0	11	0	2	4	2	0	0	0	4	1	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	214	"AWI"	214	2098	2481	2263	4	14	0	18	0	1	1	0	4	0	1	0	0	0	3	0	0	2	0	0	74	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	110	0	0	8	0	13	0	2	5	3	0	0	0	2	1	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	218	"AWI"	218	2110	2531	2277	2	26	0	8	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	2	109	0	0	1	0	34	0	0	3	0	4	0	0	0	1	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	224	"AWI"	224	2129	2610	2298	3	29	0	4	0	0	0	0	1	0	2	1	0	0	0	0	0	9	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	1	0	13	0	0	0	0	3	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	227	"AWI"	227	2147	2620	2312	3	24	0	3	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	34	0	0	0	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	230	"AWI"	230	2165	2631	2326	3	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	3	0	0	86	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	86	0	0	17	0	10	1	0	5	3	1	0	0	1	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	235	"AWI"	235	2184	2657	2349	4	7	0	2	2	0	0	0	2	0	1	1	0	0	0	0	0	4	0	0	30	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	12	2	140	0	0	3	0	18	0	0	3	0	1	0	0	0	0	0	1
15937	24555	"Lann Vihan"	47.34694	-2.86444	240	"AWI"	240	2201	2689	2377	1	1	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	27	1	103	0	0	0	0	29	0	0	1	0	13	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	245	"AWI"	245	2216	2742	2399	1	28	2	3	0	1	0	0	0	0	5	0	0	0	0	0	0	2	0	0	48	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	120	0	0	8	1	44	0	0	9	5	0	0	0	1	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	250	"AWI"	250	2328	2886	2558	1	16	0	9	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	21	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	31	1	127	0	0	4	0	39	0	0	3	0	9	0	0	0	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	255	"AWI"	255	2385	3067	2746	3	25	0	4	0	2	0	0	1	0	8	1	0	0	0	0	0	4	0	0	86	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	79	0	0	13	0	29	0	1	6	0	1	0	0	4	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	260	"AWI"	260	2427	3281	2907	1	32	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	16	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	21	1	0	0	0	4	0	70	0	0	1	0	1	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	265	"AWI"	265	2469	3535	3057	3	23	0	3	0	0	0	0	3	0	4	0	0	0	0	0	0	4	0	0	57	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	142	0	0	9	0	31	0	4	3	0	0	0	0	3	1	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	270	"AWI"	270	2615	3700	3207	5	18	0	3	0	0	0	0	1	0	5	0	0	0	0	0	0	2	0	0	77	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	101	0	0	16	0	14	0	1	7	0	2	0	0	7	0	2	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	285	"AWI"	285	3430	3848	3640	2	5	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	4	0	0	69	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	18	1	128	0	0	8	0	2	0	0	10	0	4	0	0	0	0	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	290	"AWI"	290	3564	4020	3788	4	8	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	72	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	14	1	128	0	0	8	0	7	0	0	6	0	4	0	0	0	1	1	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	295	"AWI"	295	3680	4258	3944	1	3	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	300	"AWI"	300	3734	4618	4088	0	4	0	8	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	11	0	0	1	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	305	"AWI"	305	3776	4997	4230	1	9	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	135	0	0	3	0	24	0	0	0	0	2	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	310	"AWI"	310	3808	5392	4373	2	6	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	116	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0
15937	24555	"Lann Vihan"	47.34694	-2.86444	315	"AWI"	315	3912	5647	4527	0	7	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	11	0	0	1	0	0	0	0	0	0	0	0
