"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	319	"AWI"	319	4257	4564	4413	0	9	24	2	0	0	0	1	0	0	61	0	1	0	0	0	0	0	0	19	1	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	128	0	0	0	0	0	0	0	56	21	0	0	0	0	3	2	0	0	0	0	0	2	0	1	4	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	321	"AWI"	321	4313	4628	4463	0	5	14	2	0	0	0	6	0	0	47	0	0	0	0	0	0	0	0	11	1	2	0	0	0	16	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	34	41	0	0	0	0	1	4	1	0	0	0	0	2	0	0	7	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	322	"AWI"	322	4338	4639	4489	0	6	14	1	0	0	0	9	0	0	40	0	0	0	0	0	0	0	0	16	0	4	0	0	0	14	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	2	79	0	0	0	0	0	0	0	27	25	0	0	0	0	2	4	2	0	0	0	0	1	0	1	1	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	324	"AWI"	324	4379	4679	4536	0	11	14	1	0	0	0	5	0	0	18	0	0	0	0	0	0	0	0	11	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	90	0	0	0	0	0	0	0	34	19	0	0	0	0	0	5	1	0	0	0	0	1	0	3	4	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	326	"AWI"	326	4428	4726	4581	0	8	0	0	0	0	0	3	0	0	31	0	1	0	0	0	0	0	0	11	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	24	0	0	1	0	0	0	1	73	0	0	0	0	0	0	0	25	11	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	1	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	327	"AWI"	327	4451	4736	4605	0	8	14	1	0	0	0	4	0	0	42	0	1	0	0	0	0	0	1	24	1	2	0	0	0	8	0	0	1	0	0	0	0	3	0	23	0	0	0	0	0	0	1	92	0	0	0	0	1	0	0	66	9	0	0	0	0	1	3	1	0	0	0	1	0	0	2	7	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	328	"AWI"	328	4467	4747	4629	0	8	15	2	0	0	0	5	0	0	63	0	1	0	0	0	0	0	1	9	1	2	0	0	0	12	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	61	24	0	0	0	0	0	0	1	0	0	1	0	0	0	0	13	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	333	"AWI"	333	4584	4920	4780	0	12	20	2	0	0	0	2	0	0	40	0	0	0	0	0	0	0	0	21	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	36	7	0	0	0	0	0	1	1	0	0	0	0	0	0	1	4	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	334	"AWI"	334	4599	5010	4803	0	4	24	2	0	0	0	6	0	0	33	0	0	0	0	0	0	0	0	14	1	3	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	63	0	0	0	0	0	0	0	31	6	0	0	0	0	2	4	1	0	0	0	0	2	0	0	5	4	2
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	335	"AWI"	335	4610	5096	4828	0	6	0	0	0	0	0	4	0	0	54	0	0	0	0	0	0	0	0	18	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	24	0	0	0	0	44	6	0	0	0	0	3	9	1	0	0	0	0	0	0	0	2	4	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	336	"AWI"	336	4651	5120	4869	0	11	0	0	0	0	0	5	0	0	50	0	0	0	0	0	0	0	1	15	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	63	0	0	0	0	0	0	0	17	4	0	0	0	0	0	5	1	0	0	0	0	1	0	0	4	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	338	"AWI"	338	4695	5197	4946	0	4	0	3	0	0	0	8	0	0	34	0	0	0	0	0	0	0	0	19	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	68	0	0	0	0	0	0	0	27	9	0	0	0	0	2	4	1	0	0	0	0	1	0	0	6	3	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	340	"AWI"	340	4724	5336	5025	0	2	18	3	0	0	0	2	0	0	41	0	0	0	0	0	0	0	0	22	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	0	0	39	9	0	0	0	0	3	10	1	0	0	0	0	0	0	2	3	2	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	344	"AWI"	344	4913	5429	5220	0	3	0	1	0	0	0	3	0	0	44	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1	61	0	0	37	0	0	0	0	18	12	0	0	0	0	1	9	2	0	0	0	0	0	0	3	3	4	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	348	"AWI"	348	5178	5507	5380	0	9	10	1	0	0	0	6	0	0	29	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	35	0	0	0	0	19	0	0	0	0	0	2	20	1	0	0	0	0	0	0	1	2	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	349	"AWI"	349	5249	5528	5428	0	6	18	2	0	0	0	4	0	0	31	0	0	0	0	0	0	0	1	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	77	0	0	36	0	0	0	0	23	2	0	0	0	0	2	28	0	0	0	0	0	1	0	1	2	3	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	351	"AWI"	351	5331	5563	5491	0	7	15	2	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	68	1	0	45	0	0	0	0	26	7	0	0	0	0	1	11	2	0	0	0	0	0	0	1	4	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	352	"AWI"	352	5343	5569	5503	0	6	0	3	0	0	0	6	0	0	30	0	0	0	0	0	0	0	0	12	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	36	7	0	0	0	0	1	10	1	0	0	1	0	0	0	1	2	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	353	"AWI"	353	5354	5577	5516	0	3	0	1	0	0	0	3	0	0	20	0	0	0	0	0	0	1	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	61	0	0	0	0	0	0	0	20	11	0	1	0	0	0	10	1	0	0	0	0	1	0	0	2	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	354	"AWI"	354	5363	5587	5531	0	3	0	2	0	0	0	2	0	0	33	0	0	0	0	0	0	0	0	9	1	5	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	47	9	0	0	0	0	3	9	3	0	0	0	0	1	0	0	3	4	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	356	"AWI"	356	5416	5687	5585	0	9	14	2	0	0	0	4	0	0	35	0	0	0	0	0	0	0	1	24	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	78	1	0	27	0	0	0	0	36	5	0	0	0	0	1	8	7	0	0	1	0	3	0	0	5	4	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	357	"AWI"	357	5446	5786	5621	0	8	18	1	0	0	0	5	0	0	31	0	1	0	0	0	0	0	0	13	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	25	0	0	0	0	35	10	0	0	0	0	0	6	11	0	0	0	0	1	0	0	1	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	358	"AWI"	358	5475	5889	5655	0	10	11	2	0	0	0	4	0	0	39	0	1	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	80	1	0	28	0	0	0	0	34	7	0	0	0	0	1	9	4	0	0	0	0	0	0	2	5	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	359	"AWI"	359	5494	5998	5694	0	4	0	0	0	0	0	4	0	0	27	0	1	0	0	0	0	0	0	16	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	64	0	0	25	0	0	0	0	29	1	0	0	0	0	1	10	4	0	0	0	0	0	0	1	4	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	360	"AWI"	360	5511	6111	5732	0	8	14	2	0	0	0	3	0	0	32	0	0	0	0	0	0	0	0	11	0	4	0	0	0	1	0	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	25	1	0	0	0	0	6	11	5	0	0	0	0	0	0	2	6	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	361	"AWI"	361	5560	6144	5782	0	9	0	2	0	0	0	3	0	0	39	0	0	0	0	0	0	1	0	14	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	1	0	0	0	0	0	0	22	6	0	0	0	0	1	10	3	0	0	1	0	0	0	2	5	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	364	"AWI"	364	5631	6289	5929	0	10	8	2	0	0	0	4	0	0	31	0	0	0	0	0	0	0	0	15	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	1	0	22	0	0	0	0	25	5	0	0	0	0	1	4	3	0	0	0	0	0	0	3	5	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	366	"AWI"	366	5709	6387	6021	0	4	7	2	0	0	0	3	0	0	28	0	0	0	0	0	0	1	1	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	24	6	0	0	0	0	0	6	2	0	0	0	0	1	0	2	5	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	367	"AWI"	367	5746	6412	6068	0	6	8	0	0	0	0	1	0	0	32	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	17	5	0	0	0	0	0	6	1	0	0	0	0	0	0	2	6	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	368	"AWI"	368	5777	6441	6114	46	7	0	1	0	0	0	3	0	0	47	0	0	0	0	0	0	0	0	21	0	2	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	81	0	0	17	0	0	0	0	36	5	0	0	0	0	0	4	3	0	0	0	0	0	0	0	13	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	369	"AWI"	369	5802	6480	6162	0	7	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	48	4	0	0	0	0	2	1	1	0	0	0	0	1	0	3	13	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	371	"AWI"	371	5903	6554	6254	0	6	0	0	0	0	0	1	0	0	47	0	0	0	0	0	0	0	1	19	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	47	5	0	1	0	0	5	3	4	0	0	0	0	0	0	2	6	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	374	"AWI"	374	6033	6625	6395	43	4	18	0	0	0	0	6	0	0	33	0	1	0	0	0	0	0	0	28	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	39	2	0	0	0	0	1	4	2	0	0	0	1	0	0	1	13	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	376	"AWI"	376	6174	6683	6475	0	11	32	0	0	0	0	16	0	0	100	0	0	0	0	0	0	0	0	37	1	1	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	53	7	0	0	0	0	3	7	5	0	0	2	0	1	0	3	19	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	378	"AWI"	378	6368	6714	6548	0	11	16	1	0	0	0	4	1	0	61	0	0	0	0	0	0	0	0	33	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	32	3	0	0	0	0	1	3	2	0	0	0	0	1	0	3	15	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	383	"AWI"	383	6562	7082	6774	0	6	0	2	0	0	0	2	0	0	157	0	1	0	0	0	0	0	0	37	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	93	0	0	0	0	0	0	0	78	18	0	0	2	0	0	4	5	0	0	0	0	2	0	6	38	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	384	"AWI"	384	6577	7206	6816	0	10	0	0	0	0	0	2	0	0	73	0	0	0	0	0	0	0	1	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	28	0	0	0	1	0	0	4	0	0	0	0	0	1	0	1	16	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	385	"AWI"	385	6590	7347	6857	0	8	14	0	0	0	0	3	0	0	123	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	65	0	0	0	0	0	0	0	31	5	0	0	0	0	1	7	2	0	0	0	0	0	0	2	17	1	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	387	"AWI"	387	6656	7430	6959	0	6	12	1	0	0	0	2	0	0	120	0	1	0	0	0	0	0	2	12	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	55	0	0	0	0	0	0	0	60	7	0	0	0	0	4	6	1	0	0	0	0	0	0	5	27	3	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	392	"AWI"	392	6812	7717	7209	0	4	9	0	0	0	0	4	0	0	80	0	0	0	0	0	0	0	1	13	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	25	0	0	0	1	0	0	2	5	0	0	0	3	0	0	3	20	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	393	"AWI"	393	6840	7762	7272	0	4	12	0	0	0	0	4	0	0	42	0	1	0	0	0	0	0	1	21	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	67	0	0	0	0	0	0	0	43	2	0	0	0	0	0	6	4	0	0	0	0	3	0	1	11	8	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	396	"AWI"	396	6946	7953	7433	0	8	13	1	0	0	0	5	0	0	42	0	4	0	0	0	0	0	1	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	32	9	0	0	0	0	2	5	0	0	0	0	0	0	0	1	12	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	398	"AWI"	398	7026	8013	7541	0	5	7	1	0	0	0	3	0	0	68	0	0	0	0	0	0	0	0	27	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	0	0	0	0	0	1	66	1	0	0	0	0	2	6	6	0	0	0	0	1	0	8	25	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	401	"AWI"	401	7166	8142	7696	0	5	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	47	1	0	0	0	0	1	2	9	0	0	0	0	1	0	7	20	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	403	"AWI"	403	7298	8200	7804	23	12	0	0	0	0	0	2	0	0	111	0	0	0	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	69	2	0	0	0	0	1	2	7	0	0	0	0	6	1	11	33	2	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	405	"AWI"	405	7374	8302	7914	0	7	0	0	0	0	0	2	0	0	59	0	1	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	0	0	0	0	0	64	5	0	0	1	0	0	3	4	0	0	0	3	0	0	14	17	1	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	409	"AWI"	409	7596	8381	8104	0	6	0	1	0	0	0	2	0	0	76	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	70	3	0	0	0	0	0	6	11	0	0	0	2	0	0	6	21	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	414	"AWI"	414	8101	8492	8341	0	8	8	0	0	0	0	1	0	0	74	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	83	1	0	0	0	0	0	1	9	0	0	0	1	2	0	12	34	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	418	"AWI"	418	8338	8616	8483	0	3	9	0	0	0	0	2	0	0	74	0	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	82	3	0	0	0	0	1	3	7	0	0	0	0	0	0	7	19	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	419	"AWI"	419	8374	8666	8510	0	2	0	0	0	0	1	1	0	0	65	0	1	0	0	0	0	0	1	38	1	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	108	3	0	0	3	0	0	3	7	0	0	0	0	0	0	17	11	0	2
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	422	"AWI"	422	8459	8833	8630	0	3	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	1	18	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	54	3	0	0	0	0	1	1	3	0	0	0	0	1	0	8	13	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	426	"AWI"	426	8586	9106	8822	0	5	8	0	1	0	0	2	0	0	90	0	0	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	102	3	0	1	0	0	0	4	6	0	0	0	3	1	0	7	9	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	430	"AWI"	430	8711	9301	9043	0	3	0	0	0	0	0	1	0	0	102	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	64	5	0	0	0	0	0	6	2	0	0	0	0	3	0	7	14	0	1
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	432	"AWI"	432	8781	9386	9108	0	3	11	1	0	0	0	6	0	0	158	0	0	0	2	0	0	0	0	19	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	2	0	0	0	1	0	0	100	3	0	0	0	0	0	7	9	0	0	0	0	2	0	8	26	0	0
