"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Syringa"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14508	22726	"Großes Schwanental"	49.35039	7.819782	74	"AWI"	74	2229	3120	2671	0	9	503	0	1	0	0	0	0	13	0	0	0	0	0	0	67	0	0	6	0	0	190	0	13	0	0	2	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	180	5	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	98	"AWI"	98	3555	4116	3764	0	6	364	0	0	2	2	0	0	12	2	0	0	0	0	0	120	0	0	9	0	0	29	0	36	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	1	0	0	0	0	0	2	1	72	11	2	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	94	"AWI"	94	3426	3780	3589	0	10	429	0	0	1	0	0	0	6	1	0	1	0	0	0	96	0	0	4	0	0	33	0	40	0	0	0	96	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	255	7	0	0	0	1	0	0	0	0	0	0	1	0	10	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	118	"AWI"	118	4089	5719	4709	0	6	443	0	0	1	0	0	0	6	1	0	0	0	0	0	142	0	0	12	0	0	17	0	20	0	0	0	68	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	184	10	0	0	0	2	0	1	0	0	0	0	0	97	17	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	73	"AWI"	73	2199	3075	2624	1	3	483	0	0	0	1	0	0	7	2	0	1	0	0	0	58	0	0	7	0	0	193	0	5	0	0	0	56	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	2	0	0	0	1	0	0	0	0	6	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	106	"AWI"	106	3754	4827	4128	1	8	445	0	1	0	2	0	0	12	0	0	0	0	0	0	91	0	0	10	0	0	86	0	16	0	0	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	2	0	3	0	2	0	0	0	0	9	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	86	"AWI"	86	2822	3528	3242	2	4	705	0	0	1	1	0	0	14	0	0	2	0	0	0	103	0	0	10	0	0	63	0	14	0	0	0	133	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	243	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	52	"AWI"	52	1120	1838	1486	0	1	819	0	3	0	4	0	0	21	0	0	0	0	0	0	33	0	0	5	0	0	208	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	110	0	0	0	0	2	0	0	1	4	0	0	0	0	5	3	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	68	"AWI"	68	2033	2831	2383	0	2	550	0	1	1	0	0	0	11	0	0	0	0	0	0	53	0	0	8	0	0	178	0	16	0	0	0	55	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	168	0	0	1	0	1	0	0	0	1	0	0	0	0	5	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	56	"AWI"	56	1470	2002	1774	1	1	731	1	0	0	1	0	0	27	0	0	0	0	0	0	41	0	0	2	0	0	238	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	84	0	0	1	0	0	0	0	0	4	0	0	0	0	3	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	53	"AWI"	53	1206	1867	1562	1	1	744	0	2	0	2	0	0	20	0	0	0	0	0	0	41	0	0	1	0	0	225	0	1	0	0	0	47	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	1	0	8	0	0	0	0	4	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	84	"AWI"	84	2685	3465	3153	1	3	475	0	1	2	0	0	0	10	0	0	0	0	0	0	107	0	0	6	0	0	20	1	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	240	0	0	0	0	1	0	0	0	1	0	0	0	0	9	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	76	"AWI"	76	2318	3204	2761	0	10	458	0	0	0	0	0	0	7	1	0	2	0	0	0	63	0	0	6	0	0	145	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	225	0	0	1	0	2	0	0	0	1	0	0	0	0	4	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	50	"AWI"	50	876	1794	1343	1	2	632	1	1	0	1	0	0	64	0	0	1	0	0	0	49	0	0	6	0	0	207	3	7	0	0	0	28	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	137	3	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	104	"AWI"	104	3698	4666	4035	1	14	376	0	0	1	3	0	0	6	1	0	1	0	0	0	145	0	0	15	0	0	27	1	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	243	0	0	0	0	1	1	0	0	2	0	0	0	100	12	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	108	"AWI"	108	3809	4966	4231	0	8	445	0	1	0	1	0	0	6	3	0	0	0	0	0	147	0	0	11	0	0	30	0	22	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	219	3	0	0	0	0	0	1	0	2	0	0	0	0	12	0	1	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	64	"AWI"	64	1905	2583	2196	2	2	953	0	1	0	0	0	0	60	0	0	0	0	0	0	54	0	0	5	0	0	249	1	12	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	120	0	0	0	0	1	0	0	0	3	0	0	0	0	5	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	80	"AWI"	80	2474	3356	2954	1	2	487	0	0	1	1	0	0	2	1	0	1	0	0	0	111	0	0	13	0	0	28	1	12	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	236	0	0	1	0	1	0	0	0	1	0	0	0	52	1	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	58	"AWI"	58	1667	2094	1895	0	1	792	0	0	0	3	0	0	32	1	0	2	0	0	0	38	0	0	0	0	0	231	0	6	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	94	0	0	0	0	4	1	0	0	0	0	0	0	0	11	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	116	"AWI"	116	4025	5596	4605	0	6	438	1	3	4	0	0	0	6	1	0	0	0	0	0	138	0	0	9	0	0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	205	5	0	0	0	0	0	1	0	1	0	0	0	86	8	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	112	"AWI"	112	3911	5279	4420	1	8	414	0	0	1	1	0	0	8	2	0	1	0	0	0	129	0	0	12	0	0	29	0	19	1	0	0	74	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	224	7	0	0	0	2	0	1	0	1	0	0	0	0	9	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	62	"AWI"	62	1848	2408	2109	1	1	1008	0	0	0	2	0	0	57	2	0	1	0	0	0	47	0	0	2	0	0	255	0	11	0	0	0	21	0	0	0	0	0	6	2	0	2	0	0	0	0	0	1	0	0	96	2	0	0	0	1	0	0	0	3	0	0	0	19	2	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	54	"AWI"	54	1276	1908	1642	0	2	824	0	5	0	1	0	0	23	0	0	1	0	0	0	36	0	0	2	0	0	233	0	4	0	0	0	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	94	4	0	0	0	2	0	0	0	2	0	0	0	0	6	1	0	1
14508	22726	"Großes Schwanental"	49.35039	7.819782	46	"AWI"	46	744	1459	1020	0	1	696	0	3	0	1	0	0	51	0	0	2	0	0	0	37	0	0	10	0	0	177	1	2	0	0	0	70	0	0	0	0	0	0	7	0	1	0	8	0	0	0	0	0	0	153	2	0	0	0	6	0	1	0	5	0	0	0	0	3	2	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	66	"AWI"	66	1980	2726	2285	1	4	777	0	1	0	1	0	0	26	0	0	3	0	0	0	49	0	0	8	0	0	212	0	12	1	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	3	0	0	0	2	0	0	0	0	6	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	48	"AWI"	48	822	1582	1192	1	0	776	0	0	0	4	0	0	59	1	0	3	0	0	0	47	0	0	4	0	0	237	2	4	0	0	0	23	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	1	0	0	0	4	0	0	1	0	6	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	70	"AWI"	70	2086	2986	2473	1	7	585	0	0	0	1	0	0	12	2	0	1	0	0	0	62	0	0	11	0	0	261	1	9	0	1	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	214	5	0	1	0	1	1	0	0	0	0	0	0	0	3	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	44	"AWI"	44	656	1270	888	1	1	949	0	3	0	2	0	0	84	0	0	4	0	0	0	28	0	0	7	0	0	133	1	3	0	1	0	18	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	14	0	0	0	0	2	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	0	"AWI"	0	-120	42	-27	41	0	52	2	2	0	3	0	0	41	2	0	1	0	0	4	5	0	4	4	0	0	119	0	9	0	0	0	5	0	0	0	8	0	0	8	0	310	375	0	1	0	0	0	0	0	47	0	0	0	0	3	1	0	0	0	0	0	0	0	0	6	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	38	"AWI"	38	474	698	618	1	0	1038	0	3	0	1	0	0	85	0	0	5	0	0	0	30	0	0	7	0	0	209	0	3	0	4	0	37	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	147	0	0	0	0	4	0	0	0	3	0	0	0	0	2	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	114	"AWI"	114	3964	5446	4512	1	10	422	0	0	1	2	0	0	13	1	0	0	0	0	0	129	0	0	10	0	0	16	2	22	0	0	1	87	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	190	0	0	0	0	1	0	2	0	1	0	0	1	83	16	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	40	"AWI"	40	506	812	670	0	1	629	0	6	0	4	0	0	73	0	0	5	0	0	0	23	0	0	7	0	0	176	8	0	0	2	0	53	0	0	0	0	0	10	9	0	2	0	6	0	0	0	1	0	1	156	0	0	0	0	2	0	0	0	3	0	0	0	0	2	3	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	8	"AWI"	8	-44	181	65	0	0	510	2	1	0	0	0	0	144	0	0	4	0	0	1	24	0	2	10	3	0	156	1	1	0	0	0	0	1	0	0	0	0	0	20	0	22	0	0	0	0	0	1	0	0	149	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	42	"AWI"	42	615	986	784	2	1	763	1	1	0	1	0	0	67	0	0	1	0	0	0	26	0	0	2	0	0	164	4	3	0	1	0	56	0	0	0	0	0	13	6	0	2	0	0	0	0	0	0	0	0	140	0	0	3	0	1	0	0	0	6	0	0	1	0	4	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	12	"AWI"	12	-5	222	111	5	0	746	2	6	0	2	0	0	168	2	0	4	0	0	1	29	0	0	17	0	0	159	3	1	0	0	0	18	0	0	0	0	0	0	12	0	19	0	0	0	108	0	2	0	0	164	0	0	2	0	4	0	0	0	3	0	0	0	0	1	3	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	20	"AWI"	20	82	293	207	0	0	921	1	2	0	2	0	0	160	1	0	7	0	0	0	38	1	0	13	0	0	171	0	1	0	0	0	32	5	1	0	1	0	11	10	0	2	0	0	0	132	0	1	0	0	204	0	0	2	0	9	0	0	3	3	0	0	0	0	0	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	6	"AWI"	6	-60	162	42	11	0	340	1	3	0	1	0	0	100	0	0	4	0	0	4	15	0	0	10	0	0	124	0	2	0	0	0	16	2	0	0	3	0	0	12	0	114	187	0	1	0	0	3	0	0	106	0	0	0	0	4	0	0	0	1	0	1	0	0	1	3	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	28	"AWI"	28	221	472	347	1	1	888	1	9	0	2	0	0	212	1	0	8	0	0	0	50	0	0	28	0	0	169	1	1	1	1	0	42	2	0	0	0	0	23	15	0	3	0	0	0	0	0	0	0	0	197	0	0	3	0	7	0	0	0	0	0	0	0	0	3	3	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	14	"AWI"	14	13	242	133	9	1	1259	1	1	0	5	0	0	145	0	0	3	0	0	2	36	0	0	14	0	0	148	4	0	1	1	0	23	1	0	0	1	0	0	14	0	27	0	0	0	114	0	0	0	0	122	0	0	2	6	4	1	0	1	7	0	0	0	0	1	2	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	32	"AWI"	32	299	582	439	1	0	949	2	4	0	2	0	0	225	0	0	3	0	0	0	33	0	0	21	15	0	163	3	1	0	0	1	30	0	2	0	0	0	20	10	0	0	0	5	0	0	0	2	0	0	225	0	0	6	0	10	1	0	0	5	0	0	0	0	0	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	21	"AWI"	21	104	301	223	1	1	699	0	4	0	2	0	0	215	0	0	7	0	0	2	33	0	0	30	0	0	169	2	1	1	0	0	41	1	1	0	0	0	14	10	0	0	0	0	0	128	0	2	0	0	190	3	0	1	0	9	0	0	1	5	0	0	0	0	1	4	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	22	"AWI"	22	123	308	242	1	0	730	0	2	0	2	0	0	217	1	0	7	0	0	0	37	0	0	36	0	0	156	3	2	2	0	0	45	1	1	0	0	0	16	7	0	1	0	0	0	0	0	1	0	0	202	0	0	6	0	9	0	0	0	10	0	0	0	0	5	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	4	"AWI"	4	-79	125	20	17	0	141	1	2	0	3	0	0	107	2	0	2	0	0	7	17	0	0	3	0	0	136	1	9	0	0	0	0	0	0	0	12	0	0	18	0	186	326	0	1	81	0	0	0	1	103	4	0	2	0	1	1	0	1	1	1	0	0	0	1	5	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	2	"AWI"	2	-94	74	-2	30	0	204	2	4	0	2	0	0	110	6	0	2	0	0	8	19	0	0	4	0	0	144	0	10	0	2	0	16	1	0	0	6	0	0	14	0	170	253	12	0	90	0	0	0	0	78	0	0	5	6	3	0	0	0	0	0	0	0	0	0	18	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	26	"AWI"	26	190	416	305	0	0	834	1	2	0	1	0	0	231	0	0	10	0	0	2	37	0	0	40	0	0	158	1	1	0	1	0	56	0	1	0	0	0	17	11	0	1	0	8	0	148	0	1	0	0	208	0	0	2	0	11	0	0	0	4	0	0	0	0	0	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	34	"AWI"	34	331	618	493	1	0	663	0	2	0	0	1	0	184	0	0	1	0	0	0	40	0	0	16	0	0	184	6	3	0	2	1	26	1	0	0	0	0	13	10	0	1	0	5	0	0	0	2	0	0	179	0	0	0	0	5	0	0	0	9	0	0	0	0	4	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	18	"AWI"	18	65	274	181	3	0	1004	2	3	0	1	0	0	174	0	0	10	0	0	1	37	0	0	10	0	0	140	4	4	2	1	0	38	1	0	0	0	0	6	13	0	9	0	0	0	136	0	3	0	0	180	0	0	1	0	2	0	0	0	7	0	0	0	7	1	4	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	10	"AWI"	10	-35	210	88	11	0	521	2	3	0	3	0	0	173	0	0	3	0	0	1	24	0	0	9	7	0	166	3	3	0	0	0	38	1	0	0	3	0	0	8	0	40	0	0	0	0	0	7	0	0	139	2	0	5	0	4	0	0	2	3	0	0	0	0	1	8	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	16	"AWI"	16	37	260	156	8	0	1412	2	1	0	6	0	0	193	3	0	7	0	0	0	37	0	0	18	0	0	164	1	3	0	2	0	28	0	1	0	0	0	0	13	1	26	0	0	0	0	0	1	0	0	156	10	0	2	0	2	1	0	1	4	0	0	0	0	1	1	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	36	"AWI"	36	402	657	548	1	0	927	1	5	0	0	0	0	252	1	0	8	0	0	0	34	0	0	7	13	0	135	2	4	3	2	1	33	1	0	0	0	0	39	9	0	1	0	0	0	0	0	4	0	0	211	0	0	3	0	4	0	0	1	5	0	0	0	0	1	0	1	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	24	"AWI"	24	150	359	270	2	1	773	1	2	0	3	0	0	216	2	0	4	0	0	1	37	0	0	55	12	0	194	2	4	1	1	2	35	0	0	0	0	1	12	13	0	2	0	13	0	0	0	2	0	0	171	3	0	4	0	8	0	0	1	3	0	0	0	0	2	1	0	0
