"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	5	"AWI"	5	41	843	299	2.34604105571848	0	0	0.586510263929619	0.586510263929619	33.1378299120235	0	0	0	0.293255131964809	5.86510263929619	0	2.34604105571848	0	0	4.69208211143695	46.6275659824047	2.93255131964809	0	0	0	0	0	0.586510263929619	0	0	0	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	10	"AWI"	10	197	1385	656	2.77078085642317	0.251889168765743	0	0	0.251889168765743	40.5541561712846	0	0	0	0	5.79345088161209	0	3.5264483627204	0	0	2.01511335012594	40.8060453400504	2.51889168765743	0	0	1.25944584382872	0	0	0	0	0	0.251889168765743	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	15	"AWI"	15	461	1784	1027	1.54867256637168	0	0	0.221238938053097	0.442477876106195	38.2743362831858	0	0	0	0	6.41592920353982	0	2.21238938053097	0	0	1.99115044247788	46.0176991150442	2.21238938053097	0	0	0	0	0.221238938053097	0.442477876106195	0	0	0	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	20	"AWI"	20	696	2219	1393	1.55902004454343	0	0.22271714922049	0	0	46.5478841870824	0	0	0	0	7.34966592427617	0	1.33630289532294	0	0	1.55902004454343	38.5300668151448	2.44988864142539	0	0	0	0	0	0.22271714922049	0.22271714922049	0	0	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	25	"AWI"	25	1017	2549	1752	0.77319587628866	0	0.257731958762887	0.257731958762887	0.515463917525773	48.7113402061856	0	0	0	0	4.89690721649485	0	1.28865979381443	0	0	3.09278350515464	38.4020618556701	1.28865979381443	0	0	0	0	0.257731958762887	0.257731958762887	0	0	0	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	30	"AWI"	30	1301	2933	2105	1.07913669064748	0	0	0.719424460431655	0.719424460431655	43.1654676258993	0	0	0	0.359712230215827	6.47482014388489	0	2.15827338129496	0	0	1.79856115107914	38.4892086330935	3.9568345323741	0	0	0	0	0	0.719424460431655	0	0	0	0.359712230215827
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	35	"AWI"	35	1660	3249	2468	4.38356164383562	0	0	0.273972602739726	0	44.6575342465753	0	0	0	0	3.83561643835616	0	1.36986301369863	0	0	0.821917808219178	41.6438356164384	2.19178082191781	0.273972602739726	0	0	0	0	0.273972602739726	0	0	0	0.273972602739726
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	40	"AWI"	40	1994	3584	2830	3.79008746355685	0	0	0	0.291545189504373	39.067055393586	0	0	0	0	5.83090379008746	0	1.74927113702624	0	0	1.45772594752187	45.7725947521866	1.16618075801749	0	0	0	0.291545189504373	0.291545189504373	0.291545189504373	0	0	0	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	45	"AWI"	45	2427	3853	3186	3.55029585798817	0.29585798816568	0.29585798816568	0	0	41.4201183431953	0	0.29585798816568	0	0	4.43786982248521	0	2.36686390532544	0	0	1.18343195266272	45.2662721893491	0.887573964497041	0	0	0	0	0	0	0	0	0	0
310	317	"Bruvatnet [Rovvejávri]"	70.18035	28.403788	50	"AWI"	50	2816	4160	3556	2.89473684210526	0	0	0.526315789473684	0.263157894736842	37.8947368421053	0	0	0	0.263157894736842	5.78947368421053	0	2.36842105263158	0	0	0.263157894736842	46.5789473684211	2.36842105263158	0	0	0	0	0.526315789473684	0.263157894736842	0	0	0	0
