"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16175	25007	"Chantemerle"	45.91667	0.01667	20	"AWI"	20	2914	4136	3539	0	0.649350649350649	8.11688311688312	0.324675324675325	0	0.324675324675325	0	0	3.24675324675325	0.324675324675325	0.324675324675325	0	0	0.324675324675325	21.7532467532468	0	3.8961038961039	0	0	0	6.49350649350649	0.324675324675325	0	0	0	0	0	0.974025974025974	0.974025974025974	15.2597402597403	0	0	35.0649350649351	0.974025974025974	0	0	0	0	0	0	0	0	0	0.324675324675325	0.324675324675325	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	40	"AWI"	40	3176	4370	3777	0	0	2.03389830508475	1.35593220338983	0	0.338983050847458	0	0	0.677966101694915	0.677966101694915	0.677966101694915	0	0	0	3.38983050847458	0	28.4745762711864	0	0	0	2.03389830508475	0	0	0	0	0	0	5.42372881355932	0	0	0	0.338983050847458	50.1694915254237	1.35593220338983	0.338983050847458	0	0	0	0	0	0	0.677966101694915	0	0	0	0.677966101694915	1.35593220338983
16175	25007	"Chantemerle"	45.91667	0.01667	60	"AWI"	60	3428	4596	4015	0	0	0	6.27177700348432	0	0	0	0	0	0	0	0	0	0	6.27177700348432	0	46.6898954703833	0	0	0	0	0	0.348432055749129	0	0	0	0	4.18118466898955	1.39372822299652	0	0	0	33.4494773519164	1.39372822299652	0	0	0	0	0	0	0	0	0	0	0	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	80	"AWI"	80	3687	4818	4253	0	0	2.99625468164794	1.12359550561798	0.374531835205993	0.374531835205993	0.374531835205993	0	0.374531835205993	0	0	0.374531835205993	0	0	17.9775280898876	0	0	0	0	0	2.24719101123596	0.374531835205993	0	0	0	0	0	3.37078651685393	0.374531835205993	0	0	0.374531835205993	64.0449438202247	1.49812734082397	1.87265917602996	0	0	0	0.374531835205993	0	0	0	0.374531835205993	0.749063670411985	0.374531835205993	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	100	"AWI"	100	3933	5036	4492	0	0	0.520833333333333	0	0	0	0	0	6.25	0	0	0	0	0	11.9791666666667	0	12.5	0	0	0	0	0	0	0	0	0	0	1.04166666666667	0	0	0	0	63.0208333333333	0	0	0	0	0	0	0	0	4.6875	0	0	0	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	120	"AWI"	120	4188	5266	4732	0	0.69204152249135	4.1522491349481	0	0	0	0	0	0	0	0	1.03806228373702	0	0.346020761245675	8.30449826989619	0	5.5363321799308	0	0	0	0.69204152249135	0.69204152249135	0	0	0	0	0.69204152249135	11.0726643598616	0	0	0	0	63.6678200692042	1.03806228373702	0	0	0	0	0.346020761245675	0	0	0	0.69204152249135	0	1.03806228373702	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	140	"AWI"	140	4452	5485	4969	0	0	0.547945205479452	0	0	0	0	0	0	0	0	0	0	0	0.821917808219178	0	2.73972602739726	0	0	0	0	0	0	0.273972602739726	0	0.273972602739726	0.273972602739726	4.10958904109589	0.273972602739726	13.4246575342466	0.273972602739726	0	72.3287671232877	0.547945205479452	0.547945205479452	0	0	0	0	0.821917808219178	0	0	0	0.821917808219178	1.91780821917808	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	160	"AWI"	160	4707	5707	5209	0	0	4.41176470588235	0	0.588235294117647	0.588235294117647	0.588235294117647	0	2.64705882352941	0	0	0	0	0	27.6470588235294	0	1.17647058823529	0.882352941176471	0	0	0	0.588235294117647	0	0	0	0	0	2.94117647058824	0	9.70588235294118	0	0	44.1176470588235	1.17647058823529	0	0	0	0	1.17647058823529	0	0.588235294117647	0	0	0	1.17647058823529	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	180	"AWI"	180	4966	5929	5451	0.289017341040462	0.867052023121387	5.49132947976879	0.289017341040462	0	0	0.289017341040462	0	3.17919075144509	0	0.289017341040462	0	0	0	22.5433526011561	0	2.89017341040462	0.867052023121387	0	0	0	2.3121387283237	0	0	0	0	0.289017341040462	1.73410404624277	0.289017341040462	10.9826589595376	0	0.578034682080925	42.7745664739884	1.73410404624277	0.578034682080925	0	0	0	0	0	0	0	0	0.289017341040462	1.15606936416185	0.289017341040462	0
16175	25007	"Chantemerle"	45.91667	0.01667	200	"AWI"	200	5226	6150	5690	0	0.34965034965035	5.24475524475525	0	0	0	0	0	0.34965034965035	0	0	0	0	0	22.7272727272727	0	8.74125874125874	1.04895104895105	0	0	1.3986013986014	0	0	0	0	0	0	5.24475524475525	0	0	0	0	52.4475524475524	1.3986013986014	0	0	0	0	0	0	0	0	0	1.04895104895105	0	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	220	"AWI"	220	5477	6374	5927	0.317460317460317	0	3.17460317460317	0	0	0.634920634920635	0	0	0	0	0	0	0	0	31.7460317460317	0	3.80952380952381	0	0.317460317460317	0	0	0.317460317460317	0	0	0	0	0	2.53968253968254	0	0	0	0	54.6031746031746	1.26984126984127	0	0	0	0	0	0	0	0	1.26984126984127	0	0	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	240	"AWI"	240	5716	6616	6166	0	0	11.6788321167883	0	0	0	0	0	0	0	0	0	0	0	40.8759124087591	0	4.37956204379562	0	0	0	1.45985401459854	0.72992700729927	0	0	0	0	0	7.2992700729927	0	0	0	0	32.1167883211679	0.72992700729927	0	0	0	0	0	0	0	0	0	0.72992700729927	0	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	260	"AWI"	260	5960	6847	6407	0	0	5.92105263157895	0	0	0.657894736842105	0	0	1.97368421052632	0	0	0	0	0	47.3684210526316	0	3.94736842105263	0	0	0	0	0	0	0	0	0	0	1.97368421052632	0	0	0	0	35.5263157894737	0.657894736842105	0	0	0	0.986842105263158	0	0	0	0	0	0.986842105263158	0	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	280	"AWI"	280	6204	7084	6646	0	0.409836065573771	6.55737704918033	0	0	0.409836065573771	0.819672131147541	0	0.819672131147541	0	0	0	0	0	33.6065573770492	0.409836065573771	1.63934426229508	0	0	0	0	0.409836065573771	0	0	0	0	0	3.27868852459016	0.819672131147541	0	0	0	45.4918032786885	1.63934426229508	0.409836065573771	0	0	0	0	0	0	0.409836065573771	0	1.22950819672131	1.63934426229508	0	0
16175	25007	"Chantemerle"	45.91667	0.01667	300	"AWI"	300	6453	7318	6886	0	0	1.61290322580645	0	0	0.645161290322581	0	0	0.32258064516129	0	0	0	0	0	14.5161290322581	0	24.1935483870968	0	0	0	0	0	0	0	0	0	0	4.83870967741935	0	0	0	0	45.4838709677419	4.83870967741935	0	0	0	0	0.645161290322581	1.29032258064516	0	0.645161290322581	0	0.967741935483871	0	0	0
