"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26211	45701	"Kinnshaugen"	61.108412	10.358996	463	"AWI"	463	-140	24	-56	0	19.047619047619	0.366300366300366	0	0	0.732600732600733	0	0	0	0.732600732600733	0	0	0	0	0	0	0.732600732600733	0	0	0	0	0	0	0	0	1.0989010989011	0.366300366300366	6.95970695970696	0	0	0.366300366300366	0	63.7362637362637	0	0	0	0	0	0	0	0.366300366300366	1.46520146520147	0	0	0	0	0	0	0	0	0	0	0.732600732600733	3.2967032967033	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	468	"AWI"	468	-76	252	50	0	15.3005464480874	0.819672131147541	0	0	0	0	0	30.8743169398907	0	0	0	0	0	0	0	0	6.55737704918033	0	0	0	0	0	0	0	2.73224043715847	0	8.46994535519126	0	0	0.546448087431694	0	31.4207650273224	0	0	0	0	0	0	0	0	0.546448087431694	0	0	0	0	0	0	0	0	0	0	0	2.73224043715847	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	474	"AWI"	474	-31	563	175	0	18.3520599250936	0	0	0	1.49812734082397	0	0	0	0	0	0	0	0	0	0	0.374531835205993	7.11610486891386	0	0	0	0	0	0	0	3.37078651685393	0	10.8614232209738	0	0	0	0	53.9325842696629	0	0	0	0	0	0.749063670411985	0	0	1.12359550561798	0	0	0	0	0	0	0	0.374531835205993	0	0	0	2.24719101123596	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	482	"AWI"	482	51	743	365	0	16.600790513834	0	0	0	0.395256916996047	0	0	0	0	0	0	0	0	0	0	0.395256916996047	6.71936758893281	0	0	0	0	0	0	0	1.97628458498024	0	23.3201581027668	0	0	0	0	38.3399209486166	0	0	0	0	0	0	0	0	0	0	0	0	10.2766798418972	0	0	0	0	0	0	0.395256916996047	1.58102766798419	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	490	"AWI"	490	185	893	544	0	12.7388535031847	0.318471337579618	0	0	0.318471337579618	0	0	0	0	0	0	0	0	0	0	0.955414012738854	7.00636942675159	0	0	0	0	0	0	0	2.54777070063694	0	17.1974522292994	0	0	0	0	57.3248407643312	0	0	0	0	0	0	0	0	0.955414012738854	0	0	0	0	0	0	0	0	0	0	0	0.636942675159236	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	498	"AWI"	498	354	1029	724	0	41.5730337078652	0	0	0	3.37078651685393	0	0	0	0	0	0	0	0	0	0	1.12359550561798	0	0	0	0	0	0	0	0	4.49438202247191	0	40.4494382022472	0	2.24719101123596	0	0	0	0	0	0	0	0	0	0	0	2.24719101123596	0	0	1.12359550561798	0	0	0	0	0	0	0	0	3.37078651685393	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	506	"AWI"	506	583	1147	905	0	16.6163141993958	0	0	0	0.604229607250755	0	0	0	0	0	0	0	0	0	0	1.20845921450151	2.7190332326284	0	0	0	0	0	0.302114803625378	0	1.81268882175227	0	13.595166163142	0	0	0	0	58.6102719033233	0	0	0	0	0	0	0	0.604229607250755	1.51057401812689	0	0	0	0	0	0	0	0	0	0	0.604229607250755	1.81268882175227	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	514	"AWI"	514	854	1247	1075	0	18.5810810810811	0	0	0	1.01351351351351	0	0	0	0	0	0	0	0	0	0	0.337837837837838	0	0	0	0	0	0	0	0	2.02702702702703	0	12.8378378378378	0	0	0.675675675675676	0	59.7972972972973	0	0	0	0	0	0	0	0.337837837837838	1.35135135135135	0	0	0	0	0	0	0	0	0	1.01351351351351	0.675675675675676	1.35135135135135	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	522	"AWI"	522	983	1343	1177	0	17.1052631578947	0	0	0	0.263157894736842	0	0	50.7894736842105	0	0	0	0	0	0	0	1.05263157894737	1.57894736842105	0	0	0	0	0	0	0	1.05263157894737	0	1.84210526315789	0	0	0.263157894736842	0	22.1052631578947	0	0	0	0	0.263157894736842	0.263157894736842	0	0	0.789473684210526	0	0	0	0	0	0	0	0.526315789473684	0	0	0.789473684210526	1.31578947368421	0
26211	45701	"Kinnshaugen"	61.108412	10.358996	530	"AWI"	530	1055	1441	1262	0	62.8865979381443	0	0	0	6.18556701030928	0	0	0	0	0	0	0	0	0	0	4.12371134020619	0	0	0	0	1.03092783505155	0	0	1.03092783505155	4.12371134020619	0	10.3092783505155	0	0	0	1.03092783505155	0	0	0	0	0	0	0	0	1.03092783505155	1.03092783505155	0	0	0	0	0	0	0	0	0	0	2.06185567010309	5.15463917525773	0
