"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
25998	44941	"Myrvatnet"	68.660076	16.380466	626	"AWI"	626	3397	4548	4023	15	0	0	0	0	328	0	0	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	1	1	28	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
25998	44941	"Myrvatnet"	68.660076	16.380466	634	"AWI"	634	3657	4681	4216	16	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	642	"AWI"	642	3902	4829	4405	21	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	3	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	650	"AWI"	650	4221	4946	4580	22	0	0	1	0	264	0	0	0	0	0	0	0	11	0	1	0	0	3	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	658	"AWI"	658	4436	5188	4787	18	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	666	"AWI"	666	4584	5479	4988	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	674	"AWI"	674	4738	5800	5202	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
25998	44941	"Myrvatnet"	68.660076	16.380466	682	"AWI"	682	4885	6078	5422	18	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	37	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	690	"AWI"	690	5038	6300	5644	23	0	0	0	0	230	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	698	"AWI"	698	5261	6486	5871	36	0	0	0	0	265	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	706	"AWI"	706	5453	6689	6094	32	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	714	"AWI"	714	5670	6856	6324	48	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	722	"AWI"	722	5897	7003	6549	40	0	0	0	0	0	0	0	0	0	0	2	1	7	0	0	1	0	3	0	0	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	726	"AWI"	726	6063	7052	6659	31	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	730	"AWI"	730	6173	7121	6779	46	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1
25998	44941	"Myrvatnet"	68.660076	16.380466	734	"AWI"	734	6423	7172	6882	62	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	738	"AWI"	738	6692	7221	6985	78	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
25998	44941	"Myrvatnet"	68.660076	16.380466	742	"AWI"	742	6852	7299	7095	94	0	0	1	0	193	0	0	0	1	0	0	0	8	0	0	0	1	2	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	746	"AWI"	746	6958	7402	7194	79	0	0	0	0	256	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
25998	44941	"Myrvatnet"	68.660076	16.380466	750	"AWI"	750	7018	7619	7283	90	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	754	"AWI"	754	7101	7724	7377	80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	758	"AWI"	758	7157	7823	7480	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0
25998	44941	"Myrvatnet"	68.660076	16.380466	762	"AWI"	762	7225	7950	7573	80	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	766	"AWI"	766	7323	8013	7673	77	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	770	"AWI"	770	7386	8108	7781	106	0	0	0	0	241	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	774	"AWI"	774	7541	8166	7866	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	778	"AWI"	778	7679	8217	7957	94	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	782	"AWI"	782	7852	8301	8069	75	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	786	"AWI"	786	8052	8546	8265	10	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	790	"AWI"	790	8106	9014	8435	11	0	0	1	0	369	0	0	0	0	0	1	0	0	0	0	0	0	2	0	14	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	794	"AWI"	794	8288	9284	8706	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	798	"AWI"	798	8404	9570	9008	8	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	802	"AWI"	802	8603	9924	9281	2	0	2	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
25998	44941	"Myrvatnet"	68.660076	16.380466	806	"AWI"	806	9145	10003	9552	4	0	0	0	0	332	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	810	"AWI"	810	9546	10120	9827	3	1	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	812	"AWI"	812	10021	10547	10277	0	0	0	1	0	236	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
25998	44941	"Myrvatnet"	68.660076	16.380466	814	"AWI"	814	10794	11302	11050	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	816	"AWI"	816	11517	12105	11820	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	818	"AWI"	818	12184	12923	12583	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25998	44941	"Myrvatnet"	68.660076	16.380466	820	"AWI"	820	12847	13762	13345	0	1	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	30	0	0	0	0	0	0
