"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14534	22775	"Merzdorf"	51.4	13.53333	1	"AWI"	1	7171	7344	7251	0	1	159	1	0	0	0	3	0	66	0	0	0	0	0	0	109	11	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	1	0	0	0	62	0	0	0	0	0	0	1	0	0	0	8	32	0
14534	22775	"Merzdorf"	51.4	13.53333	3	"AWI"	3	7249	7439	7341	0	1	208	0	0	2	0	1	0	66	0	0	0	0	0	0	174	9	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	396	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	24	44	0
14534	22775	"Merzdorf"	51.4	13.53333	5	"AWI"	5	7313	7543	7431	0	0	191	0	0	0	0	7	0	101	0	0	0	0	0	0	92	33	0	0	0	0	0	4	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	229	0	0	1	0	0	0	63	0	0	0	0	1	1	0	0	0	0	14	30	0
14534	22775	"Merzdorf"	51.4	13.53333	7	"AWI"	7	7372	7660	7521	0	0	101	0	0	0	0	0	0	101	0	0	0	0	0	0	98	9	0	0	0	0	0	1	0	8	0	0	0	3	0	0	0	0	0	1	0	0	4	230	0	0	0	0	0	0	56	0	0	0	0	2	1	0	0	0	0	7	23	0
14534	22775	"Merzdorf"	51.4	13.53333	11	"AWI"	11	7482	7902	7701	0	0	116	0	0	0	0	0	0	94	0	0	0	0	0	0	93	30	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	343	0	0	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	6	23	0
14534	22775	"Merzdorf"	51.4	13.53333	15	"AWI"	15	7586	8153	7882	0	0	399	0	0	0	0	5	0	125	0	0	0	0	0	0	135	23	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	1	0	2	534	0	0	0	0	0	0	70	0	0	0	0	0	0	1	0	0	0	16	46	0
14534	22775	"Merzdorf"	51.4	13.53333	19	"AWI"	19	7689	8403	8062	0	1	115	0	0	0	0	5	0	113	0	0	0	0	0	0	89	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	419	0	0	0	0	0	0	36	0	0	0	1	0	0	1	0	0	0	12	30	0
14534	22775	"Merzdorf"	51.4	13.53333	21	"AWI"	21	7742	8528	8152	0	0	257	1	0	2	0	5	0	169	0	0	0	0	0	0	162	60	0	0	0	0	0	2	0	3	0	0	0	2	0	3	0	0	0	0	0	0	1	478	0	0	0	0	0	0	75	0	0	0	1	1	0	2	0	0	0	11	40	0
14534	22775	"Merzdorf"	51.4	13.53333	23	"AWI"	23	7793	8654	8242	1	0	217	0	0	0	0	3	0	212	0	0	0	0	0	0	115	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	454	0	0	0	0	0	0	47	0	0	0	0	1	1	0	0	0	0	3	26	0
14534	22775	"Merzdorf"	51.4	13.53333	25	"AWI"	25	7845	8781	8333	0	0	226	0	0	0	0	3	0	137	0	0	0	0	0	0	215	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	457	0	0	0	0	0	0	69	0	0	0	1	0	1	1	0	0	0	9	29	0
14534	22775	"Merzdorf"	51.4	13.53333	29	"AWI"	29	7996	9003	8523	0	0	210	0	0	0	0	0	0	136	0	0	0	0	0	0	150	14	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	443	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	10	29	0
14534	22775	"Merzdorf"	51.4	13.53333	33	"AWI"	33	8315	9125	8757	0	0	113	0	0	0	0	3	0	67	0	0	0	0	0	0	116	43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	82	0	0	0	0	0	0	1	0	0	0	7	14	0
14534	22775	"Merzdorf"	51.4	13.53333	37	"AWI"	37	8633	9253	8990	0	0	108	0	0	0	0	0	0	90	0	0	0	0	0	0	114	35	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	403	0	0	0	0	0	0	61	0	0	0	0	0	3	0	0	0	0	4	17	0
14534	22775	"Merzdorf"	51.4	13.53333	41	"AWI"	41	8938	9396	9221	0	1	112	0	0	0	0	2	0	96	0	0	0	0	0	0	136	62	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	39	0	0	0	0	0	2	2	0	0	0	3	11	0
14534	22775	"Merzdorf"	51.4	13.53333	43	"AWI"	43	9087	9487	9335	0	1	51	0	0	0	0	0	0	89	1	0	0	0	0	0	186	87	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	45	0	0	0	0	0	4	0	0	0	0	4	17	0
14534	22775	"Merzdorf"	51.4	13.53333	47	"AWI"	47	9369	9696	9564	0	2	1	0	0	0	0	2	0	177	0	0	0	0	0	0	168	69	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	1	0	0	0	0	770	0	0	0	0	1	0	20	0	0	0	1	2	9	0	0	0	0	1	15	3
14534	22775	"Merzdorf"	51.4	13.53333	51	"AWI"	51	9557	9932	9804	0	1	0	0	0	0	0	0	0	109	0	0	0	0	0	0	80	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	6	0	0	0	0	1	4	0	0	0	0	2	9	0
14534	22775	"Merzdorf"	51.4	13.53333	57	"AWI"	57	9775	10311	10139	0	0	1	0	1	0	0	1	0	184	0	0	2	0	0	0	108	18	0	0	0	0	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	0	0	452	0	0	0	0	2	0	7	0	0	0	0	1	12	0	0	0	0	0	11	0
14534	22775	"Merzdorf"	51.4	13.53333	61	"AWI"	61	9873	10363	10209	0	1	1	0	0	0	0	1	0	219	0	0	1	0	0	0	141	18	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	7	0	0	0	1	1	19	0	0	0	0	0	10	0
14534	22775	"Merzdorf"	51.4	13.53333	65	"AWI"	65	9950	10428	10262	0	0	0	0	0	0	0	2	0	131	0	0	1	0	0	0	37	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	11	0
14534	22775	"Merzdorf"	51.4	13.53333	69	"AWI"	69	9999	10535	10315	0	0	1	0	1	0	0	2	0	149	0	0	0	0	0	0	41	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	0	0	9	1
14534	22775	"Merzdorf"	51.4	13.53333	71	"AWI"	71	10016	10598	10345	0	0	1	0	0	0	0	1	0	340	0	0	4	0	0	0	21	22	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	17	0
14534	22775	"Merzdorf"	51.4	13.53333	73	"AWI"	73	10034	10664	10374	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	591	0	0	0	0	1	1	1	0	0	0	1	1	5	0	0	0	0	0	7	0
14534	22775	"Merzdorf"	51.4	13.53333	77	"AWI"	77	10066	10802	10435	0	0	0	0	0	0	0	1	0	183	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0
14534	22775	"Merzdorf"	51.4	13.53333	81	"AWI"	81	10101	10949	10501	0	0	0	0	0	0	0	3	0	292	0	0	3	0	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	2	0	3	0	0	0	1	2	3	0	0	0	0	0	5	0
14534	22775	"Merzdorf"	51.4	13.53333	85	"AWI"	85	10135	11074	10564	0	0	0	0	0	0	0	1	0	136	0	0	0	0	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11	1
14534	22775	"Merzdorf"	51.4	13.53333	87	"AWI"	87	10186	11082	10592	0	0	0	0	0	0	0	1	0	162	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	1
14534	22775	"Merzdorf"	51.4	13.53333	91	"AWI"	91	10280	11095	10647	0	0	1	0	0	0	0	0	0	253	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	329	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
14534	22775	"Merzdorf"	51.4	13.53333	95	"AWI"	95	10367	11111	10710	0	0	0	0	1	0	0	2	0	316	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	4	0
14534	22775	"Merzdorf"	51.4	13.53333	99	"AWI"	99	10444	11125	10781	0	0	1	0	1	0	0	2	0	328	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	1	0	1	0	0	0	1	1	11	0	1	0	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	103	"AWI"	103	10507	11147	10854	0	0	0	0	1	0	0	2	0	289	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	1	0
14534	22775	"Merzdorf"	51.4	13.53333	107	"AWI"	107	10559	11173	10939	0	0	1	1	0	0	0	0	0	297	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1
14534	22775	"Merzdorf"	51.4	13.53333	111	"AWI"	111	10602	11211	11018	0	0	0	1	1	0	0	5	0	206	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	337	0	0	0	0	1	0	11	0	0	0	0	1	11	0	0	0	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	115	"AWI"	115	10652	11240	11069	0	0	0	1	0	0	0	3	0	185	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	119	"AWI"	119	10695	11255	11101	0	2	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0
14534	22775	"Merzdorf"	51.4	13.53333	123	"AWI"	123	10729	11283	11129	0	0	0	0	0	0	0	2	0	256	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	444	0	0	0	0	1	0	2	0	0	0	1	1	6	0	0	0	0	0	2	0
14534	22775	"Merzdorf"	51.4	13.53333	125	"AWI"	125	10738	11311	11140	0	0	2	1	0	0	0	3	0	155	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	129	"AWI"	129	10752	11368	11162	0	0	0	0	0	0	0	1	0	189	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	347	0	0	0	0	1	0	1	0	0	0	1	0	10	0	0	0	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	139	"AWI"	139	10794	11538	11216	0	0	0	0	1	0	0	2	0	361	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	8	1	0	0	0	0	0	0	0	597	0	0	0	0	1	0	4	0	0	0	0	2	31	0	0	0	1	0	1	0
14534	22775	"Merzdorf"	51.4	13.53333	141	"AWI"	141	10801	11567	11225	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	2	26	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	406	0	0	0	0	2	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	145	"AWI"	145	10823	11596	11245	0	0	1	0	0	0	0	1	0	148	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	452	0	0	0	0	6	0	2	0	0	0	1	1	38	0	0	0	0	0	1	0
14534	22775	"Merzdorf"	51.4	13.53333	149	"AWI"	149	10842	11623	11262	0	0	0	0	0	0	0	1	0	123	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	507	0	0	0	0	3	0	3	0	0	0	0	0	17	0	0	0	0	0	0	1
14534	22775	"Merzdorf"	51.4	13.53333	151	"AWI"	151	10851	11635	11270	0	0	0	0	1	0	0	2	0	138	0	0	0	0	0	1	1	24	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	433	0	0	0	0	4	0	2	0	0	0	0	0	22	0	2	0	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	155	"AWI"	155	10867	11668	11288	0	0	0	0	0	0	0	2	0	178	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0
14534	22775	"Merzdorf"	51.4	13.53333	159	"AWI"	159	10882	11703	11305	0	0	1	0	0	0	0	1	0	264	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	296	0	0	0	0	2	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0
14534	22775	"Merzdorf"	51.4	13.53333	163	"AWI"	163	10895	11747	11320	0	0	0	0	0	0	0	1	0	244	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	337	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0
