"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Malvaceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Vitaceae"
3068	3999	"Cala'n Porter"	39.87056	4.13139	615	"AWI"	615	3492	4327	3806	0	0	0.996677740863787	4.31893687707641	3.65448504983389	0	1.32890365448505	0	9.96677740863787	0.664451827242525	0	0	0	0	0.332225913621262	0	0.332225913621262	0.664451827242525	5.64784053156146	0	2.32558139534884	0.332225913621262	0.332225913621262	0.664451827242525	0	0	0.332225913621262	0	0	0	0	43.8538205980066	0	0	2.99003322259136	3.65448504983389	3.32225913621263	7.30897009966777	0	0	2.99003322259136	2.32558139534884	0	0	0	0	0.664451827242525	0.332225913621262	0.332225913621262	0	0	0	0.332225913621262
3068	3999	"Cala'n Porter"	39.87056	4.13139	660	"AWI"	660	3639	4547	4042	0	0	0.675675675675676	7.77027027027027	5.40540540540541	0	1.35135135135135	0	9.12162162162162	0	0	0	0	0	0	0	0	1.35135135135135	5.40540540540541	0	1.01351351351351	0	0	0	0	0	0	0	0.337837837837838	0	0	44.5945945945946	0	0.337837837837838	0.675675675675676	2.36486486486486	4.39189189189189	7.77027027027027	0	0	3.04054054054054	3.37837837837838	0	0	0	0	0	0	0.675675675675676	0.337837837837838	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	705	"AWI"	705	3845	4780	4300	0	0	1.94174757281553	1.94174757281553	3.88349514563107	0	1.29449838187702	0	7.11974110032362	0	0	0	0	0	0.647249190938511	0	0	1.94174757281553	11.3268608414239	0	2.26537216828479	0	0	0.970873786407767	0	0	0	0.323624595469256	0	0	0	39.8058252427184	0	0	1.61812297734628	4.20711974110032	2.58899676375405	11.0032362459547	0	0	2.9126213592233	2.9126213592233	0	0	0	0	0.323624595469256	0	0	0	0	0	0.970873786407767
3068	3999	"Cala'n Porter"	39.87056	4.13139	750	"AWI"	750	4059	5003	4550	0	0	0	6.04651162790698	3.25581395348837	0	1.3953488372093	0	5.11627906976744	0.465116279069767	0	0	0	0	0.465116279069767	0	0	1.3953488372093	11.1627906976744	0.465116279069767	2.7906976744186	0	0	0.930232558139535	0	0	0	0	0	0	0	43.2558139534884	0	0	1.3953488372093	5.11627906976744	4.65116279069767	2.7906976744186	0	0	3.72093023255814	4.65116279069767	0.465116279069767	0	0	0	0.465116279069767	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	795	"AWI"	795	4251	5153	4794	0	0	0.995024875621891	2.98507462686567	1.49253731343284	0	0.497512437810945	0	14.4278606965174	0.497512437810945	0	0	0	0	0	0	0	0.497512437810945	6.96517412935323	0	0.995024875621891	0	0.995024875621891	0	0	0	0	0	0	0	0	46.2686567164179	0	0	0.497512437810945	5.4726368159204	1.99004975124378	8.45771144278607	0	0	0.995024875621891	3.48258706467662	0.497512437810945	0	0	0	0.995024875621891	0	0	0	0	0	0.995024875621891
3068	3999	"Cala'n Porter"	39.87056	4.13139	850	"AWI"	850	4824	5254	5042	0	0	0.347222222222222	2.43055555555556	7.29166666666667	0	3.81944444444444	0	6.94444444444444	0.694444444444444	0	0	0	0	0	0	0	1.38888888888889	2.08333333333333	0.694444444444444	1.73611111111111	0	0	0.347222222222222	0	0	0	0	0.347222222222222	0	0	54.8611111111111	0	0	0	1.38888888888889	4.86111111111111	4.86111111111111	0	0	2.43055555555556	2.43055555555556	0	0	0	0	0	0	0	0	0	0	1.04166666666667
3068	3999	"Cala'n Porter"	39.87056	4.13139	860	"AWI"	860	4883	5289	5090	0	0	1.69491525423729	1.45278450363196	5.56900726392252	0	0.726392251815981	0.726392251815981	7.74818401937046	0.484261501210654	0	0	0	0	0.242130750605327	0	0	4.35835351089588	4.60048426150121	0	3.6319612590799	0	1.21065375302663	0.484261501210654	0	0	0.242130750605327	0.484261501210654	0	0	0	57.8692493946731	0	0	0	0.484261501210654	1.45278450363196	2.6634382566586	0	0	1.45278450363196	2.17917675544794	0	0	0	0	0.242130750605327	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	870	"AWI"	870	4922	5336	5136	0	0	0.826446280991736	1.2396694214876	7.02479338842975	0	2.47933884297521	1.2396694214876	18.595041322314	0.413223140495868	0	0	0	0	0.826446280991736	0	0	2.47933884297521	2.47933884297521	2.06611570247934	2.06611570247934	0	0	0.826446280991736	0	0	0	0	0	0	0	32.2314049586777	0	0	0	0.826446280991736	1.2396694214876	11.9834710743802	0	3.71900826446281	1.2396694214876	3.71900826446281	0	0	0	0	1.2396694214876	0	0	1.2396694214876	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	880	"AWI"	880	4950	5398	5189	0	0	1.48148148148148	1.48148148148148	8.88888888888889	0	0.740740740740741	0.37037037037037	17.7777777777778	0	0	0.37037037037037	0	0	0.37037037037037	0	0	1.85185185185185	5.18518518518519	2.59259259259259	1.48148148148148	0	1.48148148148148	0	0	0	0	0.37037037037037	0	0	0	32.962962962963	0	0	0	3.33333333333333	0	15.5555555555556	0	0	0.37037037037037	1.48148148148148	0	0	0	0	0.740740740740741	0	0	0.740740740740741	0	0	0.37037037037037
3068	3999	"Cala'n Porter"	39.87056	4.13139	890	"AWI"	890	4976	5470	5239	0	0	1.40845070422535	1.87793427230047	6.57276995305164	0	1.87793427230047	0	14.0845070422535	0.469483568075117	0	0	0	0	0.938967136150235	0	0	0.469483568075117	2.34741784037559	0	0.469483568075117	0	1.40845070422535	0	0.469483568075117	0	0	0	0	0	0	45.5399061032864	0	0	0	0	0.469483568075117	14.5539906103286	0	0	2.8169014084507	2.8169014084507	0	0	0	0	0.469483568075117	0	0	0	0	0.469483568075117	0.469483568075117
3068	3999	"Cala'n Porter"	39.87056	4.13139	900	"AWI"	900	4997	5548	5280	0	0	0.809716599190283	1.61943319838057	14.5748987854251	0	1.61943319838057	0.404858299595142	23.4817813765182	0	0	0	0	0	2.02429149797571	0	0	2.83400809716599	2.83400809716599	4.8582995951417	5.66801619433198	0	1.21457489878543	0	0	0	0	3.64372469635628	0	0	0	5.66801619433198	0	0	0	4.8582995951417	0	21.0526315789474	0	0	0.809716599190283	0.809716599190283	0	0	0	0	0	0	0	0.404858299595142	0.404858299595142	0	0.404858299595142
