"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tamaricaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	0	"AWI"	0	-106	57	-20	0	0	0	0.537634408602151	0	0	0	0	0	0	2.68817204301075	0	0	0	0	0	0	0	0	0	53.763440860215	0	0	0	0	0	0	0.537634408602151	0	0	0	0	0	0	5.37634408602151	0.537634408602151	0	0	0	0	33.8709677419355	0	0	0	0	0	0	1.0752688172043	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	710	"AWI"	710	10692	12639	11691	2.38095238095238	0	0	2.38095238095238	0	0	0	0	59.5238095238095	0	9.52380952380952	0	0	0	0	0	0	0	0	0	4.76190476190476	2.38095238095238	0	0	0	0	0	0	0	0	0	0	2.38095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238	0	0	0	2.38095238095238	7.14285714285714	2.38095238095238	0	0	0	0	0	2.38095238095238	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	720	"AWI"	720	11117	12928	12032	0	0	0	0	0	0	0	0	12.3076923076923	0	4.61538461538462	0	0	0	0	0	0	0	0	0	1.53846153846154	1.02564102564103	0	0	0	0	0	0	0	0	0	0	0.512820512820513	0	0	0	0	0	0	0	0	76.4102564102564	0	0	0	0	0	0	0	0	0	0	0.512820512820513	2.05128205128205	0.512820512820513	0	0	0	0	0	0.512820512820513	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	730	"AWI"	730	11506	13260	12374	0	0	0	0	2.77777777777778	0	0	0	50	0	19.4444444444444	0	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77777777777778	0	0	0	0	0	0	0	0	0	0	0	0	2.77777777777778	0	0	0	0	0	5.55555555555556	2.77777777777778	0	0	2.77777777777778	0	0	2.77777777777778	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	740	"AWI"	740	12074	13517	12689	0	0	0	1.96078431372549	0	0	0	0	52.9411764705882	0	11.7647058823529	0	0	0	0	0	0	0	0	0	5.88235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96078431372549	0	0	0	0	3.92156862745098	5.88235294117647	9.80392156862745	0	0	0	0	0	5.88235294117647	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	742	"AWI"	742	12143	13585	12758	0	0	0	1.29032258064516	0	0	0	0	40.6451612903226	0	24.5161290322581	0	0	0	0	0	0	0	0	0	9.67741935483871	3.2258064516129	0	0	0	0	0	0	0	0	0	0	9.67741935483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93548387096774	0	0	0	0	1.93548387096774	3.87096774193548	1.93548387096774	0	0	0.645161290322581	0	0	0	0	0.645161290322581	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	745	"AWI"	745	12334	13722	12968	0	0	0	1.44927536231884	0	0	0	0	19.5652173913043	0	44.2028985507246	2.89855072463768	0	0	0	0	0	0	0	1.44927536231884	2.89855072463768	0.72463768115942	0	0	0	0	0	0	0	0	0	0	13.768115942029	0	0.72463768115942	0	0	0	0	0	0	0	0	0	0	0	0	1.44927536231884	0	0	0	0	1.44927536231884	7.97101449275362	0	0	0	0	0	0	1.44927536231884	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	747.5	"AWI"	747.5	12423	13867.5	13159	0	0	0	0	0	0	0	0	10	0	66.3157894736842	0	0	0	0	0	0	0	0	0	3.15789473684211	0.526315789473684	0	0	0	0	0	0	0	0	0	0	14.7368421052632	0	0.526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	0	0	0	0	0.526315789473684	0	2.10526315789474	0	0	0	0	0	0.526315789473684	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	750	"AWI"	750	12488	14050	13343	0	0	0	0.390625	0	0	0	0	3.125	0	9.765625	0	0	0	0	0	0	0	0	0	0.78125	0.390625	0	0	0	0	0	0	0	0	0	0	3.515625	0	0	0	0	0	0	0	0	81.25	0	0	0	0	0	0	0	0	0	0	0	0.78125	0	0	0	0	0	0	0	0	0	0	0	0
15749	24195	"Mittlere Hellelen"	46.28306	7.84417	755	"AWI"	755	12593	14535	13675	0	0	0	0	0.0941619585687382	0	0	0.0941619585687382	1.78907721280603	0	12.241054613936	0	0	0	0	0	0	0	0.0941619585687382	0.0941619585687382	0.376647834274953	0.376647834274953	0	0	0	0	0	0	0	0	0	0	2.35404896421846	0	0.188323917137476	0	0	0	0	0	0	81.3559322033898	0	0	0	0	0	0	0	0	0	0	0	0.282485875706215	0.564971751412429	0	0	0	0	0	0.0941619585687382	0	0	0	0	0
