"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26510	"Schwemm"	47.65811	12.299518	270	"AWI"	270	1931	3005	2430	138	2	164	1	0	0	5	0	37	0	1	0	0	0	0	0	1	110	32	0	0	15	0	0	431	0	21	0	0	0	0	0	0	0	0	0	0	117	27	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	6	34	2	0
16674	26510	"Schwemm"	47.65811	12.299518	280	"AWI"	280	2002	3091	2516	234	2	171	0	0	0	3	0	19	0	0	0	0	0	0	0	0	52	20	0	0	12	0	0	387	0	13	0	0	0	0	0	0	0	0	0	0	128	33	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	6	18	1	0
16674	26510	"Schwemm"	47.65811	12.299518	290	"AWI"	290	2082	3174	2600	199	2	112	0	0	0	4	0	19	0	0	0	0	0	0	0	0	70	31	0	0	12	0	0	298	0	11	0	0	0	0	0	0	0	0	0	0	56	86	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	2	37	1	0
16674	26510	"Schwemm"	47.65811	12.299518	300	"AWI"	300	2168	3259	2682	122	0	124	1	0	0	1	0	46	2	0	0	0	0	0	0	0	119	28	0	0	12	0	0	444	1	7	0	0	2	0	1	0	0	0	0	0	144	56	0	0	0	0	0	27	0	0	0	1	1	0	0	0	0	0	0	0	5	9	3	0
16674	26510	"Schwemm"	47.65811	12.299518	310	"AWI"	310	2243	3343	2767	123	0	144	0	2	0	3	0	45	0	0	0	0	0	0	0	0	110	38	0	0	13	0	0	478	0	7	0	0	0	0	0	0	0	0	0	0	110	124	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	7	14	2	0
16674	26510	"Schwemm"	47.65811	12.299518	320	"AWI"	320	2322	3425	2854	69	1	196	1	3	0	1	0	63	0	1	0	0	0	0	0	0	55	23	0	0	13	0	0	470	0	7	0	0	0	0	0	0	0	0	0	0	66	6	0	0	0	0	0	32	0	0	0	0	1	2	0	0	0	0	0	1	3	13	0	0
16674	26510	"Schwemm"	47.65811	12.299518	330	"AWI"	330	2405	3504	2935	104	0	209	1	2	0	5	0	16	0	0	0	0	0	0	0	0	95	26	0	0	9	0	0	490	0	3	0	0	0	0	0	0	0	0	0	0	104	19	0	0	0	0	0	40	0	0	0	1	2	0	0	0	0	0	0	0	7	5	6	0
16674	26510	"Schwemm"	47.65811	12.299518	340	"AWI"	340	2483	3588	3019	109	2	199	1	0	0	8	0	29	0	1	1	0	0	0	0	0	94	31	0	0	10	0	0	552	0	10	0	0	0	0	0	0	0	0	0	0	143	23	0	0	0	0	0	42	0	0	0	0	1	2	0	0	0	0	2	0	4	10	3	0
16674	26510	"Schwemm"	47.65811	12.299518	350	"AWI"	350	2553	3678	3101	180	2	165	0	3	0	7	0	47	0	0	1	0	0	1	0	0	114	32	0	0	12	0	0	492	0	12	0	0	0	0	0	0	0	0	0	0	151	30	0	0	0	0	0	35	0	0	0	2	2	1	0	0	0	0	0	0	3	20	2	0
16674	26510	"Schwemm"	47.65811	12.299518	360	"AWI"	360	2643	3747	3184	17	0	115	0	5	0	2	0	41	0	0	0	0	0	0	1	0	108	57	0	0	10	0	0	464	0	11	0	0	7	0	1	1	0	0	0	0	41	89	0	107	0	0	0	56	0	0	0	0	15	1	0	0	0	0	1	0	8	14	8	0
16674	26510	"Schwemm"	47.65811	12.299518	370	"AWI"	370	2738	3829	3263	89	2	160	0	4	0	2	0	60	0	0	0	1	0	0	0	0	116	49	0	0	11	0	0	380	0	7	0	0	12	0	0	0	0	0	0	0	114	72	0	0	0	0	0	32	0	0	0	0	6	1	0	0	0	0	4	0	2	8	3	0
16674	26510	"Schwemm"	47.65811	12.299518	375	"AWI"	375	2775	3870	3306	109	1	147	0	0	0	3	0	34	0	0	0	0	0	0	0	0	89	39	0	0	0	0	0	395	0	8	0	0	1	0	0	0	0	0	0	0	114	18	0	0	0	0	0	28	0	0	0	1	1	0	0	0	0	0	0	0	1	6	0	0
16674	26510	"Schwemm"	47.65811	12.299518	380	"AWI"	380	2812	3906	3346	25	0	173	1	2	0	9	0	30	0	0	0	0	0	0	0	0	88	14	0	0	2	0	0	558	1	8	0	0	1	0	0	0	0	0	0	0	50	3	0	0	0	0	0	32	0	0	0	1	2	6	0	0	0	0	2	0	6	10	4	0
16674	26510	"Schwemm"	47.65811	12.299518	390	"AWI"	390	2893	3990	3426	89	1	180	2	1	0	3	0	44	0	0	0	0	0	0	0	2	75	33	0	0	16	0	0	634	0	8	0	0	3	1	0	0	0	0	0	0	114	15	0	0	0	0	0	31	0	0	0	2	2	2	0	0	0	0	1	0	15	17	2	0
16674	26510	"Schwemm"	47.65811	12.299518	395	"AWI"	395	2946	4028	3466	135	2	178	0	1	0	3	0	56	0	0	0	0	0	0	0	0	83	91	0	0	9	0	0	504	0	29	0	0	1	0	0	0	0	0	0	0	129	28	0	0	0	0	0	37	0	0	0	0	2	1	1	0	0	0	5	0	1	23	1	0
16674	26510	"Schwemm"	47.65811	12.299518	400	"AWI"	400	2999	4061	3509	111	2	227	0	0	0	2	0	22	0	0	0	0	0	0	0	0	149	41	0	0	28	0	0	395	0	11	0	0	1	0	0	0	0	0	0	0	92	30	0	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	5	23	3	0
16674	26510	"Schwemm"	47.65811	12.299518	410	"AWI"	410	3085	4136	3595	172	1	149	0	0	0	3	0	74	0	0	0	0	0	0	0	0	59	72	0	0	31	0	0	396	0	34	0	0	5	0	1	0	0	0	0	0	112	47	0	0	0	0	0	40	0	0	0	1	3	1	0	0	0	0	7	0	2	30	3	0
16674	26510	"Schwemm"	47.65811	12.299518	420	"AWI"	420	3170	4222	3675	159	0	172	1	0	0	7	0	23	0	0	0	0	0	0	0	1	112	90	0	0	4	0	0	381	3	15	0	0	1	0	0	0	0	0	0	0	153	26	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	2	0	8	45	3	0
16674	26510	"Schwemm"	47.65811	12.299518	430	"AWI"	430	3276	4294	3758	140	3	165	0	7	0	3	0	23	0	0	0	0	0	0	0	1	85	172	0	0	0	0	0	378	1	11	0	0	1	0	0	1	0	0	0	0	109	20	0	0	0	0	0	32	0	0	0	4	0	2	0	0	1	1	7	0	3	50	4	0
16674	26510	"Schwemm"	47.65811	12.299518	440	"AWI"	440	3371	4369	3841	173	0	247	0	3	0	0	0	23	0	0	0	0	0	0	0	0	127	116	0	0	0	0	0	323	1	37	0	0	4	1	1	1	0	0	0	0	185	54	0	0	0	0	5	37	0	0	0	2	1	2	0	0	0	0	8	1	6	34	8	0
16674	26510	"Schwemm"	47.65811	12.299518	450	"AWI"	450	3462	4448	3922	126	3	146	0	1	0	1	0	13	0	0	0	0	0	0	0	0	72	115	0	0	0	0	0	376	1	20	0	0	3	0	0	0	0	0	0	0	115	19	0	0	0	0	0	30	0	0	0	1	0	3	1	0	0	0	2	0	5	11	6	0
16674	26510	"Schwemm"	47.65811	12.299518	460	"AWI"	460	3558	4523	4006	147	1	158	0	5	0	0	0	10	0	0	0	0	0	0	0	0	66	128	0	0	2	0	0	376	0	23	0	0	3	0	0	0	0	0	0	0	161	27	0	0	0	0	0	57	0	0	0	0	0	0	1	0	0	0	3	0	14	9	6	0
16674	26510	"Schwemm"	47.65811	12.299518	470	"AWI"	470	3668	4599	4085	106	1	64	0	14	0	2	0	22	0	0	0	0	0	1	0	1	49	175	0	0	0	0	0	293	0	11	0	0	2	0	0	0	0	0	0	0	140	59	0	0	0	0	0	48	0	0	0	3	0	0	0	0	0	0	0	0	3	9	1	0
16674	26510	"Schwemm"	47.65811	12.299518	480	"AWI"	480	3769	4673	4165	129	1	193	1	8	0	0	0	37	0	0	0	0	0	2	0	0	87	470	0	0	0	0	0	172	0	18	0	0	4	0	0	5	0	0	0	0	188	24	0	0	0	0	4	27	0	0	0	32	0	0	0	0	0	0	5	0	2	10	4	0
16674	26510	"Schwemm"	47.65811	12.299518	490	"AWI"	490	3861	4741	4246	139	1	97	1	0	0	0	0	7	0	0	0	0	0	0	0	0	87	684	0	0	0	0	0	241	0	11	0	0	2	0	0	1	0	0	0	0	282	28	0	0	0	0	0	33	0	0	0	2	0	1	0	0	0	0	3	0	2	19	2	0
16674	26510	"Schwemm"	47.65811	12.299518	500	"AWI"	500	3991	4795	4330	121	3	125	0	4	0	1	0	7	0	0	0	0	0	1	0	0	92	721	0	0	0	0	0	237	0	10	1	0	6	0	0	2	0	0	6	0	256	34	0	0	0	0	0	27	0	0	0	6	0	0	0	0	0	0	1	0	4	29	5	0
16674	26510	"Schwemm"	47.65811	12.299518	510	"AWI"	510	4089	4912	4436	115	2	213	0	2	0	0	0	6	0	1	1	0	0	3	0	1	110	372	0	0	0	0	0	63	0	25	0	0	2	0	1	0	0	0	0	0	253	55	0	0	0	0	0	20	0	0	0	9	0	8	2	0	1	0	0	1	6	11	5	0
16674	26510	"Schwemm"	47.65811	12.299518	520	"AWI"	520	4181	5092	4559	95	0	247	0	4	0	1	0	11	0	0	0	0	0	2	0	0	200	302	0	0	0	0	0	68	0	15	0	0	2	0	0	0	0	0	0	0	255	40	0	0	0	0	0	24	0	0	0	7	0	0	1	0	1	0	0	0	14	11	2	0
16674	26510	"Schwemm"	47.65811	12.299518	530	"AWI"	530	4275	5225	4697	104	4	286	0	3	0	1	0	5	0	0	0	0	0	1	0	0	178	264	0	0	0	0	0	60	0	30	0	0	0	0	0	0	0	0	0	0	175	23	0	0	0	0	0	16	0	0	0	1	0	1	0	0	1	0	0	0	9	11	0	0
16674	26510	"Schwemm"	47.65811	12.299518	540	"AWI"	540	4377	5361	4833	6	0	633	0	3	0	1	0	41	0	0	0	0	0	0	0	0	64	196	0	0	0	0	0	172	0	8	0	0	1	0	0	0	0	0	0	0	37	8	0	0	0	0	0	18	0	0	0	0	1	3	0	0	0	0	0	0	7	11	1	0
16674	26510	"Schwemm"	47.65811	12.299518	550	"AWI"	550	4483	5509	4962	104	5	405	0	3	0	1	0	18	0	1	0	0	0	0	0	0	70	246	0	0	0	0	0	87	2	28	0	0	4	1	0	0	0	0	0	0	231	20	0	0	0	0	3	20	0	0	0	4	1	4	0	0	4	0	0	0	13	5	2	0
16674	26510	"Schwemm"	47.65811	12.299518	560	"AWI"	560	4565	5653	5088	162	5	197	0	9	0	3	0	38	0	0	0	0	0	0	0	0	68	484	0	0	0	0	0	210	0	15	0	0	3	1	0	0	0	0	0	0	238	23	0	0	0	0	0	26	0	0	0	5	0	3	0	0	0	0	7	0	8	12	0	0
16674	26510	"Schwemm"	47.65811	12.299518	570	"AWI"	570	4703	5761	5216	140	0	329	0	0	0	0	0	13	0	1	0	0	0	0	0	0	82	117	0	0	0	0	0	50	3	13	0	0	5	0	0	0	0	0	0	0	295	38	0	0	0	0	0	20	0	0	0	0	0	3	0	0	0	0	2	0	9	3	0	0
16674	26510	"Schwemm"	47.65811	12.299518	580	"AWI"	580	4818	5882	5347	160	0	182	0	0	0	0	0	9	0	0	0	0	0	0	0	1	133	112	1	0	0	0	0	30	2	6	0	0	0	0	0	0	0	0	0	0	353	53	0	0	0	0	0	6	0	0	0	7	0	12	0	0	0	0	1	0	8	3	0	0
16674	26510	"Schwemm"	47.65811	12.299518	590	"AWI"	590	4931	6017	5466	164	4	263	0	4	0	0	0	13	0	0	0	0	0	0	0	0	107	327	0	0	0	0	0	63	3	21	0	0	4	0	0	0	0	0	0	0	177	31	0	0	0	0	0	31	0	0	0	7	0	3	0	0	0	0	12	1	8	4	0	0
16674	26510	"Schwemm"	47.65811	12.299518	600	"AWI"	600	5072	6128	5597	111	4	279	0	0	0	0	0	23	0	1	0	0	0	0	0	0	104	196	0	0	0	0	0	125	9	29	0	0	5	0	0	2	0	0	0	0	215	36	0	0	0	0	0	29	0	0	0	4	0	7	1	0	0	0	3	0	11	12	0	0
16674	26510	"Schwemm"	47.65811	12.299518	610	"AWI"	610	5224	6226	5724	115	1	185	0	3	0	0	0	18	0	0	0	0	0	0	0	0	78	949	0	0	0	0	0	110	2	43	0	0	9	0	0	1	0	0	0	0	281	23	0	0	0	0	0	24	0	0	0	3	1	2	0	0	0	0	4	0	11	16	1	0
16674	26510	"Schwemm"	47.65811	12.299518	620	"AWI"	620	5375	6342	5850	123	1	231	0	1	0	0	0	10	0	0	0	0	0	0	0	0	70	882	0	0	2	0	0	107	0	33	0	0	4	1	1	4	0	0	0	0	353	28	0	0	0	0	0	20	0	1	0	2	0	1	0	0	0	0	0	0	13	18	0	0
16674	26510	"Schwemm"	47.65811	12.299518	630	"AWI"	630	5507	6456	5980	90	2	193	0	10	0	1	0	33	0	0	0	0	0	0	0	1	82	638	0	0	3	0	0	152	0	59	0	0	2	10	0	0	0	0	0	0	255	23	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	8	0	14	26	1	0
16674	26510	"Schwemm"	47.65811	12.299518	640	"AWI"	640	5687	6557	6105	72	1	210	0	3	0	0	0	33	0	0	0	0	0	0	0	1	97	100	0	0	0	0	0	143	2	36	0	0	1	0	0	0	0	0	0	0	186	34	0	0	0	0	0	47	0	0	0	5	0	0	0	0	0	0	0	0	29	19	0	0
16674	26510	"Schwemm"	47.65811	12.299518	650	"AWI"	650	5895	6645	6222	132	3	225	0	5	0	3	0	18	0	0	0	0	0	0	0	0	102	72	0	0	0	0	0	176	0	40	0	0	2	0	0	0	0	0	0	0	320	28	0	0	0	0	0	31	0	0	0	0	0	2	0	0	0	0	1	0	32	14	2	0
16674	26510	"Schwemm"	47.65811	12.299518	660	"AWI"	660	6058	6805	6364	95	3	240	0	0	0	1	0	31	0	1	0	0	0	1	0	0	97	57	0	0	0	0	0	111	0	39	0	0	2	0	0	0	0	0	0	0	209	33	0	0	0	0	0	57	0	0	0	0	0	1	0	0	0	0	0	1	26	18	0	0
16674	26510	"Schwemm"	47.65811	12.299518	670	"AWI"	670	6168	7213	6558	128	5	272	0	8	0	0	0	53	0	0	0	0	0	0	0	0	79	40	0	0	0	0	0	105	0	34	0	0	7	0	0	0	0	0	0	0	319	41	0	0	0	0	0	59	0	0	0	0	1	1	0	1	0	0	1	0	56	31	2	0
16674	26510	"Schwemm"	47.65811	12.299518	680	"AWI"	680	6314	7508	6774	91	8	192	0	3	0	1	0	46	0	1	0	0	0	1	0	1	83	49	0	0	0	0	0	80	0	34	0	0	1	0	0	0	0	0	0	0	242	23	0	0	0	0	0	59	0	0	0	0	0	1	0	0	0	0	0	0	66	25	1	0
16674	26510	"Schwemm"	47.65811	12.299518	690	"AWI"	690	6447	7840	7000	111	6	171	0	0	0	1	0	41	0	0	0	0	0	0	0	1	62	30	0	0	0	0	0	92	1	45	0	0	1	0	0	1	0	0	0	0	294	16	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	66	22	1	0
16674	26510	"Schwemm"	47.65811	12.299518	700	"AWI"	700	6562	8135	7232	91	5	247	0	1	0	1	0	60	0	0	0	0	0	0	0	1	100	22	0	0	0	0	0	43	0	28	0	0	1	0	0	0	0	0	0	0	217	24	0	0	0	0	0	53	0	0	0	1	0	0	0	0	1	0	0	0	59	71	1	0
16674	26510	"Schwemm"	47.65811	12.299518	710	"AWI"	710	6745	8374	7455	112	4	104	0	5	0	1	0	34	0	0	0	0	0	0	0	1	93	43	0	0	0	0	0	52	0	39	0	0	2	0	0	1	0	0	0	0	308	32	0	0	0	0	0	62	0	0	0	0	0	3	0	0	0	0	0	0	52	86	0	0
16674	26510	"Schwemm"	47.65811	12.299518	720	"AWI"	720	6906	8635	7673	46	16	213	0	4	0	0	0	51	0	0	0	0	0	0	0	0	97	40	0	0	0	0	0	28	0	62	0	0	2	0	0	0	0	0	0	0	492	41	0	0	0	0	0	84	0	0	0	0	0	3	0	0	0	0	0	0	113	89	0	0
16674	26510	"Schwemm"	47.65811	12.299518	730	"AWI"	730	7065	8862	7893	17	4	105	0	3	0	2	0	42	0	0	0	0	0	0	0	0	110	47	0	0	0	0	0	25	0	56	0	0	0	0	0	0	0	0	0	0	386	43	0	0	0	0	0	83	0	0	0	0	1	0	0	0	0	0	0	0	122	128	0	0
16674	26510	"Schwemm"	47.65811	12.299518	740	"AWI"	740	7225	9077	8129	5	6	94	0	5	0	0	0	28	0	0	0	0	0	1	0	0	105	30	0	0	0	0	0	13	0	55	0	0	2	0	0	0	0	0	0	0	450	36	0	0	0	0	0	74	0	0	0	0	1	1	1	1	0	0	0	0	141	112	0	0
