"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juglans"	"Ostrya.Carpinus"	"Pinus"	"Poaceae"	"Quercus"	"Tilia"	"Ulmus"
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	10	"AWI"	10	-71	551	121	6.86695278969957	9.01287553648069	8.15450643776824	1.71673819742489	21.8884120171674	12.0171673819742	0	12.0171673819742	3.00429184549356	0.858369098712446	17.5965665236052	3.00429184549356	3.86266094420601	0	0
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	20	"AWI"	20	24	863	354	10.1382488479263	12.4423963133641	5.06912442396313	1.84331797235023	24.8847926267281	20.7373271889401	0	2.76497695852535	2.30414746543779	1.84331797235023	1.84331797235023	2.76497695852535	12.4423963133641	0.921658986175115	0
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	30	"AWI"	30	156	1110	583	9.90566037735849	9.90566037735849	3.77358490566038	2.83018867924528	25.4716981132075	23.5849056603774	0	0	1.88679245283019	0.943396226415094	3.77358490566038	2.83018867924528	12.2641509433962	1.88679245283019	0.943396226415094
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	40	"AWI"	40	285	1354	771	10.0529100529101	8.99470899470899	1.58730158730159	3.7037037037037	27.5132275132275	27.5132275132275	0	0	0.529100529100529	0.529100529100529	4.76190476190476	2.64550264550265	11.1111111111111	0.529100529100529	0.529100529100529
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	50	"AWI"	50	434	1589	952	7.87037037037037	5.09259259259259	3.7037037037037	2.77777777777778	31.0185185185185	15.2777777777778	0	0	2.77777777777778	0	7.87037037037037	1.85185185185185	20.3703703703704	0.462962962962963	0.925925925925926
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	60	"AWI"	60	576	1803	1140	9.17874396135266	13.0434782608696	4.83091787439614	3.86473429951691	20.2898550724638	17.3913043478261	0	5.79710144927536	2.89855072463768	0	4.83091787439614	1.93236714975845	14.975845410628	0	0.966183574879227
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	70	"AWI"	70	733	1989	1331	8.84955752212389	16.3716814159292	5.75221238938053	2.65486725663717	22.5663716814159	20.353982300885	0	7.07964601769912	1.76991150442478	0	1.76991150442478	1.76991150442478	10.1769911504425	0	0.884955752212389
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	80	"AWI"	80	892	2181	1511	8.87096774193548	14.1129032258065	4.03225806451613	2.01612903225806	24.1935483870968	16.1290322580645	0	8.06451612903226	2.01612903225806	0	4.83870967741935	4.03225806451613	10.8870967741935	0	0.806451612903226
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	90	"AWI"	90	1054	2379	1695	7.82122905027933	10.6145251396648	2.79329608938547	4.46927374301676	19.5530726256983	12.8491620111732	0	0	1.67597765363128	0	14.5251396648045	5.58659217877095	19.5530726256983	0	0.558659217877095
3073	4005	"Cueto de la Avellanosa"	43.11667	-4.36417	100	"AWI"	100	1230	2562	1879	6.81818181818182	7.95454545454545	1.70454545454545	5.11363636363636	19.3181818181818	10.2272727272727	0	2.84090909090909	1.70454545454545	0	19.3181818181818	3.97727272727273	20.4545454545455	0	0.568181818181818
