"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15904	24481	"La Guérivière"	46.96361	-0.91917	15	"AWI"	15	44	1578	451	2	0	10	2	21	1	0	0	2	0	1	0	0	0	4	0	0	0	2	9	4	0	3	0	3	0	0	0	2	0	8	1	0	0	0	0	3	17	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	25	"AWI"	25	174	2216	869	2	0	19	2	9	0	0	0	0	0	1	1	0	0	6	0	0	0	2	12	0	0	2	1	0	0	0	1	2	0	4	0	0	0	0	0	3	18	0	134	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	30	"AWI"	30	317	2426	1073	0	0	24	4	7	0	1	0	1	0	2	0	0	0	6	1	0	0	28	2	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	1	15	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	40	"AWI"	40	521	2898	1496	2	0	28	0	7	0	2	0	0	0	0	0	0	0	2	1	0	0	10	9	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	7	0	0	0	1	0	0	21	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	45	"AWI"	45	671	3091	1693	0	1	20	7	4	2	2	0	5	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	1	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	50	"AWI"	50	785	3395	1883	0	0	4	0	32	0	2	0	14	0	1	0	0	0	3	0	0	0	6	3	0	0	0	0	3	0	0	0	0	0	5	1	1	0	0	0	18	3	0	0	0	0	0	0	0	7	0	0	1	0	36	0	0	0	3	0	0	2	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	55	"AWI"	55	942	3638	2083	0	0	2	0	34	0	3	0	15	2	1	0	0	0	2	0	0	0	7	1	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	16	1	0	0	0	0	2	0	0	0	0	0	1	0	33	0	0	0	2	0	0	1	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	60	"AWI"	60	1095	3846	2298	0	0	3	0	30	0	2	0	16	1	2	0	1	0	4	0	0	0	9	2	0	0	0	0	3	0	0	1	0	0	8	2	2	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	6	35	0	0	0	1	0	2	1	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	65	"AWI"	65	1206	4146	2504	0	0	4	2	32	0	0	0	10	0	2	0	2	0	3	0	0	0	10	4	0	0	2	0	2	0	0	0	0	0	12	0	2	0	0	0	8	3	0	0	0	1	0	0	13	0	0	0	0	0	60	0	0	0	2	0	0	0	2	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	70	"AWI"	70	1410	4290	2696	0	0	2	2	38	0	1	0	11	0	1	0	1	0	2	0	0	0	7	2	0	0	3	0	0	0	0	0	0	1	10	0	3	0	0	0	10	2	0	0	0	0	3	0	11	0	0	0	0	7	51	0	0	0	4	0	3	0	1	1	0	0	0
