"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14628	22938	"Zalavár"	46.78528	17.155	50	"AWI"	50	521	1848	1155	2.44399185336049	0	38.2892057026477	0.203665987780041	0	0	0.203665987780041	0	2.03665987780041	0	0	0	0	0	0	1.83299389002037	0	0	0	0	0.203665987780041	0	0	0	0	0.203665987780041	0	1.0183299389002	0	0	0.610997963340122	0.407331975560081	1.62932790224033	46.2321792260692	0	2.03665987780041	0	0	1.22199592668024	0	0	0	0	0	0	0	0	0	0.610997963340122	0.610997963340122	0	0.203665987780041
14628	22938	"Zalavár"	46.78528	17.155	60	"AWI"	60	765	2030	1395	1.47783251231527	0.394088669950739	43.9408866995074	0.0985221674876847	0	0	2.16748768472906	0	0.591133004926108	0.197044334975369	0	0	0	0	0	0.886699507389163	0.788177339901478	0	0.0985221674876847	0	2.26600985221675	0	0	0	0	0	0	0.197044334975369	0	0.295566502463054	0.0985221674876847	0.689655172413793	0.689655172413793	34.1871921182266	0	4.5320197044335	0	0	2.75862068965517	0.492610837438424	0	0	0.295566502463054	0	0.197044334975369	0.0985221674876847	0	0	0.985221674876847	1.57635467980296	0	0
14628	22938	"Zalavár"	46.78528	17.155	65	"AWI"	65	878	2132	1506	8.82352941176471	0	46.1636828644501	0	0	0	0.51150895140665	0	0.639386189258312	0	0	0	0	0	0	1.40664961636829	0	0	0.127877237851662	0	0.767263427109974	0.255754475703325	0	0	0	0	0	0	0	0	0.127877237851662	0.895140664961637	1.91815856777494	34.0153452685422	0	1.79028132992327	0	0	1.0230179028133	0	0	0	0.127877237851662	0	0	0	0	0.127877237851662	0.255754475703325	0.767263427109974	0.255754475703325	0
14628	22938	"Zalavár"	46.78528	17.155	70	"AWI"	70	1003	2205	1626	3.15614617940199	0.166112956810631	45.6810631229236	0	1.16279069767442	0.166112956810631	0.996677740863787	0	1.99335548172757	0.498338870431894	0.166112956810631	0	0	0	0	2.32558139534884	7.64119601328904	0	0	0	10.2990033222591	0.166112956810631	0	0	0	0	0	0	0	0	0	3.32225913621263	0.830564784053156	6.81063122923588	0	2.6578073089701	0	0	8.80398671096346	0.332225913621262	0	0	0.664451827242525	0	0.166112956810631	0	0	0.166112956810631	0.664451827242525	1.16279069767442	0	0
14628	22938	"Zalavár"	46.78528	17.155	80	"AWI"	80	1250	2390	1869	0.457875457875458	0	44.6886446886447	0.0915750915750916	0	0	3.75457875457875	0	1.37362637362637	0.641025641025641	0.641025641025641	0	0	0	0.0915750915750916	1.55677655677656	7.41758241758242	0	0.183150183150183	0	2.38095238095238	0.0915750915750916	0.274725274725275	0	0	0	0	0	0	0.0915750915750916	0.274725274725275	2.56410256410256	0.0915750915750916	4.12087912087912	0	20.0549450549451	0	0	5.12820512820513	1.00732600732601	0	0	0.641025641025641	0	1.37362637362637	0.0915750915750916	0	0	0	0.732600732600733	0	0.183150183150183
14628	22938	"Zalavár"	46.78528	17.155	85	"AWI"	85	1373	2472	2001	17.7489177489178	0	14.0692640692641	0	0	0	0.649350649350649	0	0.865800865800866	0	0.216450216450216	0	0	0	0	3.46320346320346	4.76190476190476	0	0	0	1.2987012987013	0	0	0	0	0.216450216450216	0.216450216450216	0	0	0	0.216450216450216	1.94805194805195	4.11255411255411	30.7359307359307	0	11.2554112554113	0	0	2.38095238095238	0.649350649350649	0	0	0.216450216450216	0	0	0	0	0.432900432900433	2.5974025974026	1.94805194805195	0	0
14628	22938	"Zalavár"	46.78528	17.155	90	"AWI"	90	1490	2581	2119	11.2903225806452	0	15.3225806451613	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	1.61290322580645	2.01612903225806	9.67741935483871	0.806451612903226	0	0	0	0	0	0	0	1.61290322580645	0	0	0	0	0	6.85483870967742	37.5	0	5.64516129032258	0	0	3.2258064516129	0	0	0	0	0	0	0	0	0	2.82258064516129	0	0	0
14628	22938	"Zalavár"	46.78528	17.155	95	"AWI"	95	1666	2645	2232	9.80392156862745	0	12.2549019607843	0.490196078431373	0	0	2.94117647058824	0	1.22549019607843	0	0	0	0	0	0.245098039215686	2.45098039215686	1.47058823529412	0.245098039215686	0.245098039215686	0	0.490196078431373	0	0	0	0	0	0.735294117647059	0	0	0.245098039215686	0	0.980392156862745	5.63725490196078	13.9705882352941	0	33.8235294117647	0	0	2.69607843137255	2.45098039215686	0	0	1.47058823529412	0	0	0	0	0.490196078431373	2.94117647058824	2.69607843137255	0	0
14628	22938	"Zalavár"	46.78528	17.155	100	"AWI"	100	1775	2742	2347	5.21541950113379	0	13.6054421768707	0.90702947845805	0	0.453514739229025	6.12244897959184	0	1.13378684807256	0.453514739229025	0	0	0	0	0	8.39002267573696	1.36054421768707	0	0	0	3.85487528344671	0.226757369614512	0	0.226757369614512	0	0	0	1.13378684807256	0.226757369614512	0	0.453514739229025	4.08163265306122	2.26757369614512	8.61678004535147	0	18.140589569161	0	0	12.6984126984127	2.49433106575964	0	0	0.680272108843537	0	0.226757369614512	0.226757369614512	0	0.226757369614512	4.08163265306122	2.49433106575964	0	0
14628	22938	"Zalavár"	46.78528	17.155	107	"AWI"	107	2162	2854	2505	9.84848484848485	0	8.33333333333333	0.505050505050505	0	0	2.27272727272727	0	0	0.252525252525253	0	0	0	0	0.252525252525253	5.3030303030303	1.76767676767677	0	0	0	1.26262626262626	0	0	0	0	0	0	0	0	0.252525252525253	0	0	1.26262626262626	4.04040404040404	0	48.2323232323232	0	0	8.58585858585858	4.04040404040404	0	0	0.252525252525253	0	0	0	0	0.252525252525253	1.51515151515152	1.76767676767677	0	0
