"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aizoaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
2983	3887	"Aronde"	49.4625	2.69111	80	"AWI"	80	234	1211	629	0	0	0	0.671140939597315	1.00671140939597	4.02684563758389	0	1.00671140939597	0	0	3.69127516778524	0.671140939597315	0.671140939597315	0	0	0.335570469798658	2.01342281879195	0	41.2751677852349	0	0	0	1.00671140939597	1.34228187919463	0.335570469798658	0	0	0	0.335570469798658	1.00671140939597	0.671140939597315	0	0.335570469798658	0	0	0	0	0.335570469798658	1.00671140939597	0	23.489932885906	1.67785234899329	0	0.671140939597315	5.70469798657718	0	1.34228187919463	0	0	0	0	0.671140939597315	0	1.00671140939597	0.335570469798658	0	0	0	0	3.02013422818792	0	0.335570469798658
2983	3887	"Aronde"	49.4625	2.69111	90	"AWI"	90	325	1309	722	0	0	0	0	0.69204152249135	4.49826989619377	0	0.346020761245675	0	1.03806228373702	5.5363321799308	0	0.346020761245675	0	1.03806228373702	0	1.3840830449827	0	40.1384083044983	0	0	0	1.3840830449827	0	0	0	0	0.346020761245675	0	2.07612456747405	0.346020761245675	0	0.346020761245675	0	0	0.346020761245675	0	0.346020761245675	2.7681660899654	0	25.2595155709343	1.03806228373702	0	0	3.46020761245675	0	2.7681660899654	0	0	0.69204152249135	1.3840830449827	0.346020761245675	0	0	0	0	0	0	0	2.07612456747405	0	0
2983	3887	"Aronde"	49.4625	2.69111	100	"AWI"	100	381	1432	816	0	0	0	1.05263157894737	1.40350877192982	4.91228070175439	0	0.701754385964912	0	1.05263157894737	5.6140350877193	0	0.350877192982456	0	1.05263157894737	0	1.05263157894737	0	41.4035087719298	0	0	0	0.350877192982456	0.350877192982456	0	0	0	0	0	1.05263157894737	0	0	0	0	0	0	0	0	1.75438596491228	0	24.2105263157895	0	0	0	4.91228070175439	0	2.10526315789474	0	0	0.350877192982456	1.40350877192982	0	0	0.350877192982456	0	0	0	0	0	4.56140350877193	0	0
2983	3887	"Aronde"	49.4625	2.69111	110	"AWI"	110	468	1527	917	0	0	0	0	0	0	0	0	0	1.70940170940171	2.99145299145299	0	0	0	0	0	0.854700854700855	0	79.0598290598291	0	0	0	0	0.427350427350427	0.854700854700855	0	0	0.427350427350427	0	1.28205128205128	0	0	0	0	0	0	0	0.427350427350427	0	0	0	0	0.427350427350427	0	6.83760683760684	0	0.854700854700855	0	0	0	0.427350427350427	1.28205128205128	0.854700854700855	0	0	0	0	0	0.427350427350427	0.854700854700855	0	0
2983	3887	"Aronde"	49.4625	2.69111	120	"AWI"	120	513	1635	1015	0	0	0	2.47678018575851	0	4.64396284829721	0	0.309597523219814	0	3.09597523219814	6.81114551083591	0	0	0	0	0.309597523219814	2.47678018575851	0	44.5820433436532	0	0	0	0.928792569659443	2.1671826625387	0	0	0	0	0	0.619195046439629	0.309597523219814	0	0	0	0	0	0	0	0.309597523219814	0	22.6006191950464	0.619195046439629	0	0	4.3343653250774	0	1.54798761609907	0	0	0.928792569659443	0	0	0	0.619195046439629	0	0	0	0	0	0.309597523219814	0	0
2983	3887	"Aronde"	49.4625	2.69111	130	"AWI"	130	594	1706	1106	0.321543408360129	0	0	1.92926045016077	1.28617363344051	3.21543408360129	0	0.321543408360129	0	1.28617363344051	2.89389067524116	0	0.321543408360129	0	0.321543408360129	0	1.28617363344051	0	43.7299035369775	0	0	0.643086816720257	0	1.28617363344051	0	0	0	0	0	2.2508038585209	0	0.321543408360129	0	0	0	0	0	0.321543408360129	0.321543408360129	0	31.8327974276527	0.964630225080386	0	0.321543408360129	2.89389067524116	0	0.643086816720257	0	0	0.321543408360129	0.643086816720257	0.321543408360129	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	140	"AWI"	140	652	1808	1197	0	0	0	1.03806228373702	0	5.5363321799308	0	0.69204152249135	0	0.346020761245675	2.07612456747405	0	0.346020761245675	0	0.346020761245675	0	1.73010380622837	0	38.0622837370242	0	0	0	0	1.3840830449827	0	0	0	0	0	6.9204152249135	0.346020761245675	0	0.69204152249135	0	0	0	0	0.346020761245675	1.3840830449827	0	26.9896193771626	1.73010380622837	0	0.346020761245675	4.84429065743945	0	0.69204152249135	0	0	0	1.3840830449827	0	0	0.69204152249135	0	0	0	0	0.346020761245675	1.73010380622837	0	0
2983	3887	"Aronde"	49.4625	2.69111	150	"AWI"	150	736	1884	1294	0	0.492610837438424	0	0.492610837438424	0.985221674876847	8.3743842364532	0	0	0	0.492610837438424	3.94088669950739	0	0	0	0.492610837438424	0	0.492610837438424	0	45.8128078817734	0	0	0	1.47783251231527	0.985221674876847	0	0	0	0	0.492610837438424	1.47783251231527	0	0	0	0	0	0	0	0	0	0	24.1379310344828	1.47783251231527	0	0	6.40394088669951	0	1.47783251231527	0	0	0	0.492610837438424	0	0	0	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	156	"AWI"	156	774	1953	1352	0	0	0	0.699300699300699	0.34965034965035	6.29370629370629	0	0.699300699300699	0	1.04895104895105	5.59440559440559	0	1.04895104895105	0	0.34965034965035	0	2.0979020979021	0	25.5244755244755	0	0	0	0.699300699300699	3.4965034965035	0	0	0	0	0	2.7972027972028	0	0	0	0	0	0	0	0.699300699300699	1.74825174825175	0	29.020979020979	2.7972027972028	0	0.699300699300699	6.29370629370629	0	3.14685314685315	0	0	0.34965034965035	1.74825174825175	0.699300699300699	0	2.0979020979021	0	0	0	0	0	0	0	0
2983	3887	"Aronde"	49.4625	2.69111	162	"AWI"	162	819	2037	1409	0	0	0	1.31578947368421	0	1.64473684210526	0	0.328947368421053	0	1.31578947368421	1.64473684210526	0	0	0	0	0	0.657894736842105	0	64.1447368421053	0	0	0	0.328947368421053	1.64473684210526	0.328947368421053	0	0	0	0	0.986842105263158	0	0	0	0	0	0.328947368421053	0	0	1.31578947368421	0	14.4736842105263	0.986842105263158	0	0	6.57894736842105	0	0.657894736842105	0	0	0	0.986842105263158	0	0	0	0	0	0	0	0.328947368421053	0	0	0
