"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15908	24493	"Tanneurs"	47.21389	-1.55722	735	"AWI"	735	2083	4444	3283	0	0	44.0594059405941	1.98019801980198	1.48514851485149	0.99009900990099	0.99009900990099	0	0.99009900990099	0	0	0	0	0	0	0	0	0	11.8811881188119	0	0.495049504950495	0	0	0	1.98019801980198	0	0	0	0	0	0	0	0.495049504950495	0.495049504950495	0	0	0	0	0	0	7.92079207920792	0	0	0	0	0	0	23.7623762376238	0	0.495049504950495	0	0	0.495049504950495	0	0	0	0	0	0	0	0	0.495049504950495	0.99009900990099	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	750	"AWI"	750	2164	4507	3352	0.546448087431694	0	32.7868852459016	0.546448087431694	0	0	0	0	2.18579234972678	0	0	0	0	0	0	0.546448087431694	0.546448087431694	0	12.0218579234973	0	5.46448087431694	0	0	0	0	0	0.546448087431694	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9398907103825	0	0	0	0	0	0	22.9508196721311	0	0.546448087431694	0	0	0	0	0.546448087431694	0	0	0	0	0	0	2.73224043715847	1.09289617486339	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	770	"AWI"	770	2254	4579	3441	1.01694915254237	0	49.4915254237288	1.35593220338983	0	0	0	0	0.338983050847458	0	0	0	0	0	0	0	0	0	12.2033898305085	0	1.35593220338983	0	0	0	0.338983050847458	1.35593220338983	0.677966101694915	0	0	0	0	0	0.338983050847458	0	0	0	0	0	0.338983050847458	0	8.13559322033898	1.01694915254237	0	0	0	0	0	17.6271186440678	0	0.677966101694915	0	0	0	1.01694915254237	0.338983050847458	0	0	0	0	0	0	2.03389830508475	0.338983050847458	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	785	"AWI"	785	2308	4644	3507	0	0	36.3636363636364	2.0979020979021	0	0	0	0	0	0	0	0	0.34965034965035	0	0	0.34965034965035	0	0	9.79020979020979	0	1.04895104895105	0.34965034965035	0	0	0	0	0	0	0	0	0	0	0.699300699300699	0.34965034965035	0	0	0	0	0	0	6.64335664335664	0	0	0	0	0	0	31.1188811188811	0	3.4965034965035	0	0	0	0	0	0	0	0	0.34965034965035	0	0	5.94405594405594	1.04895104895105	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	915	"AWI"	915	2943	5130	4131	0	0	22.8070175438596	0	0	0	0	0	1.31578947368421	0	0	0	0	0	0	0	0	0	14.9122807017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	30.7017543859649	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50877192982456	1.75438596491228	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	930	"AWI"	930	3036	5172	4199	0	0	34.1880341880342	4.27350427350427	0.854700854700855	0	0	0	0	0.854700854700855	1.70940170940171	0	0	0	0	0	0	0	11.1111111111111	0	0.854700854700855	0	0	0	0.854700854700855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9487179487179	0	0	0	0	0	0	17.0940170940171	0	1.70940170940171	0	0	0	0	0	0	0	0	0	0	1.70940170940171	5.12820512820513	1.70940170940171	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	950	"AWI"	950	3112	5226	4288	0	0	18.1818181818182	3.36700336700337	0	0.673400673400673	0	0	2.02020202020202	0	0	0	0	0	0	0	0	0	13.1313131313131	0	4.71380471380471	0	0	0	0	0.336700336700337	0	0	0	0	0	0	0	0	0	0	0.336700336700337	0	0	0	13.4680134680135	1.01010101010101	0	2.69360269360269	1.01010101010101	0	0.336700336700337	32.3232323232323	0.336700336700337	0.673400673400673	0	0	0	0	0.336700336700337	0	0	0	0.336700336700337	0	0	3.03030303030303	1.01010101010101	0.673400673400673	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	985	"AWI"	985	3263	5364	4461	0.887573964497041	0	24.5562130177515	5.62130177514793	0	0.591715976331361	0.887573964497041	0	0.887573964497041	0	0	0	0	0	0	0	0	0.29585798816568	8.28402366863905	0	2.36686390532544	0.29585798816568	0	0	0	0.29585798816568	0	0	0	0	0	0	0.29585798816568	0	0	0	0	0	0.29585798816568	0	9.17159763313609	0.591715976331361	0.29585798816568	0	0	0	0	38.7573964497041	0	0.887573964497041	0	0	0	0	0.887573964497041	0	0	0	0	0	0	3.84615384615385	0	0	0	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1010	"AWI"	1010	3426	5430	4571	1.14285714285714	0.857142857142857	20.2857142857143	4.85714285714286	0.285714285714286	0.857142857142857	0.285714285714286	0.857142857142857	1.42857142857143	0	0	0	0	0	0	0	0	0	7.14285714285714	0	1.71428571428571	0	0	0	0	0.857142857142857	0.285714285714286	0	0	0	0	0	0.285714285714286	0	0	0.285714285714286	0	0	0	0	7.14285714285714	0.285714285714286	0	0	0	0	0	42.5714285714286	0	3.71428571428571	0	0	0	0.285714285714286	0	0.285714285714286	0	0	0	0	0	3.14285714285714	0.857142857142857	0	0.285714285714286	0	0
15908	24493	"Tanneurs"	47.21389	-1.55722	1045	"AWI"	1045	3626	5526	4730	0.609756097560976	0	17.3780487804878	7.01219512195122	0	0.304878048780488	0	0	2.4390243902439	0	0	0	0	0	0	0	0	0	5.79268292682927	0	1.21951219512195	0	0	0	0.304878048780488	0.609756097560976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75609756097561	0.914634146341463	0	0	0	0	0	47.8658536585366	0	1.52439024390244	0	0	0	0	0.304878048780488	0	0	0	0	0	0	3.35365853658537	0.304878048780488	0	0	0	0.304878048780488
