"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
9690	14274	"Brackloon Lough"	53.76021	-9.56165	0	"AWI"	0	-147	26	-49	8.34990059642147	0	0	0	0	0	31.013916500994	0	0	0	3.97614314115308	4.7713717693837	0	0	0.795228628230616	0	0	0.397614314115308	7.55467196819085	0	0.198807157057654	0.198807157057654	0	0	0	0.198807157057654	2.78330019880716	0	0	0	0	5.36779324055666	0.596421471172962	13.9165009940358	0.397614314115308	0	19.0854870775348	0	0	0.198807157057654	0	0	0.198807157057654	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	16	"AWI"	16	-108	167	9	12.6126126126126	0	0.225225225225225	0.675675675675676	0	0	20.7207207207207	0	0	0.225225225225225	9.68468468468468	3.82882882882883	0	0	0	0.45045045045045	0	0.225225225225225	5.63063063063063	0	0	0.225225225225225	0	0	0	0	2.47747747747748	0	0	0	0	7.88288288288288	0	10.8108108108108	0.225225225225225	0	23.1981981981982	0.225225225225225	0	0.225225225225225	0	0.45045045045045	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	32	"AWI"	32	-61	286	69	10.1351351351351	0	0.675675675675676	0	0	0	26.3513513513513	0	0	0	11.2612612612613	8.33333333333333	0	0	0	0.225225225225225	0	0.675675675675676	9.90990990990991	0	0.45045045045045	0	0	0	0	0	2.02702702702703	0	0	0	0	8.78378378378378	0	4.05405405405405	0.45045045045045	0	15.3153153153153	0	0	0.45045045045045	0	0.675675675675676	0.225225225225225	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	48	"AWI"	48	-22	383	134	9.97566909975669	0	0	0.48661800486618	0	0	26.2773722627737	0	0	0	6.81265206812652	3.89294403892944	0	0	1.21654501216545	0	0	1.70316301703163	5.35279805352798	0	0	0	0	0	0	0	0.97323600973236	0	0	0	0	5.59610705596107	0.72992700729927	7.05596107055961	0	0	29.4403892944039	0	0	0	0	0.48661800486618	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	64	"AWI"	64	17	478	197	9.81912144702842	0	0.258397932816538	0.516795865633075	0	0	38.2428940568475	0	0	0	9.56072351421188	3.87596899224806	0	0	0.258397932816538	0.516795865633075	0	1.29198966408269	5.16795865633075	0	0	0	0	0	0	0	1.55038759689922	0	0	0	0	6.71834625322997	0	6.2015503875969	0.258397932816538	0	14.4702842377261	0	0	0	0.258397932816538	0.775193798449612	0.258397932816538	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	80	"AWI"	80	62	569	265	8.67579908675799	0	0	0.228310502283105	0	0	30.8219178082192	0	0	0	8.67579908675799	5.93607305936073	0	0	0.45662100456621	0.45662100456621	0	0.228310502283105	5.93607305936073	0	0	0	0	0	0	0	2.73972602739726	0	0	0	0	7.30593607305936	0	4.79452054794521	0.228310502283105	0.45662100456621	22.3744292237443	0	0	0	0	0.684931506849315	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	96	"AWI"	96	112	647	328	11.5294117647059	0	0	0.235294117647059	0	0	33.8823529411765	0	0	0	8.94117647058824	5.41176470588235	0	0	0.470588235294118	0.941176470588235	0	0.470588235294118	8	0	0	0	0	0	0	0	1.64705882352941	0	0	0.235294117647059	0	9.17647058823529	0	1.88235294117647	0.235294117647059	0	15.5294117647059	0	0	0.235294117647059	0	1.17647058823529	0	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	112	"AWI"	112	159	721	392	13.5359116022099	0	0	0.276243093922652	0	0	34.5303867403315	0	0	0	7.18232044198895	11.878453038674	0	0	0	0	0	1.10497237569061	9.94475138121547	0	0	0	0	0	0	0	1.65745856353591	0	0	0	0	9.94475138121547	0	0	0.276243093922652	0	8.01104972375691	0	0	0.276243093922652	0	0.552486187845304	0.828729281767956	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	128	"AWI"	128	203	801	453	11.6504854368932	0	0	0.647249190938511	0	0	40.453074433657	0	0	0	9.70873786407767	11.0032362459547	0	0	1.29449838187702	0	0	0.323624595469256	8.09061488673139	0	0	0	0	0	0	0	8.41423948220065	0	0	0	0	4.85436893203883	0	0	0	0	2.9126213592233	0	0	0	0	0.323624595469256	0.323624595469256	0
9690	14274	"Brackloon Lough"	53.76021	-9.56165	144	"AWI"	144	248	876	515	10.4651162790698	0	0	0.290697674418605	0	0	38.0813953488372	0	0	0.290697674418605	7.84883720930233	7.84883720930233	0	0	0.290697674418605	0	0	0	6.1046511627907	0.290697674418605	0	0	0	0	0	0	14.8255813953488	0	0	0	0	4.94186046511628	0	2.03488372093023	0	0	5.81395348837209	0	0	0	0	0.581395348837209	0.290697674418605	0
